Date,CHRW
1999-07-08,8.765625
1999-07-09,8.78125
1999-07-12,8.796875
1999-07-13,8.71875
1999-07-14,8.5625
1999-07-15,8.640625
1999-07-16,8.609375
1999-07-19,8.78125
1999-07-20,9.09375
1999-07-21,9.03125
1999-07-22,8.8125
1999-07-23,8.78125
1999-07-26,8.953125
1999-07-27,8.96875
1999-07-28,8.78125
1999-07-29,8.75
1999-07-30,8.84375
1999-08-02,8.90625
1999-08-03,8.609375
1999-08-04,8.46875
1999-08-05,8.96875
1999-08-06,8.828125
1999-08-09,8.578125
1999-08-10,8.53125
1999-08-11,8.5
1999-08-12,8.125
1999-08-13,8.3125
1999-08-16,8.3125
1999-08-17,8.25
1999-08-18,8.109375
1999-08-19,8.21875
1999-08-20,8.328125
1999-08-23,8.3125
1999-08-24,8.28125
1999-08-25,8.359375
1999-08-26,8.25
1999-08-27,7.96875
1999-08-30,7.6875
1999-08-31,7.875
1999-09-01,7.890625
1999-09-02,7.765625
1999-09-03,8.359375
1999-09-07,8.34375
1999-09-08,8.25
1999-09-09,8.625
1999-09-10,8.5
1999-09-13,8.21875
1999-09-14,8.484375
1999-09-15,8.625
1999-09-16,8.234375
1999-09-17,8.375
1999-09-20,8.34375
1999-09-21,8.34375
1999-09-22,8.25
1999-09-23,8.21875
1999-09-24,8.1875
1999-09-27,8.429688
1999-09-28,8.554688
1999-09-29,8.5625
1999-09-30,8.421875
1999-10-01,8.28125
1999-10-04,8.140625
1999-10-05,8.234375
1999-10-06,8.359375
1999-10-07,8.4375
1999-10-08,8.5625
1999-10-11,8.625
1999-10-12,8.375
1999-10-13,8.125
1999-10-14,8.1875
1999-10-15,8.125
1999-10-18,8.1875
1999-10-19,8.203125
1999-10-20,8.3125
1999-10-21,8.265625
1999-10-22,8.296875
1999-10-25,8.171875
1999-10-26,7.84375
1999-10-27,8.25
1999-10-28,8.15625
1999-10-29,8.453125
1999-11-01,8.28125
1999-11-02,8.34375
1999-11-03,8.25
1999-11-04,7.8125
1999-11-05,7.421875
1999-11-08,7.203125
1999-11-09,7.03125
1999-11-10,7.8125
1999-11-11,7.90625
1999-11-12,7.96875
1999-11-15,8.015625
1999-11-16,8.0
1999-11-17,7.84375
1999-11-18,8.390625
1999-11-19,8.125
1999-11-22,8.375
1999-11-23,8.6875
1999-11-24,8.71875
1999-11-26,8.625
1999-11-29,8.53125
1999-11-30,8.71875
1999-12-01,8.875
1999-12-02,8.78125
1999-12-03,8.90625
1999-12-06,8.78125
1999-12-07,8.78125
1999-12-08,8.765625
1999-12-09,8.640625
1999-12-10,8.359375
1999-12-13,8.5
1999-12-14,8.6875
1999-12-15,8.78125
1999-12-16,8.875
1999-12-17,9.046875
1999-12-20,9.5625
1999-12-21,9.75
1999-12-22,9.492188
1999-12-23,9.65625
1999-12-27,10.0
1999-12-28,10.515625
1999-12-29,10.125
1999-12-30,9.9375
1999-12-31,9.9375
2000-01-03,9.78125
2000-01-04,9.453125
2000-01-05,9.328125
2000-01-06,9.375
2000-01-07,9.5
2000-01-10,9.921875
2000-01-11,9.765625
2000-01-12,9.84375
2000-01-13,9.9375
2000-01-14,10.0
2000-01-18,9.921875
2000-01-19,10.21875
2000-01-20,10.109375
2000-01-21,9.828125
2000-01-24,10.296875
2000-01-25,10.125
2000-01-26,10.1875
2000-01-27,9.984375
2000-01-28,10.375
2000-01-31,10.171875
2000-02-01,10.3125
2000-02-02,10.640625
2000-02-03,10.625
2000-02-04,10.703125
2000-02-07,10.875
2000-02-08,11.046875
2000-02-09,11.96875
2000-02-10,11.796875
2000-02-11,10.890625
2000-02-14,10.8125
2000-02-15,10.4375
2000-02-16,10.65625
2000-02-17,10.53125
2000-02-18,10.1875
2000-02-22,10.375
2000-02-23,11.171875
2000-02-24,11.3125
2000-02-25,11.476563
2000-02-28,12.375
2000-02-29,12.75
2000-03-01,12.5625
2000-03-02,12.414063
2000-03-03,12.40625
2000-03-06,12.390625
2000-03-07,12.734375
2000-03-08,12.71875
2000-03-09,12.59375
2000-03-10,12.359375
2000-03-13,12.15625
2000-03-14,11.515625
2000-03-15,11.359375
2000-03-16,11.015625
2000-03-17,10.421875
2000-03-20,10.03125
2000-03-21,10.265625
2000-03-22,10.515625
2000-03-23,10.515625
2000-03-24,10.5
2000-03-27,10.46875
2000-03-28,10.46875
2000-03-29,10.125
2000-03-30,9.890625
2000-03-31,9.3125
2000-04-03,8.75
2000-04-04,10.09375
2000-04-05,9.84375
2000-04-06,10.09375
2000-04-07,10.859375
2000-04-10,10.421875
2000-04-11,10.53125
2000-04-12,11.5
2000-04-13,11.015625
2000-04-14,10.3125
2000-04-17,10.328125
2000-04-18,11.25
2000-04-19,11.726563
2000-04-20,12.0
2000-04-24,12.21875
2000-04-25,12.359375
2000-04-26,12.046875
2000-04-27,12.3125
2000-04-28,12.5
2000-05-01,12.59375
2000-05-02,12.65625
2000-05-03,11.84375
2000-05-04,12.09375
2000-05-05,12.96875
2000-05-08,12.90625
2000-05-09,12.953125
2000-05-10,12.859375
2000-05-11,12.9375
2000-05-12,12.929688
2000-05-15,12.921875
2000-05-16,12.1875
2000-05-17,11.421875
2000-05-18,11.09375
2000-05-19,11.03125
2000-05-22,11.109375
2000-05-23,11.90625
2000-05-24,11.828125
2000-05-25,11.5
2000-05-26,11.5
2000-05-30,11.34375
2000-05-31,11.234375
2000-06-01,11.953125
2000-06-02,11.5
2000-06-05,11.390625
2000-06-06,11.257813
2000-06-07,11.21875
2000-06-08,10.78125
2000-06-09,10.804688
2000-06-12,11.59375
2000-06-13,11.71875
2000-06-14,11.765625
2000-06-15,11.703125
2000-06-16,11.8125
2000-06-19,11.5
2000-06-20,11.015625
2000-06-21,10.625
2000-06-22,10.375
2000-06-23,10.4375
2000-06-26,10.4375
2000-06-27,10.390625
2000-06-28,10.625
2000-06-29,10.390625
2000-06-30,12.375
2000-07-03,11.859375
2000-07-05,11.9375
2000-07-06,11.75
2000-07-07,11.875
2000-07-10,12.5
2000-07-11,12.875
2000-07-12,13.296875
2000-07-13,13.28125
2000-07-14,13.546875
2000-07-17,13.84375
2000-07-18,13.90625
2000-07-19,13.3125
2000-07-20,14.09375
2000-07-21,14.171875
2000-07-24,13.96875
2000-07-25,14.25
2000-07-26,14.921875
2000-07-27,14.734375
2000-07-28,14.984375
2000-07-31,15.941406
2000-08-01,14.953125
2000-08-02,14.625
2000-08-03,14.515625
2000-08-04,14.453125
2000-08-07,14.515625
2000-08-08,14.191406
2000-08-09,14.53125
2000-08-10,14.78125
2000-08-11,15.03125
2000-08-14,15.03125
2000-08-15,14.40625
2000-08-16,15.0625
2000-08-17,15.265625
2000-08-18,15.28125
2000-08-21,15.144531
2000-08-22,14.703125
2000-08-23,14.4375
2000-08-24,14.875
2000-08-25,15.4375
2000-08-28,14.75
2000-08-29,14.84375
2000-08-30,14.828125
2000-08-31,14.796875
2000-09-01,14.65625
2000-09-05,14.546875
2000-09-06,14.546875
2000-09-07,14.6875
2000-09-08,14.609375
2000-09-11,14.21875
2000-09-12,14.328125
2000-09-13,14.757813
2000-09-14,14.890625
2000-09-15,14.875
2000-09-18,14.03125
2000-09-19,14.046875
2000-09-20,14.125
2000-09-21,14.5625
2000-09-22,14.453125
2000-09-25,14.40625
2000-09-26,14.078125
2000-09-27,13.910156
2000-09-28,14.140625
2000-09-29,14.089844
2000-10-02,13.390625
2000-10-03,13.125
2000-10-04,13.734375
2000-10-05,13.703125
2000-10-06,13.203125
2000-10-09,11.984375
2000-10-10,13.15625
2000-10-11,13.546875
2000-10-12,13.328125
2000-10-13,13.90625
2000-10-16,14.125
2000-10-17,14.0
2000-10-18,12.78125
2000-10-19,12.660156
2000-10-20,13.0
2000-10-23,12.765625
2000-10-24,12.808594
2000-10-25,12.90625
2000-10-26,14.1875
2000-10-27,13.894531
2000-10-30,13.765625
2000-10-31,13.671875
2000-11-01,13.890625
2000-11-02,14.0
2000-11-03,13.71875
2000-11-06,13.71875
2000-11-07,13.5
2000-11-08,13.75
2000-11-09,13.71875
2000-11-10,13.296875
2000-11-13,13.421875
2000-11-14,13.71875
2000-11-15,13.84375
2000-11-16,13.90625
2000-11-17,14.1875
2000-11-20,14.25
2000-11-21,14.53125
2000-11-22,15.0
2000-11-24,15.125
2000-11-27,15.265625
2000-11-28,14.890625
2000-11-29,14.734375
2000-11-30,14.15625
2000-12-01,14.5625
2000-12-04,15.09375
2000-12-05,15.09375
2000-12-06,15.4375
2000-12-07,15.9375
2000-12-08,16.25
2000-12-11,16.25
2000-12-12,15.1875
2000-12-13,14.71875
2000-12-14,14.6875
2000-12-15,13.75
2000-12-18,14.78125
2000-12-19,14.96875
2000-12-20,14.78125
2000-12-21,14.75
2000-12-22,14.75
2000-12-26,14.5
2000-12-27,16.0625
2000-12-28,15.90625
2000-12-29,15.71875
2001-01-02,14.9375
2001-01-03,15.96875
2001-01-04,15.8125
2001-01-05,15.625
2001-01-08,15.03125
2001-01-09,14.875
2001-01-10,14.71875
2001-01-11,14.0
2001-01-12,13.65625
2001-01-16,13.90625
2001-01-17,14.03125
2001-01-18,14.1875
2001-01-19,14.03125
2001-01-22,14.0625
2001-01-23,14.25
2001-01-24,13.40625
2001-01-25,13.90625
2001-01-26,13.71875
2001-01-29,13.945313
2001-01-30,13.875
2001-01-31,14.96875
2001-02-01,14.0
2001-02-02,14.6875
2001-02-05,14.4375
2001-02-06,14.78125
2001-02-07,14.765625
2001-02-08,14.65625
2001-02-09,14.625
2001-02-12,14.53125
2001-02-13,14.875
2001-02-14,14.8125
2001-02-15,15.09375
2001-02-16,15.007813
2001-02-20,15.125
2001-02-21,14.78125
2001-02-22,14.8125
2001-02-23,14.84375
2001-02-26,14.90625
2001-02-27,14.8125
2001-02-28,14.9375
2001-03-01,15.0
2001-03-02,14.875
2001-03-05,14.78125
2001-03-06,15.164063
2001-03-07,15.5
2001-03-08,15.25
2001-03-09,15.1875
2001-03-12,14.28125
2001-03-13,14.125
2001-03-14,13.195313
2001-03-15,12.71875
2001-03-16,11.8125
2001-03-19,12.9375
2001-03-20,13.65625
2001-03-21,13.632813
2001-03-22,13.53125
2001-03-23,13.882813
2001-03-26,13.96875
2001-03-27,13.53125
2001-03-28,12.804688
2001-03-29,13.15625
2001-03-30,13.6875
2001-04-02,13.21875
2001-04-03,12.40625
2001-04-04,12.6875
2001-04-05,12.75
2001-04-06,12.59375
2001-04-09,12.115
2001-04-10,12.525
2001-04-11,12.15
2001-04-12,11.79
2001-04-16,12.075
2001-04-17,12.265
2001-04-18,12.15
2001-04-19,12.69
2001-04-20,12.995
2001-04-23,12.89
2001-04-24,13.35
2001-04-25,13.71
2001-04-26,13.67
2001-04-27,13.695
2001-04-30,13.53
2001-05-01,13.75
2001-05-02,14.115
2001-05-03,13.87
2001-05-04,14.085
2001-05-07,13.975
2001-05-08,14.12
2001-05-09,14.005
2001-05-10,14.345
2001-05-11,14.4
2001-05-14,14.435
2001-05-15,14.945
2001-05-16,14.995
2001-05-17,15.475
2001-05-18,15.495
2001-05-21,15.64
2001-05-22,15.085
2001-05-23,14.65
2001-05-24,15.005
2001-05-25,14.95
2001-05-29,14.76
2001-05-30,14.5
2001-05-31,14.925
2001-06-01,14.38
2001-06-04,14.605
2001-06-05,14.925
2001-06-06,14.49
2001-06-07,14.61
2001-06-08,14.725
2001-06-11,14.5
2001-06-12,14.775
2001-06-13,14.68
2001-06-14,14.7
2001-06-15,14.13
2001-06-18,13.59
2001-06-19,13.365
2001-06-20,13.25
2001-06-21,13.32
2001-06-22,13.635
2001-06-25,13.25
2001-06-26,13.505
2001-06-27,13.58
2001-06-28,14.045
2001-06-29,13.945
2001-07-02,14.125
2001-07-03,14.015
2001-07-05,14.135
2001-07-06,13.85
2001-07-09,13.92
2001-07-10,13.57
2001-07-11,13.855
2001-07-12,14.225
2001-07-13,14.3
2001-07-16,14.48
2001-07-17,14.5
2001-07-18,14.48
2001-07-19,14.655
2001-07-20,14.99
2001-07-23,14.88
2001-07-24,14.855
2001-07-25,14.9
2001-07-26,15.215
2001-07-27,15.445
2001-07-30,15.445
2001-07-31,15.375
2001-08-01,15.25
2001-08-02,15.42
2001-08-03,15.235
2001-08-06,14.975
2001-08-07,15.025
2001-08-08,15.015
2001-08-09,14.88
2001-08-10,15.005
2001-08-13,14.975
2001-08-14,15.225
2001-08-15,15.31
2001-08-16,15.425
2001-08-17,15.37
2001-08-20,15.37
2001-08-21,15.405
2001-08-22,15.69
2001-08-23,15.475
2001-08-24,15.415
2001-08-27,15.14
2001-08-28,14.93
2001-08-29,15.375
2001-08-30,15.51
2001-08-31,15.545
2001-09-04,15.615
2001-09-05,15.505
2001-09-06,14.625
2001-09-07,14.005
2001-09-10,14.0
2001-09-17,14.01
2001-09-18,13.775
2001-09-19,13.41
2001-09-20,13.44
2001-09-21,13.16
2001-09-24,13.27
2001-09-25,13.2
2001-09-26,13.65
2001-09-27,13.775
2001-09-28,14.48
2001-10-01,13.78
2001-10-02,13.9
2001-10-03,14.125
2001-10-04,14.25
2001-10-05,14.16
2001-10-08,14.25
2001-10-09,14.225
2001-10-10,14.5
2001-10-11,14.865
2001-10-12,14.825
2001-10-15,14.73
2001-10-16,14.71
2001-10-17,14.165
2001-10-18,13.61
2001-10-19,13.66
2001-10-22,13.605
2001-10-23,13.74
2001-10-24,13.56
2001-10-25,13.355
2001-10-26,13.47
2001-10-29,13.395
2001-10-30,13.3
2001-10-31,13.385
2001-11-01,13.62
2001-11-02,13.825
2001-11-05,13.925
2001-11-06,14.25
2001-11-07,14.325
2001-11-08,14.375
2001-11-09,14.475
2001-11-12,14.14
2001-11-13,14.13
2001-11-14,14.74
2001-11-15,14.435
2001-11-16,14.56
2001-11-19,14.975
2001-11-20,14.55
2001-11-21,14.725
2001-11-23,14.795
2001-11-26,14.405
2001-11-27,14.265
2001-11-28,14.01
2001-11-29,14.135
2001-11-30,13.895
2001-12-03,13.775
2001-12-04,13.71
2001-12-05,13.97
2001-12-06,14.36
2001-12-07,14.445
2001-12-10,13.91
2001-12-11,13.445
2001-12-12,13.23
2001-12-13,13.34
2001-12-14,13.415
2001-12-17,13.79
2001-12-18,14.29
2001-12-19,14.375
2001-12-20,14.37
2001-12-21,14.405
2001-12-24,14.72
2001-12-26,15.06
2001-12-27,14.97
2001-12-28,14.935
2001-12-31,14.46
2002-01-02,14.39
2002-01-03,14.385
2002-01-04,14.675
2002-01-07,14.845
2002-01-08,15.025
2002-01-09,14.7
2002-01-10,14.85
2002-01-11,14.65
2002-01-14,14.255
2002-01-15,14.33
2002-01-16,14.285
2002-01-17,14.865
2002-01-18,14.8
2002-01-22,14.81
2002-01-23,15.005
2002-01-24,15.25
2002-01-25,15.35
2002-01-28,15.5
2002-01-29,15.45
2002-01-30,15.805
2002-01-31,15.515
2002-02-01,15.455
2002-02-04,15.11
2002-02-05,15.195
2002-02-06,14.305
2002-02-07,14.325
2002-02-08,14.72
2002-02-11,14.74
2002-02-12,14.7
2002-02-13,14.75
2002-02-14,14.63
2002-02-15,14.625
2002-02-19,14.34
2002-02-20,14.66
2002-02-21,14.255
2002-02-22,14.36
2002-02-25,14.57
2002-02-26,14.62
2002-02-27,14.835
2002-02-28,14.55
2002-03-01,14.825
2002-03-04,15.165
2002-03-05,15.205
2002-03-06,15.335
2002-03-07,15.325
2002-03-08,15.58
2002-03-11,15.49
2002-03-12,15.3
2002-03-13,15.48
2002-03-14,15.525
2002-03-15,15.7
2002-03-18,15.705
2002-03-19,15.82
2002-03-20,16.0
2002-03-21,15.755
2002-03-22,16.215
2002-03-25,16.389999
2002-03-26,16.469998999999998
2002-03-27,16.75
2002-03-28,16.799999
2002-04-01,16.735001
2002-04-02,16.475
2002-04-03,16.165001
2002-04-04,16.495001000000002
2002-04-05,16.655001000000002
2002-04-08,16.424999
2002-04-09,16.745001000000002
2002-04-10,17.450001
2002-04-11,17.17
2002-04-12,17.459999
2002-04-15,17.174999
2002-04-16,17.514999
2002-04-17,17.334999
2002-04-18,17.155001000000002
2002-04-19,17.225
2002-04-22,16.870001000000002
2002-04-23,16.969998999999998
2002-04-24,16.120001000000002
2002-04-25,16.23
2002-04-26,16.075001
2002-04-29,15.875
2002-04-30,15.735
2002-05-01,16.155001000000002
2002-05-02,16.280001000000002
2002-05-03,16.495001000000002
2002-05-06,16.549999
2002-05-07,16.514999
2002-05-08,16.5
2002-05-09,16.174999
2002-05-10,16.24
2002-05-13,16.75
2002-05-14,17.120001000000002
2002-05-15,17.200001
2002-05-16,16.825001
2002-05-17,17.245001000000002
2002-05-20,17.0
2002-05-21,16.924999
2002-05-22,17.105
2002-05-23,17.254998999999998
2002-05-24,17.155001000000002
2002-05-28,16.82
2002-05-29,16.82
2002-05-30,16.985001
2002-05-31,16.940001000000002
2002-06-03,16.700001
2002-06-04,16.59
2002-06-05,16.75
2002-06-06,16.379998999999998
2002-06-07,16.41
2002-06-10,16.645
2002-06-11,16.5
2002-06-12,16.815001000000002
2002-06-13,16.76
2002-06-14,17.125
2002-06-17,17.18
2002-06-18,17.445
2002-06-19,17.219998999999998
2002-06-20,17.25
2002-06-21,17.25
2002-06-24,17.045
2002-06-25,16.754998999999998
2002-06-26,16.67
2002-06-27,16.725
2002-06-28,16.764999
2002-07-01,16.325001
2002-07-02,16.254998999999998
2002-07-03,16.184998999999998
2002-07-05,16.360001
2002-07-08,16.145
2002-07-09,15.925
2002-07-10,15.775
2002-07-11,15.67
2002-07-12,15.685
2002-07-15,15.57
2002-07-16,15.73
2002-07-17,15.82
2002-07-18,15.515
2002-07-19,15.125
2002-07-22,14.225
2002-07-23,13.805
2002-07-24,13.8
