Date,ECL
1977-01-11,1.46875
1977-01-12,1.453125
1977-01-13,1.453125
1977-01-14,1.4375
1977-01-17,1.4296879999999998
1977-01-18,1.4140629999999998
1977-01-19,1.4296879999999998
1977-01-20,1.4375
1977-01-21,1.4453129999999998
1977-01-24,1.4375
1977-01-25,1.4375
1977-01-26,1.4140629999999998
1977-01-27,1.3828129999999998
1977-01-28,1.375
1977-01-31,1.3984379999999998
1977-02-01,1.4375
1977-02-02,1.4375
1977-02-03,1.4453129999999998
1977-02-04,1.4453129999999998
1977-02-07,1.421875
1977-02-08,1.40625
1977-02-09,1.3984379999999998
1977-02-10,1.4140629999999998
1977-02-11,1.40625
1977-02-14,1.40625
1977-02-15,1.4375
1977-02-16,1.453125
1977-02-17,1.4609379999999998
1977-02-18,1.4296879999999998
1977-02-22,1.4296879999999998
1977-02-23,1.4453129999999998
1977-02-24,1.4296879999999998
1977-02-25,1.4296879999999998
1977-02-28,1.453125
1977-03-01,1.484375
1977-03-02,1.453125
1977-03-03,1.453125
1977-03-04,1.4609379999999998
1977-03-07,1.453125
1977-03-08,1.46875
1977-03-09,1.4765629999999998
1977-03-10,1.484375
1977-03-11,1.484375
1977-03-14,1.484375
1977-03-15,1.5078129999999998
1977-03-16,1.546875
1977-03-17,1.53125
1977-03-18,1.5390629999999998
1977-03-21,1.546875
1977-03-22,1.5546879999999998
1977-03-23,1.546875
1977-03-24,1.546875
1977-03-25,1.5546879999999998
1977-03-28,1.5625
1977-03-29,1.5703129999999998
1977-03-30,1.53125
1977-03-31,1.5390629999999998
1977-04-01,1.5546879999999998
1977-04-04,1.5234379999999998
1977-04-05,1.515625
1977-04-06,1.515625
1977-04-07,1.5234379999999998
1977-04-11,1.53125
1977-04-12,1.5390629999999998
1977-04-13,1.5625
1977-04-14,1.578125
1977-04-15,1.5625
1977-04-18,1.53125
1977-04-19,1.515625
1977-04-20,1.4765629999999998
1977-04-21,1.46875
1977-04-22,1.453125
1977-04-25,1.4453129999999998
1977-04-26,1.390625
1977-04-27,1.3828129999999998
1977-04-28,1.3828129999999998
1977-04-29,1.4296879999999998
1977-05-02,1.4375
1977-05-03,1.421875
1977-05-04,1.4375
1977-05-05,1.453125
1977-05-06,1.4453129999999998
1977-05-09,1.4375
1977-05-10,1.4453129999999998
1977-05-11,1.4609379999999998
1977-05-12,1.5
1977-05-13,1.4765629999999998
1977-05-16,1.421875
1977-05-17,1.4296879999999998
1977-05-18,1.4375
1977-05-19,1.4296879999999998
1977-05-20,1.421875
1977-05-23,1.359375
1977-05-24,1.375
1977-05-25,1.359375
1977-05-26,1.3515629999999998
1977-05-27,1.3359379999999998
1977-05-31,1.25
1977-06-01,1.265625
1977-06-02,1.2421879999999998
1977-06-03,1.2578129999999998
1977-06-06,1.2734379999999998
1977-06-07,1.3046879999999998
1977-06-08,1.328125
1977-06-09,1.296875
1977-06-10,1.296875
1977-06-13,1.3125
1977-06-14,1.3203129999999998
1977-06-15,1.296875
1977-06-16,1.3046879999999998
1977-06-17,1.3046879999999998
1977-06-20,1.2890629999999998
1977-06-21,1.2890629999999998
1977-06-22,1.265625
1977-06-23,1.25
1977-06-24,1.25
1977-06-27,1.25
1977-06-28,1.2578129999999998
1977-06-29,1.2578129999999998
1977-06-30,1.28125
1977-07-01,1.28125
1977-07-05,1.28125
1977-07-06,1.28125
1977-07-07,1.2734379999999998
1977-07-08,1.28125
1977-07-11,1.2734379999999998
1977-07-12,1.265625
1977-07-13,1.265625
1977-07-15,1.2734379999999998
1977-07-18,1.359375
1977-07-19,1.328125
1977-07-20,1.3125
