Date,SJM
1996-05-01,21.25
1996-05-02,21.0
1996-05-03,21.0
1996-05-06,21.0
1996-05-07,21.0
1996-05-08,21.625
1996-05-09,21.625
1996-05-10,21.75
1996-05-13,20.875
1996-05-14,20.875
1996-05-15,21.0
1996-05-16,20.875
1996-05-17,20.875
1996-05-20,20.875
1996-05-21,21.125
1996-05-22,20.875
1996-05-23,21.0
1996-05-24,20.875
1996-05-28,20.875
1996-05-29,20.75
1996-05-30,20.75
1996-05-31,20.375
1996-06-03,20.375
1996-06-04,20.75
1996-06-05,20.25
1996-06-06,20.625
1996-06-07,20.625
1996-06-10,20.25
1996-06-11,20.375
1996-06-12,19.875
1996-06-13,19.5
1996-06-14,19.125
1996-06-17,19.25
1996-06-18,19.5
1996-06-19,19.875
1996-06-20,19.125
1996-06-21,19.875
1996-06-24,19.625
1996-06-25,19.0
1996-06-26,19.375
1996-06-27,19.875
1996-06-28,19.625
1996-07-01,19.5
1996-07-02,19.375
1996-07-03,19.875
1996-07-05,19.625
1996-07-08,19.25
1996-07-09,19.375
1996-07-10,19.375
1996-07-11,19.375
1996-07-12,18.375
1996-07-15,18.625
1996-07-16,18.75
1996-07-17,18.375
1996-07-18,19.0
1996-07-19,18.5
1996-07-22,18.625
1996-07-23,18.5
1996-07-24,18.0
1996-07-25,18.0
1996-07-26,17.875
1996-07-29,17.875
1996-07-30,18.125
1996-07-31,17.75
1996-08-01,18.0
1996-08-02,18.25
1996-08-05,18.0
1996-08-06,17.875
1996-08-07,18.125
1996-08-08,17.875
1996-08-09,17.75
1996-08-12,17.875
1996-08-13,17.625
1996-08-14,17.375
1996-08-15,17.25
1996-08-16,17.25
1996-08-19,17.125
1996-08-20,17.5
1996-08-21,17.375
1996-08-22,17.0
1996-08-23,17.0
1996-08-26,16.625
1996-08-27,17.25
1996-08-28,16.875
1996-08-29,16.75
1996-08-30,16.5
1996-09-03,16.5
1996-09-04,16.875
1996-09-05,16.625
1996-09-06,17.0
1996-09-09,17.0
1996-09-10,17.0
1996-09-11,17.0
1996-09-12,17.0
1996-09-13,17.75
1996-09-16,17.125
1996-09-17,17.25
1996-09-18,17.0
1996-09-19,17.125
1996-09-20,17.25
1996-09-23,17.0
1996-09-24,17.125
1996-09-25,17.125
1996-09-26,17.0
1996-09-27,17.0
1996-09-30,17.0
1996-10-01,17.125
1996-10-02,17.125
1996-10-03,17.125
1996-10-04,17.125
1996-10-07,17.0
1996-10-08,17.0
1996-10-09,17.0
1996-10-10,17.125
1996-10-11,17.375
1996-10-14,17.375
1996-10-15,17.0
1996-10-16,17.0
1996-10-17,17.625
1996-10-18,17.25
1996-10-21,17.375
1996-10-22,16.875
1996-10-23,16.875
1996-10-24,17.125
1996-10-25,17.0
1996-10-28,16.5
1996-10-29,16.5
1996-10-30,16.5
1996-10-31,16.5
1996-11-01,16.5
1996-11-04,16.625
1996-11-05,16.75
1996-11-06,16.75
1996-11-07,16.875
1996-11-08,17.0
1996-11-11,17.375
1996-11-12,17.125
1996-11-13,17.25
1996-11-14,17.375
1996-11-15,16.75
1996-11-18,16.75
1996-11-19,17.25
1996-11-20,17.25
1996-11-21,17.375
1996-11-22,17.5
1996-11-25,17.875
1996-11-26,18.125
1996-11-27,18.25
1996-11-29,18.0
1996-12-02,18.0
1996-12-03,18.5
1996-12-04,18.75
1996-12-05,18.5
1996-12-06,18.0
1996-12-09,18.25
1996-12-10,18.0
1996-12-11,18.0
1996-12-12,17.875
1996-12-13,18.0
1996-12-16,17.25
1996-12-17,17.625
1996-12-18,17.25
1996-12-19,17.375
1996-12-20,18.0
1996-12-23,17.25
1996-12-24,17.375
1996-12-26,17.5
1996-12-27,17.625
1996-12-30,17.625
1996-12-31,17.625
1997-01-02,17.25
1997-01-03,17.625
1997-01-06,17.375
1997-01-07,17.0
1997-01-08,17.5
1997-01-09,18.25
1997-01-10,18.125
1997-01-13,18.0
1997-01-14,18.625
1997-01-15,18.375
1997-01-16,18.25
1997-01-17,18.0
1997-01-20,18.0
1997-01-21,17.875
1997-01-22,17.875
1997-01-23,17.75
1997-01-24,17.5
1997-01-27,17.625
1997-01-28,17.75
1997-01-29,17.625
1997-01-30,17.5
1997-01-31,17.5
1997-02-03,18.25
1997-02-04,18.125
1997-02-05,17.375
1997-02-06,17.75
1997-02-07,17.75
1997-02-10,17.0
1997-02-11,17.25
1997-02-12,17.0
1997-02-13,17.5
1997-02-14,17.875
1997-02-18,18.0
1997-02-19,18.375
1997-02-20,18.125
1997-02-21,18.125
1997-02-24,18.0
1997-02-25,18.0
1997-02-26,17.0
1997-02-27,16.75
1997-02-28,16.625
1997-03-03,16.5
1997-03-04,17.125
1997-03-05,17.125
1997-03-06,17.625
1997-03-07,18.0
1997-03-10,18.25
1997-03-11,18.75
1997-03-12,18.625
1997-03-13,18.125
1997-03-14,18.875
1997-03-17,18.625
1997-03-18,18.75
1997-03-19,18.625
1997-03-20,18.125
1997-03-21,18.25
1997-03-24,18.25
1997-03-25,18.0
1997-03-26,17.375
1997-03-27,17.0
1997-03-31,16.625
1997-04-01,16.875
1997-04-02,16.5
1997-04-03,16.5
1997-04-04,17.0
1997-04-07,16.375
1997-04-08,16.75
1997-04-09,16.875
1997-04-10,16.625
1997-04-11,16.25
1997-04-14,16.25
1997-04-15,16.25
1997-04-16,16.25
1997-04-17,16.25
1997-04-18,16.75
1997-04-21,17.0
1997-04-22,17.125
1997-04-23,16.5
1997-04-24,16.625
1997-04-25,16.75
1997-04-28,16.875
1997-04-29,17.125
1997-04-30,17.5
1997-05-01,17.375
1997-05-02,17.75
1997-05-05,17.625
1997-05-06,17.0
1997-05-07,16.875
1997-05-08,16.375
1997-05-09,16.875
1997-05-12,17.25
1997-05-13,17.625
1997-05-14,17.375
1997-05-15,17.0
1997-05-16,17.0
1997-05-19,16.875
1997-05-20,16.875
1997-05-21,16.625
1997-05-22,16.875
1997-05-23,17.5
1997-05-27,17.25
1997-05-28,17.125
1997-05-29,17.875
1997-05-30,19.375
1997-06-02,19.0
1997-06-03,19.25
1997-06-04,19.625
1997-06-05,19.875
1997-06-06,19.75
1997-06-09,19.75
1997-06-10,20.0
1997-06-11,20.0
1997-06-12,20.625
1997-06-13,21.125
1997-06-16,21.0
1997-06-17,20.625
1997-06-18,20.875
1997-06-19,21.0
1997-06-20,20.75
1997-06-23,21.0
1997-06-24,21.125
1997-06-25,21.0
1997-06-26,21.125
1997-06-27,21.75
1997-06-30,21.75
1997-07-01,23.125
1997-07-02,23.25
1997-07-03,23.5
1997-07-07,22.375
1997-07-08,22.25
1997-07-09,22.125
1997-07-10,21.75
1997-07-11,21.875
1997-07-14,21.125
1997-07-15,20.5
1997-07-16,20.5
1997-07-17,20.25
1997-07-18,20.25
1997-07-21,20.5
1997-07-22,21.25
1997-07-23,21.875
1997-07-24,21.75
1997-07-25,22.0
1997-07-28,22.125
1997-07-29,22.25
1997-07-30,23.75
1997-07-31,24.125
1997-08-01,23.0
1997-08-04,23.25
1997-08-05,22.75
1997-08-06,23.0
1997-08-07,23.0
1997-08-08,22.625
1997-08-11,22.625
1997-08-12,23.375
1997-08-13,23.25
1997-08-14,23.375
1997-08-15,23.375
1997-08-18,23.625
1997-08-19,23.875
1997-08-20,24.5
1997-08-21,24.875
1997-08-22,24.625
1997-08-25,24.375
1997-08-26,24.625
1997-08-27,25.625
1997-08-28,25.875
1997-08-29,26.375
1997-09-02,28.125
1997-09-03,27.25
1997-09-04,25.625
1997-09-05,26.375
1997-09-08,26.125
1997-09-09,25.875
1997-09-10,26.5
1997-09-11,26.0
1997-09-12,26.125
1997-09-15,26.5
1997-09-16,27.0
1997-09-17,27.25
1997-09-18,27.375
1997-09-19,27.375
1997-09-22,26.625
1997-09-23,27.5
1997-09-24,27.75
1997-09-25,27.25
1997-09-26,27.5
1997-09-29,27.625
1997-09-30,27.75
1997-10-01,28.75
1997-10-02,29.375
1997-10-03,29.375
1997-10-06,28.375
1997-10-07,27.875
1997-10-08,28.0
1997-10-09,27.75
1997-10-10,27.75
1997-10-13,27.75
1997-10-14,27.75
1997-10-15,26.875
1997-10-16,26.0
1997-10-17,25.25
1997-10-20,25.5
1997-10-21,26.75
1997-10-22,26.5
1997-10-23,25.75
1997-10-24,26.25
1997-10-27,25.5
1997-10-28,25.125
1997-10-29,25.875
1997-10-30,26.25
1997-10-31,27.25
1997-11-03,27.75
1997-11-04,27.25
1997-11-05,27.25
1997-11-06,26.875
1997-11-07,26.5
1997-11-10,26.75
1997-11-11,26.25
1997-11-12,25.875
1997-11-13,26.5
1997-11-14,26.5
1997-11-17,25.375
1997-11-18,25.375
1997-11-19,25.125
1997-11-20,25.0
1997-11-21,25.0
1997-11-24,24.75
1997-11-25,24.0
1997-11-26,24.375
1997-11-28,24.75
1997-12-01,24.875
1997-12-02,25.5
1997-12-03,24.25
1997-12-04,25.0
1997-12-05,24.5
1997-12-08,24.875
1997-12-09,24.875
1997-12-10,25.0
1997-12-11,24.375
1997-12-12,24.875
1997-12-15,24.75
1997-12-16,24.75
1997-12-17,25.0
1997-12-18,24.75
1997-12-19,24.125
1997-12-22,24.625
1997-12-23,24.625
1997-12-24,24.375
1997-12-26,24.375
1997-12-29,24.875
1997-12-30,24.125
1997-12-31,23.625
1998-01-02,24.125
1998-01-05,24.375
1998-01-06,24.125
1998-01-07,24.0
1998-01-08,24.0
1998-01-09,24.125
1998-01-12,23.875
1998-01-13,23.875
1998-01-14,24.0
1998-01-15,24.375
1998-01-16,24.75
1998-01-20,25.0
1998-01-21,24.625
1998-01-22,24.125
1998-01-23,24.0
1998-01-26,24.0
1998-01-27,24.375
1998-01-28,24.875
1998-01-29,25.375
1998-01-30,25.625
1998-02-02,26.0
1998-02-03,26.25
1998-02-04,26.125
1998-02-05,26.0
1998-02-06,26.25
1998-02-09,26.125
1998-02-10,26.125
1998-02-11,26.125
1998-02-12,26.25
1998-02-13,26.125
1998-02-17,26.375
1998-02-18,26.125
1998-02-19,26.625
1998-02-20,28.0
1998-02-23,27.5
1998-02-24,26.875
1998-02-25,26.875
1998-02-26,27.0
1998-02-27,26.625
1998-03-02,26.375
1998-03-03,26.625
1998-03-04,26.5
1998-03-05,26.125
1998-03-06,26.125
1998-03-09,26.25
1998-03-10,26.25
1998-03-11,27.0
1998-03-12,27.5
1998-03-13,27.75
1998-03-16,27.125
1998-03-17,27.0
1998-03-18,27.25
1998-03-19,27.125
1998-03-20,26.5
1998-03-23,26.375
1998-03-24,26.25
1998-03-25,26.125
1998-03-26,26.0
1998-03-27,25.875
1998-03-30,25.5
1998-03-31,26.125
1998-04-01,26.125
1998-04-02,26.375
1998-04-03,26.625
1998-04-06,26.125
1998-04-07,25.25
1998-04-08,25.25
1998-04-09,25.125
1998-04-13,24.875
1998-04-14,25.0
1998-04-15,24.75
1998-04-16,24.75
1998-04-17,24.5
1998-04-20,24.875
1998-04-21,24.5
1998-04-22,24.5
1998-04-23,24.125
1998-04-24,24.0
1998-04-27,23.625
1998-04-28,24.125
1998-04-29,24.375
1998-04-30,24.5
1998-05-01,24.5
1998-05-04,25.0
1998-05-05,25.125
1998-05-06,25.0
1998-05-07,25.25
1998-05-08,25.25
1998-05-11,25.5
1998-05-12,25.125
1998-05-13,25.125
1998-05-14,25.0
1998-05-15,24.875
1998-05-18,24.375
1998-05-19,24.875
1998-05-20,24.875
1998-05-21,24.75
1998-05-22,24.625
1998-05-26,24.25
1998-05-27,24.375
1998-05-28,24.5
1998-05-29,23.75
1998-06-01,24.0
1998-06-02,24.125
1998-06-03,24.0
1998-06-04,24.0
1998-06-05,24.0
1998-06-08,24.0
1998-06-09,24.375
1998-06-10,23.875
1998-06-11,23.5
1998-06-12,23.375
1998-06-15,23.25
1998-06-16,24.0
1998-06-17,24.75
1998-06-18,24.25
1998-06-19,23.625
1998-06-22,23.625
1998-06-23,23.625
1998-06-24,23.875
1998-06-25,25.0
1998-06-26,24.75
1998-06-29,24.75
1998-06-30,24.75
1998-07-01,24.875
1998-07-02,25.0
1998-07-06,24.875
1998-07-07,24.75
1998-07-08,24.875
1998-07-09,24.875
1998-07-10,24.75
1998-07-13,24.75
1998-07-14,24.625
1998-07-15,24.75
1998-07-16,24.75
1998-07-17,24.625
1998-07-20,24.75
1998-07-21,24.5
1998-07-22,24.25
1998-07-23,24.0
1998-07-24,23.875
1998-07-27,23.875
1998-07-28,23.5
1998-07-29,23.625
1998-07-30,24.25
1998-07-31,23.75
1998-08-03,24.125
1998-08-04,24.0
1998-08-05,24.0
1998-08-06,24.0
1998-08-07,24.5
1998-08-10,24.0
1998-08-11,23.875
1998-08-12,23.875
1998-08-13,23.625
1998-08-14,23.75
1998-08-17,23.75
1998-08-18,24.375
1998-08-19,23.625
1998-08-20,23.875
1998-08-21,23.875
1998-08-24,23.5
1998-08-25,23.5
1998-08-26,23.25
1998-08-27,22.625
1998-08-28,22.375
1998-08-31,21.625
1998-09-01,22.25
1998-09-02,22.125
1998-09-03,22.0
1998-09-04,22.0
1998-09-08,22.875
1998-09-09,22.75
1998-09-10,22.75
1998-09-11,22.75
1998-09-14,22.75
1998-09-15,22.75
1998-09-16,22.875
1998-09-17,22.625
1998-09-18,22.875
1998-09-21,22.875
1998-09-22,23.25
1998-09-23,23.375
1998-09-24,22.625
1998-09-25,22.5
1998-09-28,21.5
1998-09-29,22.125
1998-09-30,21.5
1998-10-01,21.375
1998-10-02,22.0
1998-10-05,22.0
1998-10-06,21.875
1998-10-07,21.875
1998-10-08,21.75
1998-10-09,21.375
1998-10-12,21.5
1998-10-13,20.875
1998-10-14,21.25
1998-10-15,21.0
1998-10-16,20.75
1998-10-19,20.875
1998-10-20,21.75
1998-10-21,21.75
1998-10-22,22.25
1998-10-23,22.0
1998-10-26,21.875
1998-10-27,21.75
1998-10-28,21.625
1998-10-29,21.75
1998-10-30,22.0
1998-11-02,22.875
1998-11-03,23.25
1998-11-04,24.0
1998-11-05,24.625
1998-11-06,24.5
1998-11-09,24.5
1998-11-10,23.875
1998-11-11,23.625
1998-11-12,23.875
1998-11-13,22.875
1998-11-16,22.625
1998-11-17,23.125
1998-11-18,22.875
1998-11-19,23.875
1998-11-20,24.0
1998-11-23,23.25
1998-11-24,23.25
1998-11-25,23.25
1998-11-27,23.375
1998-11-30,23.25
1998-12-01,23.75
1998-12-02,23.75
1998-12-03,23.625
1998-12-04,23.75
1998-12-07,24.25
1998-12-08,24.0
1998-12-09,23.875
1998-12-10,23.5
1998-12-11,23.375
1998-12-14,23.0
1998-12-15,23.125
1998-12-16,23.125
1998-12-17,23.25
1998-12-18,22.875
1998-12-21,23.25
1998-12-22,22.875
1998-12-23,22.875
1998-12-24,22.75
1998-12-28,22.125
1998-12-29,23.125
1998-12-30,23.875
1998-12-31,24.75
1999-01-04,25.625
1999-01-05,25.625
1999-01-06,25.25
1999-01-07,25.25
1999-01-08,25.0
1999-01-11,24.875
1999-01-12,24.75
1999-01-13,25.0
1999-01-14,25.0
1999-01-15,25.0
1999-01-19,25.125
1999-01-20,25.0
1999-01-21,25.0
1999-01-22,25.125
1999-01-25,25.125
1999-01-26,25.0
1999-01-27,25.0
1999-01-28,25.125
1999-01-29,25.0
1999-02-01,24.375
1999-02-02,24.5
1999-02-03,24.375
1999-02-04,24.375
1999-02-05,24.375
1999-02-08,24.375
1999-02-09,24.5
1999-02-10,24.375
1999-02-11,24.375
1999-02-12,24.375
1999-02-16,23.75
1999-02-17,23.5
1999-02-18,23.625
1999-02-19,23.5
1999-02-22,23.375
1999-02-23,23.0
1999-02-24,23.375
1999-02-25,23.5
1999-02-26,23.75
1999-03-01,23.875
1999-03-02,23.625
1999-03-03,22.875
1999-03-04,22.5
1999-03-05,22.625
1999-03-08,22.0
1999-03-09,22.0
1999-03-10,22.0
1999-03-11,22.25
1999-03-12,22.125
1999-03-15,22.375
1999-03-16,22.125
1999-03-17,22.25
1999-03-18,22.375
1999-03-19,22.75
1999-03-22,23.25
1999-03-23,22.875
1999-03-24,22.875
1999-03-25,22.875
1999-03-26,22.875
1999-03-29,22.625
1999-03-30,22.5
1999-03-31,22.25
1999-04-01,21.75
1999-04-05,21.625
1999-04-06,21.125
1999-04-07,21.125
1999-04-08,21.125
1999-04-09,21.5
1999-04-12,21.125
1999-04-13,21.25
1999-04-14,22.125
1999-04-15,21.5
1999-04-16,21.625
1999-04-19,21.375
1999-04-20,21.625
1999-04-21,21.375
1999-04-22,21.375
1999-04-23,21.5
1999-04-26,21.125
1999-04-27,21.125
1999-04-28,20.75
1999-04-29,21.375
1999-04-30,21.5
1999-05-03,21.875
1999-05-04,21.875
1999-05-05,21.875
1999-05-06,22.0
1999-05-07,22.0
1999-05-10,22.0
1999-05-11,21.375
1999-05-12,21.625
1999-05-13,21.75
1999-05-14,21.25
1999-05-17,21.375
1999-05-18,21.375
1999-05-19,21.25
1999-05-20,21.0
1999-05-21,21.0
1999-05-24,20.75
1999-05-25,20.875
1999-05-26,20.625
1999-05-27,20.625
1999-05-28,20.625
1999-06-01,21.125
1999-06-02,22.0
1999-06-03,21.75
1999-06-04,22.0
1999-06-07,22.25
1999-06-08,22.125
1999-06-09,22.625
1999-06-10,22.5
1999-06-11,22.125
1999-06-14,22.375
1999-06-15,22.5
1999-06-16,22.5
1999-06-17,22.625
1999-06-18,22.625
1999-06-21,22.375
1999-06-22,22.375
1999-06-23,22.5
1999-06-24,22.375
1999-06-25,22.375
1999-06-28,21.875
1999-06-29,22.5
1999-06-30,22.25
1999-07-01,22.75
1999-07-02,22.375
1999-07-06,22.875
1999-07-07,22.875
1999-07-08,22.875
1999-07-09,23.125
1999-07-12,22.75
1999-07-13,22.875
1999-07-14,23.125
1999-07-15,23.625
1999-07-16,24.125
1999-07-19,24.25
1999-07-20,25.25
1999-07-21,25.75
1999-07-22,25.375
1999-07-23,25.375
1999-07-26,25.0
1999-07-27,24.875
1999-07-28,24.375
1999-07-29,23.625
1999-07-30,24.125
1999-08-02,24.0
1999-08-03,23.875
1999-08-04,23.875
1999-08-05,23.875
1999-08-06,23.75
1999-08-09,23.875
1999-08-10,23.875
1999-08-11,24.0
1999-08-12,24.0
1999-08-13,24.0
1999-08-16,23.75
1999-08-17,23.375
1999-08-18,23.375
1999-08-19,23.625
1999-08-20,23.5
1999-08-23,23.75
1999-08-24,23.75
1999-08-25,23.625
1999-08-26,23.75
1999-08-27,23.5
1999-08-30,22.75
1999-08-31,23.0
1999-09-01,23.125
1999-09-02,22.875
1999-09-03,23.25
1999-09-07,23.125
1999-09-08,22.75
1999-09-09,23.125
1999-09-10,23.0
1999-09-13,22.875
1999-09-14,22.5
1999-09-15,22.875
1999-09-16,22.5
1999-09-17,22.5
1999-09-20,22.375
1999-09-21,22.25
1999-09-22,22.25
1999-09-23,22.25
1999-09-24,22.25
1999-09-27,22.0
1999-09-28,22.0
1999-09-29,21.375
1999-09-30,21.125
1999-10-01,21.25
1999-10-04,21.375
1999-10-05,21.125
1999-10-06,21.5
1999-10-07,21.625
1999-10-08,21.5
1999-10-11,21.5
1999-10-12,21.0
1999-10-13,20.375
1999-10-14,19.75
1999-10-15,19.75
1999-10-18,20.0
1999-10-19,19.625
1999-10-20,19.75
1999-10-21,19.875
1999-10-22,19.75
1999-10-25,19.875
1999-10-26,20.0
1999-10-27,20.125
1999-10-28,20.125
1999-10-29,19.875
1999-11-01,20.25
1999-11-02,20.25
1999-11-03,20.125
1999-11-04,20.25
1999-11-05,20.875
1999-11-08,20.75
1999-11-09,20.875
1999-11-10,20.875
