Date,AU
1998-12-22,18.75
1998-12-23,19.4375
1998-12-24,19.8125
1998-12-28,19.1875
1998-12-29,19.5
1998-12-30,19.125
1998-12-31,19.5625
1999-01-04,19.5625
1999-01-05,20.125
1999-01-06,21.625
1999-01-07,22.3125
1999-01-08,21.75
1999-01-11,22.140625
1999-01-12,21.75
1999-01-13,21.3125
1999-01-14,20.9375
1999-01-15,21.875
1999-01-19,21.5
1999-01-20,21.0
1999-01-21,21.0
1999-01-22,20.375
1999-01-25,20.375
1999-01-26,20.125
1999-01-27,19.875
1999-01-28,19.875
1999-01-29,20.0
1999-02-01,20.375
1999-02-02,20.4375
1999-02-03,19.9375
1999-02-04,20.375
1999-02-05,20.375
1999-02-08,20.75
1999-02-09,20.0
1999-02-10,19.25
1999-02-11,19.6875
1999-02-12,19.5625
1999-02-16,19.3125
1999-02-17,19.0
1999-02-18,19.375
1999-02-19,19.25
1999-02-22,18.5625
1999-02-23,18.4375
1999-02-24,18.0625
1999-02-25,18.5625
1999-02-26,18.125
1999-03-01,18.4375
1999-03-02,19.0
1999-03-03,19.4375
1999-03-04,20.3125
1999-03-05,20.1875
1999-03-08,21.125
1999-03-09,21.6875
1999-03-10,21.625
1999-03-11,22.6875
1999-03-12,21.4375
1999-03-15,20.125
1999-03-16,19.9375
1999-03-17,19.8125
1999-03-18,19.375
1999-03-19,19.3125
1999-03-22,19.25
1999-03-23,19.25
1999-03-24,19.375
1999-03-25,19.5625
1999-03-26,19.0
1999-03-29,19.125
1999-03-30,19.5
1999-03-31,20.125
1999-04-01,20.125
1999-04-05,19.875
1999-04-06,20.0
1999-04-07,19.875
1999-04-08,19.875
1999-04-09,19.6875
1999-04-12,19.9375
1999-04-13,20.3125
1999-04-14,20.0
1999-04-15,21.6875
1999-04-16,23.1875
1999-04-19,23.0625
1999-04-20,22.8125
1999-04-21,22.0
1999-04-22,21.875
1999-04-23,21.625
1999-04-26,21.0625
1999-04-27,21.4375
1999-04-28,22.75
1999-04-29,23.4375
1999-04-30,23.875
1999-05-03,24.4375
1999-05-04,23.3125
1999-05-05,24.25
1999-05-06,24.125
1999-05-07,22.9375
1999-05-10,21.1875
1999-05-11,21.5625
1999-05-12,21.5625
1999-05-13,21.5
1999-05-14,21.625
1999-05-17,21.375
1999-05-18,20.8125
1999-05-19,20.3125
1999-05-20,20.6875
1999-05-21,20.1875
1999-05-24,19.5625
1999-05-25,19.0625
1999-05-26,19.125
1999-05-27,19.875
1999-05-28,20.125
1999-06-01,19.75
1999-06-02,19.6875
1999-06-03,19.6875
1999-06-04,19.5
1999-06-07,19.5625
1999-06-08,18.8125
1999-06-09,18.8125
1999-06-10,19.0
1999-06-11,19.5
1999-06-14,19.25
1999-06-15,18.625
1999-06-16,18.8125
1999-06-17,19.125
1999-06-18,19.1875
1999-06-21,18.875
1999-06-22,19.0
1999-06-23,19.875
1999-06-24,20.0
1999-06-25,20.0625
1999-06-28,21.0625
1999-06-29,21.375
1999-06-30,21.5
1999-07-01,21.875
1999-07-02,22.0
1999-07-06,20.375
1999-07-07,20.5
1999-07-08,20.75
1999-07-09,20.8125
1999-07-12,20.3125
1999-07-13,19.75
1999-07-14,19.3125
1999-07-15,19.1875
1999-07-16,19.375
1999-07-19,19.1875
1999-07-20,20.0
1999-07-21,20.3125
1999-07-22,20.9375
1999-07-23,20.5625
1999-07-26,20.25
1999-07-27,20.3125
1999-07-28,20.5625
1999-07-29,21.375
1999-07-30,21.125
1999-08-02,21.0
1999-08-03,22.0
1999-08-04,22.8125
1999-08-05,22.75
1999-08-06,22.875
1999-08-09,23.6875
1999-08-10,24.875
1999-08-11,27.0625
1999-08-12,26.25
1999-08-13,26.0
1999-08-16,25.5
1999-08-17,26.5625
1999-08-18,25.75
1999-08-19,24.875
1999-08-20,25.0
1999-08-23,24.625
1999-08-24,24.875
1999-08-25,24.25
1999-08-26,24.5625
1999-08-27,25.0
1999-08-30,25.3125
1999-08-31,25.875
1999-09-01,25.6875
1999-09-02,26.0625
1999-09-03,26.0625
1999-09-07,26.875
1999-09-08,26.875
1999-09-09,27.375
1999-09-10,27.125
1999-09-13,27.1875
1999-09-14,27.4375
1999-09-15,26.4375
1999-09-16,26.0
1999-09-17,25.0
1999-09-20,25.0625
1999-09-21,26.5625
1999-09-22,27.375
1999-09-23,26.9375
1999-09-24,28.9375
1999-09-27,34.375
1999-09-28,34.5
1999-09-29,33.5625
1999-09-30,31.4375
1999-10-01,31.9375
1999-10-04,33.5
1999-10-05,32.9375
1999-10-06,31.8125
1999-10-07,31.0625
1999-10-08,30.0
1999-10-11,29.6875
1999-10-12,29.5
1999-10-13,29.9375
1999-10-14,28.75
1999-10-15,28.75
1999-10-18,29.0625
1999-10-19,28.1875
1999-10-20,27.9375
1999-10-21,27.0
1999-10-22,25.6875
1999-10-25,25.875
1999-10-26,24.8125
1999-10-27,25.625
1999-10-28,27.0
1999-10-29,28.0625
1999-11-01,27.0
1999-11-02,27.3125
1999-11-03,27.5625
1999-11-04,28.25
1999-11-05,28.625
1999-11-08,28.375
1999-11-09,28.625
1999-11-10,29.125
1999-11-11,28.75
1999-11-12,28.625
1999-11-15,28.625
1999-11-16,28.4375
1999-11-17,28.375
1999-11-18,28.0
1999-11-19,27.625
1999-11-22,26.75
1999-11-23,27.5625
1999-11-24,27.9375
1999-11-26,27.625
1999-11-29,26.25
1999-11-30,25.6875
1999-12-01,25.25
1999-12-02,24.8125
1999-12-03,25.1875
1999-12-06,24.5625
1999-12-07,25.0
1999-12-08,24.75
1999-12-09,23.875
1999-12-10,23.75
1999-12-13,23.8125
1999-12-14,23.75
1999-12-15,24.3125
1999-12-16,24.125
1999-12-17,25.3125
1999-12-20,24.875
1999-12-21,25.875
1999-12-22,25.5
1999-12-23,25.6875
1999-12-27,25.8125
1999-12-28,25.375
1999-12-29,25.3125
1999-12-30,25.375
1999-12-31,25.6875
2000-01-03,25.5625
2000-01-04,24.9375
2000-01-05,25.0
2000-01-06,24.875
2000-01-07,25.8125
2000-01-10,26.0
2000-01-11,26.0625
2000-01-12,25.6875
2000-01-13,26.5625
2000-01-14,26.6875
2000-01-18,28.6875
2000-01-19,28.625
2000-01-20,27.875
2000-01-21,25.75
2000-01-24,25.625
2000-01-25,25.9375
2000-01-26,25.0
2000-01-27,25.3125
2000-01-28,23.0
2000-01-31,24.0
2000-02-01,24.4375
2000-02-02,24.9375
2000-02-03,24.875
2000-02-04,27.1875
2000-02-07,26.4375
2000-02-08,26.375
2000-02-09,27.3125
2000-02-10,27.3125
2000-02-11,26.875
2000-02-14,26.5
2000-02-15,26.6875
2000-02-16,27.1875
2000-02-17,27.625
2000-02-18,28.1875
2000-02-22,28.0
2000-02-23,26.625
2000-02-24,25.75
2000-02-25,25.125
2000-02-28,25.0
2000-02-29,25.625
2000-03-01,26.75
2000-03-02,26.625
2000-03-03,25.75
2000-03-06,25.9375
2000-03-07,26.625
2000-03-08,25.75
2000-03-09,26.0625
2000-03-10,25.75
2000-03-13,25.8125
2000-03-14,25.4375
2000-03-15,25.4375
2000-03-16,25.0
2000-03-17,24.375
2000-03-20,24.5
2000-03-21,25.625
2000-03-22,24.5625
2000-03-23,24.6875
2000-03-24,24.9375
2000-03-27,25.0
2000-03-28,24.75
2000-03-29,24.1875
2000-03-30,23.5
2000-03-31,24.0
2000-04-03,24.0
2000-04-04,24.3125
2000-04-05,24.0
2000-04-06,23.375
2000-04-07,22.9375
2000-04-10,22.8125
2000-04-11,22.625
2000-04-12,22.3125
2000-04-13,22.25
2000-04-14,22.9375
2000-04-17,22.1875
2000-04-18,21.1875
2000-04-19,20.9375
2000-04-20,20.125
2000-04-24,20.25
2000-04-25,20.5625
2000-04-26,20.1875
2000-04-27,20.3125
2000-04-28,19.4375
2000-05-01,19.75
2000-05-02,21.5625
2000-05-03,19.8125
2000-05-04,20.3125
2000-05-05,20.0625
2000-05-08,19.875
2000-05-09,19.6875
2000-05-10,20.0
2000-05-11,20.0
2000-05-12,20.0625
2000-05-15,19.75
2000-05-16,19.75
2000-05-17,18.875
2000-05-18,18.5
2000-05-19,18.375
2000-05-22,18.5
2000-05-23,18.625
2000-05-24,18.125
2000-05-25,18.25
2000-05-26,18.75
2000-05-30,19.4375
2000-05-31,19.5625
2000-06-01,19.6875
2000-06-02,21.625
2000-06-05,21.5625
2000-06-06,21.625
2000-06-07,21.4375
2000-06-08,20.5625
2000-06-09,19.9375
2000-06-12,20.5
2000-06-13,21.0
2000-06-14,21.375
2000-06-15,21.125
2000-06-16,21.1875
2000-06-19,20.6875
2000-06-20,20.375
2000-06-21,20.4375
2000-06-22,20.3125
2000-06-23,19.9375
2000-06-26,20.0
2000-06-27,20.25
2000-06-28,21.0625
2000-06-29,20.375
2000-06-30,20.5625
2000-07-03,20.0625
2000-07-05,19.375
2000-07-06,19.4375
2000-07-07,19.0625
2000-07-10,19.375
2000-07-11,20.0625
2000-07-12,20.0
2000-07-13,19.875
2000-07-14,19.8125
2000-07-17,19.8125
2000-07-18,19.875
2000-07-19,19.1875
2000-07-20,18.8125
2000-07-21,18.5625
2000-07-24,18.625
2000-07-25,18.8125
2000-07-26,19.8125
2000-07-27,19.8125
2000-07-28,19.9375
2000-07-31,19.8125
2000-08-01,19.6875
2000-08-02,19.75
2000-08-03,18.3125
2000-08-04,19.0625
2000-08-07,19.1875
2000-08-08,19.5
2000-08-09,18.8125
2000-08-10,19.5
2000-08-11,20.375
2000-08-14,20.4375
2000-08-15,20.25
2000-08-16,20.875
2000-08-17,20.5625
2000-08-18,19.8125
2000-08-21,19.25
2000-08-22,19.5625
2000-08-23,19.375
2000-08-24,19.375
2000-08-25,19.4375
2000-08-28,19.0625
2000-08-29,19.3125
2000-08-30,19.3125
2000-08-31,19.8125
2000-09-01,20.125
2000-09-05,19.875
2000-09-06,19.9375
2000-09-07,20.0625
2000-09-08,19.75
2000-09-11,19.625
2000-09-12,19.875
2000-09-13,19.75
2000-09-14,19.375
2000-09-15,18.5625
2000-09-18,18.6875
2000-09-19,18.125
2000-09-20,17.875
2000-09-21,18.0625
2000-09-22,18.25
2000-09-25,18.5
2000-09-26,18.3125
2000-09-27,19.25
2000-09-28,18.6875
2000-09-29,18.375
2000-10-02,18.0
2000-10-03,17.4375
2000-10-04,17.1875
2000-10-05,16.75
2000-10-06,16.4375
2000-10-09,16.6875
2000-10-10,16.875
2000-10-11,16.625
2000-10-12,17.5
2000-10-13,17.4375
2000-10-16,17.0625
2000-10-17,16.5625
2000-10-18,16.1875
2000-10-19,16.4375
2000-10-20,16.125
2000-10-23,16.0
2000-10-24,15.75
2000-10-25,15.25
2000-10-26,14.5625
2000-10-27,14.625
2000-10-30,14.5
2000-10-31,14.375
2000-11-01,14.3125
2000-11-02,14.0625
2000-11-03,14.1875
2000-11-06,14.125
2000-11-07,14.125
2000-11-08,14.0
2000-11-09,13.75
2000-11-10,13.6875
2000-11-13,13.625
2000-11-14,13.375
2000-11-15,13.3125
2000-11-16,13.25
2000-11-17,12.8125
2000-11-20,12.875
2000-11-21,12.8125
2000-11-22,13.3125
2000-11-24,12.9375
2000-11-27,13.1875
2000-11-28,12.9375
2000-11-29,12.8125
2000-11-30,12.375
2000-12-01,12.5625
2000-12-04,13.3125
2000-12-05,13.1875
2000-12-06,14.25
2000-12-07,14.0625
2000-12-08,14.0625
2000-12-11,14.0
2000-12-12,14.0
2000-12-13,13.8125
2000-12-14,13.5625
2000-12-15,14.125
2000-12-18,13.875
2000-12-19,14.0625
2000-12-20,14.6875
2000-12-21,15.25
2000-12-22,15.125
2000-12-26,14.875
2000-12-27,15.0625
2000-12-28,15.0625
2000-12-29,14.9375
2001-01-02,14.5
2001-01-03,14.4375
2001-01-04,14.3125
2001-01-05,14.375
2001-01-08,14.5
2001-01-09,14.5
2001-01-10,14.125
2001-01-11,14.125
2001-01-12,14.3125
2001-01-16,14.0625
2001-01-17,14.0
2001-01-18,14.125
2001-01-19,14.375
2001-01-22,15.375
2001-01-23,14.9375
2001-01-24,14.4375
2001-01-25,14.5
2001-01-26,14.5625
2001-01-29,14.32
2001-01-30,14.26
2001-01-31,14.41
2001-02-01,14.34
2001-02-02,13.82
2001-02-05,14.06
2001-02-06,13.99
2001-02-07,13.82
2001-02-08,13.21
2001-02-09,13.33
2001-02-12,13.66
2001-02-13,13.88
2001-02-14,13.72
2001-02-15,13.62
2001-02-16,14.05
2001-02-20,13.81
2001-02-21,14.0
2001-02-22,14.86
2001-02-23,15.9
2001-02-26,17.190001000000002
2001-02-27,17.01
2001-02-28,16.25
2001-03-01,16.02
2001-03-02,15.75
2001-03-05,16.690001000000002
2001-03-06,16.059998999999998
2001-03-07,16.26
2001-03-08,17.23
2001-03-09,16.809998999999998
2001-03-12,17.190001000000002
2001-03-13,16.33
2001-03-14,16.379998999999998
2001-03-15,15.26
2001-03-16,14.41
2001-03-19,14.7
2001-03-20,14.75
2001-03-21,14.7
2001-03-22,15.1
2001-03-23,15.28
2001-03-26,15.35
2001-03-27,14.96
2001-03-28,14.5
2001-03-29,14.28
2001-03-30,14.45
2001-04-02,13.97
2001-04-03,14.25
2001-04-04,15.74
2001-04-05,15.7
2001-04-06,16.18
2001-04-09,16.26
2001-04-10,16.129998999999998
2001-04-11,16.25
2001-04-12,16.379998999999998
2001-04-16,16.879998999999998
2001-04-17,16.49
2001-04-18,16.540001
2001-04-19,16.4
2001-04-20,15.94
2001-04-23,15.99
2001-04-24,17.5
2001-04-25,16.73
2001-04-26,18.299999
2001-04-27,17.950001
2001-04-30,18.1
2001-05-01,18.450001
2001-05-02,18.290001
2001-05-03,17.700001
2001-05-04,17.48
2001-05-07,17.91
2001-05-08,17.93
2001-05-09,19.959999
2001-05-10,19.879998999999998
2001-05-11,18.959999
2001-05-14,19.5
2001-05-15,19.4
2001-05-16,20.190001000000002
2001-05-17,20.49
2001-05-18,20.9
2001-05-21,21.15
2001-05-22,20.02
2001-05-23,19.299999
2001-05-24,18.5
2001-05-25,19.450001
2001-05-29,19.049999
2001-05-30,18.129998999999998
2001-05-31,18.1
2001-06-01,18.190001000000002
2001-06-04,18.200001
2001-06-05,18.700001
2001-06-06,18.110001
2001-06-07,18.120001000000002
2001-06-08,19.35
2001-06-11,18.629998999999998
2001-06-12,18.9
2001-06-13,19.0
2001-06-14,19.25
2001-06-15,18.620001000000002
2001-06-18,18.280001000000002
2001-06-19,18.4
2001-06-20,18.08
2001-06-21,18.030001000000002
2001-06-22,18.24
2001-06-25,18.4
2001-06-26,18.75
2001-06-27,18.709999
2001-06-28,17.799999
2001-06-29,17.91
2001-07-02,17.77
2001-07-03,17.799999
2001-07-05,17.299999
2001-07-06,17.51
2001-07-09,17.790001
2001-07-10,18.25
2001-07-11,18.459999
2001-07-12,18.459999
2001-07-13,18.139999
2001-07-16,18.0
2001-07-17,18.190001000000002
2001-07-18,19.1
2001-07-19,18.92
2001-07-20,18.610001
2001-07-23,18.889999
2001-07-24,19.049999
2001-07-25,18.700001
2001-07-26,17.98
2001-07-27,17.84
2001-07-30,17.719998999999998
2001-07-31,17.76
2001-08-01,17.879998999999998
2001-08-02,18.1
2001-08-03,18.17
2001-08-06,18.34
2001-08-07,18.049999
2001-08-08,18.0
2001-08-09,19.0
2001-08-10,18.459999
2001-08-13,18.389999
2001-08-14,18.08
2001-08-15,18.0
2001-08-16,17.98
2001-08-17,17.959999
2001-08-20,18.030001000000002
2001-08-21,18.18
2001-08-22,17.75
2001-08-23,17.969998999999998
2001-08-24,17.91
2001-08-27,17.889999
2001-08-28,17.77
2001-08-29,17.67
2001-08-30,17.98
2001-08-31,17.85
2001-09-04,17.190001000000002
2001-09-05,16.0
2001-09-06,15.21
2001-09-07,15.45
2001-09-10,15.82
2001-09-17,16.52
2001-09-18,16.540001
2001-09-19,16.620001000000002
2001-09-20,16.4
2001-09-21,16.01
2001-09-24,15.39
2001-09-25,15.51
2001-09-26,16.129998999999998
2001-09-27,15.95
2001-09-28,15.96
2001-10-01,16.040001
2001-10-02,16.629998999999998
2001-10-03,16.25
2001-10-04,16.35
2001-10-05,16.610001
2001-10-08,16.700001
2001-10-09,16.290001
2001-10-10,16.309998999999998
2001-10-11,15.7
2001-10-12,16.26
2001-10-15,16.51
2001-10-16,16.43
2001-10-17,16.76
2001-10-18,16.15
2001-10-19,15.6
2001-10-22,15.63
2001-10-23,15.51
2001-10-24,15.68
2001-10-25,16.16
2001-10-26,16.469998999999998
2001-10-29,16.25
2001-10-30,16.610001
2001-10-31,16.59
2001-11-01,16.65
2001-11-02,17.01
2001-11-05,16.85
2001-11-06,17.049999
2001-11-07,17.129998999999998
2001-11-08,16.75
2001-11-09,16.84
2001-11-12,16.9
2001-11-13,17.049999
2001-11-14,17.75
2001-11-15,17.67
2001-11-16,17.74
2001-11-19,17.129998999999998
2001-11-20,17.5
2001-11-21,17.4
2001-11-23,17.08
2001-11-26,17.5
2001-11-27,17.9
2001-11-28,17.58
2001-11-29,16.610001
2001-11-30,16.889999
2001-12-03,17.08
2001-12-04,16.969998999999998
2001-12-05,17.360001
2001-12-06,17.610001
2001-12-07,17.290001
2001-12-10,17.889999
2001-12-11,17.790001
2001-12-12,18.1
2001-12-13,18.09
2001-12-14,18.73
2001-12-17,18.450001
2001-12-18,19.27
2001-12-19,18.27
2001-12-20,18.41
2001-12-21,18.299999
2001-12-24,18.01
2001-12-26,18.08
2001-12-27,17.799999
2001-12-28,17.67
2001-12-31,18.059998999999998
2002-01-02,18.030001000000002
2002-01-03,18.610001
2002-01-04,18.639999
2002-01-07,18.709999
2002-01-08,18.719998999999998
2002-01-09,19.4
2002-01-10,19.780001000000002
2002-01-11,19.84
2002-01-14,19.889999
2002-01-15,20.01
2002-01-16,20.41
2002-01-17,20.27
2002-01-18,19.93
2002-01-22,19.549999
2002-01-23,19.620001000000002
2002-01-24,19.639999
2002-01-25,19.940001000000002
2002-01-28,19.790001
2002-01-29,20.559998999999998
2002-01-30,20.639999
2002-01-31,20.639999
2002-02-01,21.49
2002-02-04,22.309998999999998
2002-02-05,23.68
2002-02-06,22.530001000000002
2002-02-07,23.65
2002-02-08,23.49
2002-02-11,22.34
2002-02-12,23.389999
2002-02-13,23.17
2002-02-14,24.18
2002-02-15,24.4
2002-02-19,22.959999
2002-02-20,22.41
2002-02-21,23.07
2002-02-22,22.98
2002-02-25,22.469998999999998
2002-02-26,23.74
2002-02-27,23.139999
2002-02-28,23.5
2002-03-01,23.040001
2002-03-04,22.799999
2002-03-05,22.66
2002-03-06,23.67
2002-03-07,21.65
2002-03-08,21.299999
2002-03-11,21.76
2002-03-12,21.889999
2002-03-13,21.43
2002-03-14,21.76
2002-03-15,21.15
2002-03-18,21.889999
2002-03-19,21.91
2002-03-20,22.66
2002-03-21,22.309998999999998
2002-03-22,23.52
2002-03-25,24.82
2002-03-26,23.870001000000002
2002-03-27,25.76
2002-03-28,25.18
2002-04-01,25.01
2002-04-02,24.83
2002-04-03,24.08
2002-04-04,24.1
2002-04-05,23.6
2002-04-08,23.209999
2002-04-09,22.5
2002-04-10,23.860001
2002-04-11,23.450001
2002-04-12,23.790001
2002-04-15,23.65
2002-04-16,23.26
2002-04-17,25.15
2002-04-18,24.5
2002-04-19,25.1
2002-04-22,25.43
2002-04-23,25.700001
2002-04-24,25.98
2002-04-25,26.0
2002-04-26,27.950001
2002-04-29,27.85
2002-04-30,26.82
2002-05-01,28.59
2002-05-02,27.799999
2002-05-03,29.370001000000002
2002-05-06,29.91
2002-05-07,30.0
2002-05-08,28.57
2002-05-09,29.200001
2002-05-10,29.5
2002-05-13,29.950001
2002-05-14,28.780001000000002
2002-05-15,28.299999
2002-05-16,29.08
2002-05-17,30.950001
2002-05-20,31.639999
2002-05-21,32.439999
2002-05-22,32.25
2002-05-23,32.950001
2002-05-24,32.66
2002-05-28,34.290001000000004
2002-05-29,33.119999
2002-05-30,31.76
2002-05-31,32.060001
2002-06-03,33.830002
2002-06-04,33.349998
2002-06-05,31.700001
2002-06-06,31.73
2002-06-07,29.370001000000002
2002-06-10,28.23
2002-06-11,29.4
2002-06-12,29.27
2002-06-13,28.52
2002-06-14,29.549999
2002-06-17,27.6
2002-06-18,29.5
2002-06-19,28.4
2002-06-20,29.59
2002-06-21,28.84
2002-06-24,28.700001
2002-06-25,28.690001000000002
2002-06-26,27.9
2002-06-27,26.129998999999998
2002-06-28,26.08
2002-07-01,27.59
2002-07-02,25.469998999999998
2002-07-03,26.25
2002-07-05,25.66
2002-07-08,26.700001
2002-07-09,28.790001
2002-07-10,29.370001000000002
2002-07-11,28.209999
2002-07-12,29.08
2002-07-15,27.6
2002-07-16,27.35
2002-07-17,26.58
2002-07-18,26.799999
2002-07-19,27.700001
2002-07-22,25.459999
2002-07-23,22.23
2002-07-24,23.360001
2002-07-25,21.65
2002-07-26,20.76
2002-07-29,21.959999
2002-07-30,22.26
2002-07-31,21.0
2002-08-01,22.209999
2002-08-02,22.25
2002-08-05,20.4
2002-08-06,21.879998999999998
2002-08-07,22.5
2002-08-08,22.02
2002-08-09,23.66
2002-08-12,22.66
2002-08-13,23.049999
2002-08-14,22.9
2002-08-15,23.700001
2002-08-16,22.700001
2002-08-19,22.16
2002-08-20,22.1
2002-08-21,21.32
2002-08-22,22.049999
2002-08-23,21.129998999999998
2002-08-26,22.35
2002-08-27,22.98
2002-08-28,22.9
2002-08-29,23.51
2002-08-30,23.219998999999998
2002-09-03,23.370001000000002
2002-09-04,22.950001
2002-09-05,24.48
2002-09-06,25.200001
2002-09-09,27.09
2002-09-10,25.25
2002-09-11,25.51
2002-09-12,27.48
2002-09-13,27.9
2002-09-16,28.51
2002-09-17,27.26
2002-09-18,27.030001000000002
2002-09-19,28.41
2002-09-20,28.200001
2002-09-23,27.780001000000002
2002-09-24,28.450001
2002-09-25,26.93
2002-09-26,26.17
2002-09-27,25.950001
2002-09-30,26.65
2002-10-01,26.0
2002-10-02,25.85
2002-10-03,26.0
2002-10-04,26.799999
2002-10-07,25.809998999999998
2002-10-08,24.09
2002-10-09,23.76
2002-10-10,23.700001
2002-10-11,24.98
2002-10-14,25.09
2002-10-15,24.09
2002-10-16,23.809998999999998
2002-10-17,23.790001
2002-10-18,23.5
2002-10-21,23.65
2002-10-22,24.719998999999998
2002-10-23,23.809998999999998
2002-10-24,23.879998999999998
2002-10-25,23.9
2002-10-28,24.559998999999998
2002-10-29,25.35
2002-10-30,25.67
2002-10-31,25.17
2002-11-01,27.16
2002-11-04,27.92
2002-11-05,27.360001
2002-11-06,28.35
2002-11-07,28.639999
2002-11-08,28.790001
2002-11-11,28.309998999999998
2002-11-12,28.620001000000002
2002-11-13,27.91
2002-11-14,28.52
2002-11-15,29.85
2002-11-18,29.4
2002-11-19,28.48
2002-11-20,28.23
2002-11-21,27.41
2002-11-22,26.9
2002-11-25,26.370001000000002
2002-11-26,26.620001000000002
2002-11-27,26.559998999999998
2002-11-29,26.610001
2002-12-02,26.799999
2002-12-03,28.799999
2002-12-04,29.200001
2002-12-05,29.549999
2002-12-06,30.950001
2002-12-09,31.32
2002-12-10,29.82
2002-12-11,30.049999
2002-12-12,32.669998
2002-12-13,33.990002000000004
2002-12-16,34.16
2002-12-17,31.82
2002-12-18,33.0
2002-12-19,32.040001000000004
2002-12-20,32.200001
2002-12-23,33.75
2002-12-24,33.209998999999996
2002-12-26,34.549999
2002-12-27,34.810001
2002-12-30,34.84
2002-12-31,34.259997999999996
2003-01-02,34.869999
2003-01-03,35.810001
2003-01-06,35.259997999999996
2003-01-07,34.59
2003-01-08,35.5
2003-01-09,34.950001
2003-01-10,35.75
2003-01-13,35.509997999999996
2003-01-14,34.220001
2003-01-15,34.009997999999996
2003-01-16,35.09
2003-01-17,34.689999
2003-01-21,34.619999
2003-01-22,35.349998
2003-01-23,36.700001
2003-01-24,38.349998
2003-01-27,37.369999
2003-01-28,36.900002
2003-01-29,36.25
2003-01-30,36.34
2003-01-31,35.32
2003-02-03,34.849998
2003-02-04,36.439999
2003-02-05,34.25
2003-02-06,34.099998
2003-02-07,32.860001000000004
2003-02-10,31.83
2003-02-11,33.34
2003-02-12,31.66
2003-02-13,33.080002
2003-02-14,32.32
2003-02-18,32.799999
2003-02-19,32.849998
2003-02-20,33.209998999999996
2003-02-21,32.110001000000004
2003-02-24,32.27
2003-02-25,32.0
2003-02-26,31.51
2003-02-27,31.629998999999998
2003-02-28,32.52
2003-03-03,31.700001
2003-03-04,31.75
2003-03-05,32.189999
2003-03-06,31.629998999999998
2003-03-07,30.4
2003-03-10,29.16
2003-03-11,27.5
2003-03-12,28.299999
2003-03-13,29.209999
2003-03-14,30.190001000000002
2003-03-17,29.74
2003-03-18,29.82
2003-03-19,30.25
2003-03-20,29.190001000000002
2003-03-21,28.299999
2003-03-24,28.66
2003-03-25,29.4
2003-03-26,29.290001
2003-03-27,27.4
2003-03-28,29.690001000000002
2003-03-31,30.18
2003-04-01,29.49
2003-04-02,28.950001
2003-04-03,28.5
2003-04-04,28.65
2003-04-07,27.5
2003-04-08,27.700001
2003-04-09,28.299999
2003-04-10,28.07
2003-04-11,28.09
2003-04-14,27.99
2003-04-15,28.549999
2003-04-16,28.66
2003-04-17,28.719998999999998
2003-04-21,29.75
2003-04-22,29.66
2003-04-23,30.1
2003-04-24,28.57
2003-04-25,28.379998999999998
2003-04-28,28.57
2003-04-29,27.940001000000002
2003-04-30,28.219998999999998
2003-05-01,29.32
2003-05-02,29.24
2003-05-05,30.290001
2003-05-06,30.549999
2003-05-07,30.610001
2003-05-08,31.02
2003-05-09,30.889999
2003-05-12,31.35
2003-05-13,30.52
