Date,RSYS
2013-03-01,4.22
2013-03-04,4.09
2013-03-05,4.21
2013-03-06,4.2
2013-03-07,4.48
2013-03-08,4.48
2013-03-11,4.45
2013-03-12,4.48
2013-03-13,4.48
2013-03-14,4.44
2013-03-15,4.41
2013-03-18,4.34
2013-03-19,4.44
2013-03-20,4.46
2013-03-21,4.41
2013-03-22,4.51
2013-03-25,4.61
2013-03-26,4.59
2013-03-27,4.66
2013-03-28,4.92
2013-04-01,4.7
2013-04-02,4.64
2013-04-03,4.44
2013-04-04,4.67
2013-04-05,4.58
2013-04-08,4.67
2013-04-09,4.58
2013-04-10,4.84
2013-04-11,4.82
2013-04-12,4.92
2013-04-15,4.7
2013-04-16,4.83
2013-04-17,4.44
2013-04-18,4.66
2013-04-19,4.73
2013-04-22,4.93
2013-04-23,4.99
2013-04-24,4.83
2013-04-25,4.76
2013-04-26,4.9
2013-04-29,4.96
2013-04-30,4.96
2013-05-01,4.52
2013-05-02,4.66
2013-05-03,4.72
2013-05-06,4.82
2013-05-07,4.78
2013-05-08,4.9
2013-05-09,4.93
2013-05-10,4.9
2013-05-13,4.79
2013-05-14,4.7
2013-05-15,4.7
2013-05-16,4.69
2013-05-17,4.76
2013-05-20,4.89
2013-05-21,5.0
2013-05-22,4.97
2013-05-23,4.98
2013-05-24,5.07
2013-05-28,5.08
2013-05-29,4.99
2013-05-30,5.11
2013-05-31,5.0
2013-06-03,5.08
2013-06-04,4.95
2013-06-05,5.09
2013-06-06,5.04
2013-06-07,5.0
2013-06-10,5.16
2013-06-11,5.09
2013-06-12,5.03
2013-06-13,5.05
2013-06-14,5.0
2013-06-17,4.77
2013-06-18,5.08
2013-06-19,5.06
2013-06-20,4.94
2013-06-21,4.95
2013-06-24,4.73
2013-06-25,4.92
2013-06-26,4.89
2013-06-27,4.8
2013-06-28,4.81
2013-07-01,4.81
2013-07-02,4.72
2013-07-03,4.79
2013-07-05,4.88
2013-07-08,4.94
2013-07-09,4.8
2013-07-10,4.87
2013-07-11,4.85
2013-07-12,4.85
2013-07-15,4.92
2013-07-16,4.89
2013-07-17,4.89
2013-07-18,4.97
2013-07-19,4.92
2013-07-22,4.97
2013-07-23,4.82
2013-07-24,4.87
2013-07-25,4.92
2013-07-26,4.95
2013-07-29,4.89
2013-07-30,4.78
2013-07-31,4.13
2013-08-01,3.74
2013-08-02,3.83
2013-08-05,3.95
2013-08-06,3.94
2013-08-07,3.8
2013-08-08,3.94
2013-08-09,3.71
2013-08-12,3.79
2013-08-13,3.78
2013-08-14,3.82
2013-08-15,3.76
2013-08-16,3.74
2013-08-19,3.63
2013-08-20,3.67
2013-08-21,3.63
2013-08-22,3.66
2013-08-23,3.58
2013-08-26,3.69
2013-08-27,3.48
2013-08-28,3.52
2013-08-29,3.52
2013-08-30,3.39
2013-09-03,3.38
2013-09-04,3.35
2013-09-05,3.32
2013-09-06,3.45
2013-09-09,3.52
2013-09-10,3.47
2013-09-11,3.5
2013-09-12,3.44
2013-09-13,3.49
2013-09-16,3.44
2013-09-17,3.45
2013-09-18,3.46
2013-09-19,3.45
2013-09-20,3.45
2013-09-23,3.46
2013-09-24,3.41
2013-09-25,3.41
2013-09-26,3.36
2013-09-27,3.31
2013-09-30,3.21
2013-10-01,3.328
2013-10-02,3.28
2013-10-03,3.14
2013-10-04,3.05
2013-10-07,3.12
2013-10-08,3.07
2013-10-09,3.19
2013-10-10,3.21
2013-10-11,3.29
2013-10-14,3.23
2013-10-15,3.15
2013-10-16,3.0
2013-10-17,3.0
2013-10-18,3.14
2013-10-21,3.18
2013-10-22,3.16
2013-10-23,3.18
2013-10-24,3.03
2013-10-25,3.04
2013-10-28,3.06
2013-10-29,3.05
2013-10-30,3.02
2013-10-31,3.02
2013-11-01,3.0
2013-11-04,2.92
2013-11-05,2.81
2013-11-06,2.55
2013-11-07,2.54
2013-11-08,2.51
2013-11-11,2.52
2013-11-12,2.52
2013-11-13,2.57
2013-11-14,2.6
2013-11-15,2.55
2013-11-18,2.49
2013-11-19,2.3
2013-11-20,2.24
2013-11-21,2.26
2013-11-22,2.24
2013-11-25,2.24
2013-11-26,2.25
2013-11-27,2.26
2013-11-29,2.24
2013-12-02,2.18
2013-12-03,2.05
2013-12-04,2.13
2013-12-05,2.11
2013-12-06,2.63
2013-12-09,2.55
2013-12-10,2.51
2013-12-11,2.4
2013-12-12,2.4
2013-12-13,2.3
2013-12-16,2.38
2013-12-17,2.31
2013-12-18,2.33
2013-12-19,2.26
2013-12-20,2.29
2013-12-23,2.27
2013-12-24,2.28
2013-12-26,2.29
2013-12-27,2.27
2013-12-30,2.28
2013-12-31,2.29
2014-01-02,2.28
2014-01-03,2.32
2014-01-06,2.41
2014-01-07,2.44
2014-01-08,2.52
2014-01-09,2.51
2014-01-10,2.51
2014-01-13,2.49
2014-01-14,2.75
2014-01-15,2.85
2014-01-16,2.82
2014-01-17,2.79
2014-01-21,2.73
2014-01-22,2.61
2014-01-23,2.78
2014-01-24,2.76
2014-01-27,2.81
2014-01-28,2.81
2014-01-29,2.81
2014-01-30,2.91
2014-01-31,2.83
2014-02-03,2.85
2014-02-04,3.19
2014-02-05,3.06
2014-02-06,3.1
2014-02-07,3.11
2014-02-10,3.11
2014-02-11,3.18
2014-02-12,3.17
2014-02-13,3.33
2014-02-14,3.22
2014-02-18,3.46
2014-02-19,3.27
2014-02-20,3.31
2014-02-21,3.54
2014-02-24,3.74
2014-02-25,3.51
2014-02-26,3.82
2014-02-27,4.0
2014-02-28,4.15
2014-03-03,4.33
2014-03-04,4.29
2014-03-05,4.27
2014-03-06,4.19
2014-03-07,4.19
2014-03-10,4.17
2014-03-11,3.91
2014-03-12,3.95
2014-03-13,3.83
2014-03-14,3.93
2014-03-17,3.95
2014-03-18,3.98
2014-03-19,3.89
2014-03-20,3.7
2014-03-21,3.54
2014-03-24,3.68
2014-03-25,3.47
2014-03-26,3.54
2014-03-27,3.52
2014-03-28,3.42
2014-03-31,3.59
2014-04-01,3.64
2014-04-02,3.56
2014-04-03,3.44
2014-04-04,3.21
2014-04-07,3.14
2014-04-08,3.16
2014-04-09,3.55
2014-04-10,3.25
2014-04-11,3.24
2014-04-14,3.29
2014-04-15,3.32
2014-04-16,3.36
2014-04-17,3.35
2014-04-21,3.285
2014-04-22,3.36
2014-04-23,3.25
2014-04-24,3.28
2014-04-25,3.23
2014-04-28,3.14
2014-04-29,3.24
2014-04-30,3.2
2014-05-01,3.22
2014-05-02,3.16
2014-05-05,3.15
2014-05-06,3.06
2014-05-07,2.97
2014-05-08,2.92
2014-05-09,2.93
2014-05-12,3.17
2014-05-13,3.08
2014-05-14,3.01
2014-05-15,3.0
2014-05-16,3.03
2014-05-19,3.165
2014-05-20,3.09
2014-05-21,3.03
2014-05-22,3.23
2014-05-23,3.34
2014-05-27,3.37
2014-05-28,3.23
2014-05-29,3.34
2014-05-30,3.26
2014-06-02,3.22
2014-06-03,3.15
2014-06-04,3.12
2014-06-05,3.3
2014-06-06,3.42
2014-06-09,3.5
2014-06-10,3.46
2014-06-11,3.35
2014-06-12,3.21
2014-06-13,3.13
2014-06-16,3.25
2014-06-17,3.16
2014-06-18,3.21
2014-06-19,3.23
2014-06-20,3.25
2014-06-23,3.23
2014-06-24,3.12
2014-06-25,3.13
2014-06-26,3.13
2014-06-27,3.29
2014-06-30,3.49
2014-07-01,3.53
2014-07-02,3.58
2014-07-03,3.62
2014-07-07,3.39
2014-07-08,3.3
2014-07-09,3.22
2014-07-10,3.22
2014-07-11,3.26
2014-07-14,3.34
2014-07-15,3.38
2014-07-16,3.37
2014-07-17,3.28
2014-07-18,3.39
2014-07-21,3.29
2014-07-22,3.39
2014-07-23,3.37
2014-07-24,3.32
2014-07-25,3.26
2014-07-28,3.26
2014-07-29,3.22
2014-07-30,3.27
2014-07-31,3.24
2014-08-01,3.08
2014-08-04,3.14
2014-08-05,3.02
2014-08-06,2.8
2014-08-07,2.93
2014-08-08,2.92
2014-08-11,2.95
2014-08-12,2.93
2014-08-13,2.87
2014-08-14,2.89
2014-08-15,2.84
2014-08-18,2.93
2014-08-19,2.96
2014-08-20,2.9
2014-08-21,2.96
2014-08-22,2.99
2014-08-25,3.05
2014-08-26,3.07
2014-08-27,3.08
2014-08-28,3.07
2014-08-29,3.08
2014-09-02,3.08
2014-09-03,2.98
2014-09-04,2.95
2014-09-05,2.97
2014-09-08,2.98
2014-09-09,2.99
2014-09-10,2.97
2014-09-11,2.91
2014-09-12,2.91
2014-09-15,2.84
2014-09-16,2.84
2014-09-17,2.82
2014-09-18,2.9
2014-09-19,2.94
2014-09-22,2.89
2014-09-23,2.82
2014-09-24,2.83
2014-09-25,2.8
2014-09-26,2.78
2014-09-29,2.69
2014-09-30,2.67
2014-10-01,2.53
2014-10-02,2.6
2014-10-03,2.59
2014-10-06,2.465
2014-10-07,2.38
2014-10-08,2.24
2014-10-09,2.15
2014-10-10,2.3
2014-10-13,2.3
2014-10-14,2.28
2014-10-15,2.32
2014-10-16,2.3699
2014-10-17,2.38
2014-10-20,2.32
2014-10-21,2.35
2014-10-22,2.38
2014-10-23,2.37
2014-10-24,2.4
2014-10-27,2.34
2014-10-28,2.36
2014-10-29,2.37
2014-10-30,2.46
2014-10-31,2.5
2014-11-03,2.51
2014-11-04,2.47
2014-11-05,2.45
2014-11-06,2.47
2014-11-07,2.5
2014-11-10,2.49
2014-11-11,2.48
2014-11-12,2.5
2014-11-13,2.46
2014-11-14,2.45
2014-11-17,2.41
2014-11-18,2.44
2014-11-19,2.43
2014-11-20,2.43
2014-11-21,2.42
2014-11-24,2.44
2014-11-25,2.4
2014-11-26,2.36
2014-11-28,2.41
2014-12-01,2.4
2014-12-02,2.31
2014-12-03,2.33
2014-12-04,2.3
2014-12-05,2.29
2014-12-08,2.25
2014-12-09,2.27
2014-12-10,2.28
2014-12-11,2.2
2014-12-12,2.12
2014-12-15,2.17
2014-12-16,2.23
2014-12-17,2.31
2014-12-18,2.36
2014-12-19,2.35
2014-12-22,2.41
2014-12-23,2.33
2014-12-24,2.343
2014-12-26,2.26
2014-12-29,2.38
2014-12-30,2.4
2014-12-31,2.34
2015-01-02,2.3
2015-01-05,2.4
2015-01-06,2.37
2015-01-07,2.35
2015-01-08,2.38
2015-01-09,2.38
2015-01-12,2.38
2015-01-13,2.38
2015-01-14,2.32
2015-01-15,2.38
2015-01-16,2.35
2015-01-20,2.34
2015-01-21,2.33
2015-01-22,2.36
2015-01-23,2.32
2015-01-26,2.33
2015-01-27,2.28
2015-01-28,2.28
2015-01-29,2.33
2015-01-30,2.32
2015-02-02,2.41
2015-02-03,2.5
2015-02-04,1.9
2015-02-05,1.92
2015-02-06,2.04
2015-02-09,2.085
2015-02-10,2.07
2015-02-11,2.04
2015-02-12,2.1
2015-02-13,2.15
2015-02-17,2.16
2015-02-18,2.2
2015-02-19,2.19
2015-02-20,2.25
2015-02-23,2.34
2015-02-24,2.33
2015-02-25,2.34
2015-02-26,2.37
2015-02-27,2.35
2015-03-02,2.38
2015-03-03,2.3
2015-03-04,2.34
2015-03-05,2.33
2015-03-06,2.29
2015-03-09,2.29
2015-03-10,2.23
2015-03-11,2.19
2015-03-12,2.09
2015-03-13,2.06
2015-03-16,2.02
2015-03-17,2.1
2015-03-18,2.14
2015-03-19,2.06
2015-03-20,2.03
2015-03-23,2.13
2015-03-24,2.22
2015-03-25,2.17
2015-03-26,2.2
2015-03-27,2.18
2015-03-30,2.17
2015-03-31,2.15
2015-04-01,2.25
2015-04-02,2.2
2015-04-06,2.14
2015-04-07,2.15
2015-04-08,2.15
2015-04-09,2.13
2015-04-10,2.09
2015-04-13,1.97
2015-04-14,1.98
2015-04-15,2.04
2015-04-16,2.07
2015-04-17,2.09
2015-04-20,2.1
2015-04-21,2.12
2015-04-22,2.1
2015-04-23,2.11
2015-04-24,2.12
2015-04-27,2.18
2015-04-28,2.17
2015-04-29,2.23
2015-04-30,2.2
2015-05-01,2.31
2015-05-04,2.3
2015-05-05,2.31
2015-05-06,2.29
2015-05-07,2.3
2015-05-08,2.33
2015-05-11,2.37
2015-05-12,2.38
2015-05-13,2.3
2015-05-14,2.36
2015-05-15,2.37
2015-05-18,2.37
2015-05-19,2.425
2015-05-20,2.49
2015-05-21,2.49
2015-05-22,2.53
2015-05-26,2.54
2015-05-27,2.73
2015-05-28,2.92
2015-05-29,2.9
2015-06-01,2.84
2015-06-02,2.85
2015-06-03,2.91
2015-06-04,2.94
2015-06-05,2.98
2015-06-08,2.87
2015-06-09,2.87
2015-06-10,2.88
2015-06-11,2.87
2015-06-12,2.85
2015-06-15,2.76
2015-06-16,2.88
2015-06-17,2.82
2015-06-18,2.76
2015-06-19,2.67
2015-06-22,2.75
2015-06-23,2.75
2015-06-24,2.73
2015-06-25,2.61
2015-06-26,2.65
2015-06-29,2.54
2015-06-30,2.56
2015-07-01,2.55
2015-07-02,2.66
2015-07-06,2.58
2015-07-07,2.62
2015-07-08,2.54
2015-07-09,2.54
2015-07-10,2.58
2015-07-13,2.74
2015-07-14,2.8
2015-07-15,2.8
2015-07-16,2.67
2015-07-17,2.61
2015-07-20,2.65
2015-07-21,2.65
2015-07-22,2.59
2015-07-23,2.68
2015-07-24,2.71
2015-07-27,2.75
2015-07-28,2.7
2015-07-29,2.81
2015-07-30,2.91
2015-07-31,2.86
2015-08-03,2.76
2015-08-04,2.8
2015-08-05,2.81
2015-08-06,2.77
2015-08-07,2.85
2015-08-10,2.9
2015-08-11,2.86
2015-08-12,2.78
2015-08-13,2.73
2015-08-14,2.7
2015-08-17,2.71
2015-08-18,2.63
2015-08-19,2.64
2015-08-20,2.6
2015-08-21,2.6
2015-08-24,2.47
2015-08-25,2.58
2015-08-26,2.65
2015-08-27,2.74
2015-08-28,2.75
2015-08-31,2.74
2015-09-01,2.7
2015-09-02,2.66
2015-09-03,2.76
2015-09-04,2.7
2015-09-08,2.63
2015-09-09,2.61
2015-09-10,2.74
2015-09-11,2.67
2015-09-14,2.63
2015-09-15,2.62
2015-09-16,2.62
2015-09-17,2.64
2015-09-18,2.54
2015-09-21,2.55
2015-09-22,2.49
2015-09-23,2.51
2015-09-24,2.58
2015-09-25,2.6
2015-09-28,2.64
2015-09-29,2.61
2015-09-30,2.7
2015-10-01,2.68
2015-10-02,2.64
2015-10-05,2.68
2015-10-06,2.65
2015-10-07,2.76
2015-10-08,2.78
2015-10-09,2.91
2015-10-12,2.86
2015-10-13,2.81
2015-10-14,2.77
2015-10-15,2.77
2015-10-16,2.73
2015-10-19,2.755
2015-10-20,2.71
2015-10-21,2.68
2015-10-22,2.72
2015-10-23,2.69
2015-10-26,2.75
2015-10-27,2.69
2015-10-28,2.75
2015-10-29,2.69
2015-10-30,2.57
2015-11-02,2.7
2015-11-03,2.7402
2015-11-04,2.79
2015-11-05,2.75
2015-11-06,2.78
2015-11-09,2.8
2015-11-10,2.77
2015-11-11,2.85
2015-11-12,2.67
2015-11-13,2.68
2015-11-16,2.8
2015-11-17,2.69
2015-11-18,2.69
2015-11-19,2.7
2015-11-20,2.7
2015-11-23,2.74
2015-11-24,2.72
2015-11-25,2.68
2015-11-27,2.7
2015-11-30,2.65
2015-12-01,2.69
2015-12-02,2.71
2015-12-03,2.7
2015-12-04,2.77
2015-12-07,2.73
2015-12-08,2.79
2015-12-09,2.61
2015-12-10,2.78
2015-12-11,2.65
2015-12-14,2.61
2015-12-15,2.67
2015-12-16,2.62
2015-12-17,2.6048
2015-12-18,2.74
2015-12-21,2.76
2015-12-22,2.72
2015-12-23,2.75
2015-12-24,2.65
2015-12-28,2.71
2015-12-29,2.74
2015-12-30,2.75
2015-12-31,2.77
2016-01-04,2.72
2016-01-05,2.63
2016-01-06,2.55
2016-01-07,2.36
2016-01-08,2.31
2016-01-11,2.27
2016-01-12,2.49
2016-01-13,2.5
2016-01-14,2.44
2016-01-15,2.46
2016-01-19,2.47
2016-01-20,2.59
2016-01-21,2.63
2016-01-22,2.69
2016-01-25,2.68
2016-01-26,2.68
2016-01-27,2.68
2016-01-28,2.65
2016-01-29,2.7
2016-02-01,2.67
2016-02-02,2.67
2016-02-03,2.64
2016-02-04,2.64
2016-02-05,2.59
2016-02-08,2.48
2016-02-09,2.42
2016-02-10,2.47
2016-02-11,2.41
2016-02-12,2.58
2016-02-16,2.58
2016-02-17,2.67
2016-02-18,2.65
2016-02-19,2.59
2016-02-22,2.58
2016-02-23,2.59
2016-02-24,2.56
2016-02-25,2.6
2016-02-26,2.61
2016-02-29,2.58
2016-03-01,2.73
2016-03-02,2.83
2016-03-03,2.8
2016-03-04,2.81
2016-03-07,2.87
2016-03-08,2.85
2016-03-09,3.31
2016-03-10,3.46
2016-03-11,3.5
2016-03-14,3.58
2016-03-15,3.75
2016-03-16,3.76
2016-03-17,3.95
2016-03-18,4.03
2016-03-21,4.04
2016-03-22,4.02
2016-03-23,3.94
2016-03-24,3.98
2016-03-28,3.92
2016-03-29,3.97
2016-03-30,3.96
2016-03-31,3.95
2016-04-01,3.94
2016-04-04,3.98
2016-04-05,3.95
2016-04-06,4.07
2016-04-07,4.09
2016-04-08,4.09
2016-04-11,4.07
2016-04-12,4.06
2016-04-13,4.16
2016-04-14,4.57
2016-04-15,4.65
2016-04-18,4.49
2016-04-19,4.39
2016-04-20,4.36
2016-04-21,4.3
2016-04-22,4.43
2016-04-25,4.49
2016-04-26,4.5
2016-04-27,4.49
2016-04-28,4.33
2016-04-29,4.46
2016-05-02,4.42
2016-05-03,4.5
2016-05-04,5.1
2016-05-05,4.8
2016-05-06,4.81
2016-05-09,4.67
2016-05-10,4.63
2016-05-11,4.67
2016-05-12,4.61
2016-05-13,4.41
2016-05-16,4.46
2016-05-17,4.49
2016-05-18,4.29
2016-05-19,4.17
2016-05-20,4.15
2016-05-23,4.28
2016-05-24,4.34
2016-05-25,4.37
2016-05-26,4.35
2016-05-27,4.41
2016-05-31,4.45
2016-06-01,4.7
2016-06-02,4.73
2016-06-03,4.87
2016-06-06,4.98
2016-06-07,5.1
2016-06-08,5.05
2016-06-09,4.93
2016-06-10,4.85
2016-06-13,4.61
2016-06-14,4.72
2016-06-15,4.85
2016-06-16,4.8
2016-06-17,4.61
2016-06-20,4.77
2016-06-21,4.9
2016-06-22,4.98
2016-06-23,4.96
2016-06-24,4.66
2016-06-27,4.41
2016-06-28,4.55
2016-06-29,4.56
2016-06-30,4.48
2016-07-01,4.55
2016-07-05,4.53
2016-07-06,4.59
2016-07-07,4.66
2016-07-08,4.9
2016-07-11,4.9
2016-07-12,5.01
2016-07-13,4.92
2016-07-14,4.86
2016-07-15,5.39
2016-07-18,5.3
2016-07-19,5.23
2016-07-20,5.12
2016-07-21,5.09
2016-07-22,5.21
2016-07-25,5.195
2016-07-26,5.17
2016-07-27,4.82
2016-07-28,4.78
2016-07-29,4.82
2016-08-01,4.75
2016-08-02,4.57
2016-08-03,4.71
2016-08-04,4.72
2016-08-05,4.82
2016-08-08,4.91
2016-08-09,4.91
2016-08-10,4.85
2016-08-11,4.96
2016-08-12,4.97
2016-08-15,5.13
2016-08-16,5.02
2016-08-17,5.04
2016-08-18,5.07
2016-08-19,5.08
2016-08-22,5.05
2016-08-23,5.06
2016-08-24,4.99
2016-08-25,4.99
2016-08-26,5.04
2016-08-29,5.01
2016-08-30,4.97
2016-08-31,4.91
2016-09-01,5.03
2016-09-02,5.24
2016-09-06,5.17
2016-09-07,5.19
2016-09-08,5.13
2016-09-09,4.96
2016-09-12,4.97
2016-09-13,4.88
2016-09-14,4.99
2016-09-15,5.18
2016-09-16,5.55
2016-09-19,5.3
2016-09-20,5.34
2016-09-21,5.44
2016-09-22,5.73
2016-09-23,5.63
2016-09-26,5.53
2016-09-27,5.41
2016-09-28,5.41
2016-09-29,5.26
2016-09-30,5.345
2016-10-03,5.6
2016-10-04,5.41
2016-10-05,5.58
2016-10-06,5.52
2016-10-07,5.33
2016-10-10,5.38
2016-10-11,5.12
2016-10-12,5.22
2016-10-13,5.05
2016-10-14,4.92
2016-10-17,4.69
2016-10-18,4.47
2016-10-19,4.93
2016-10-20,4.76
2016-10-21,4.86
2016-10-24,4.92
2016-10-25,4.78
2016-10-26,4.3
2016-10-27,4.15
2016-10-28,4.2
2016-10-31,4.17
2016-11-01,4.13
2016-11-02,4.06
2016-11-03,3.96
2016-11-04,4.09
2016-11-07,4.13
2016-11-08,4.09
2016-11-09,4.35
2016-11-10,4.43
2016-11-11,4.42
2016-11-14,4.51
2016-11-15,4.51
2016-11-16,4.54
2016-11-17,4.5
2016-11-18,4.57
2016-11-21,4.37
2016-11-22,4.54
2016-11-23,4.44
2016-11-25,4.47
2016-11-28,4.28
2016-11-29,4.12
2016-11-30,4.18
2016-12-01,4.2
2016-12-02,4.14
2016-12-05,4.37
2016-12-06,4.47
2016-12-07,4.53
2016-12-08,4.66
2016-12-09,4.77
2016-12-12,4.76
2016-12-13,4.85
2016-12-14,4.63
2016-12-15,4.6
2016-12-16,4.41
2016-12-19,4.51
2016-12-20,4.62
2016-12-21,4.47
2016-12-22,4.37
2016-12-23,4.37
2016-12-27,4.35
2016-12-28,4.33
2016-12-29,4.19
2016-12-30,4.43
2017-01-03,4.37
2017-01-04,4.47
2017-01-05,4.51
2017-01-06,4.6
2017-01-09,4.71
2017-01-10,4.9
2017-01-11,4.8
2017-01-12,4.61
2017-01-13,4.7
2017-01-17,4.55
2017-01-18,4.65
2017-01-19,4.6
2017-01-20,4.45
2017-01-23,4.36
2017-01-24,4.35
2017-01-25,4.455
2017-01-26,4.37
2017-01-27,4.35
2017-01-30,4.3
2017-01-31,4.41
2017-02-01,4.28
2017-02-02,4.26
2017-02-03,4.41
2017-02-06,4.29
2017-02-07,4.32
2017-02-08,4.24
2017-02-09,4.25
2017-02-10,4.06
2017-02-13,3.9
2017-02-14,4.01
2017-02-15,3.93
2017-02-16,3.83
2017-02-17,3.84
2017-02-21,3.9
2017-02-22,3.9
2017-02-23,3.8
2017-02-24,3.81
2017-02-27,3.84
2017-02-28,3.82
2017-03-01,3.9
2017-03-02,3.82
2017-03-03,3.76
2017-03-06,3.7
2017-03-07,3.75
2017-03-08,3.73
2017-03-09,3.75
2017-03-10,3.8
2017-03-13,3.79
2017-03-14,3.75
2017-03-15,4.0
2017-03-16,3.84
2017-03-17,3.88
2017-03-20,3.87
2017-03-21,3.8
2017-03-22,3.8
2017-03-23,3.86
2017-03-24,3.87
2017-03-27,3.89
2017-03-28,4.03
2017-03-29,4.09
2017-03-30,3.97
2017-03-31,4.0
2017-04-03,4.0
2017-04-04,3.99
2017-04-05,3.87
2017-04-06,3.91
2017-04-07,3.89
2017-04-10,3.83
2017-04-11,3.97
2017-04-12,3.82
2017-04-13,3.76
2017-04-17,3.76
2017-04-18,3.8
2017-04-19,3.78
2017-04-20,3.87
2017-04-21,3.9
2017-04-24,4.08
2017-04-25,4.07
2017-04-26,4.11
2017-04-27,4.05
2017-04-28,4.01
2017-05-01,4.05
2017-05-02,3.95
2017-05-03,4.09
2017-05-04,4.14
2017-05-05,4.17
2017-05-08,4.13
2017-05-09,4.0
2017-05-10,4.02
2017-05-11,4.05
2017-05-12,4.05
2017-05-15,4.1
2017-05-16,4.07
2017-05-17,3.95
2017-05-18,3.94
2017-05-19,3.99
2017-05-22,4.07
2017-05-23,3.98
2017-05-24,3.84
2017-05-25,3.79
2017-05-26,3.68
2017-05-30,3.78
2017-05-31,3.77
2017-06-01,3.83
2017-06-02,3.78
2017-06-05,3.73
2017-06-06,3.75
2017-06-07,3.79
2017-06-08,3.82
2017-06-09,3.76
2017-06-12,3.73
2017-06-13,3.71
2017-06-14,3.82
2017-06-15,3.81
2017-06-16,3.78
2017-06-19,3.8
2017-06-20,3.79
2017-06-21,3.72
2017-06-22,3.87
2017-06-23,3.95
2017-06-26,3.87
2017-06-27,3.94
2017-06-28,3.93
2017-06-29,3.78
2017-06-30,3.76
2017-07-03,3.77
2017-07-05,3.68
