Date,SAVE
2011-10-13,15.9
2011-10-14,15.63
2011-10-17,14.82
2011-10-18,14.91
2011-10-19,14.49
2011-10-20,14.19
2011-10-21,14.93
2011-10-24,15.87
2011-10-25,15.03
2011-10-26,15.21
2011-10-27,16.209999
2011-10-28,16.51
2011-10-31,16.459999
2011-11-01,15.37
2011-11-02,15.73
2011-11-03,16.41
2011-11-04,16.200001
2011-11-07,16.459999
2011-11-08,16.4
2011-11-09,15.45
2011-11-10,15.71
2011-11-11,16.190001000000002
2011-11-14,16.91
2011-11-15,16.74
2011-11-16,16.58
2011-11-17,16.030001000000002
2011-11-18,15.95
2011-11-21,16.49
2011-11-22,16.540001
2011-11-23,16.360001
2011-11-25,16.309998999999998
2011-11-28,17.030001000000002
2011-11-29,16.110001
2011-11-30,16.129998999999998
2011-12-01,16.030001000000002
2011-12-02,16.200001
2011-12-05,16.18
2011-12-06,15.37
2011-12-07,16.0
2011-12-08,15.66
2011-12-09,15.81
2011-12-12,15.79
2011-12-13,15.24
2011-12-14,15.45
2011-12-15,15.57
2011-12-16,15.33
2011-12-19,15.25
2011-12-20,15.44
2011-12-21,15.52
2011-12-22,15.78
2011-12-23,15.69
2011-12-27,15.69
2011-12-28,15.28
2011-12-29,15.38
2011-12-30,15.6
2012-01-03,15.07
2012-01-04,14.62
2012-01-05,14.46
2012-01-06,14.58
2012-01-09,14.93
2012-01-10,14.99
2012-01-11,15.49
2012-01-12,15.16
2012-01-13,15.02
2012-01-17,14.19
2012-01-18,14.48
2012-01-19,14.67
2012-01-20,15.54
2012-01-23,15.8
2012-01-24,15.75
2012-01-25,16.25
2012-01-26,15.8
2012-01-27,16.23
2012-01-30,16.51
2012-01-31,16.790001
2012-02-01,17.190001000000002
2012-02-02,18.08
2012-02-03,19.209999
2012-02-06,18.99
2012-02-07,18.629998999999998
2012-02-08,18.42
2012-02-09,18.24
2012-02-10,18.299999
2012-02-13,19.73
2012-02-14,19.49
2012-02-15,19.23
2012-02-16,19.219998999999998
2012-02-17,19.83
2012-02-21,19.110001
2012-02-22,19.290001
2012-02-23,19.09
2012-02-24,18.65
2012-02-27,18.860001
2012-02-28,19.219998999999998
2012-02-29,19.530001000000002
2012-03-01,19.25
2012-03-02,18.49
2012-03-05,19.17
2012-03-06,18.92
2012-03-07,18.940001000000002
2012-03-08,19.110001
2012-03-09,19.35
2012-03-12,19.42
2012-03-13,20.15
2012-03-14,20.129998999999998
2012-03-15,19.84
2012-03-16,19.27
2012-03-19,19.620001000000002
2012-03-20,19.32
2012-03-21,19.67
2012-03-22,19.66
2012-03-23,19.65
2012-03-26,19.93
2012-03-27,19.49
2012-03-28,19.42
2012-03-29,19.870001000000002
2012-03-30,20.07
2012-04-02,20.65
2012-04-03,21.15
2012-04-04,21.1
2012-04-05,20.91
2012-04-09,21.040001
2012-04-10,20.09
2012-04-11,20.68
2012-04-12,21.15
2012-04-13,21.530001000000002
2012-04-16,22.049999
2012-04-17,22.59
2012-04-18,23.16
2012-04-19,23.120001000000002
2012-04-20,22.75
2012-04-23,22.440001000000002
2012-04-24,22.780001000000002
2012-04-25,23.040001
2012-04-26,23.629998999999998
2012-04-27,23.860001
2012-04-30,24.02
2012-05-01,22.99
2012-05-02,24.110001
2012-05-03,22.9
2012-05-04,22.530001000000002
2012-05-07,23.09
2012-05-08,22.33
2012-05-09,22.200001
2012-05-10,22.35
2012-05-11,22.610001
2012-05-14,22.620001000000002
2012-05-15,22.1
2012-05-16,21.9
2012-05-17,20.25
2012-05-18,20.16
2012-05-21,20.780001000000002
2012-05-22,20.799999
2012-05-23,20.290001
2012-05-24,20.65
2012-05-25,20.870001000000002
2012-05-29,20.780001000000002
2012-05-30,20.629998999999998
2012-05-31,20.610001
2012-06-01,18.870001000000002
2012-06-04,17.92
2012-06-05,18.17
2012-06-06,19.16
2012-06-07,18.52
2012-06-08,19.360001
2012-06-11,17.940001000000002
2012-06-12,18.6
2012-06-13,18.65
2012-06-14,18.85
2012-06-15,19.030001000000002
2012-06-18,19.309998999999998
2012-06-19,20.16
2012-06-20,20.48
2012-06-21,20.48
2012-06-22,20.719998999999998
2012-06-25,19.41
2012-06-26,19.860001
2012-06-27,20.1
2012-06-28,19.02
2012-06-29,19.459999
2012-07-02,20.309998999999998
2012-07-03,20.49
2012-07-05,21.4
2012-07-06,21.51
2012-07-09,21.969998999999998
2012-07-10,21.620001000000002
2012-07-11,22.15
2012-07-12,22.18
2012-07-13,22.75
2012-07-16,22.66
2012-07-17,22.35
2012-07-18,21.700001
2012-07-19,21.23
2012-07-20,20.290001
2012-07-23,20.15
2012-07-24,19.440001000000002
2012-07-25,19.629998999999998
2012-07-26,20.01
2012-07-27,20.690001000000002
2012-07-30,21.35
2012-07-31,21.51
2012-08-01,20.02
2012-08-02,20.41
2012-08-03,20.49
2012-08-06,20.389999
2012-08-07,20.530001000000002
2012-08-08,20.51
2012-08-09,20.1
2012-08-10,19.639999
2012-08-13,20.02
2012-08-14,20.32
2012-08-15,20.32
2012-08-16,20.26
2012-08-17,20.469998999999998
2012-08-20,20.620001000000002
2012-08-21,20.450001
2012-08-22,19.790001
2012-08-23,19.360001
2012-08-24,19.200001
2012-08-27,19.440001000000002
2012-08-28,19.459999
2012-08-29,19.67
2012-08-30,19.530001000000002
2012-08-31,19.549999
2012-09-04,19.110001
2012-09-05,19.52
2012-09-06,19.6
2012-09-07,19.73
2012-09-10,19.74
2012-09-11,19.65
2012-09-12,19.77
2012-09-13,19.66
2012-09-14,16.58
2012-09-17,16.860001
2012-09-18,16.110001
2012-09-19,17.190001000000002
2012-09-20,17.09
2012-09-21,17.219998999999998
2012-09-24,17.549999
2012-09-25,17.190001000000002
2012-09-26,17.24
2012-09-27,17.360001
2012-09-28,17.08
2012-10-01,17.200001
2012-10-02,17.299999
2012-10-03,17.48
2012-10-04,17.450001
2012-10-05,17.440001000000002
2012-10-08,17.66
2012-10-09,17.52
2012-10-10,17.459999
2012-10-11,17.610001
2012-10-12,17.6
2012-10-15,17.610001
2012-10-16,17.719998999999998
2012-10-17,17.799999
2012-10-18,17.629998999999998
2012-10-19,17.360001
2012-10-22,17.65
2012-10-23,17.450001
2012-10-24,17.18
2012-10-25,17.42
2012-10-26,17.030001000000002
2012-10-31,17.68
2012-11-01,17.4
2012-11-02,17.049999
2012-11-05,17.35
2012-11-06,17.620001000000002
2012-11-07,17.33
2012-11-08,17.58
2012-11-09,17.129998999999998
2012-11-12,16.950001
2012-11-13,16.34
2012-11-14,15.71
2012-11-15,16.99
2012-11-16,16.32
2012-11-19,16.74
2012-11-20,16.5
2012-11-21,16.690001000000002
2012-11-23,16.85
2012-11-26,16.530001000000002
2012-11-27,16.32
2012-11-28,16.51
2012-11-29,16.889999
2012-11-30,16.780001000000002
2012-12-03,16.629998999999998
2012-12-04,16.719998999999998
2012-12-05,16.82
2012-12-06,16.98
2012-12-07,17.139999
2012-12-10,17.09
2012-12-11,17.219998999999998
2012-12-12,16.52
2012-12-13,16.719998999999998
2012-12-14,16.610001
2012-12-17,16.709999
2012-12-18,16.75
2012-12-19,17.1
2012-12-20,17.25
2012-12-21,17.25
2012-12-24,17.280001000000002
2012-12-26,17.08
2012-12-27,17.709999
2012-12-28,17.68
2012-12-31,17.73
2013-01-02,17.959999
2013-01-03,17.5
2013-01-04,18.1
2013-01-07,18.24
2013-01-08,18.5
2013-01-09,18.51
2013-01-10,18.209999
2013-01-11,18.27
2013-01-14,19.219998999999998
2013-01-15,19.18
2013-01-16,18.73
2013-01-17,19.0
2013-01-18,19.25
2013-01-22,19.75
2013-01-23,19.73
2013-01-24,19.77
2013-01-25,19.75
2013-01-28,19.57
2013-01-29,19.57
2013-01-30,19.209999
2013-01-31,19.389999
2013-02-01,19.209999
2013-02-04,18.99
2013-02-05,19.389999
2013-02-06,19.459999
2013-02-07,19.280001000000002
2013-02-08,19.51
2013-02-11,19.469998999999998
2013-02-12,19.27
2013-02-13,19.799999
2013-02-14,19.49
2013-02-15,19.379998999999998
2013-02-19,20.27
2013-02-20,20.41
2013-02-21,20.26
2013-02-22,21.01
2013-02-25,20.08
2013-02-26,20.459999
2013-02-27,20.92
2013-02-28,20.25
2013-03-01,20.700001
2013-03-04,21.639999
2013-03-05,22.49
2013-03-06,22.92
2013-03-07,23.309998999999998
2013-03-08,23.799999
2013-03-11,23.790001
2013-03-12,23.610001
2013-03-13,24.09
2013-03-14,24.75
2013-03-15,24.73
2013-03-18,25.379998999999998
2013-03-19,25.940001000000002
2013-03-20,26.620001000000002
2013-03-21,26.52
2013-03-22,26.34
2013-03-25,25.950001
2013-03-26,25.530001000000002
2013-03-27,25.370001000000002
2013-03-28,25.360001
2013-04-01,24.610001
2013-04-02,24.790001
2013-04-03,24.84
2013-04-04,25.51
2013-04-05,25.299999
2013-04-08,25.49
2013-04-09,25.07
2013-04-10,25.620001000000002
2013-04-11,25.32
2013-04-12,26.23
2013-04-15,25.360001
2013-04-16,26.780001000000002
2013-04-17,26.309998999999998
2013-04-18,26.200001
2013-04-19,26.57
2013-04-22,26.18
2013-04-23,26.200001
2013-04-24,26.120001000000002
2013-04-25,26.030001000000002
2013-04-26,25.85
2013-04-29,25.360001
2013-04-30,26.700001
2013-05-01,27.389999
2013-05-02,27.57
2013-05-03,27.719998999999998
2013-05-06,28.790001
2013-05-07,29.01
2013-05-08,29.549999
2013-05-09,29.120001000000002
2013-05-10,29.18
2013-05-13,28.290001
2013-05-14,28.25
2013-05-15,28.65
2013-05-16,28.66
2013-05-17,28.5
2013-05-20,28.780001000000002
2013-05-21,29.32
2013-05-22,29.610001
2013-05-23,29.790001
2013-05-24,29.780001000000002
2013-05-28,30.08
2013-05-29,30.309998999999998
2013-05-30,30.48
2013-05-31,30.43
2013-06-03,30.15
2013-06-04,30.51
2013-06-05,30.16
2013-06-06,30.639999
2013-06-07,31.07
2013-06-10,32.290001000000004
2013-06-11,32.169998
2013-06-12,31.450001
2013-06-13,32.299999
2013-06-14,32.119999
2013-06-17,32.57
2013-06-18,32.990002000000004
2013-06-19,33.43
2013-06-20,32.700001
2013-06-21,32.599998
2013-06-24,32.43
2013-06-25,30.49
2013-06-26,30.790001
2013-06-27,31.25
2013-06-28,31.719998999999998
2013-07-01,32.540001000000004
2013-07-02,32.0
2013-07-03,32.02
2013-07-05,32.349998
2013-07-08,32.299999
2013-07-09,32.130001
2013-07-10,32.709998999999996
2013-07-11,33.48
2013-07-12,33.450001
2013-07-15,33.939999
2013-07-16,33.57
2013-07-17,33.869999
2013-07-18,34.169998
2013-07-19,34.709998999999996
2013-07-22,34.830002
2013-07-23,34.93
2013-07-24,35.419998
2013-07-25,35.689999
2013-07-26,35.57
2013-07-29,35.389998999999996
2013-07-30,32.450001
2013-07-31,33.049999
2013-08-01,33.48
2013-08-02,34.099998
2013-08-05,34.830002
2013-08-06,34.349998
2013-08-07,34.099998
2013-08-08,34.360001000000004
2013-08-09,34.349998
2013-08-12,34.369999
2013-08-13,32.689999
2013-08-14,31.690001000000002
2013-08-15,30.940001000000002
2013-08-16,31.23
2013-08-19,30.27
2013-08-20,30.719998999999998
2013-08-21,30.870001000000002
2013-08-22,31.33
2013-08-23,31.59
2013-08-26,31.26
2013-08-27,30.49
2013-08-28,30.24
2013-08-29,31.52
2013-08-30,31.17
2013-09-03,31.57
2013-09-04,31.74
2013-09-05,31.57
2013-09-06,31.190001000000002
2013-09-09,31.809998999999998
2013-09-10,32.75
2013-09-11,32.959998999999996
2013-09-12,32.810001
2013-09-13,33.139998999999996
2013-09-16,33.759997999999996
2013-09-17,34.18
2013-09-18,34.23
2013-09-19,34.52
2013-09-20,34.900002
2013-09-23,34.630001
2013-09-24,34.5
2013-09-25,34.310001
2013-09-26,34.689999
2013-09-27,34.400002
2013-09-30,34.27
2013-10-01,35.029999
2013-10-02,35.040001000000004
2013-10-03,34.959998999999996
2013-10-04,34.799999
2013-10-07,34.200001
2013-10-08,33.09
2013-10-09,33.150002
2013-10-10,34.060001
2013-10-11,39.110001000000004
2013-10-14,40.349998
2013-10-15,40.400002
2013-10-16,41.290001000000004
2013-10-17,43.279999
2013-10-18,43.049999
2013-10-21,42.669998
2013-10-22,42.52
2013-10-23,41.98
2013-10-24,42.029999
2013-10-25,41.91
2013-10-28,42.360001000000004
2013-10-29,43.049999
2013-10-30,42.759997999999996
2013-10-31,43.150002
2013-11-01,42.889998999999996
2013-11-04,44.009997999999996
2013-11-05,44.380001
2013-11-06,43.619999
2013-11-07,41.52
2013-11-08,43.299999
2013-11-11,43.59
2013-11-12,44.02
2013-11-13,44.689999
2013-11-14,44.84
2013-11-15,44.529999
2013-11-18,44.299999
2013-11-19,43.759997999999996
2013-11-20,43.470001
2013-11-21,44.669998
2013-11-22,44.619999
2013-11-25,45.490002000000004
2013-11-26,45.619999
2013-11-27,46.450001
2013-11-29,45.869999
2013-12-02,45.240002000000004
2013-12-03,44.580002
2013-12-04,43.900002
2013-12-05,43.810001
2013-12-06,44.169998
2013-12-09,45.009997999999996
2013-12-10,43.400002
2013-12-11,42.380001
2013-12-12,43.360001000000004
2013-12-13,43.040001000000004
2013-12-16,43.240002000000004
2013-12-17,42.919998
2013-12-18,44.419998
2013-12-19,44.240002000000004
2013-12-20,46.060001
2013-12-23,46.139998999999996
2013-12-24,45.939999
2013-12-26,46.029999
2013-12-27,44.880001
2013-12-30,45.150002
2013-12-31,45.41
2014-01-02,45.650002
2014-01-03,47.580002
2014-01-06,46.0
2014-01-07,46.419998
2014-01-08,46.700001
2014-01-09,48.07
2014-01-10,47.919998
2014-01-13,46.709998999999996
2014-01-14,47.810001
2014-01-15,48.299999
2014-01-16,50.0
2014-01-17,50.0
2014-01-21,49.990002000000004
2014-01-22,51.220001
2014-01-23,49.970001
2014-01-24,47.68
2014-01-27,46.02
2014-01-28,47.349998
2014-01-29,46.060001
2014-01-30,47.259997999999996
2014-01-31,46.900002
2014-02-03,45.029999
2014-02-04,45.299999
2014-02-05,44.759997999999996
2014-02-06,45.529999
2014-02-07,46.0
2014-02-10,46.330002
2014-02-11,46.189999
2014-02-12,46.209998999999996
2014-02-13,46.700001
2014-02-14,47.060001
2014-02-18,47.66
2014-02-19,50.59
2014-02-20,52.400002
2014-02-21,54.290001000000004
2014-02-24,55.290001000000004
2014-02-25,54.759997999999996
2014-02-26,55.41
2014-02-27,56.189999
2014-02-28,56.48
2014-03-03,57.139998999999996
2014-03-04,59.009997999999996
2014-03-05,58.860001000000004
2014-03-06,58.25
2014-03-07,57.689999
2014-03-10,59.650002
2014-03-11,60.5
2014-03-12,59.84
2014-03-13,59.360001000000004
2014-03-14,59.23
2014-03-17,60.880001
2014-03-18,63.049999
2014-03-19,62.990002000000004
2014-03-20,61.98
2014-03-21,59.799999
2014-03-24,60.32
2014-03-25,61.790001000000004
2014-03-26,60.110001000000004
2014-03-27,57.630001
2014-03-28,57.599998
2014-03-31,59.400002
2014-04-01,61.189999
2014-04-02,62.07
2014-04-03,61.950001
2014-04-04,58.900002
2014-04-07,58.560001
2014-04-08,56.619999
2014-04-09,59.209998999999996
2014-04-10,58.169998
2014-04-11,57.25
2014-04-14,55.610001000000004
2014-04-15,55.07
2014-04-16,56.419998
2014-04-17,56.029999
2014-04-21,56.82
2014-04-22,58.990002000000004
2014-04-23,59.869999
2014-04-24,60.610001000000004
2014-04-25,58.650002
2014-04-28,58.43
2014-04-29,56.689999
2014-04-30,56.84
2014-05-01,56.990002000000004
2014-05-02,56.990002000000004
2014-05-05,55.849998
2014-05-06,55.209998999999996
2014-05-07,55.98
2014-05-08,55.93
2014-05-09,55.48
2014-05-12,57.299999
2014-05-13,57.259997999999996
2014-05-14,55.91
2014-05-15,55.16
2014-05-16,54.220001
2014-05-19,56.32
2014-05-20,55.700001
2014-05-21,56.07
2014-05-22,56.41
2014-05-23,57.490002000000004
2014-05-27,59.02
2014-05-28,59.41
2014-05-29,59.549999
2014-05-30,59.080002
2014-06-02,59.849998
2014-06-03,60.02
2014-06-04,60.619999
2014-06-05,61.830002
2014-06-06,63.09
2014-06-09,62.41
2014-06-10,61.77
2014-06-11,61.459998999999996
2014-06-12,60.07
2014-06-13,61.419998
2014-06-16,61.32
2014-06-17,62.41
2014-06-18,62.540001000000004
2014-06-19,63.07
2014-06-20,63.799999
2014-06-23,63.5
2014-06-24,62.52
2014-06-25,62.830002
2014-06-26,62.450001
2014-06-27,63.0
2014-06-30,63.240002000000004
2014-07-01,64.779999
2014-07-02,64.059998
2014-07-03,64.370003
2014-07-07,63.349998
2014-07-08,62.41
2014-07-09,63.52
2014-07-10,64.32
2014-07-11,63.779999
2014-07-14,64.0
2014-07-15,65.690002
2014-07-16,66.510002
2014-07-17,65.720001
2014-07-18,67.510002
2014-07-21,67.559998
2014-07-22,67.5
2014-07-23,68.57
2014-07-24,67.349998
2014-07-25,67.91999799999999
2014-07-28,67.720001
2014-07-29,66.540001
2014-07-30,67.120003
2014-07-31,65.41999799999999
2014-08-01,65.550003
2014-08-04,65.629997
2014-08-05,64.559998
2014-08-06,65.260002
2014-08-07,65.019997
2014-08-08,66.5
2014-08-11,67.93
2014-08-12,67.279999
2014-08-13,68.959999
2014-08-14,69.459999
2014-08-15,69.260002
2014-08-18,71.699997
2014-08-19,70.5
2014-08-20,71.910004
2014-08-21,71.099998
2014-08-22,72.769997
2014-08-25,73.309998
2014-08-26,72.58000200000001
2014-08-27,71.910004
2014-08-28,71.260002
2014-08-29,70.389999
2014-09-02,72.620003
2014-09-03,72.470001
2014-09-04,72.300003
2014-09-05,73.199997
2014-09-08,73.239998
2014-09-09,71.879997
2014-09-10,71.33000200000001
2014-09-11,70.57
2014-09-12,70.16999799999999
2014-09-15,68.360001
2014-09-16,68.989998
2014-09-17,69.260002
2014-09-18,71.879997
2014-09-19,71.709999
2014-09-22,68.559998
2014-09-23,67.0
2014-09-24,69.529999
2014-09-25,69.400002
2014-09-26,71.589996
2014-09-29,70.279999
2014-09-30,69.139999
2014-10-01,66.82
2014-10-02,65.800003
2014-10-03,67.370003
2014-10-06,65.550003
2014-10-07,63.52
2014-10-08,60.169998
2014-10-09,60.189999
2014-10-10,58.75
2014-10-13,53.310001
2014-10-14,55.369999
2014-10-15,53.970001
2014-10-16,55.66
2014-10-17,56.790001000000004
2014-10-20,58.959998999999996
2014-10-21,63.200001
2014-10-22,62.529999
2014-10-23,63.52
2014-10-24,64.379997
2014-10-27,66.370003
2014-10-28,71.059998
2014-10-29,71.540001
2014-10-30,70.900002
2014-10-31,73.110001
2014-11-03,74.5
2014-11-04,76.620003
2014-11-05,75.410004
2014-11-06,77.800003
2014-11-07,77.309998
2014-11-10,79.050003
2014-11-11,78.800003
2014-11-12,78.360001
2014-11-13,78.099998
2014-11-14,76.150002
2014-11-17,75.110001
2014-11-18,76.33000200000001
2014-11-19,75.58000200000001
2014-11-20,75.050003
2014-11-21,74.769997
2014-11-24,77.290001
2014-11-25,77.220001
2014-11-26,78.199997
2014-11-28,82.690002
2014-12-01,80.769997
2014-12-02,81.220001
2014-12-03,81.610001
2014-12-04,83.230003
2014-12-05,84.25
2014-12-08,84.470001
2014-12-09,73.769997
2014-12-10,73.57
2014-12-11,69.0
2014-12-12,68.120003
2014-12-15,68.589996
2014-12-16,68.699997
2014-12-17,71.809998
2014-12-18,72.709999
2014-12-19,75.010002
2014-12-22,75.839996
2014-12-23,74.160004
2014-12-24,75.68
2014-12-26,75.839996
2014-12-29,75.989998
2014-12-30,76.43
2014-12-31,75.58000200000001
2015-01-02,74.239998
2015-01-05,74.379997
2015-01-06,73.18
2015-01-07,74.760002
2015-01-08,75.779999
2015-01-09,73.110001
2015-01-12,69.639999
2015-01-13,70.989998
2015-01-14,70.440002
2015-01-15,70.360001
2015-01-16,70.940002
2015-01-20,73.900002
2015-01-21,74.699997
2015-01-22,79.980003
2015-01-23,78.389999
2015-01-26,79.18
2015-01-27,78.870003
2015-01-28,76.910004
2015-01-29,79.800003
2015-01-30,74.139999
2015-02-02,75.860001
2015-02-03,74.510002
2015-02-04,77.309998
2015-02-05,77.379997
2015-02-06,77.440002
2015-02-09,76.010002
2015-02-10,80.050003
2015-02-11,79.239998
2015-02-12,80.120003
2015-02-13,79.32
2015-02-17,78.290001
2015-02-18,79.949997
2015-02-19,80.550003
2015-02-20,81.769997
2015-02-23,81.0
2015-02-24,82.029999
2015-02-25,79.68
2015-02-26,79.610001
2015-02-27,77.779999
2015-03-02,76.589996
2015-03-03,76.25
2015-03-04,76.379997
2015-03-05,76.32
2015-03-06,75.099998
2015-03-09,74.860001
2015-03-10,73.190002
2015-03-11,74.360001
2015-03-12,76.610001
2015-03-13,76.58000200000001
2015-03-16,78.650002
2015-03-17,79.510002
2015-03-18,79.470001
2015-03-19,79.949997
2015-03-20,79.790001
2015-03-23,77.709999
2015-03-24,77.209999
2015-03-25,74.150002
2015-03-26,73.66999799999999
2015-03-27,76.639999
2015-03-30,78.300003
2015-03-31,77.360001
2015-04-01,75.150002
2015-04-02,75.709999
2015-04-06,73.860001
2015-04-07,74.050003
2015-04-08,75.550003
2015-04-09,74.589996
2015-04-10,74.959999
2015-04-13,75.610001
2015-04-14,75.75
2015-04-15,76.550003
2015-04-16,75.720001
2015-04-17,75.08000200000001
2015-04-20,75.970001
2015-04-21,77.059998
2015-04-22,77.260002
2015-04-23,76.989998
2015-04-24,77.41999799999999
2015-04-27,77.349998
2015-04-28,77.879997
2015-04-29,70.660004
2015-04-30,68.470001
2015-05-01,69.489998
2015-05-04,69.07
2015-05-05,66.790001
2015-05-06,66.779999
2015-05-07,68.089996
2015-05-08,68.139999
2015-05-11,68.019997
2015-05-12,67.599998
2015-05-13,66.82
2015-05-14,67.949997
2015-05-15,67.110001
2015-05-18,68.160004
2015-05-19,67.099998
2015-05-20,62.619999
2015-05-21,62.900002
2015-05-22,62.34
2015-05-26,59.98
2015-05-27,61.599998
2015-05-28,61.299999
2015-05-29,63.57
2015-06-01,65.360001
2015-06-02,64.43
2015-06-03,65.660004
2015-06-04,64.959999
2015-06-05,65.370003
2015-06-08,63.849998
2015-06-09,62.200001
2015-06-10,62.279999
2015-06-11,63.099998
2015-06-12,63.849998
2015-06-15,63.029999
2015-06-16,62.759997999999996
2015-06-17,62.419998
2015-06-18,62.419998
2015-06-19,62.330002
2015-06-22,64.529999
2015-06-23,65.379997
2015-06-24,64.150002
2015-06-25,63.490002000000004
2015-06-26,62.299999
2015-06-29,61.279999
2015-06-30,62.099998
2015-07-01,61.860001000000004
2015-07-02,60.959998999999996
2015-07-06,61.0
2015-07-07,61.73
2015-07-08,60.450001
2015-07-09,60.91
2015-07-10,63.279999
2015-07-13,63.540001000000004
2015-07-14,58.810001
2015-07-15,59.349998
2015-07-16,59.470001
2015-07-17,60.16
2015-07-20,60.09
2015-07-21,60.009997999999996
2015-07-22,60.049999
2015-07-23,61.369999
2015-07-24,60.330002
2015-07-27,59.779999
2015-07-28,61.200001
2015-07-29,60.529999
2015-07-30,59.709998999999996
2015-07-31,59.82
2015-08-03,59.959998999999996
2015-08-04,59.540001000000004
2015-08-05,61.080002
2015-08-06,60.259997999999996
2015-08-07,59.080002
2015-08-10,59.470001
2015-08-11,61.16
2015-08-12,60.540001000000004
2015-08-13,59.959998999999996
2015-08-14,60.27
2015-08-17,62.099998
2015-08-18,61.330002
2015-08-19,60.639998999999996
2015-08-20,57.310001
2015-08-21,55.029999
2015-08-24,53.970001
2015-08-25,51.540001000000004
2015-08-26,51.080002
2015-08-27,51.150002
2015-08-28,50.639998999999996
2015-08-31,51.25
2015-09-01,50.41
2015-09-02,51.779999
2015-09-03,50.82
2015-09-04,51.200001
2015-09-08,51.139998999999996
2015-09-09,50.580002
2015-09-10,49.5
2015-09-11,48.790001000000004
2015-09-14,48.610001000000004
2015-09-15,49.18
2015-09-16,49.209998999999996
2015-09-17,52.490002000000004
2015-09-18,50.700001
2015-09-21,50.759997999999996
2015-09-22,49.5
2015-09-23,49.189999
2015-09-24,48.290001000000004
2015-09-25,48.720001
2015-09-28,47.290001000000004
2015-09-29,46.950001
2015-09-30,47.299999
2015-10-01,47.27
2015-10-02,47.700001
2015-10-05,48.720001
2015-10-06,47.41
2015-10-07,48.610001000000004
2015-10-08,48.799999
2015-10-09,50.799999
2015-10-12,50.110001000000004
2015-10-13,49.48
2015-10-14,50.16
2015-10-15,50.060001
2015-10-16,42.380001
2015-10-19,43.080002
2015-10-20,43.959998999999996
2015-10-21,43.380001
2015-10-22,43.040001000000004
2015-10-23,39.790001000000004
2015-10-26,37.869999
2015-10-27,34.66
2015-10-28,34.639998999999996
2015-10-29,37.130001
2015-10-30,37.119999
2015-11-02,35.23
2015-11-03,35.360001000000004
2015-11-04,34.650002
2015-11-05,35.959998999999996
2015-11-06,36.560001
2015-11-09,36.02
2015-11-10,35.220001
2015-11-11,34.650002
2015-11-12,34.299999
2015-11-13,33.77
2015-11-16,33.57
2015-11-17,35.259997999999996
2015-11-18,35.84
2015-11-19,36.830002
2015-11-20,36.16
2015-11-23,36.759997999999996
2015-11-24,35.630001
2015-11-25,36.009997999999996
2015-11-27,36.200001
2015-11-30,36.77
2015-12-01,38.400002
2015-12-02,40.43
2015-12-03,41.59
2015-12-04,43.009997999999996
2015-12-07,42.669998
2015-12-08,40.740002000000004
2015-12-09,41.23
2015-12-10,42.380001
2015-12-11,41.59
2015-12-14,41.860001000000004
2015-12-15,43.099998
2015-12-16,41.470001
2015-12-17,40.43
2015-12-18,40.41
2015-12-21,41.119999
2015-12-22,42.349998
2015-12-23,42.330002
2015-12-24,43.330002
2015-12-28,42.200001
2015-12-29,42.459998999999996
2015-12-30,41.139998999999996
2015-12-31,39.849998
