Date,APO
2011-03-30,18.200001
2011-03-31,18.0
2011-04-01,18.0
2011-04-04,17.879998999999998
2011-04-05,17.98
2011-04-06,18.1
2011-04-07,18.01
2011-04-08,18.0
2011-04-11,18.059998999999998
2011-04-12,18.190001000000002
2011-04-13,18.1
2011-04-14,18.25
2011-04-15,18.5
2011-04-18,18.18
2011-04-19,18.200001
2011-04-20,18.23
2011-04-21,18.110001
2011-04-25,18.059998999999998
2011-04-26,18.18
2011-04-27,18.18
2011-04-28,18.110001
2011-04-29,18.08
2011-05-02,18.190001000000002
2011-05-03,18.27
2011-05-04,17.98
2011-05-05,17.940001000000002
2011-05-06,17.969998999999998
2011-05-09,18.5
2011-05-10,18.709999
2011-05-11,18.48
2011-05-12,18.42
2011-05-13,18.27
2011-05-16,17.83
2011-05-17,17.18
2011-05-18,17.85
2011-05-19,17.77
2011-05-20,17.85
2011-05-23,17.6
2011-05-24,17.57
2011-05-25,17.370001000000002
2011-05-26,17.75
2011-05-27,18.190001000000002
2011-05-31,18.02
2011-06-01,17.93
2011-06-02,17.860001
2011-06-03,17.85
2011-06-06,17.4
2011-06-07,16.92
2011-06-08,16.75
2011-06-09,16.290001
2011-06-10,15.64
2011-06-13,15.51
2011-06-14,16.0
2011-06-15,15.97
2011-06-16,15.87
2011-06-17,15.95
2011-06-20,15.7
2011-06-21,16.0
2011-06-22,16.32
2011-06-23,16.1
2011-06-24,16.0
2011-06-27,16.120001000000002
2011-06-28,16.59
2011-06-29,17.129998999999998
2011-06-30,17.200001
2011-07-01,17.139999
2011-07-05,16.99
2011-07-06,16.879998999999998
2011-07-07,16.870001000000002
2011-07-08,17.0
2011-07-11,16.540001
2011-07-12,16.65
2011-07-13,16.389999
2011-07-14,16.26
2011-07-15,16.5
2011-07-18,15.9
2011-07-19,16.0
2011-07-20,16.34
2011-07-21,16.75
2011-07-22,16.940001000000002
2011-07-25,17.200001
2011-07-26,17.280001000000002
2011-07-27,16.809998999999998
2011-07-28,16.870001000000002
2011-07-29,17.309998999999998
2011-08-01,17.5
2011-08-02,16.82
2011-08-03,16.73
2011-08-04,14.93
2011-08-05,14.05
2011-08-08,13.24
2011-08-09,14.14
2011-08-10,13.61
2011-08-11,13.61
2011-08-12,13.28
2011-08-15,13.33
2011-08-16,14.17
2011-08-17,14.44
2011-08-18,13.98
2011-08-19,13.85
2011-08-22,13.22
2011-08-23,13.35
2011-08-24,13.18
2011-08-25,13.0
2011-08-26,12.51
2011-08-29,12.61
2011-08-30,12.8
2011-08-31,12.97
2011-09-01,12.91
2011-09-02,12.12
2011-09-06,12.19
2011-09-07,11.92
2011-09-08,11.22
2011-09-09,11.5
2011-09-12,10.85
2011-09-13,11.33
2011-09-14,11.83
2011-09-15,11.84
2011-09-16,12.0
2011-09-19,11.86
2011-09-20,11.61
2011-09-21,11.11
2011-09-22,10.35
2011-09-23,10.05
2011-09-26,10.0
2011-09-27,10.15
2011-09-28,9.97
2011-09-29,10.25
2011-09-30,10.24
2011-10-03,9.61
2011-10-04,9.9
2011-10-05,10.3
2011-10-06,10.34
2011-10-07,10.25
2011-10-10,10.45
2011-10-11,10.52
2011-10-12,10.84
2011-10-13,10.73
2011-10-14,10.77
2011-10-17,10.77
2011-10-18,10.73
2011-10-19,10.54
2011-10-20,10.9
2011-10-21,11.27
2011-10-24,11.77
2011-10-25,11.69
2011-10-26,12.14
2011-10-27,13.29
2011-10-28,13.28
2011-10-31,13.25
2011-11-01,12.82
2011-11-02,13.09
2011-11-03,13.04
2011-11-04,13.22
2011-11-07,13.91
2011-11-08,13.81
2011-11-09,13.81
2011-11-10,13.22
2011-11-11,13.14
2011-11-14,12.97
2011-11-15,12.74
2011-11-16,12.97
2011-11-17,12.1
2011-11-18,12.3
2011-11-21,11.72
2011-11-22,11.58
2011-11-23,11.33
2011-11-25,11.12
2011-11-28,11.6
2011-11-29,12.08
2011-11-30,12.52
2011-12-01,12.65
2011-12-02,13.0
2011-12-05,13.82
2011-12-06,13.97
2011-12-07,13.59
2011-12-08,13.17
2011-12-09,13.56
2011-12-12,13.19
2011-12-13,13.25
2011-12-14,12.7
2011-12-15,12.57
2011-12-16,11.76
2011-12-19,11.84
2011-12-20,12.11
2011-12-21,12.24
2011-12-22,12.27
2011-12-23,12.3
2011-12-27,12.3
2011-12-28,12.48
2011-12-29,12.29
2011-12-30,12.41
2012-01-03,13.05
2012-01-04,13.11
2012-01-05,13.4
2012-01-06,13.93
2012-01-09,13.52
2012-01-10,13.86
2012-01-11,13.58
2012-01-12,13.7
2012-01-13,13.65
2012-01-17,14.12
2012-01-18,14.47
2012-01-19,14.75
2012-01-20,14.96
2012-01-23,15.15
2012-01-24,14.9
2012-01-25,14.47
2012-01-26,14.65
2012-01-27,15.11
2012-01-30,14.42
2012-01-31,14.88
2012-02-01,14.68
2012-02-02,14.63
2012-02-03,14.85
2012-02-06,14.84
2012-02-07,15.09
2012-02-08,15.01
2012-02-09,15.34
2012-02-10,14.4
2012-02-13,14.4
2012-02-14,14.51
2012-02-15,14.82
2012-02-16,14.38
2012-02-17,14.49
2012-02-21,13.92
2012-02-22,14.16
2012-02-23,13.93
2012-02-24,14.16
2012-02-27,14.03
2012-02-28,13.95
2012-02-29,14.02
2012-03-01,13.96
2012-03-02,13.92
2012-03-05,14.06
2012-03-06,13.83
2012-03-07,13.85
2012-03-08,14.02
2012-03-09,14.22
2012-03-12,14.27
2012-03-13,14.25
2012-03-14,14.38
2012-03-15,14.36
2012-03-16,14.58
2012-03-19,14.42
2012-03-20,14.32
2012-03-21,14.56
2012-03-22,14.27
2012-03-23,14.26
2012-03-26,14.41
2012-03-27,14.18
2012-03-28,14.25
2012-03-29,14.4
2012-03-30,14.28
2012-04-02,14.4
2012-04-03,14.45
2012-04-04,14.13
2012-04-05,14.35
2012-04-09,14.16
2012-04-10,13.65
2012-04-11,13.99
2012-04-12,13.85
2012-04-13,13.56
2012-04-16,13.32
2012-04-17,13.51
2012-04-18,13.72
2012-04-19,13.51
2012-04-20,12.99
2012-04-23,12.95
2012-04-24,13.22
2012-04-25,13.23
2012-04-26,13.1
2012-04-27,13.11
2012-04-30,12.84
2012-05-01,12.91
2012-05-02,12.65
2012-05-03,12.34
2012-05-04,12.16
2012-05-07,12.2
2012-05-08,12.85
2012-05-09,12.04
2012-05-10,12.03
2012-05-11,11.95
2012-05-14,11.89
2012-05-15,11.61
2012-05-16,11.46
2012-05-17,10.76
2012-05-18,10.54
2012-05-21,11.01
2012-05-22,11.19
2012-05-23,11.68
2012-05-24,11.73
2012-05-25,11.82
2012-05-29,12.01
2012-05-30,11.68
2012-05-31,11.67
2012-06-01,11.36
2012-06-04,11.42
2012-06-05,11.6
2012-06-06,12.0
2012-06-07,12.5
2012-06-08,12.69
2012-06-11,12.62
2012-06-12,12.67
2012-06-13,12.7
2012-06-14,12.76
2012-06-15,12.83
2012-06-18,12.78
2012-06-19,12.91
2012-06-20,12.91
2012-06-21,12.91
2012-06-22,12.9
2012-06-25,12.72
2012-06-26,12.68
2012-06-27,12.66
2012-06-28,12.25
2012-06-29,12.4
2012-07-02,12.73
2012-07-03,12.67
2012-07-05,12.77
2012-07-06,12.57
2012-07-09,12.38
2012-07-10,12.5
2012-07-11,12.55
2012-07-12,12.78
2012-07-13,12.94
2012-07-16,12.97
2012-07-17,13.03
2012-07-18,13.16
2012-07-19,13.15
2012-07-20,13.41
2012-07-23,13.41
2012-07-24,13.32
2012-07-25,13.23
2012-07-26,12.92
2012-07-27,13.2
2012-07-30,13.34
2012-07-31,13.57
2012-08-01,14.0
2012-08-02,13.51
2012-08-03,13.73
2012-08-06,13.47
2012-08-07,13.55
2012-08-08,13.75
2012-08-09,13.54
2012-08-10,13.52
2012-08-13,13.23
2012-08-14,13.24
2012-08-15,13.27
2012-08-16,13.32
2012-08-17,13.27
2012-08-20,13.47
2012-08-21,13.49
2012-08-22,13.84
2012-08-23,13.72
2012-08-24,13.45
2012-08-27,13.28
2012-08-28,13.48
2012-08-29,13.5
2012-08-30,13.4
2012-08-31,13.26
2012-09-04,13.29
2012-09-05,13.48
2012-09-06,13.59
2012-09-07,13.91
2012-09-10,13.9
2012-09-11,13.92
2012-09-12,13.96
2012-09-13,14.16
2012-09-14,14.54
2012-09-17,14.95
2012-09-18,14.83
2012-09-19,14.99
2012-09-20,14.92
2012-09-21,14.96
2012-09-24,14.84
2012-09-25,14.65
2012-09-26,14.78
2012-09-27,14.82
2012-09-28,14.66
2012-10-01,14.52
2012-10-02,14.37
2012-10-03,14.42
2012-10-04,14.71
2012-10-05,14.74
2012-10-08,14.9
2012-10-09,14.59
2012-10-10,14.66
2012-10-11,14.59
2012-10-12,14.48
2012-10-15,14.92
2012-10-16,15.03
2012-10-17,15.06
2012-10-18,15.06
2012-10-19,15.04
2012-10-22,15.11
2012-10-23,15.03
2012-10-24,14.92
2012-10-25,15.19
2012-10-26,14.81
2012-10-31,15.19
2012-11-01,15.43
2012-11-02,14.92
2012-11-05,14.81
2012-11-06,15.11
2012-11-07,14.45
2012-11-08,14.05
2012-11-09,14.22
2012-11-12,14.52
2012-11-13,14.61
2012-11-14,14.05
2012-11-15,14.25
2012-11-16,14.14
2012-11-19,14.9
2012-11-20,15.13
2012-11-21,15.18
2012-11-23,15.33
2012-11-26,15.27
2012-11-27,15.34
2012-11-28,15.46
2012-11-29,15.57
2012-11-30,15.69
2012-12-03,15.76
2012-12-04,15.8
2012-12-05,15.92
2012-12-06,16.200001
2012-12-07,16.030001000000002
2012-12-10,16.26
2012-12-11,16.379998999999998
2012-12-12,16.129998999999998
2012-12-13,16.530001000000002
2012-12-14,16.43
2012-12-17,16.66
2012-12-18,16.92
2012-12-19,16.940001000000002
2012-12-20,17.08
2012-12-21,16.959999
2012-12-24,16.93
2012-12-26,17.120001000000002
2012-12-27,17.280001000000002
2012-12-28,17.23
2012-12-31,17.360001
2013-01-02,17.93
2013-01-03,18.0
2013-01-04,18.299999
2013-01-07,18.440001000000002
2013-01-08,18.67
2013-01-09,18.959999
2013-01-10,19.35
2013-01-11,19.299999
2013-01-14,19.940001000000002
2013-01-15,19.67
2013-01-16,19.83
2013-01-17,20.049999
2013-01-18,20.950001
2013-01-22,21.4
2013-01-23,21.24
2013-01-24,21.01
2013-01-25,21.26
2013-01-28,21.190001000000002
2013-01-29,21.200001
2013-01-30,20.940001000000002
2013-01-31,22.27
2013-02-01,22.77
2013-02-04,22.209999
2013-02-05,21.969998999999998
2013-02-06,22.01
2013-02-07,22.15
2013-02-08,22.690001000000002
2013-02-11,22.17
2013-02-12,21.98
2013-02-13,21.6
2013-02-14,22.27
2013-02-15,22.200001
2013-02-19,22.75
2013-02-20,22.280001000000002
2013-02-21,21.200001
2013-02-22,21.870001000000002
2013-02-25,22.450001
2013-02-26,22.440001000000002
2013-02-27,22.91
2013-02-28,23.51
2013-03-01,23.41
2013-03-04,23.700001
2013-03-05,24.0
2013-03-06,23.91
2013-03-07,23.99
2013-03-08,24.0
2013-03-11,24.0
2013-03-12,23.9
2013-03-13,24.0
2013-03-14,23.68
2013-03-15,23.469998999999998
2013-03-18,23.030001000000002
2013-03-19,22.77
2013-03-20,22.52
2013-03-21,22.309998999999998
2013-03-22,22.200001
2013-03-25,21.67
2013-03-26,22.17
2013-03-27,21.91
2013-03-28,21.639999
2013-04-01,22.290001
2013-04-02,23.549999
2013-04-03,23.450001
2013-04-04,24.030001000000002
2013-04-05,24.24
2013-04-08,25.09
2013-04-09,26.41
2013-04-10,26.02
2013-04-11,25.440001000000002
2013-04-12,24.700001
2013-04-15,22.940001000000002
2013-04-16,24.32
2013-04-17,24.15
2013-04-18,24.200001
2013-04-19,24.959999
2013-04-22,25.15
2013-04-23,25.559998999999998
2013-04-24,25.02
2013-04-25,26.02
2013-04-26,25.870001000000002
2013-04-29,25.99
2013-04-30,26.92
2013-05-01,25.85
2013-05-02,26.25
2013-05-03,26.59
2013-05-06,26.5
2013-05-07,27.139999
2013-05-08,26.950001
2013-05-09,25.58
2013-05-10,24.85
2013-05-13,25.0
2013-05-14,25.6
2013-05-15,26.309998999999998
2013-05-16,26.68
2013-05-17,27.34
2013-05-20,26.200001
2013-05-21,26.33
2013-05-22,25.129998999999998
2013-05-23,23.92
2013-05-24,25.040001
2013-05-28,24.639999
2013-05-29,24.17
2013-05-30,24.74
2013-05-31,24.049999
2013-06-03,23.35
2013-06-04,23.209999
2013-06-05,22.639999
2013-06-06,23.65
2013-06-07,24.030001000000002
2013-06-10,24.389999
2013-06-11,23.52
2013-06-12,23.790001
2013-06-13,24.030001000000002
2013-06-14,23.700001
2013-06-17,24.0
2013-06-18,24.209999
2013-06-19,24.139999
2013-06-20,23.17
2013-06-21,22.67
2013-06-24,21.76
2013-06-25,22.35
2013-06-26,22.75
2013-06-27,23.5
2013-06-28,24.1
2013-07-01,23.639999
2013-07-02,23.299999
2013-07-03,23.01
2013-07-05,23.549999
2013-07-08,24.08
2013-07-09,24.01
2013-07-10,23.82
2013-07-11,24.76
2013-07-12,24.99
2013-07-15,25.23
2013-07-16,24.639999
2013-07-17,24.49
2013-07-18,25.9
2013-07-19,26.139999
2013-07-22,26.860001
2013-07-23,26.67
2013-07-24,26.639999
2013-07-25,26.629998999999998
2013-07-26,26.969998999999998
2013-07-29,26.6
2013-07-30,26.35
2013-07-31,26.719998999999998
2013-08-01,27.33
2013-08-02,27.360001
2013-08-05,27.559998999999998
2013-08-06,27.879998999999998
2013-08-07,27.889999
2013-08-08,28.049999
2013-08-09,27.98
2013-08-12,28.059998999999998
2013-08-13,29.17
2013-08-14,29.290001
2013-08-15,28.709999
2013-08-16,28.98
2013-08-19,28.59
2013-08-20,28.48
2013-08-21,27.950001
2013-08-22,26.16
2013-08-23,26.0
2013-08-26,26.1
2013-08-27,25.469998999999998
2013-08-28,25.299999
2013-08-29,25.59
2013-08-30,25.389999
2013-09-03,25.73
2013-09-04,26.48
2013-09-05,26.469998999999998
2013-09-06,26.469998999999998
2013-09-09,26.76
2013-09-10,27.4
2013-09-11,28.57
2013-09-12,28.549999
2013-09-13,28.379998999999998
2013-09-16,29.209999
2013-09-17,29.6
2013-09-18,29.780001000000002
2013-09-19,29.309998999999998
2013-09-20,28.200001
2013-09-23,27.9
2013-09-24,27.73
2013-09-25,27.780001000000002
2013-09-26,27.84
2013-09-27,28.32
2013-09-30,28.26
2013-10-01,29.0
2013-10-02,29.77
2013-10-03,29.5
2013-10-04,30.35
2013-10-07,29.99
2013-10-08,29.540001
2013-10-09,29.24
2013-10-10,30.01
2013-10-11,30.690001000000002
2013-10-14,30.6
2013-10-15,31.120001000000002
2013-10-16,32.200001
2013-10-17,32.889998999999996
2013-10-18,33.810001
2013-10-21,33.41
2013-10-22,34.150002
2013-10-23,33.990002000000004
2013-10-24,34.369999
2013-10-25,33.560001
2013-10-28,33.02
2013-10-29,33.360001000000004
2013-10-30,32.080002
2013-10-31,32.259997999999996
2013-11-01,32.880001
2013-11-04,33.259997999999996
2013-11-05,34.139998999999996
2013-11-06,33.52
2013-11-07,32.0
2013-11-08,31.52
2013-11-11,30.110001
2013-11-12,29.35
2013-11-13,29.889999
2013-11-14,30.139999
2013-11-15,30.219998999999998
2013-11-18,30.27
2013-11-19,30.049999
2013-11-20,28.49
2013-11-21,29.370001000000002
2013-11-22,30.18
2013-11-25,30.16
2013-11-26,30.309998999999998
2013-11-27,30.030001000000002
2013-11-29,30.190001000000002
2013-12-02,30.059998999999998
2013-12-03,29.379998999999998
2013-12-04,30.02
2013-12-05,29.91
2013-12-06,30.200001
2013-12-09,30.25
2013-12-10,30.25
2013-12-11,29.9
2013-12-12,29.700001
2013-12-13,30.129998999999998
2013-12-16,30.49
2013-12-17,30.110001
2013-12-18,30.360001
2013-12-19,30.43
2013-12-20,31.09
2013-12-23,30.780001000000002
2013-12-24,30.629998999999998
2013-12-26,30.799999
2013-12-27,31.27
2013-12-30,30.959999
2013-12-31,31.610001
2014-01-02,32.310001
2014-01-03,33.150002
2014-01-06,33.25
2014-01-07,33.959998999999996
2014-01-08,35.060001
2014-01-09,35.139998999999996
2014-01-10,35.720001
2014-01-13,35.630001
2014-01-14,36.220001
2014-01-15,35.75
2014-01-16,36.049999
2014-01-17,35.060001
2014-01-21,35.200001
2014-01-22,35.119999
2014-01-23,33.77
2014-01-24,32.200001
2014-01-27,31.74
2014-01-28,32.240002000000004
2014-01-29,31.65
2014-01-30,32.709998999999996
2014-01-31,32.450001
2014-02-03,30.690001000000002
2014-02-04,31.66
2014-02-05,31.610001
2014-02-06,31.780001000000002
2014-02-07,31.9
2014-02-10,32.5
2014-02-11,32.169998
2014-02-12,32.09
2014-02-13,31.83
2014-02-14,30.82
2014-02-18,30.58
2014-02-19,31.0
2014-02-20,30.969998999999998
2014-02-21,31.52
2014-02-24,31.709999
2014-02-25,31.629998999999998
2014-02-26,32.009997999999996
2014-02-27,32.02
2014-02-28,32.189999
2014-03-03,31.9
2014-03-04,32.259997999999996
2014-03-05,33.009997999999996
2014-03-06,33.220001
2014-03-07,32.5
2014-03-10,32.5
2014-03-11,32.779999
2014-03-12,32.59
2014-03-13,32.130001
2014-03-14,31.83
2014-03-17,32.150002
2014-03-18,32.169998
2014-03-19,32.540001000000004
2014-03-20,32.27
2014-03-21,31.74
2014-03-24,31.08
2014-03-25,30.85
2014-03-26,30.440001000000002
2014-03-27,31.219998999999998
2014-03-28,32.200001
2014-03-31,31.799999
2014-04-01,31.82
2014-04-02,31.34
2014-04-03,31.790001
2014-04-04,31.0
2014-04-07,29.43
2014-04-08,28.24
2014-04-09,29.01
2014-04-10,28.059998999999998
2014-04-11,27.49
2014-04-14,27.549999
2014-04-15,27.42
2014-04-16,28.17
2014-04-17,28.309998999999998
2014-04-21,29.440001000000002
2014-04-22,30.200001
2014-04-23,29.690001000000002
2014-04-24,29.059998999999998
2014-04-25,28.23
2014-04-28,26.98
2014-04-29,27.360001
2014-04-30,27.129998999999998
2014-05-01,27.0
2014-05-02,27.290001
2014-05-05,27.120001000000002
2014-05-06,27.030001000000002
2014-05-07,26.83
2014-05-08,25.969998999999998
2014-05-09,26.190001000000002
2014-05-12,25.65
2014-05-13,25.629998999999998
2014-05-14,25.690001000000002
2014-05-15,25.280001000000002
2014-05-16,24.280001000000002
2014-05-19,24.190001000000002
2014-05-20,24.24
2014-05-21,24.389999
2014-05-22,24.610001
2014-05-23,24.709999
2014-05-27,24.98
2014-05-28,25.030001000000002
2014-05-29,24.950001
2014-05-30,24.83
2014-06-02,24.969998999999998
2014-06-03,24.75
2014-06-04,25.34
2014-06-05,26.59
2014-06-06,27.1
2014-06-09,26.889999
2014-06-10,27.0
2014-06-11,27.209999
2014-06-12,27.35
2014-06-13,27.219998999999998
2014-06-16,27.200001
2014-06-17,28.02
2014-06-18,28.65
2014-06-19,28.059998999999998
2014-06-20,27.959999
2014-06-23,27.66
2014-06-24,27.059998999999998
2014-06-25,26.950001
2014-06-26,26.950001
2014-06-27,27.719998999999998
2014-06-30,27.719998999999998
2014-07-01,27.629998999999998
2014-07-02,27.85
2014-07-03,27.51
2014-07-07,27.5
2014-07-08,26.76
2014-07-09,26.01
2014-07-10,25.6
2014-07-11,25.620001000000002
2014-07-14,26.799999
2014-07-15,27.120001000000002
2014-07-16,27.620001000000002
2014-07-17,27.299999
2014-07-18,27.549999
2014-07-21,27.629998999999998
2014-07-22,27.360001
2014-07-23,27.620001000000002
2014-07-24,27.360001
2014-07-25,27.01
2014-07-28,26.690001000000002
2014-07-29,26.620001000000002
2014-07-30,26.870001000000002
2014-07-31,26.26
2014-08-01,26.200001
2014-08-04,26.030001000000002
2014-08-05,25.889999
2014-08-06,25.25
2014-08-07,24.73
2014-08-08,24.48
2014-08-11,24.52
2014-08-12,24.07
2014-08-13,24.450001
2014-08-14,24.4
2014-08-15,24.08
2014-08-18,24.299999
2014-08-19,24.09
2014-08-20,23.639999
2014-08-21,23.98
2014-08-22,23.780001000000002
2014-08-25,24.24
2014-08-26,24.370001000000002
2014-08-27,24.360001
2014-08-28,24.299999
2014-08-29,24.4
2014-09-02,23.98
2014-09-03,23.4
2014-09-04,23.24
2014-09-05,23.5
2014-09-08,23.67
2014-09-09,23.540001
2014-09-10,23.66
2014-09-11,23.68
2014-09-12,23.6
2014-09-15,23.16
2014-09-16,22.950001
2014-09-17,23.08
2014-09-18,22.940001000000002
2014-09-19,22.65
2014-09-22,22.610001
2014-09-23,22.9
2014-09-24,23.459999
2014-09-25,23.389999
2014-09-26,24.0
2014-09-29,23.870001000000002
2014-09-30,23.84
2014-10-01,23.290001
2014-10-02,23.26
2014-10-03,23.67
2014-10-06,23.889999
2014-10-07,23.34
2014-10-08,23.76
2014-10-09,22.82
2014-10-10,22.01
2014-10-13,21.09
2014-10-14,20.889999
2014-10-15,21.23
2014-10-16,21.23
2014-10-17,22.02
2014-10-20,22.74
2014-10-21,23.51
2014-10-22,23.08
2014-10-23,23.02
2014-10-24,23.440001000000002
2014-10-27,23.17
2014-10-28,23.84
2014-10-29,23.4
2014-10-30,22.67
2014-10-31,22.75
2014-11-03,22.610001
2014-11-04,22.389999
2014-11-05,22.52
2014-11-06,22.58
2014-11-07,23.379998999999998
2014-11-10,23.450001
2014-11-11,23.52
2014-11-12,22.57
2014-11-13,22.629998999999998
2014-11-14,22.879998999999998
2014-11-17,22.690001000000002
2014-11-18,23.34
2014-11-19,23.110001
2014-11-20,23.75
2014-11-21,24.110001
2014-11-24,24.48
2014-11-25,24.67
2014-11-26,24.99
2014-11-28,24.440001000000002
2014-12-01,23.6
2014-12-02,23.639999
2014-12-03,24.01
2014-12-04,23.98
2014-12-05,23.6
2014-12-08,22.879998999999998
2014-12-09,23.040001
2014-12-10,22.4
2014-12-11,22.75
2014-12-12,22.809998999999998
2014-12-15,22.049999
2014-12-16,21.799999
2014-12-17,22.0
2014-12-18,22.559998999999998
2014-12-19,22.700001
2014-12-22,22.700001
2014-12-23,23.42
2014-12-24,23.33
2014-12-26,23.559998999999998
2014-12-29,23.42
2014-12-30,23.639999
2014-12-31,23.58
2015-01-02,23.57
2015-01-05,22.85
2015-01-06,22.129998999999998
2015-01-07,22.780001000000002
2015-01-08,23.82
2015-01-09,23.870001000000002
2015-01-12,23.440001000000002
2015-01-13,23.959999
2015-01-14,24.1
2015-01-15,23.52
2015-01-16,23.950001
2015-01-20,23.92
2015-01-21,24.23
2015-01-22,24.790001
2015-01-23,24.620001000000002
2015-01-26,25.16
2015-01-27,25.26
2015-01-28,25.209999
2015-01-29,25.049999
2015-01-30,24.870001000000002
2015-02-02,24.84
2015-02-03,25.690001000000002
2015-02-04,25.16
2015-02-05,24.549999
2015-02-06,24.299999
2015-02-09,23.93
2015-02-10,23.76
2015-02-11,24.030001000000002
2015-02-12,23.34
2015-02-13,23.700001
2015-02-17,23.68
2015-02-18,23.33
2015-02-19,23.48
2015-02-20,23.5
2015-02-23,23.01
2015-02-24,23.120001000000002
2015-02-25,23.530001000000002
2015-02-26,23.1
2015-02-27,23.32
2015-03-02,23.190001000000002
2015-03-03,23.200001
2015-03-04,22.84
2015-03-05,22.700001
2015-03-06,22.280001000000002
2015-03-09,21.84
2015-03-10,21.620001000000002
2015-03-11,22.01
2015-03-12,22.280001000000002
2015-03-13,22.530001000000002
2015-03-16,22.75
2015-03-17,22.290001
2015-03-18,22.07
2015-03-19,22.190001000000002
2015-03-20,22.24
2015-03-23,22.09
2015-03-24,22.01
2015-03-25,21.76
2015-03-26,21.27
2015-03-27,21.07
2015-03-30,21.5
2015-03-31,21.6
2015-04-01,21.49
2015-04-02,21.49
2015-04-06,21.49
2015-04-07,21.41
2015-04-08,21.01
2015-04-09,21.040001
2015-04-10,21.25
2015-04-13,21.370001000000002
2015-04-14,21.690001000000002
2015-04-15,21.93
2015-04-16,22.08
2015-04-17,22.059998999999998
2015-04-20,22.110001
2015-04-21,21.92
2015-04-22,21.75
2015-04-23,21.75
2015-04-24,22.02
2015-04-27,22.27
2015-04-28,22.360001
2015-04-29,22.559998999999998
2015-04-30,22.860001
2015-05-01,22.879998999999998
2015-05-04,23.15
2015-05-05,22.73
2015-05-06,22.59
2015-05-07,22.200001
2015-05-08,21.950001
2015-05-11,21.68
2015-05-12,21.59
2015-05-13,21.65
2015-05-14,21.66
2015-05-15,21.870001000000002
2015-05-18,21.719998999999998
2015-05-19,21.559998999999998
2015-05-20,21.799999
2015-05-21,21.68
2015-05-22,21.75
2015-05-26,21.799999
2015-05-27,21.969998999999998
2015-05-28,22.24
2015-05-29,22.200001
2015-06-01,22.280001000000002
2015-06-02,22.4
2015-06-03,22.889999
2015-06-04,22.73
