Date,STBZ
2012-11-12,15.86
2012-11-13,15.6322
2012-11-14,15.515
2012-11-15,15.37
2012-11-16,15.26
2012-11-19,15.64
2012-11-20,15.98
2012-11-21,15.55
2012-11-23,15.94
2012-11-26,15.89
2012-11-27,15.49
2012-11-28,15.56
2012-11-29,15.55
2012-11-30,15.74
2012-12-03,15.34
2012-12-04,15.45
2012-12-05,15.6
2012-12-06,15.5896
2012-12-07,15.29
2012-12-10,15.46
2012-12-11,15.71
2012-12-12,15.67
2012-12-13,15.49
2012-12-14,15.44
2012-12-17,15.58
2012-12-18,15.75
2012-12-19,15.75
2012-12-20,15.7
2012-12-21,15.66
2012-12-24,15.7
2012-12-26,15.75
2012-12-27,15.47
2012-12-28,15.37
2012-12-31,15.88
2013-01-02,16.66
2013-01-03,16.459999
2013-01-04,16.389999
2013-01-07,16.48
2013-01-08,16.469998999999998
2013-01-09,16.42
2013-01-10,16.450001
2013-01-11,15.95
2013-01-14,16.139999
2013-01-15,16.09
2013-01-16,16.1
2013-01-17,16.110001
2013-01-18,16.1
2013-01-22,16.15
2013-01-23,16.110001
2013-01-24,16.139999
2013-01-25,16.07
2013-01-28,16.17
2013-01-29,16.09
2013-01-30,15.89
2013-01-31,15.96
2013-02-01,16.15
2013-02-04,15.87
2013-02-05,16.07
2013-02-06,16.040001
2013-02-07,15.95
2013-02-08,16.02
2013-02-11,16.32
2013-02-12,16.309998999999998
2013-02-13,16.309998999999998
2013-02-14,16.35
2013-02-15,16.360001
2013-02-19,16.41
2013-02-20,16.16
2013-02-21,16.33
2013-02-22,16.32
2013-02-25,15.8
2013-02-26,15.64
2013-02-27,15.88
2013-02-28,15.9
2013-03-01,16.030001000000002
2013-03-04,15.97
2013-03-05,15.88
2013-03-06,16.120001000000002
2013-03-07,16.26
2013-03-08,16.440001000000002
2013-03-11,16.08
2013-03-12,16.25
2013-03-13,16.280001000000002
2013-03-14,16.0
2013-03-15,16.290001
2013-03-18,16.059998999999998
2013-03-19,16.299999
2013-03-20,16.18
2013-03-21,16.120001000000002
2013-03-22,16.219998999999998
2013-03-25,16.26
2013-03-26,16.129998999999998
2013-03-27,16.52
2013-03-28,16.370001000000002
2013-04-01,15.73
2013-04-02,15.56
2013-04-03,15.55
2013-04-04,15.56
2013-04-05,15.55
2013-04-08,15.57
2013-04-09,15.5
2013-04-10,15.82
2013-04-11,15.51
2013-04-12,15.4
2013-04-15,14.58
2013-04-16,15.05
2013-04-17,15.17
2013-04-18,14.98
2013-04-19,14.85
2013-04-22,14.8
2013-04-23,15.0
2013-04-24,15.26
2013-04-25,14.71
2013-04-26,14.45
2013-04-29,14.55
2013-04-30,14.71
2013-05-01,14.49
2013-05-02,14.63
2013-05-03,15.01
2013-05-06,15.18
2013-05-07,15.45
2013-05-08,15.31
2013-05-09,15.16
2013-05-10,15.24
2013-05-13,15.3
2013-05-14,15.4
2013-05-15,15.42
2013-05-16,15.48
2013-05-17,15.6
2013-05-20,15.74
2013-05-21,15.78
2013-05-22,15.35
2013-05-23,15.46
2013-05-24,15.4
2013-05-28,15.61
2013-05-29,15.28
2013-05-30,15.5
2013-05-31,15.47
2013-06-03,15.98
2013-06-04,15.62
2013-06-05,15.55
2013-06-06,15.52
2013-06-07,15.27
2013-06-10,15.42
2013-06-11,15.2
2013-06-12,15.1
2013-06-13,15.14
2013-06-14,15.0
2013-06-17,15.02
2013-06-18,15.13
2013-06-19,15.01
2013-06-20,14.99
2013-06-21,15.27
2013-06-24,15.03
2013-06-25,15.32
2013-06-26,15.04
2013-06-27,15.03
2013-06-28,15.03
2013-07-01,15.29
2013-07-02,15.16
2013-07-03,15.2
2013-07-05,15.82
2013-07-08,15.7
2013-07-09,15.68
2013-07-10,15.6
2013-07-11,15.68
2013-07-12,15.68
2013-07-15,15.79
2013-07-16,15.8
2013-07-17,15.75
2013-07-18,16.25
2013-07-19,16.139999
2013-07-22,16.18
2013-07-23,16.290001
2013-07-24,16.27
2013-07-25,16.370001000000002
2013-07-26,16.360001
2013-07-29,16.0
2013-07-30,15.98
2013-07-31,15.96
2013-08-01,15.9
2013-08-02,15.97
2013-08-05,15.97
2013-08-06,15.86
2013-08-07,15.92
2013-08-08,15.99
2013-08-09,15.95
2013-08-12,15.86
2013-08-13,15.71
2013-08-14,15.52
2013-08-15,15.19
2013-08-16,15.25
2013-08-19,15.25
2013-08-20,15.32
2013-08-21,15.27
2013-08-22,15.44
2013-08-23,15.7
2013-08-26,15.48
2013-08-27,15.1
2013-08-28,15.13
2013-08-29,15.28
2013-08-30,15.16
2013-09-03,15.57
2013-09-04,15.31
2013-09-05,15.35
2013-09-06,15.57
2013-09-09,15.72
2013-09-10,15.92
2013-09-11,15.88
2013-09-12,15.95
2013-09-13,16.01
2013-09-16,16.01
2013-09-17,16.23
2013-09-18,16.219998999999998
2013-09-19,15.77
2013-09-20,16.200001
2013-09-23,16.190001000000002
2013-09-24,16.049999
2013-09-25,15.99
2013-09-26,16.049999
2013-09-27,15.81
2013-09-30,15.87
2013-10-01,16.08
2013-10-02,15.86
2013-10-03,15.71
2013-10-04,15.85
2013-10-07,15.64
2013-10-08,15.55
2013-10-09,15.59
2013-10-10,15.73
2013-10-11,16.059998999999998
2013-10-14,16.0
2013-10-15,15.7
2013-10-16,15.69
2013-10-17,15.64
2013-10-18,15.82
2013-10-21,15.75
2013-10-22,15.79
2013-10-23,15.79
2013-10-24,16.07
2013-10-25,16.32
2013-10-28,16.68
2013-10-29,16.950001
2013-10-30,17.200001
2013-10-31,17.059998999999998
2013-11-01,17.33
2013-11-04,17.469998999999998
2013-11-05,17.42
2013-11-06,17.26
2013-11-07,17.120001000000002
2013-11-08,17.549999
2013-11-11,17.08
2013-11-12,17.030001000000002
2013-11-13,17.27
2013-11-14,17.77
2013-11-15,17.4
2013-11-18,17.33
2013-11-19,17.0
2013-11-20,17.01
2013-11-21,17.120001000000002
2013-11-22,17.34
2013-11-25,17.01
2013-11-26,17.41
2013-11-27,17.51
2013-11-29,17.58
2013-12-02,17.450001
2013-12-03,16.870001000000002
2013-12-04,17.32
2013-12-05,17.309998999999998
2013-12-06,17.18
2013-12-09,17.01
2013-12-10,17.08
2013-12-11,17.08
2013-12-12,17.32
2013-12-13,17.33
2013-12-16,17.66
2013-12-17,17.51
2013-12-18,17.940001000000002
2013-12-19,17.790001
2013-12-20,18.0
2013-12-23,18.24
2013-12-24,18.309998999999998
2013-12-26,18.35
2013-12-27,18.32
2013-12-30,18.24
2013-12-31,18.190001000000002
2014-01-02,18.02
2014-01-03,18.209999
2014-01-06,17.84
2014-01-07,18.01
2014-01-08,17.799999
2014-01-09,17.889999
2014-01-10,17.82
2014-01-13,17.9
2014-01-14,17.93
2014-01-15,18.030001000000002
2014-01-16,17.879998999999998
2014-01-17,18.08
2014-01-21,18.030001000000002
2014-01-22,18.16
2014-01-23,17.860001
2014-01-24,17.219998999999998
2014-01-27,17.209999
2014-01-28,17.23
2014-01-29,16.790001
2014-01-30,17.33
2014-01-31,17.129998999999998
2014-02-03,16.9
2014-02-04,17.049999
2014-02-05,17.030001000000002
2014-02-06,16.99
2014-02-07,16.790001
2014-02-10,16.959999
2014-02-11,17.08
2014-02-12,16.940001000000002
2014-02-13,16.93
2014-02-14,17.110001
2014-02-18,17.27
2014-02-19,16.860001
2014-02-20,16.76
2014-02-21,16.870001000000002
2014-02-24,16.98
2014-02-25,16.92
2014-02-26,16.99
2014-02-27,16.9
2014-02-28,17.02
2014-03-03,16.85
2014-03-04,17.16
2014-03-05,16.959999
2014-03-06,17.09
2014-03-07,17.360001
2014-03-10,17.52
2014-03-11,17.469998999999998
2014-03-12,17.459999
2014-03-13,17.33
2014-03-14,17.559998999999998
2014-03-17,17.309998999999998
2014-03-18,17.77
2014-03-19,17.66
2014-03-20,17.860001
2014-03-21,17.66
2014-03-24,17.700001
2014-03-25,17.709999
2014-03-26,17.780001000000002
2014-03-27,17.65
2014-03-28,17.360001
2014-03-31,17.690001000000002
2014-04-01,17.98
2014-04-02,17.99
2014-04-03,18.0
2014-04-04,17.610001
2014-04-07,17.49
2014-04-08,17.48
2014-04-09,17.42
2014-04-10,16.969998999999998
2014-04-11,17.030001000000002
2014-04-14,16.940001000000002
2014-04-15,17.059998999999998
2014-04-16,17.049999
2014-04-17,17.16
2014-04-21,17.275
2014-04-22,17.18
2014-04-23,17.200001
2014-04-24,16.91
2014-04-25,16.76
2014-04-28,16.76
2014-04-29,16.605
2014-04-30,16.58
2014-05-01,16.700001
2014-05-02,17.01
2014-05-05,16.969998999999998
2014-05-06,16.74
2014-05-07,16.83
2014-05-08,16.440001000000002
2014-05-09,16.719998999999998
2014-05-12,17.0
2014-05-13,16.540001
2014-05-14,16.110001
2014-05-15,15.93
2014-05-16,15.55
2014-05-19,15.59
2014-05-20,15.52
2014-05-21,15.52
2014-05-22,15.61
2014-05-23,15.97
2014-05-27,16.17
2014-05-28,16.0
2014-05-29,16.049999
2014-05-30,16.110001
2014-06-02,16.049999
2014-06-03,15.97
2014-06-04,15.88
2014-06-05,16.280001000000002
2014-06-06,16.43
2014-06-09,16.790001
2014-06-10,16.58
2014-06-11,16.5
2014-06-12,16.459999
2014-06-13,16.559998999999998
2014-06-16,16.5
2014-06-17,16.6
2014-06-18,16.889999
2014-06-19,16.780001000000002
2014-06-20,16.85
2014-06-23,16.76
2014-06-24,16.459999
2014-06-25,16.67
2014-06-26,16.66
2014-06-27,16.889999
2014-06-30,16.91
2014-07-01,17.24
2014-07-02,17.110001
2014-07-03,17.23
2014-07-07,16.969998999999998
2014-07-08,16.83
2014-07-09,16.799999
2014-07-10,16.52
2014-07-11,16.48
2014-07-14,16.530001000000002
2014-07-15,16.540001
2014-07-16,16.389999
2014-07-17,16.280001000000002
2014-07-18,16.299999
2014-07-21,16.280001000000002
2014-07-22,16.26
2014-07-23,16.32
2014-07-24,16.459999
2014-07-25,16.469998999999998
2014-07-28,16.42
2014-07-29,16.58
2014-07-30,16.73
2014-07-31,16.51
2014-08-01,16.59
2014-08-04,16.68
2014-08-05,16.719998999999998
2014-08-06,16.860001
2014-08-07,16.74
2014-08-08,16.75
2014-08-11,16.559998999999998
2014-08-12,16.76
2014-08-13,16.780001000000002
2014-08-14,16.629998999999998
2014-08-15,16.559998999999998
2014-08-18,16.84
2014-08-19,16.690001000000002
2014-08-20,16.65
2014-08-21,16.84
2014-08-22,16.860001
2014-08-25,16.83
2014-08-26,16.940001000000002
2014-08-27,16.9
2014-08-28,16.67
2014-08-29,16.76
2014-09-02,16.959999
2014-09-03,16.82
2014-09-04,16.709999
2014-09-05,16.77
2014-09-08,16.85
2014-09-09,16.6
2014-09-10,16.629998999999998
2014-09-11,16.68
2014-09-12,16.74
2014-09-15,16.540001
2014-09-16,16.32
2014-09-17,16.450001
2014-09-18,16.799999
2014-09-19,16.68
2014-09-22,16.66
2014-09-23,16.52
2014-09-24,16.540001
2014-09-25,16.469998999999998
2014-09-26,16.58
2014-09-29,16.51
2014-09-30,16.24
2014-10-01,16.280001000000002
2014-10-02,16.469998999999998
2014-10-03,16.549999
2014-10-06,16.559998999999998
2014-10-07,16.25
2014-10-08,16.58
2014-10-09,16.25
2014-10-10,16.26
2014-10-13,16.58
2014-10-14,16.91
2014-10-15,16.5
2014-10-16,16.73
2014-10-17,16.629998999999998
2014-10-20,16.68
2014-10-21,16.9
2014-10-22,16.709999
2014-10-23,17.25
2014-10-24,17.299999
2014-10-27,17.43
2014-10-28,17.75
2014-10-29,17.809998999999998
2014-10-30,17.799999
2014-10-31,17.92
2014-11-03,18.59
2014-11-04,18.68
2014-11-05,18.76
2014-11-06,18.93
2014-11-07,18.879998999999998
2014-11-10,19.01
2014-11-11,19.02
2014-11-12,19.16
2014-11-13,19.27
2014-11-14,19.34
2014-11-17,19.15
2014-11-18,19.200001
2014-11-19,19.09
2014-11-20,19.120001000000002
2014-11-21,18.940001000000002
2014-11-24,18.969998999999998
2014-11-25,19.0
2014-11-26,18.879998999999998
2014-11-28,18.6
2014-12-01,18.389999
2014-12-02,18.67
2014-12-03,18.690001000000002
2014-12-04,18.719998999999998
2014-12-05,19.059998999999998
2014-12-08,19.09
2014-12-09,19.25
2014-12-10,19.01
2014-12-11,19.200001
2014-12-12,19.190001000000002
2014-12-15,19.0
2014-12-16,19.1
2014-12-17,19.450001
2014-12-18,19.764999
2014-12-19,19.74
2014-12-22,19.879998999999998
2014-12-23,19.940001000000002
2014-12-24,19.92
2014-12-26,19.969998999999998
2014-12-29,20.110001
2014-12-30,20.209999
2014-12-31,19.98
2015-01-02,19.59
2015-01-05,19.09
2015-01-06,18.91
2015-01-07,19.200001
2015-01-08,19.66
2015-01-09,19.559998999999998
2015-01-12,19.559998999999998
2015-01-13,19.450001
2015-01-14,19.08
2015-01-15,18.59
2015-01-16,18.83
2015-01-20,18.73
2015-01-21,18.559998999999998
2015-01-22,19.360001
2015-01-23,19.48
2015-01-26,19.5
2015-01-27,19.33
2015-01-28,19.15
2015-01-29,19.049999
2015-01-30,18.26
2015-02-02,18.610001
2015-02-03,18.540001
2015-02-04,18.290001
2015-02-05,18.66
2015-02-06,18.91
2015-02-09,18.450001
2015-02-10,18.27
2015-02-11,19.02
2015-02-12,19.52
2015-02-13,19.57
2015-02-17,20.09
2015-02-18,19.6
2015-02-19,19.540001
2015-02-20,19.75
2015-02-23,19.780001000000002
2015-02-24,19.98
2015-02-25,20.139999
2015-02-26,20.32
2015-02-27,20.4
2015-03-02,20.860001
2015-03-03,20.809998999999998
2015-03-04,20.6
2015-03-05,20.690001000000002
2015-03-06,20.49
2015-03-09,20.6
2015-03-10,20.42
2015-03-11,20.379998999999998
2015-03-12,20.879998999999998
2015-03-13,20.85
2015-03-16,20.860001
2015-03-17,20.889999
2015-03-18,20.299999
2015-03-19,20.540001
2015-03-20,20.799999
2015-03-23,20.84
2015-03-24,20.99
2015-03-25,20.709999
2015-03-26,20.969998999999998
2015-03-27,20.93
2015-03-30,21.025
2015-03-31,21.0
2015-04-01,21.01
2015-04-02,20.48
2015-04-06,20.24
2015-04-07,20.219998999999998
2015-04-08,20.290001
2015-04-09,20.209999
2015-04-10,20.370001000000002
2015-04-13,20.530001000000002
2015-04-14,20.639999
2015-04-15,20.860001
2015-04-16,21.040001
2015-04-17,20.67
2015-04-20,21.030001000000002
2015-04-21,21.01
2015-04-22,21.01
2015-04-23,20.889999
2015-04-24,20.85
2015-04-27,20.870001000000002
2015-04-28,21.07
2015-04-29,20.969998999999998
2015-04-30,20.01
2015-05-01,19.700001
2015-05-04,19.790001
2015-05-05,19.780001000000002
2015-05-06,20.1
2015-05-07,19.99
2015-05-08,19.98
2015-05-11,20.07
2015-05-12,19.91
2015-05-13,19.92
2015-05-14,19.940001000000002
2015-05-15,19.73
2015-05-18,19.98
2015-05-19,20.139999
2015-05-20,20.17
2015-05-21,19.969998999999998
2015-05-22,20.01
2015-05-26,20.25
2015-05-27,20.74
2015-05-28,20.559998999999998
2015-05-29,20.48
2015-06-01,19.719998999999998
2015-06-02,20.02
2015-06-03,20.379998999999998
2015-06-04,20.09
2015-06-05,20.35
2015-06-08,20.17
2015-06-09,20.209999
2015-06-10,20.530001000000002
2015-06-11,20.77
2015-06-12,20.77
2015-06-15,20.639999
2015-06-16,20.950001
2015-06-17,20.59
2015-06-18,21.129998999999998
2015-06-19,21.43
2015-06-22,21.629998999999998
2015-06-23,21.799999
2015-06-24,22.07
2015-06-25,22.26
2015-06-26,22.370001000000002
2015-06-29,21.790001
2015-06-30,21.700001
2015-07-01,21.93
2015-07-02,21.65
2015-07-06,21.780001000000002
2015-07-07,21.59
2015-07-08,21.459999
2015-07-09,21.780001000000002
2015-07-10,22.16
2015-07-13,22.290001
2015-07-14,22.48
2015-07-15,22.48
2015-07-16,22.57
2015-07-17,22.370001000000002
2015-07-20,22.42
2015-07-21,22.309998999999998
2015-07-22,22.719998999999998
2015-07-23,21.74
2015-07-24,20.450001
2015-07-27,20.24
2015-07-28,20.32
2015-07-29,20.129998999999998
2015-07-30,20.299999
2015-07-31,20.25
2015-08-03,20.049999
2015-08-04,20.309998999999998
2015-08-05,20.23
2015-08-06,20.32
2015-08-07,20.110001
2015-08-10,20.15
2015-08-11,20.07
2015-08-12,19.91
2015-08-13,19.77
2015-08-14,20.07
2015-08-17,20.139999
2015-08-18,20.1
2015-08-19,20.09
2015-08-20,19.82
2015-08-21,19.9
2015-08-24,19.08
2015-08-25,18.82
2015-08-26,19.48
2015-08-27,19.51
2015-08-28,19.709999
2015-08-31,20.200001
2015-09-01,19.629998999999998
2015-09-02,19.77
2015-09-03,19.98
2015-09-04,20.17
2015-09-08,20.74
2015-09-09,20.4
2015-09-10,20.48
2015-09-11,20.49
2015-09-14,20.41
2015-09-15,20.709999
2015-09-16,20.65
2015-09-17,20.15
2015-09-18,20.1
2015-09-21,20.120001000000002
2015-09-22,
2015-09-23,20.309998999999998
2015-09-24,20.620001000000002
2015-09-25,20.639999
2015-09-28,20.66
2015-09-29,20.59
2015-09-30,20.68
2015-10-01,20.99
2015-10-02,20.450001
2015-10-05,20.82
2015-10-06,20.559998999999998
2015-10-07,21.059998999999998
2015-10-08,21.120001000000002
2015-10-09,21.0
2015-10-12,21.110001
2015-10-13,20.91
2015-10-14,20.299999
2015-10-15,20.85
2015-10-16,20.799999
2015-10-19,20.950001
2015-10-20,21.299999
2015-10-21,20.549999
2015-10-22,21.5
2015-10-23,21.940001000000002
2015-10-26,21.93
2015-10-27,21.620001000000002
2015-10-28,22.32
2015-10-29,22.26
2015-10-30,21.4
2015-11-02,21.52
2015-11-03,21.76
2015-11-04,21.65
2015-11-05,21.91
2015-11-06,22.709999
2015-11-09,22.51
2015-11-10,22.540001
2015-11-11,22.43
2015-11-12,21.860001
2015-11-13,21.67
2015-11-16,21.98
2015-11-17,22.17
2015-11-18,22.43
2015-11-19,22.74
2015-11-20,23.09
2015-11-23,23.110001
2015-11-24,23.25
2015-11-25,23.16
2015-11-27,23.33
2015-11-30,23.309998999999998
2015-12-01,23.559998999999998
2015-12-02,23.059998999999998
2015-12-03,22.690001000000002
2015-12-04,22.99
2015-12-07,22.440001000000002
2015-12-08,22.200001
2015-12-09,21.540001
2015-12-10,21.23
2015-12-11,20.690001000000002
2015-12-14,20.67
2015-12-15,21.35
2015-12-16,21.48
2015-12-17,21.24
2015-12-18,20.68
2015-12-21,20.92
2015-12-22,21.27
2015-12-23,21.299999
2015-12-24,21.450001
2015-12-28,21.4
2015-12-29,21.889999
2015-12-30,21.68
2015-12-31,21.030001000000002
2016-01-04,20.27
2016-01-05,20.629998999999998
2016-01-06,20.52
2016-01-07,20.08
2016-01-08,19.93
2016-01-11,20.18
2016-01-12,20.219998999999998
2016-01-13,19.780001000000002
2016-01-14,19.91
2016-01-15,19.629998999999998
2016-01-19,19.370001000000002
2016-01-20,19.48
2016-01-21,19.389999
2016-01-22,19.530001000000002
2016-01-25,18.85
2016-01-26,19.200001
2016-01-27,19.25
2016-01-28,19.040001
2016-01-29,19.26
2016-02-01,19.1
2016-02-02,18.549999
2016-02-03,18.549999
2016-02-04,18.41
2016-02-05,17.98
2016-02-08,17.959999
2016-02-09,17.879998999999998
2016-02-10,17.75
2016-02-11,17.735001
2016-02-12,18.51
2016-02-16,18.9
2016-02-17,18.889999
2016-02-18,18.799999
2016-02-19,18.940001000000002
2016-02-22,18.98
2016-02-23,18.559998999999998
2016-02-24,18.75
2016-02-25,18.84
2016-02-26,19.09
2016-02-29,18.719998999999998
2016-03-01,19.200001
2016-03-02,19.459999
2016-03-03,19.59
2016-03-04,19.719998999999998
2016-03-07,19.91
2016-03-08,19.65
2016-03-09,19.700001
2016-03-10,19.620001000000002
2016-03-11,20.18
2016-03-14,20.02
2016-03-15,19.9
2016-03-16,19.5
2016-03-17,20.129998999999998
2016-03-18,20.610001
2016-03-21,20.5
2016-03-22,20.610001
2016-03-23,19.969998999999998
2016-03-24,19.82
2016-03-28,19.700001
2016-03-29,20.0
2016-03-30,20.030001000000002
2016-03-31,19.76
2016-04-01,19.6
2016-04-04,19.559998999999998
2016-04-05,19.01
2016-04-06,19.209999
2016-04-07,18.99
2016-04-08,19.33
2016-04-11,19.65
2016-04-12,19.92
2016-04-13,20.43
2016-04-14,20.559998999999998
2016-04-15,20.639999
2016-04-18,20.790001
2016-04-19,20.93
2016-04-20,21.040001
2016-04-21,20.780001000000002
2016-04-22,21.0
2016-04-25,20.950001
2016-04-26,20.9
2016-04-27,20.84
2016-04-28,20.950001
2016-04-29,20.879998999999998
2016-05-02,20.9
2016-05-03,20.52
2016-05-04,20.290001
2016-05-05,20.17
2016-05-06,20.32
2016-05-09,20.32
2016-05-10,20.74
2016-05-11,20.549999
2016-05-12,20.58
2016-05-13,20.1
2016-05-16,20.42
2016-05-17,20.059998999999998
2016-05-18,20.950001
2016-05-19,20.690001000000002
2016-05-20,21.07
2016-05-23,20.91
2016-05-24,21.610001
2016-05-25,21.74
2016-05-26,21.51
2016-05-27,21.809998999999998
2016-05-31,21.74
2016-06-01,21.639999
2016-06-02,21.49
2016-06-03,21.17
2016-06-06,21.52
2016-06-07,21.379998999999998
2016-06-08,21.4
2016-06-09,21.16
2016-06-10,20.870001000000002
2016-06-13,20.690001000000002
2016-06-14,20.4
2016-06-15,20.16
2016-06-16,20.219998999999998
2016-06-17,20.25
2016-06-20,20.629998999999998
2016-06-21,20.65
2016-06-22,20.26
2016-06-23,21.049999
2016-06-24,19.6
2016-06-27,19.5
2016-06-28,19.51
2016-06-29,19.799999
2016-06-30,20.35
2016-07-01,20.07
2016-07-05,20.049999
2016-07-06,20.59
2016-07-07,20.58
2016-07-08,21.26
2016-07-11,21.66
2016-07-12,21.92
2016-07-13,22.030001000000002
2016-07-14,22.26
2016-07-15,22.450001
2016-07-18,22.25
2016-07-19,22.15
2016-07-20,22.1
2016-07-21,21.809998999999998
2016-07-22,22.09
2016-07-25,21.91
2016-07-26,21.98
2016-07-27,22.26
2016-07-28,22.559998999999998
2016-07-29,21.879998999999998
2016-08-01,21.700001
2016-08-02,21.57
2016-08-03,21.9
2016-08-04,21.860001
2016-08-05,22.24
2016-08-08,22.15
2016-08-09,22.290001
2016-08-10,22.190001000000002
2016-08-11,22.16
2016-08-12,22.059998999999998
2016-08-15,22.360001
2016-08-16,22.450001
2016-08-17,22.42
2016-08-18,22.709999
2016-08-19,22.76
2016-08-22,22.43
2016-08-23,22.58
2016-08-24,22.709999
2016-08-25,22.84
2016-08-26,22.790001
2016-08-29,22.91
2016-08-30,23.059998999999998
2016-08-31,23.059998999999998
2016-09-01,22.889999
2016-09-02,23.040001
2016-09-06,22.85
2016-09-07,23.139999
2016-09-08,22.889999
2016-09-09,22.5
2016-09-12,22.780001000000002
2016-09-13,22.43
2016-09-14,22.17
2016-09-15,22.209999
2016-09-16,22.42
2016-09-19,22.540001
2016-09-20,22.299999
2016-09-21,22.469998999999998
2016-09-22,23.15
2016-09-23,22.9
2016-09-26,21.85
2016-09-27,22.309998999999998
2016-09-28,22.639999
2016-09-29,22.110001
2016-09-30,22.82
2016-10-03,22.459999
2016-10-04,22.540001
2016-10-05,22.92
2016-10-06,22.99
2016-10-07,22.98
2016-10-10,23.190001000000002
2016-10-11,22.879998999999998
2016-10-12,22.98
2016-10-13,22.110001
2016-10-14,22.200001
2016-10-17,22.49
2016-10-18,22.860001
2016-10-19,23.01
2016-10-20,23.040001
2016-10-21,22.98
2016-10-24,22.92
2016-10-25,22.65
2016-10-26,22.440001000000002
2016-10-27,22.389999
2016-10-28,21.91
2016-10-31,22.049999
2016-11-01,21.76
2016-11-02,21.23
2016-11-03,21.280001000000002
2016-11-04,21.5
2016-11-07,22.129998999999998
2016-11-08,21.940001000000002
2016-11-09,23.0
2016-11-10,24.200001
2016-11-11,25.059998999999998
2016-11-14,25.15
2016-11-15,25.15
2016-11-16,25.4
2016-11-17,25.139999
2016-11-18,25.07
2016-11-21,25.25
2016-11-22,25.299999
2016-11-23,25.41
2016-11-25,25.629998999999998
2016-11-28,25.030001000000002
2016-11-29,24.870001000000002
2016-11-30,24.690001000000002
2016-12-01,24.780001000000002
2016-12-02,24.85
2016-12-05,25.639999
2016-12-06,25.67
2016-12-07,26.389999
2016-12-08,26.9
2016-12-09,26.870001000000002
2016-12-12,26.440001000000002
2016-12-13,26.42
2016-12-14,26.129998999999998
2016-12-15,26.41
2016-12-16,26.23
2016-12-19,26.4
2016-12-20,27.0
2016-12-21,27.01
2016-12-22,27.09
2016-12-23,26.889999
2016-12-27,27.1
2016-12-28,27.48
2016-12-29,26.99
2016-12-30,26.860001
2017-01-03,26.700001
2017-01-04,26.940001000000002
2017-01-05,26.559998999999998
2017-01-06,26.530001000000002
2017-01-09,26.059998999999998
2017-01-10,26.42
2017-01-11,26.59
2017-01-12,26.02
2017-01-13,26.26
2017-01-17,25.540001
2017-01-18,25.889999
2017-01-19,25.790001
2017-01-20,25.969998999999998
2017-01-23,25.91
2017-01-24,26.6
2017-01-25,26.870001000000002
2017-01-26,26.610001
2017-01-27,27.459999
2017-01-30,26.639999
2017-01-31,26.440001000000002
2017-02-01,26.15
2017-02-02,25.799999
2017-02-03,26.440001000000002
2017-02-06,26.24
2017-02-07,26.23
2017-02-08,25.969998999999998
2017-02-09,26.299999
2017-02-10,26.51
2017-02-13,26.719998999999998
2017-02-14,26.99
2017-02-15,27.15
