Date,SCBFF
2009-07-17,19.879998999999998
2009-07-20,20.799999
2009-07-21,21.049999
2009-07-22,21.0
2009-07-23,22.0
2009-07-24,22.4
2009-07-27,22.700001
2009-07-28,22.799999
2009-07-29,22.799999
2009-07-30,23.450001
2009-07-31,24.0
2009-08-03,24.700001
2009-08-04,23.35
2009-08-05,23.799999
2009-08-06,23.15
2009-08-07,23.0
2009-08-10,23.0
2009-08-11,22.75
2009-08-12,22.860001
2009-08-13,24.0
2009-08-14,23.35
2009-08-17,22.5
2009-08-18,22.549999
2009-08-19,22.5
2009-08-20,22.950001
2009-08-21,23.5
2009-08-24,23.049999
2009-08-25,23.200001
2009-08-26,22.799999
2009-08-27,23.0
2009-08-28,23.25
2009-08-31,22.549999
2009-09-01,22.700001
2009-09-02,22.299999
2009-09-03,22.450001
2009-09-04,22.4
2009-09-08,23.25
2009-09-09,23.200001
2009-09-10,24.0
2009-09-11,24.200001
2009-09-14,23.6
2009-09-15,24.75
2009-09-16,24.9
2009-09-17,25.0
2009-09-18,24.6
2009-09-21,24.049999
2009-09-22,24.15
2009-09-23,25.549999
2009-09-24,24.450001
2009-09-25,23.700001
2009-09-28,24.450001
2009-09-29,24.9
2009-09-30,24.15
2009-10-01,24.0
2009-10-02,23.799999
2009-10-05,24.049999
2009-10-06,25.049999
2009-10-07,24.35
2009-10-08,25.549999
2009-10-09,24.950001
2009-10-12,25.0
2009-10-13,25.5
2009-10-14,25.85
2009-10-15,25.75
2009-10-16,25.5
2009-10-19,25.799999
2009-10-20,25.799999
2009-10-21,26.5
2009-10-22,26.780001000000002
2009-10-23,25.950001
2009-10-26,25.6
2009-10-27,25.5
2009-10-28,24.6
2009-10-29,25.799999
2009-10-30,24.950001
2009-11-02,24.5
2009-11-03,24.5
2009-11-04,25.15
2009-11-05,25.75
2009-11-06,26.549999
2009-11-09,27.0
2009-11-10,27.540001
2009-11-11,27.6
2009-11-12,27.65
2009-11-13,27.75
2009-11-16,28.5
2009-11-17,27.950001
2009-11-18,27.200001
2009-11-19,26.75
2009-11-20,26.75
2009-11-23,28.15
2009-11-24,27.450001
2009-11-25,27.25
2009-11-27,25.4
2009-11-30,24.200001
2009-12-01,26.15
2009-12-02,25.549999
2009-12-03,25.75
2009-12-04,24.549999
2009-12-07,24.799999
2009-12-08,23.65
2009-12-09,23.65
2009-12-10,24.75
2009-12-11,24.799999
2009-12-14,25.700001
2009-12-15,25.549999
2009-12-16,25.9
2009-12-17,24.6
2009-12-18,24.26
2009-12-21,25.0
2009-12-22,24.75
2009-12-23,25.4
2009-12-24,24.9
2009-12-28,24.9
2009-12-29,26.0
2009-12-30,25.0
2009-12-31,24.799999
2010-01-04,26.15
2010-01-05,26.299999
2010-01-06,26.299999
2010-01-07,25.85
2010-01-08,26.299999
2010-01-11,25.799999
2010-01-12,25.25
2010-01-13,25.5
2010-01-14,25.65
2010-01-15,25.35
2010-01-19,25.799999
2010-01-20,24.9
2010-01-21,23.049999
2010-01-22,23.1
2010-01-25,23.65
2010-01-26,24.450001
2010-01-27,24.0
2010-01-28,23.27
2010-01-29,23.52
2010-02-01,23.73
2010-02-02,24.15
2010-02-03,23.77
2010-02-04,22.709999
2010-02-05,22.0
2010-02-08,21.700001
2010-02-09,22.42
2010-02-10,22.6
2010-02-11,22.549999
2010-02-12,22.4
2010-02-16,23.450001
2010-02-17,23.35
2010-02-18,23.4
2010-02-19,23.200001
2010-02-22,24.25
2010-02-23,23.799999
2010-02-24,23.85
2010-02-25,23.16
2010-02-26,24.01
2010-03-01,23.059998999999998
2010-03-02,23.6
2010-03-03,25.4
2010-03-04,25.85
2010-03-05,26.700001
2010-03-08,27.0
2010-03-09,25.9
2010-03-10,26.15
2010-03-11,26.450001
2010-03-12,26.5
2010-03-15,26.27
2010-03-16,26.59
2010-03-17,27.389999
2010-03-18,26.799999
2010-03-19,26.9
2010-03-22,26.75
2010-03-23,26.75
2010-03-24,26.75
2010-03-25,27.5
2010-03-26,26.799999
2010-03-29,27.1
2010-03-30,26.700001
2010-03-31,27.6
2010-04-01,27.25
2010-04-05,27.58
2010-04-06,27.65
2010-04-07,27.35
2010-04-08,27.299999
2010-04-09,27.15
2010-04-12,27.110001
2010-04-13,27.35
2010-04-14,28.24
2010-04-15,28.48
2010-04-16,27.25
2010-04-19,27.1
2010-04-20,27.43
2010-04-21,27.5
2010-04-22,27.0
2010-04-23,27.25
2010-04-26,27.700001
2010-04-27,26.280001000000002
2010-04-28,26.200001
2010-04-29,26.77
2010-04-30,26.66
2010-05-03,26.66
2010-05-04,26.65
2010-05-05,25.5
2010-05-06,22.0
2010-05-07,23.0
2010-05-10,26.049999
2010-05-11,25.41
2010-05-12,25.4
2010-05-13,24.549999
2010-05-14,23.790001
2010-05-17,24.6
2010-05-18,24.139999
2010-05-19,23.65
2010-05-20,23.0
2010-05-21,23.16
2010-05-24,23.450001
2010-05-25,22.5
2010-05-26,23.559998999999998
2010-05-27,24.35
2010-05-28,23.9
2010-06-01,24.15
2010-06-02,24.58
2010-06-03,24.549999
2010-06-04,23.700001
2010-06-07,23.200001
2010-06-08,23.01
2010-06-09,23.459999
2010-06-10,24.200001
2010-06-11,23.549999
2010-06-14,24.299999
2010-06-15,25.049999
2010-06-16,25.1
2010-06-17,25.950001
2010-06-18,26.280001000000002
2010-06-21,26.18
2010-06-22,26.68
2010-06-23,26.120001000000002
2010-06-24,25.299999
2010-06-25,25.950001
2010-06-28,25.85
2010-06-29,24.700001
2010-06-30,24.67
2010-07-01,24.120001000000002
2010-07-02,24.6
2010-07-06,25.01
2010-07-07,25.549999
2010-07-08,25.75
2010-07-09,26.17
2010-07-12,26.200001
2010-07-13,26.93
2010-07-14,26.93
2010-07-15,26.75
2010-07-16,25.950001
2010-07-19,26.719998999999998
2010-07-20,26.9
2010-07-21,26.4
2010-07-22,27.9
2010-07-23,28.299999
2010-07-26,28.559998999999998
2010-07-27,29.450001
2010-07-28,29.299999
2010-07-29,29.280001000000002
2010-07-30,29.02
2010-08-02,29.75
2010-08-03,30.1
2010-08-04,28.77
2010-08-05,28.85
2010-08-06,29.299999
2010-08-09,29.4
2010-08-10,29.4
2010-08-11,27.57
2010-08-12,27.43
2010-08-13,26.959999
2010-08-16,27.0
2010-08-17,27.870001000000002
2010-08-18,27.52
2010-08-19,26.85
2010-08-20,26.65
2010-08-23,26.9
2010-08-24,26.17
2010-08-25,25.9
2010-08-26,26.200001
2010-08-27,26.84
2010-08-30,26.709999
2010-08-31,26.6
2010-09-01,27.9
2010-09-02,28.530001000000002
2010-09-03,28.67
2010-09-07,28.59
2010-09-08,28.74
2010-09-09,29.6
2010-09-10,29.459999
2010-09-13,29.450001
2010-09-14,29.870001000000002
2010-09-15,30.299999
2010-09-16,30.040001
2010-09-17,29.959999
2010-09-20,29.700001
2010-09-21,29.75
2010-09-22,29.57
2010-09-23,28.879998999999998
2010-09-24,30.450001
2010-09-27,30.07
2010-09-28,30.219998999999998
2010-09-29,30.0
2010-09-30,28.9
2010-10-01,29.24
2010-10-04,29.18
2010-10-05,30.049999
2010-10-06,29.9
2010-10-07,29.49
2010-10-08,29.299999
2010-10-11,29.639999
2010-10-12,30.280001000000002
2010-10-13,29.9
2010-10-14,30.35
2010-10-15,30.610001
2010-10-18,30.5
2010-10-19,31.049999
2010-10-20,30.59
2010-10-21,30.15
2010-10-22,29.049999
2010-10-25,28.700001
2010-10-26,28.379998999999998
2010-10-27,28.0
2010-10-28,29.299999
2010-10-29,29.0
2010-11-01,28.889999
2010-11-02,29.299999
2010-11-03,30.049999
2010-11-04,31.6
2010-11-05,31.85
2010-11-08,31.15
2010-11-09,30.41
2010-11-10,30.75
2010-11-11,30.25
2010-11-12,30.67
2010-11-15,30.700001
2010-11-16,28.83
2010-11-17,28.82
2010-11-18,29.5
2010-11-19,29.040001
2010-11-22,28.65
2010-11-23,27.5
2010-11-24,27.9
2010-11-26,27.6
2010-11-29,27.42
2010-11-30,26.93
2010-12-01,28.389999
2010-12-02,29.299999
2010-12-03,29.15
2010-12-06,29.08
2010-12-07,29.200001
2010-12-08,29.799999
2010-12-09,28.5
2010-12-10,27.75
2010-12-13,27.950001
2010-12-14,27.459999
2010-12-15,27.0
2010-12-16,27.049999
2010-12-17,26.85
2010-12-20,27.35
2010-12-21,27.459999
2010-12-22,27.43
2010-12-23,27.389999
2010-12-27,27.25
2010-12-28,27.5
2010-12-29,27.059998999999998
2010-12-30,27.0
2010-12-31,26.799999
2011-01-03,27.049999
2011-01-04,27.530001000000002
2011-01-05,27.58
2011-01-06,27.1
2011-01-07,27.02
2011-01-10,26.65
2011-01-11,26.700001
2011-01-12,27.540001
2011-01-13,27.0
2011-01-14,27.35
2011-01-18,27.459999
2011-01-19,27.4
2011-01-20,27.15
2011-01-21,26.65
2011-01-24,26.690001000000002
2011-01-25,26.110001
2011-01-26,26.5
2011-01-27,25.9
2011-01-28,25.9
2011-01-31,26.0
2011-02-01,27.17
2011-02-02,27.42
2011-02-03,27.59
2011-02-04,27.110001
2011-02-07,27.450001
2011-02-08,27.139999
2011-02-09,26.709999
2011-02-10,26.6
2011-02-11,26.68
2011-02-14,27.379998999999998
2011-02-15,27.35
2011-02-16,27.370001000000002
2011-02-17,27.59
2011-02-18,27.15
2011-02-22,26.049999
2011-02-23,26.200001
2011-02-24,25.85
2011-02-25,26.35
2011-02-28,26.5
2011-03-01,26.42
2011-03-02,27.17
2011-03-03,27.799999
2011-03-04,27.450001
2011-03-07,27.35
2011-03-08,27.0
2011-03-09,26.74
2011-03-10,25.959999
2011-03-11,25.85
2011-03-14,26.0
2011-03-15,25.35
2011-03-16,24.15
2011-03-17,25.1
2011-03-18,26.1
2011-03-21,26.559998999999998
2011-03-22,26.459999
2011-03-23,26.049999
2011-03-24,26.290001
2011-03-25,25.74
2011-03-28,26.07
2011-03-29,25.879998999999998
2011-03-30,26.379998999999998
2011-03-31,26.25
2011-04-01,26.780001000000002
2011-04-04,26.85
2011-04-05,27.34
2011-04-06,27.27
2011-04-07,27.73
2011-04-08,27.85
2011-04-11,27.67
2011-04-12,26.6
2011-04-13,27.15
2011-04-14,27.1
2011-04-15,27.1
2011-04-18,26.540001
2011-04-19,26.4
2011-04-20,26.4
2011-04-21,27.049999
2011-04-25,27.0
2011-04-26,26.5
2011-04-27,27.120001000000002
2011-04-28,27.690001000000002
2011-04-29,27.549999
2011-05-02,27.549999
2011-05-03,27.280001000000002
2011-05-04,26.42
2011-05-05,25.700001
2011-05-06,25.73
2011-05-09,26.049999
2011-05-10,25.91
2011-05-11,26.0
2011-05-12,26.07
2011-05-13,25.559998999999998
2011-05-16,25.309998999999998
2011-05-17,25.48
2011-05-18,25.540001
2011-05-19,25.76
2011-05-20,26.290001
2011-05-23,25.459999
2011-05-24,25.469998999999998
2011-05-25,26.129998999999998
2011-05-26,26.370001000000002
2011-05-27,26.59
2011-05-31,26.65
2011-06-01,25.879998999999998
2011-06-02,26.200001
2011-06-03,26.08
2011-06-06,25.6
2011-06-07,25.940001000000002
2011-06-08,25.4
2011-06-09,25.690001000000002
2011-06-10,25.25
2011-06-13,25.200001
2011-06-14,25.9
2011-06-15,25.33
2011-06-16,24.92
2011-06-17,25.040001
2011-06-20,25.43
2011-06-21,25.780001000000002
2011-06-22,25.09
2011-06-23,24.65
2011-06-24,24.120001000000002
2011-06-27,24.52
2011-06-28,25.35
2011-06-29,26.02
2011-06-30,26.15
2011-07-01,27.110001
2011-07-05,26.82
2011-07-06,26.549999
2011-07-07,26.59
2011-07-08,26.200001
2011-07-11,25.790001
2011-07-12,25.35
2011-07-13,25.92
2011-07-14,25.690001000000002
2011-07-15,25.99
2011-07-18,25.639999
2011-07-19,25.379998999999998
2011-07-20,25.57
2011-07-21,26.450001
2011-07-22,26.540001
2011-07-25,26.35
2011-07-26,26.309998999999998
2011-07-27,25.57
2011-07-28,25.860001
2011-07-29,25.68
2011-08-01,25.25
2011-08-02,24.85
2011-08-03,25.450001
2011-08-04,23.85
2011-08-05,24.549999
2011-08-08,22.15
2011-08-09,24.25
2011-08-10,21.950001
2011-08-11,23.15
2011-08-12,23.620001000000002
2011-08-15,23.469998999999998
2011-08-16,23.15
2011-08-17,23.049999
2011-08-18,21.879998999999998
2011-08-19,22.52
2011-08-22,22.030001000000002
2011-08-23,21.889999
2011-08-24,22.07
2011-08-25,21.34
2011-08-26,21.52
2011-08-29,22.1
2011-08-30,22.360001
2011-08-31,22.450001
2011-09-01,22.57
2011-09-02,21.91
2011-09-06,20.799999
2011-09-07,21.790001
2011-09-08,21.67
2011-09-09,20.76
2011-09-12,21.0
2011-09-13,21.049999
2011-09-14,20.950001
2011-09-15,21.68
2011-09-16,21.85
2011-09-19,20.9
2011-09-20,21.6
2011-09-21,20.6
2011-09-22,19.6
2011-09-23,19.799999
2011-09-26,20.1
2011-09-27,21.25
2011-09-28,20.58
2011-09-29,21.15
2011-09-30,20.200001
2011-10-03,18.18
2011-10-04,17.799999
2011-10-05,18.620001000000002
2011-10-06,20.6
2011-10-07,20.74
2011-10-10,21.49
2011-10-11,21.879998999999998
2011-10-12,22.41
2011-10-13,22.030001000000002
2011-10-14,22.629998999999998
2011-10-17,22.4
2011-10-18,22.35
2011-10-19,22.17
2011-10-20,21.379998999999998
2011-10-21,22.200001
2011-10-24,23.01
2011-10-25,22.32
2011-10-26,22.120001000000002
2011-10-27,24.360001
2011-10-28,24.76
2011-10-31,23.389999
2011-11-01,23.25
2011-11-02,22.75
2011-11-03,23.26
2011-11-04,22.860001
2011-11-07,22.25
2011-11-08,23.1
2011-11-09,21.75
2011-11-10,22.34
2011-11-11,22.34
2011-11-14,21.35
2011-11-15,21.370001000000002
2011-11-16,20.709999
2011-11-17,20.15
2011-11-18,20.35
2011-11-21,20.0
2011-11-22,20.0
2011-11-23,19.5
2011-11-25,19.93
2011-11-28,20.620001000000002
2011-11-29,20.549999
2011-11-30,21.57
2011-12-01,21.959999
2011-12-02,22.450001
2011-12-05,22.57
2011-12-06,22.58
2011-12-07,22.790001
2011-12-08,22.23
2011-12-09,23.0
2011-12-12,22.02
2011-12-13,21.24
2011-12-14,21.299999
2011-12-15,21.15
2011-12-16,21.049999
2011-12-19,20.85
2011-12-20,21.41
2011-12-21,21.5
2011-12-22,21.700001
2011-12-23,21.42
2011-12-27,21.870001000000002
2011-12-28,21.65
2011-12-29,21.5
2011-12-30,21.76
2012-01-03,22.92
2012-01-04,22.68
2012-01-05,22.450001
2012-01-06,22.0
2012-01-09,21.48
2012-01-10,22.030001000000002
2012-01-11,21.85
2012-01-12,22.379998999999998
2012-01-13,22.549999
2012-01-17,22.5
2012-01-18,23.09
2012-01-19,24.110001
2012-01-20,24.15
2012-01-23,24.700001
2012-01-24,24.6
2012-01-25,24.33
2012-01-26,24.98
2012-01-27,25.15
2012-01-30,24.290001
2012-01-31,24.200001
2012-02-01,24.719998999999998
2012-02-02,24.9
2012-02-03,25.450001
2012-02-06,24.950001
2012-02-07,25.08
2012-02-08,25.34
2012-02-09,25.4
2012-02-10,24.950001
2012-02-13,25.4
2012-02-14,24.6
2012-02-15,25.76
2012-02-16,25.58
2012-02-17,25.790001
2012-02-21,26.059998999999998
2012-02-22,25.52
2012-02-23,25.84
2012-02-24,25.809998999999998
2012-02-27,25.389999
2012-02-28,25.549999
2012-02-29,25.65
2012-03-01,25.959999
2012-03-02,25.6
2012-03-05,25.700001
2012-03-06,24.450001
2012-03-07,24.469998999999998
2012-03-08,24.700001
2012-03-09,24.610001
2012-03-12,24.51
2012-03-13,25.469998999999998
2012-03-14,25.200001
2012-03-15,25.620001000000002
2012-03-16,26.200001
2012-03-19,26.07
2012-03-20,25.9
2012-03-21,25.639999
2012-03-22,25.34
2012-03-23,25.299999
2012-03-26,25.27
2012-03-27,25.92
2012-03-28,25.049999
2012-03-29,24.629998999999998
2012-03-30,25.1
2012-04-02,25.200001
2012-04-03,24.65
2012-04-04,24.610001
2012-04-05,23.98
2012-04-09,23.98
2012-04-10,23.190001000000002
2012-04-11,23.59
2012-04-12,24.120001000000002
2012-04-13,23.57
2012-04-16,23.85
2012-04-17,24.52
2012-04-18,24.57
2012-04-19,24.59
2012-04-20,24.58
2012-04-23,24.34
2012-04-24,24.370001000000002
2012-04-25,24.77
2012-04-26,24.450001
2012-04-27,24.85
2012-04-30,24.299999
2012-05-01,24.42
2012-05-02,23.74
2012-05-03,23.389999
2012-05-04,23.040001
2012-05-07,23.0
2012-05-08,22.059998999999998
2012-05-09,22.049999
2012-05-10,22.33
2012-05-11,21.780001000000002
2012-05-14,21.940001000000002
2012-05-15,21.530001000000002
2012-05-16,21.51
2012-05-17,20.940001000000002
2012-05-18,20.24
2012-05-21,20.870001000000002
2012-05-22,21.280001000000002
2012-05-23,20.83
2012-05-24,20.799999
2012-05-25,20.959999
2012-05-29,20.610001
2012-05-30,20.370001000000002
2012-05-31,20.379998999999998
2012-06-01,20.059998999999998
2012-06-04,19.67
2012-06-05,19.76
2012-06-06,20.860001
2012-06-07,21.450001
2012-06-08,20.969998999999998
2012-06-11,20.700001
2012-06-12,21.870001000000002
2012-06-13,20.959999
2012-06-14,21.25
2012-06-15,21.690001000000002
2012-06-18,21.5
2012-06-19,22.48
2012-06-20,22.379998999999998
2012-06-21,21.6
2012-06-22,21.639999
2012-06-25,21.15
2012-06-26,20.99
2012-06-27,21.610001
2012-06-28,21.4
2012-06-29,21.84
2012-07-02,22.35
2012-07-03,22.75
2012-07-05,22.370001000000002
2012-07-06,22.139999
2012-07-09,22.25
2012-07-10,22.49
2012-07-11,22.49
2012-07-12,22.08
2012-07-13,22.76
2012-07-16,22.950001
2012-07-17,22.83
2012-07-18,23.129998999999998
2012-07-19,23.65
2012-07-20,23.440001000000002
2012-07-23,22.469998999999998
2012-07-24,22.299999
2012-07-25,22.16
2012-07-26,23.16
2012-07-27,23.34
2012-07-30,23.34
2012-07-31,22.84
2012-08-01,23.5
2012-08-02,23.48
2012-08-03,24.6
2012-08-06,22.4
2012-08-07,19.219998999999998
2012-08-08,21.1
2012-08-09,21.450001
2012-08-10,20.65
2012-08-13,21.0
2012-08-14,22.6
2012-08-15,22.200001
2012-08-16,22.16
2012-08-17,22.35
2012-08-20,22.01
2012-08-21,22.66
2012-08-22,22.379998999999998
2012-08-23,22.200001
2012-08-24,22.24
2012-08-27,22.190001000000002
2012-08-28,22.309998999999998
2012-08-29,22.15
2012-08-30,22.110001
2012-08-31,21.92
2012-09-04,21.700001
2012-09-05,22.0
2012-09-06,22.51
2012-09-07,22.690001000000002
2012-09-10,22.9
2012-09-11,23.08
2012-09-12,23.049999
2012-09-13,23.99
2012-09-14,24.450001
2012-09-17,24.700001
2012-09-18,24.1
2012-09-19,24.049999
2012-09-20,23.559998999999998
2012-09-21,24.059998999999998
2012-09-24,24.01
2012-09-25,23.35
2012-09-26,22.950001
2012-09-27,23.23
2012-09-28,22.610001
2012-10-01,22.9
2012-10-02,22.91
2012-10-03,22.41
2012-10-04,22.889999
2012-10-05,22.950001
2012-10-08,22.549999
2012-10-09,22.25
2012-10-10,22.0
2012-10-11,22.24
2012-10-12,22.9
2012-10-15,23.540001
2012-10-16,24.030001000000002
2012-10-17,23.92
2012-10-18,23.83
2012-10-19,23.809998999999998
2012-10-22,23.65
2012-10-23,23.65
2012-10-24,23.76
2012-10-25,24.290001
2012-10-26,23.99
2012-10-31,23.15
2012-11-01,23.76
2012-11-02,23.84
2012-11-05,23.540001
2012-11-06,23.32
2012-11-07,23.43
2012-11-08,23.200001
2012-11-09,23.1
2012-11-12,23.25
2012-11-13,23.049999
2012-11-14,22.9
2012-11-15,23.0
2012-11-16,22.559998999999998
2012-11-19,23.030001000000002
2012-11-20,22.98
2012-11-21,22.809998999999998
2012-11-23,22.950001
2012-11-26,23.1
2012-11-27,22.940001000000002
2012-11-28,23.0
2012-11-29,23.65
2012-11-30,23.51
2012-12-03,23.799999
2012-12-04,23.610001
2012-12-05,23.950001
2012-12-06,24.1
2012-12-07,24.0
2012-12-10,24.1
2012-12-11,23.83
2012-12-12,24.280001000000002
2012-12-13,24.030001000000002
2012-12-14,24.08
2012-12-17,24.32
2012-12-18,24.5
2012-12-19,25.719998999999998
2012-12-20,25.73
2012-12-21,25.389999
2012-12-24,25.559998999999998
2012-12-26,25.4
2012-12-27,25.58
2012-12-28,25.299999
2012-12-31,25.59
2013-01-02,26.1
2013-01-03,25.879998999999998
2013-01-04,26.09
2013-01-07,26.27
2013-01-08,26.0
2013-01-09,26.58
2013-01-10,27.0
2013-01-11,27.0
2013-01-14,26.889999
2013-01-15,27.190001000000002
2013-01-16,26.719998999999998
2013-01-17,26.82
2013-01-18,26.450001
2013-01-22,25.950001
2013-01-23,26.35
2013-01-24,26.379998999999998
2013-01-25,26.459999
2013-01-28,26.35
2013-01-29,26.559998999999998
2013-01-30,26.299999
2013-01-31,26.84
2013-02-01,26.43
2013-02-04,26.129998999999998
2013-02-05,26.15
2013-02-06,26.35
2013-02-07,26.129998999999998
2013-02-08,26.9
2013-02-11,26.889999
2013-02-12,27.02
2013-02-13,26.75
2013-02-14,27.02
2013-02-15,26.77
2013-02-19,27.360001
2013-02-20,27.0
2013-02-21,26.75
2013-02-22,26.5
2013-02-25,26.700001
2013-02-26,26.66
2013-02-27,27.0
2013-02-28,27.07
2013-03-01,26.639999
2013-03-04,27.280001000000002
2013-03-05,27.870001000000002
2013-03-06,26.83
2013-03-07,27.030001000000002
2013-03-08,27.030001000000002
2013-03-11,27.139999
2013-03-12,26.83
2013-03-13,25.950001
2013-03-14,26.91
2013-03-15,26.74
2013-03-18,26.0
2013-03-19,25.959999
2013-03-20,26.08
2013-03-21,26.309998999999998
2013-03-22,25.809998999999998
2013-03-25,25.83
2013-03-26,26.07
2013-03-27,25.950001
2013-03-28,25.75
2013-04-01,26.08
2013-04-02,26.33
2013-04-03,26.200001
2013-04-04,25.75
2013-04-05,25.66
2013-04-08,25.27
2013-04-09,25.35
2013-04-10,25.5
2013-04-11,25.48
2013-04-12,25.15
2013-04-15,24.790001
2013-04-16,24.83
2013-04-17,24.690001000000002
2013-04-18,24.27
2013-04-19,24.32
2013-04-22,24.42
2013-04-23,24.700001
2013-04-24,25.0
2013-04-25,25.059998999999998
2013-04-26,25.459999
2013-04-29,25.219998999999998
2013-04-30,25.299999
2013-05-01,25.42
2013-05-02,25.629998999999998
2013-05-03,25.950001
2013-05-06,25.860001
2013-05-07,26.5
2013-05-08,25.450001
2013-05-09,24.77
2013-05-10,24.18
2013-05-13,23.790001
2013-05-14,24.35
2013-05-15,24.16
2013-05-16,24.360001
2013-05-17,24.85
2013-05-20,24.65
2013-05-21,24.889999
2013-05-22,24.190001000000002
2013-05-23,22.99
2013-05-24,23.4
2013-05-28,23.32
2013-05-29,23.549999
2013-05-30,23.59
2013-05-31,23.34
2013-06-03,23.75
2013-06-04,23.77
2013-06-05,23.18
2013-06-06,22.799999
2013-06-07,23.049999
2013-06-10,23.209999
2013-06-11,22.66
2013-06-12,22.719998999999998
2013-06-13,22.85
2013-06-14,22.790001
2013-06-17,22.57
2013-06-18,22.9
2013-06-19,22.35
2013-06-20,21.299999
2013-06-21,21.68
2013-06-24,21.84
2013-06-25,22.1
2013-06-26,22.15
2013-06-27,21.93
2013-06-28,21.540001
2013-07-01,22.16
2013-07-02,22.25
2013-07-03,22.01
2013-07-05,21.809998999999998
2013-07-08,22.200001
2013-07-09,22.73
2013-07-10,22.780001000000002
2013-07-11,23.26
2013-07-12,23.07
2013-07-15,23.25
2013-07-16,22.6
2013-07-17,23.049999
2013-07-18,23.549999
2013-07-19,23.41
2013-07-22,23.43
2013-07-23,23.57
2013-07-24,23.1
2013-07-25,23.049999
2013-07-26,23.0
2013-07-29,22.940001000000002
2013-07-30,22.76
2013-07-31,23.0
2013-08-01,23.549999
2013-08-02,23.68
2013-08-05,23.52
2013-08-06,24.15
2013-08-07,24.549999
2013-08-08,24.68
2013-08-09,24.77
2013-08-12,24.870001000000002
2013-08-13,25.1
2013-08-14,24.860001
2013-08-15,24.49
2013-08-16,24.25
2013-08-19,23.799999
2013-08-20,23.25
2013-08-21,23.190001000000002
2013-08-22,23.25
2013-08-23,23.469998999999998
2013-08-26,23.049999
2013-08-27,22.5
2013-08-28,22.299999
2013-08-29,22.700001
2013-08-30,22.459999
2013-09-03,22.59
2013-09-04,22.5
2013-09-05,23.120001000000002
2013-09-06,23.030001000000002
2013-09-09,22.870001000000002
2013-09-10,23.98
2013-09-11,24.200001
2013-09-12,24.01
2013-09-13,23.950001
2013-09-16,23.91
2013-09-17,23.940001000000002
2013-09-18,24.24
2013-09-19,25.290001
2013-09-20,24.459999
2013-09-23,24.379998999999998
2013-09-24,24.620001000000002
2013-09-25,24.59
2013-09-26,24.27
2013-09-27,24.23
2013-09-30,24.190001000000002
2013-10-01,23.700001
2013-10-02,23.91
2013-10-03,23.82
2013-10-04,23.27
2013-10-07,23.23
2013-10-08,23.08
2013-10-09,23.190001000000002
2013-10-10,23.620001000000002
2013-10-11,23.57
2013-10-14,23.77
2013-10-15,23.6
2013-10-16,23.9
2013-10-17,24.110001
2013-10-18,24.24
2013-10-21,24.219998999999998
2013-10-22,24.799999
2013-10-23,24.030001000000002
2013-10-24,24.93
2013-10-25,24.84
2013-10-28,24.92
2013-10-29,24.93
2013-10-30,24.379998999999998
2013-10-31,23.91
2013-11-01,24.16
