Date,SCBFF
2018-10-12,7.5
2018-10-15,7.25
2018-10-16,7.45
2018-10-17,7.38
2018-10-18,7.2
2018-10-19,7.0
2018-10-22,7.05
2018-10-23,7.0
2018-10-24,6.85
2018-10-25,6.85
2018-10-26,6.67
2018-10-29,6.85
2018-10-30,6.65
2018-10-31,7.04
2018-11-01,7.19
2018-11-02,7.54
2018-11-05,7.56
2018-11-06,7.36
2018-11-07,7.5
2018-11-08,7.61
2018-11-09,7.39
2018-11-12,7.35
2018-11-13,7.53
2018-11-14,7.65
2018-11-15,7.64
2018-11-16,7.53
2018-11-19,7.69
2018-11-20,7.62
2018-11-21,7.67
2018-11-23,7.72
2018-11-26,7.9
2018-11-27,7.7
2018-11-28,7.87
2018-11-29,7.69
2018-11-30,7.67
2018-12-03,7.84
2018-12-04,7.56
2018-12-06,7.37
2018-12-07,7.38
2018-12-10,7.28
2018-12-11,7.18
2018-12-12,7.75
2018-12-13,7.62
2018-12-14,7.64
2018-12-17,7.3
2018-12-18,7.3
2018-12-19,7.26
2018-12-20,7.45
2018-12-21,7.4
2018-12-24,7.46
2018-12-26,7.55
2018-12-27,7.4
2018-12-28,7.55
2018-12-31,7.72
2019-01-02,7.42
2019-01-03,7.42
2019-01-04,7.42
2019-01-07,7.72
2019-01-08,7.85
2019-01-09,7.87
2019-01-10,7.85
2019-01-11,7.75
2019-01-14,7.75
2019-01-15,7.81
2019-01-16,7.92
2019-01-17,7.92
2019-01-18,8.12
2019-01-22,8.01
2019-01-23,8.21
2019-01-24,8.15
2019-01-25,8.23
2019-01-28,8.25
2019-01-29,8.03
2019-01-30,8.26
2019-01-31,8.26
2019-02-01,8.23
2019-02-04,8.27
2019-02-05,8.06
2019-02-06,8.29
2019-02-07,8.15
2019-02-08,8.01
2019-02-11,8.07
2019-02-12,8.12
2019-02-13,8.14
2019-02-14,8.0
2019-02-15,8.21
2019-02-19,8.0
2019-02-20,8.1
2019-02-21,7.97
2019-02-22,8.05
2019-02-25,8.08
2019-02-26,8.09
2019-02-27,8.01
2019-02-28,8.1
2019-03-01,7.87
2019-03-04,8.15
2019-03-05,8.36
2019-03-06,8.19
2019-03-07,8.14
2019-03-08,7.94
2019-03-11,8.06
2019-03-12,8.05
2019-03-13,7.99
2019-03-14,8.06
2019-03-15,8.17
2019-03-18,8.16
2019-03-19,7.99
2019-03-20,7.93
2019-03-21,7.95
2019-03-22,7.84
2019-03-25,7.78
2019-03-26,7.78
2019-03-27,7.78
2019-03-28,7.78
2019-03-29,7.72
2019-04-01,8.0
2019-04-02,8.29
2019-04-03,8.46
2019-04-04,8.37
2019-04-05,8.38
2019-04-08,8.36
2019-04-09,8.48
2019-04-10,8.4
2019-04-11,8.55
2019-04-12,8.75
2019-04-15,8.68
2019-04-16,8.75
2019-04-17,8.63
2019-04-18,8.72
2019-04-22,8.72
2019-04-23,8.62
2019-04-24,8.52
2019-04-25,8.26
2019-04-26,8.63
2019-04-29,8.63
2019-04-30,9.12
2019-05-01,9.3
2019-05-02,9.2
2019-05-03,9.32
2019-05-06,9.08
2019-05-07,9.08
2019-05-08,8.88
2019-05-09,8.83
2019-05-10,8.69
2019-05-13,8.69
2019-05-14,8.69
2019-05-15,8.68
2019-05-16,8.88
2019-05-17,8.88
2019-05-20,8.7
2019-05-21,8.7
2019-05-22,8.66
2019-05-23,8.46
2019-05-24,8.57
2019-05-28,8.74
2019-05-29,8.57
2019-05-30,8.88
2019-05-31,8.6
2019-06-03,8.5
2019-06-04,8.63
2019-06-05,8.63
2019-06-06,8.68
2019-06-07,8.68
2019-06-10,9.0
2019-06-11,8.89
2019-06-12,8.61
2019-06-13,8.67
2019-06-14,8.52
2019-06-17,8.7
2019-06-18,8.88
2019-06-19,8.98
2019-06-20,8.94
2019-06-21,8.74
2019-06-24,8.95
2019-06-25,8.9
2019-06-26,8.9
2019-06-27,8.95
2019-06-28,9.21
2019-07-01,9.21
2019-07-02,9.18
2019-07-03,9.18
2019-07-05,9.18
2019-07-08,9.18
2019-07-09,9.01
2019-07-10,9.01
2019-07-11,9.0
2019-07-12,8.98
2019-07-15,8.97
2019-07-16,8.95
2019-07-17,8.85
2019-07-18,8.85
2019-07-19,8.9
2019-07-22,8.82
2019-07-23,8.84
2019-07-24,8.52
2019-07-25,8.57
2019-07-26,8.62
2019-07-29,8.48
2019-07-30,8.48
2019-07-31,8.2
2019-08-01,8.46
2019-08-02,8.3
2019-08-05,7.85
2019-08-06,7.8
2019-08-07,7.8
2019-08-08,7.69
2019-08-09,7.69
2019-08-12,7.28
2019-08-13,7.29
2019-08-14,7.28
2019-08-15,7.32
2019-08-16,7.45
2019-08-19,7.45
2019-08-20,7.35
2019-08-21,7.43
2019-08-22,7.48
2019-08-23,7.48
2019-08-26,7.51
2019-08-27,7.43
2019-08-28,7.43
2019-08-29,7.42
2019-08-30,7.39
2019-09-03,7.39
2019-09-04,7.84
2019-09-05,7.95
2019-09-06,7.99
2019-09-09,7.99
2019-09-10,8.39
2019-09-11,8.39
2019-09-12,8.43
2019-09-13,8.6
2019-09-16,8.57
2019-09-17,8.6
2019-09-18,8.47
2019-09-19,8.61
2019-09-20,8.74
2019-09-23,8.5
2019-09-24,8.5
2019-09-25,8.5
2019-09-26,8.5
2019-09-27,8.38
2019-09-30,8.38
2019-10-01,8.16
2019-10-02,8.05
2019-10-03,8.05
2019-10-04,7.86
2019-10-07,7.86
2019-10-08,7.79
2019-10-09,7.77
2019-10-10,7.88
2019-10-11,7.88
2019-10-14,7.88
2019-10-15,8.47
2019-10-16,8.3
2019-10-17,8.4
2019-10-18,8.4
2019-10-21,8.6
2019-10-22,8.85
2019-10-23,8.85
2019-10-24,8.96
2019-10-25,8.96
2019-10-28,8.96
2019-10-29,8.98
2019-10-30,9.18
2019-10-31,8.92
2019-11-01,9.12
2019-11-04,9.22
2019-11-05,9.34
2019-11-06,9.34
2019-11-07,9.23
2019-11-08,9.23
2019-11-11,9.23
2019-11-12,9.03
2019-11-13,8.9
2019-11-14,9.06
2019-11-15,9.06
2019-11-18,9.12
2019-11-19,9.02
2019-11-20,8.72
2019-11-21,8.78
2019-11-22,8.8
2019-11-25,8.91
2019-11-26,8.87
2019-11-27,9.05
2019-11-29,9.05
2019-12-02,8.9
2019-12-03,8.91
2019-12-04,8.91
2019-12-05,8.86
2019-12-06,8.83
2019-12-09,8.83
2019-12-10,9.03
2019-12-11,9.05
2019-12-12,9.39
2019-12-13,9.45
2019-12-16,9.6
2019-12-17,9.45
2019-12-18,9.61
2019-12-19,9.48
2019-12-20,9.4
2019-12-23,9.4
2019-12-24,9.4
2019-12-26,9.24
2019-12-27,9.3
2019-12-30,9.4
2019-12-31,9.46
2020-01-02,9.56
2020-01-03,9.56
2020-01-06,9.28
2020-01-07,9.28
2020-01-08,9.28
2020-01-09,9.21
2020-01-10,9.21
2020-01-13,9.24
2020-01-14,9.34
2020-01-15,9.22
2020-01-16,9.22
2020-01-17,9.04
2020-01-21,9.2
2020-01-22,9.06
2020-01-23,8.95
2020-01-24,9.06
2020-01-27,8.45
2020-01-28,8.45
2020-01-29,8.45
2020-01-30,8.37
2020-01-31,8.37
2020-02-03,8.24
2020-02-04,8.24
2020-02-05,8.24
2020-02-06,8.33
2020-02-07,8.25
2020-02-10,8.25
2020-02-11,8.3
2020-02-12,8.4
2020-02-13,8.28
2020-02-14,8.28
2020-02-18,8.19
2020-02-19,8.25
2020-02-20,8.11
2020-02-21,8.16
2020-02-24,8.04
2020-02-25,7.37
2020-02-26,7.56
2020-02-27,7.19
2020-02-28,7.28
2020-03-02,7.13
2020-03-03,6.75
2020-03-04,7.32
2020-03-05,6.84
2020-03-06,6.86
2020-03-09,5.76
2020-03-10,6.15
2020-03-11,6.1
2020-03-12,5.53
2020-03-13,5.79
2020-03-16,5.21
2020-03-17,5.54
2020-03-18,5.44
2020-03-19,5.22
2020-03-20,5.0
2020-03-23,4.86
2020-03-24,5.54
2020-03-25,5.62
2020-03-26,5.7
2020-03-27,5.78
2020-03-30,5.5
2020-03-31,5.5
2020-04-01,5.2
2020-04-02,4.96
2020-04-03,5.15
2020-04-06,5.1
2020-04-07,5.1
2020-04-08,5.1
2020-04-09,5.7
2020-04-13,5.62
2020-04-14,5.48
2020-04-15,5.0
2020-04-16,5.0
2020-04-17,5.16
2020-04-20,4.87
2020-04-21,4.75
2020-04-22,4.69
2020-04-23,4.87
2020-04-24,4.82
2020-04-27,4.82
2020-04-28,5.0
2020-04-29,5.45
2020-04-30,5.2
2020-05-01,5.0
2020-05-04,4.9
2020-05-05,4.9
2020-05-06,4.95
2020-05-07,5.14
2020-05-08,5.2
