Date,EDU
2007-03-09,10.315
2007-03-12,10.35
2007-03-13,9.655
2007-03-14,10.0125
2007-03-15,10.0
2007-03-16,10.2025
2007-03-19,10.5375
2007-03-20,10.75
2007-03-21,10.75
2007-03-22,10.9225
2007-03-23,10.875
2007-03-26,10.745
2007-03-27,10.8425
2007-03-28,10.7475
2007-03-29,10.405
2007-03-30,10.1325
2007-04-02,10.1625
2007-04-03,10.425
2007-04-04,10.475
2007-04-05,10.6175
2007-04-09,10.555
2007-04-10,10.745
2007-04-11,10.595
2007-04-12,10.7
2007-04-13,10.6725
2007-04-16,11.2825
2007-04-17,11.445
2007-04-18,11.525
2007-04-19,11.3625
2007-04-20,11.5625
2007-04-23,11.7275
2007-04-24,11.5025
2007-04-25,11.64
2007-04-26,11.525
2007-04-27,11.975
2007-04-30,10.9375
2007-05-01,11.3125
2007-05-02,11.5975
2007-05-03,11.975
2007-05-04,11.875
2007-05-07,12.0
2007-05-08,12.2475
2007-05-09,12.485
2007-05-10,11.9675
2007-05-11,12.2825
2007-05-14,11.9625
2007-05-15,11.7025
2007-05-16,11.75
2007-05-17,11.425
2007-05-18,11.385
2007-05-21,12.0925
2007-05-22,12.51
2007-05-23,11.76
2007-05-24,10.9825
2007-05-25,11.3675
2007-05-29,11.6825
2007-05-30,11.6875
2007-05-31,11.74
2007-06-01,11.865
2007-06-04,11.62
2007-06-05,11.605
2007-06-06,11.5275
2007-06-07,11.2875
2007-06-08,11.42
2007-06-11,12.0075
2007-06-12,11.96
2007-06-13,12.2
2007-06-14,12.125
2007-06-15,12.0975
2007-06-18,12.9225
2007-06-19,12.575
2007-06-20,12.5975
2007-06-21,13.1525
2007-06-22,12.82
2007-06-25,12.6325
2007-06-26,12.3875
2007-06-27,12.1875
2007-06-28,12.9725
2007-06-29,13.43
2007-07-02,14.0
2007-07-03,13.7075
2007-07-05,13.72
2007-07-06,14.1475
2007-07-09,14.4925
2007-07-10,14.2575
2007-07-11,14.5575
2007-07-12,14.25
2007-07-13,14.6375
2007-07-16,14.315
2007-07-17,13.7975
2007-07-18,13.645
2007-07-19,14.0475
2007-07-20,13.7525
2007-07-23,14.665
2007-07-24,13.015
2007-07-25,13.69
2007-07-26,12.62
2007-07-27,11.775
2007-07-30,12.1725
2007-07-31,12.9425
2007-08-01,12.555
2007-08-02,13.4
2007-08-03,12.6875
2007-08-06,13.055
2007-08-07,13.395
2007-08-08,13.9525
2007-08-09,13.5775
2007-08-10,13.1
2007-08-13,12.97
2007-08-14,12.6025
2007-08-15,12.0475
2007-08-16,11.7075
2007-08-17,12.645
2007-08-20,12.51
2007-08-21,12.415
2007-08-22,13.1975
2007-08-23,12.88
2007-08-24,13.1225
2007-08-27,13.28
2007-08-28,12.7575
2007-08-29,13.3675
2007-08-30,13.06
2007-08-31,13.2375
2007-09-04,13.69
2007-09-05,13.9125
2007-09-06,13.6275
2007-09-07,13.4825
2007-09-10,13.65
2007-09-11,13.93
2007-09-12,14.145
2007-09-13,14.2025
2007-09-14,14.05
2007-09-17,13.8225
2007-09-18,14.18
2007-09-19,14.0825
2007-09-20,14.2225
2007-09-21,14.5575
2007-09-24,14.615
2007-09-25,15.615
2007-09-26,15.71
2007-09-27,15.8675
2007-09-28,16.639999
2007-10-01,16.23
2007-10-02,16.182501000000002
2007-10-03,15.9475
2007-10-04,16.1
2007-10-05,16.4175
2007-10-08,15.7225
2007-10-09,16.3125
2007-10-10,17.0
2007-10-11,16.497498999999998
2007-10-12,16.702499
2007-10-15,18.799999
2007-10-16,18.83
2007-10-17,18.7875
2007-10-18,18.74
2007-10-19,17.7775
2007-10-22,18.504998999999998
2007-10-23,19.57
2007-10-24,18.9125
2007-10-25,20.9475
2007-10-26,21.275
2007-10-29,22.67
2007-10-30,21.977501
2007-10-31,22.379998999999998
2007-11-01,21.432501000000002
2007-11-02,20.487499
2007-11-05,19.955
2007-11-06,21.135
2007-11-07,20.125
2007-11-08,19.512501
2007-11-09,18.625
2007-11-12,17.1
2007-11-13,19.6675
2007-11-14,18.8375
2007-11-15,18.1
2007-11-16,18.885
2007-11-19,17.3475
2007-11-20,16.897499
2007-11-21,16.465
2007-11-23,17.495001000000002
2007-11-26,17.0
2007-11-27,17.827499
2007-11-28,17.8675
2007-11-29,18.9375
2007-11-30,20.0175
2007-12-03,20.997498999999998
2007-12-04,21.352501
2007-12-05,21.75
2007-12-06,21.5
2007-12-07,20.342501000000002
2007-12-10,20.379998999999998
2007-12-11,19.790001
2007-12-12,20.299999
2007-12-13,20.112499
2007-12-14,19.772499
2007-12-17,18.3125
2007-12-18,19.2075
2007-12-19,19.5425
2007-12-20,19.532498999999998
2007-12-21,20.815001000000002
2007-12-24,20.612499
2007-12-26,21.014999
2007-12-27,20.112499
2007-12-28,19.98
2007-12-31,20.147499
2008-01-02,19.174999
2008-01-03,19.4825
2008-01-04,20.455
2008-01-07,21.4625
2008-01-08,20.700001
2008-01-09,20.405001000000002
2008-01-10,20.875
2008-01-11,19.9025
2008-01-14,20.227501
2008-01-15,15.8075
2008-01-16,16.022499
2008-01-17,15.04
2008-01-18,14.7425
2008-01-22,13.1
2008-01-23,12.75
2008-01-24,14.485
2008-01-25,14.685
2008-01-28,14.1075
2008-01-29,13.785
2008-01-30,13.0625
2008-01-31,14.175
2008-02-01,14.5725
2008-02-04,15.335
2008-02-05,14.0075
2008-02-06,13.45
2008-02-07,13.835
2008-02-08,13.54
2008-02-11,13.535
2008-02-12,13.325
2008-02-13,13.55
2008-02-14,14.7375
2008-02-15,14.035
2008-02-19,14.1825
2008-02-20,14.555
2008-02-21,14.5825
2008-02-22,14.6
2008-02-25,14.32
2008-02-26,15.135
2008-02-27,15.5225
2008-02-28,15.5275
2008-02-29,15.5875
2008-03-03,16.022499
2008-03-04,15.58
2008-03-05,15.3075
2008-03-06,14.935
2008-03-07,14.23
2008-03-10,14.0
2008-03-11,15.895
2008-03-12,15.4975
2008-03-13,15.4225
2008-03-14,15.5375
2008-03-17,15.175
2008-03-18,16.004998999999998
2008-03-19,15.31
2008-03-20,15.45
2008-03-24,16.469998999999998
2008-03-25,16.6625
2008-03-26,16.790001
2008-03-27,16.387501
2008-03-28,16.280001000000002
2008-03-31,16.215
2008-04-01,17.5725
2008-04-02,16.924999
2008-04-03,17.055
2008-04-04,18.065001000000002
2008-04-07,17.612499
2008-04-08,17.627501000000002
2008-04-09,16.985001
2008-04-10,17.3225
2008-04-11,16.4025
2008-04-14,15.9125
2008-04-15,16.0825
2008-04-16,16.924999
2008-04-17,17.450001
2008-04-18,17.375
2008-04-21,17.559998999999998
2008-04-22,17.780001000000002
2008-04-23,18.045
2008-04-24,18.387501
2008-04-25,18.502501000000002
2008-04-28,18.325001
2008-04-29,18.6625
2008-04-30,18.764999
2008-05-01,19.01
2008-05-02,18.932501000000002
2008-05-05,19.122498999999998
2008-05-06,18.5975
2008-05-07,18.422501
2008-05-08,18.76
2008-05-09,18.014999
2008-05-12,17.629998999999998
2008-05-13,18.202499
2008-05-14,19.504998999999998
2008-05-15,19.4175
2008-05-16,20.02
2008-05-19,19.9025
2008-05-20,19.0075
2008-05-21,19.057501000000002
2008-05-22,18.887501
2008-05-23,18.799999
2008-05-27,19.0825
2008-05-28,18.9825
2008-05-29,17.389999
2008-05-30,16.4375
2008-06-02,17.672501
2008-06-03,17.0725
2008-06-04,17.387501
2008-06-05,17.2325
2008-06-06,16.3225
2008-06-09,16.555
2008-06-10,15.64
2008-06-11,15.6
2008-06-12,15.565
2008-06-13,16.3025
2008-06-16,15.895
2008-06-17,16.0825
2008-06-18,15.84
2008-06-19,16.129998999999998
2008-06-20,16.1975
2008-06-23,15.2825
2008-06-24,15.055
2008-06-25,15.4625
2008-06-26,15.055
2008-06-27,14.7375
2008-06-30,14.605
2008-07-01,13.7525
2008-07-02,13.68
2008-07-03,14.3925
2008-07-07,15.4375
2008-07-08,15.9825
2008-07-09,16.094998999999998
2008-07-10,15.4875
2008-07-11,15.8025
2008-07-14,15.89
2008-07-15,15.6775
2008-07-16,17.110001
2008-07-17,18.2425
2008-07-18,18.485001
2008-07-21,18.625
2008-07-22,18.495001000000002
2008-07-23,18.952499
2008-07-24,18.7575
2008-07-25,18.58
2008-07-28,18.0975
2008-07-29,18.6175
2008-07-30,18.57
2008-07-31,17.5
2008-08-01,17.567498999999998
2008-08-04,17.184998999999998
2008-08-05,17.0825
2008-08-06,18.4825
2008-08-07,18.4375
2008-08-08,18.565001000000002
2008-08-11,18.192498999999998
2008-08-12,17.532498999999998
2008-08-13,17.362499
2008-08-14,18.184998999999998
2008-08-15,18.477501
2008-08-18,18.18
2008-08-19,17.945
2008-08-20,18.389999
2008-08-21,18.717501000000002
2008-08-22,19.4575
2008-08-25,18.782498999999998
2008-08-26,18.827499
2008-08-27,18.375
2008-08-28,18.375
2008-08-29,18.525
2008-09-02,18.775
2008-09-03,17.709999
2008-09-04,17.272499
2008-09-05,16.889999
2008-09-08,17.2225
2008-09-09,16.07
2008-09-10,16.33
2008-09-11,16.17
2008-09-12,17.09
2008-09-15,16.817498999999998
2008-09-16,17.805
2008-09-17,16.717501000000002
2008-09-18,16.25
2008-09-19,18.235001
2008-09-22,17.2575
2008-09-23,16.885
2008-09-24,17.01
2008-09-25,17.077499
2008-09-26,16.565001000000002
2008-09-29,15.1275
2008-09-30,16.059998999999998
2008-10-01,15.9475
2008-10-02,15.0775
2008-10-03,14.8
2008-10-06,14.9025
2008-10-07,13.775
2008-10-08,13.75
2008-10-09,13.75
2008-10-10,13.2275
2008-10-13,15.2775
2008-10-14,15.135
2008-10-15,14.2775
2008-10-16,14.4925
2008-10-17,14.425
2008-10-20,14.955
2008-10-21,15.635
2008-10-22,14.8525
2008-10-23,13.9325
2008-10-24,12.8375
2008-10-27,11.46
2008-10-28,12.645
2008-10-29,14.2225
2008-10-30,15.1875
2008-10-31,15.9875
2008-11-03,15.8775
2008-11-04,14.9275
2008-11-05,13.9175
2008-11-06,13.51
2008-11-07,13.7475
2008-11-10,14.345
2008-11-11,13.96
2008-11-12,13.3575
2008-11-13,13.6775
2008-11-14,13.7125
2008-11-17,13.475
2008-11-18,12.38
2008-11-19,11.5075
2008-11-20,9.93
2008-11-21,9.9925
2008-11-24,11.0125
2008-11-25,12.085
2008-11-26,12.77
2008-11-28,12.9025
2008-12-01,11.89
2008-12-02,11.555
2008-12-03,11.885
2008-12-04,12.03
2008-12-05,12.4375
2008-12-08,13.155
2008-12-09,12.82
2008-12-10,13.8125
2008-12-11,13.2
2008-12-12,13.145
2008-12-15,12.63
2008-12-16,13.245
2008-12-17,13.53
2008-12-18,13.25
2008-12-19,13.1725
2008-12-22,12.3875
2008-12-23,12.5075
2008-12-24,12.7025
2008-12-26,12.9225
2008-12-29,12.84
2008-12-30,13.45
2008-12-31,13.7275
2009-01-02,14.0725
2009-01-05,13.845
2009-01-06,13.0325
2009-01-07,11.9625
2009-01-08,12.0175
2009-01-09,12.25
2009-01-12,12.2225
2009-01-13,13.03
2009-01-14,12.87
2009-01-15,13.6175
2009-01-16,13.53
2009-01-20,12.6
2009-01-21,12.7825
2009-01-22,12.5675
2009-01-23,12.5825
2009-01-26,12.33
2009-01-27,12.5375
2009-01-28,12.67
2009-01-29,12.385
2009-01-30,11.96
2009-02-02,12.475
2009-02-03,13.1175
2009-02-04,13.5
2009-02-05,13.0
2009-02-06,13.705
2009-02-09,13.5325
2009-02-10,13.97
2009-02-11,13.2825
2009-02-12,10.235
2009-02-13,10.285
2009-02-17,10.225
2009-02-18,10.2825
2009-02-19,10.27
2009-02-20,10.775
2009-02-23,11.1975
2009-02-24,11.01
2009-02-25,11.0225
2009-02-26,11.0275
2009-02-27,11.1925
2009-03-02,10.375
2009-03-03,10.63
2009-03-04,10.8025
2009-03-05,10.5
2009-03-06,10.525
2009-03-09,10.33
2009-03-10,11.07
2009-03-11,11.1025
2009-03-12,11.615
2009-03-13,11.7525
2009-03-16,11.4025
2009-03-17,11.4925
2009-03-18,11.8275
2009-03-19,11.665
2009-03-20,11.84
2009-03-23,12.3825
2009-03-24,12.8225
2009-03-25,12.815
2009-03-26,13.065
2009-03-27,13.005
2009-03-30,12.6925
2009-03-31,12.5625
2009-04-01,12.55
2009-04-02,13.21
2009-04-03,13.1525
2009-04-06,13.175
2009-04-07,12.98
2009-04-08,13.08
2009-04-09,13.165
2009-04-13,13.0925
2009-04-14,13.345
2009-04-15,12.5825
2009-04-16,12.36
2009-04-17,12.91
2009-04-20,12.8125
2009-04-21,13.21
2009-04-22,13.0
2009-04-23,12.965
2009-04-24,13.615
2009-04-27,13.4175
2009-04-28,13.0375
2009-04-29,12.88
2009-04-30,13.245
2009-05-01,13.18
2009-05-04,14.115
2009-05-05,14.2325
2009-05-06,14.0725
2009-05-07,14.03
2009-05-08,13.4075
2009-05-11,13.325
2009-05-12,13.3725
2009-05-13,13.25
2009-05-14,13.3
2009-05-15,12.82
2009-05-18,13.355
2009-05-19,13.6025
2009-05-20,14.0075
2009-05-21,13.93
2009-05-22,13.555
2009-05-26,13.76
2009-05-27,14.0875
2009-05-28,13.8025
2009-05-29,13.74
2009-06-01,14.77
2009-06-02,14.8075
2009-06-03,14.505
2009-06-04,14.5325
2009-06-05,14.505
2009-06-08,14.3525
2009-06-09,14.885
2009-06-10,15.2825
2009-06-11,15.2175
2009-06-12,15.17
2009-06-15,15.125
2009-06-16,15.275
2009-06-17,15.9775
2009-06-18,15.88
2009-06-19,15.855
2009-06-22,15.875
2009-06-23,15.5225
2009-06-24,15.565
2009-06-25,15.995
2009-06-26,16.307501000000002
2009-06-29,16.3325
2009-06-30,16.84
2009-07-01,16.285
2009-07-02,15.9675
2009-07-06,15.56
2009-07-07,15.2725
2009-07-08,15.3275
2009-07-09,15.48
2009-07-10,15.5625
2009-07-13,15.215
2009-07-14,15.725
2009-07-15,15.8575
2009-07-16,15.905
2009-07-17,15.745
2009-07-20,15.9925
2009-07-21,16.75
2009-07-22,16.817498999999998
2009-07-23,17.15
2009-07-24,17.5
2009-07-27,17.674999
2009-07-28,17.4375
2009-07-29,17.522499
2009-07-30,18.055
2009-07-31,18.375
2009-08-03,18.227501
2009-08-04,18.5825
2009-08-05,18.577499
2009-08-06,18.285
2009-08-07,18.860001
2009-08-10,18.385
2009-08-11,18.275
2009-08-12,18.315001000000002
2009-08-13,18.110001
2009-08-14,18.030001000000002
2009-08-17,17.625
2009-08-18,17.9
2009-08-19,17.969998999999998
2009-08-20,18.5175
2009-08-21,18.897499
2009-08-24,18.5825
2009-08-25,18.0175
2009-08-26,18.184998999999998
2009-08-27,18.092501000000002
2009-08-28,17.637501
2009-08-31,17.6625
2009-09-01,16.887501
2009-09-02,17.120001000000002
2009-09-03,17.6425
2009-09-04,17.5375
2009-09-08,17.467501000000002
2009-09-09,17.895
2009-09-10,18.2125
2009-09-11,18.555
2009-09-14,18.690001000000002
2009-09-15,18.762501
2009-09-16,19.135
2009-09-17,19.27
2009-09-18,19.615
2009-09-21,20.379998999999998
2009-09-22,20.932501000000002
2009-09-23,20.422501
2009-09-24,19.895
2009-09-25,19.299999
2009-09-28,19.3375
2009-09-29,20.122498999999998
2009-09-30,20.112499
2009-10-01,19.5625
2009-10-02,19.692498999999998
2009-10-05,19.52
2009-10-06,20.2325
2009-10-07,20.709999
2009-10-08,20.799999
2009-10-09,20.657498999999998
2009-10-12,20.725
2009-10-13,20.5375
2009-10-14,20.452499
2009-10-15,20.41
2009-10-16,20.0425
2009-10-19,20.325001
2009-10-20,18.375
2009-10-21,18.385
2009-10-22,18.215
2009-10-23,18.0825
2009-10-26,17.987499
2009-10-27,17.8225
2009-10-28,17.74
2009-10-29,17.825001
2009-10-30,17.459999
2009-11-02,16.952499
2009-11-03,16.815001000000002
2009-11-04,17.290001
2009-11-05,17.6875
2009-11-06,17.5825
2009-11-09,17.545
2009-11-10,17.7575
2009-11-11,17.997498999999998
2009-11-12,18.309998999999998
2009-11-13,18.254998999999998
2009-11-16,18.135
2009-11-17,18.4175
2009-11-18,18.2675
2009-11-19,18.1775
2009-11-20,18.200001
2009-11-23,18.2325
2009-11-24,17.955
2009-11-25,17.98
2009-11-27,17.702499
2009-11-30,17.827499
2009-12-01,17.9025
2009-12-02,18.25
2009-12-03,18.2575
2009-12-04,18.205
2009-12-07,18.1975
2009-12-08,18.030001000000002
2009-12-09,18.110001
2009-12-10,19.3325
2009-12-11,19.157498999999998
2009-12-14,19.315001000000002
2009-12-15,19.129998999999998
2009-12-16,19.237499
2009-12-17,18.495001000000002
2009-12-18,18.629998999999998
2009-12-21,19.067498999999998
2009-12-22,19.1525
2009-12-23,18.8575
2009-12-24,18.9375
2009-12-28,19.475
2009-12-29,19.700001
2009-12-30,18.995001000000002
2009-12-31,18.9025
2010-01-04,18.8125
2010-01-05,19.165001
2010-01-06,19.665001
2010-01-07,19.987499
2010-01-08,19.922501
2010-01-11,19.6775
2010-01-12,19.442498999999998
2010-01-13,19.725
2010-01-14,19.475
2010-01-15,18.032498999999998
2010-01-19,19.8375
2010-01-20,19.110001
2010-01-21,19.1075
2010-01-22,18.702499
2010-01-25,18.67
2010-01-26,18.3225
2010-01-27,17.825001
2010-01-28,17.440001000000002
2010-01-29,17.0
2010-02-01,17.245001000000002
2010-02-02,17.6175
2010-02-03,17.862499
2010-02-04,17.3575
2010-02-05,17.25
2010-02-08,16.825001
2010-02-09,16.6675
2010-02-10,17.0725
2010-02-11,17.2575
2010-02-12,17.4925
2010-02-16,17.875
2010-02-17,18.047501
2010-02-18,18.145
2010-02-19,18.272499
2010-02-22,18.48
2010-02-23,19.0425
2010-02-24,19.17
2010-02-25,19.77
2010-02-26,19.547501
2010-03-01,19.655001000000002
2010-03-02,19.7325
2010-03-03,19.57
2010-03-04,19.1425
2010-03-05,19.25
2010-03-08,19.25
2010-03-09,19.327499
2010-03-10,20.059998999999998
2010-03-11,20.512501
2010-03-12,21.4125
2010-03-15,20.8825
2010-03-16,21.252501000000002
2010-03-17,21.975
2010-03-18,21.26
2010-03-19,21.280001000000002
2010-03-22,21.725
2010-03-23,21.987499
2010-03-24,21.442498999999998
2010-03-25,21.4175
2010-03-26,21.252501000000002
2010-03-29,21.68
2010-03-30,21.665001
2010-03-31,21.377501000000002
2010-04-01,21.4825
2010-04-05,22.084999
2010-04-06,22.459999
2010-04-07,22.012501
2010-04-08,21.955
2010-04-09,22.1
2010-04-12,22.094998999999998
2010-04-13,22.504998999999998
2010-04-14,23.299999
2010-04-15,23.264999
2010-04-16,22.645
2010-04-19,23.002501000000002
2010-04-20,24.9625
2010-04-21,24.102501
2010-04-22,24.059998999999998
2010-04-23,23.885
2010-04-26,23.907498999999998
2010-04-27,23.549999
2010-04-28,23.522499
2010-04-29,23.372498999999998
2010-04-30,23.3925
2010-05-03,23.7775
2010-05-04,23.610001
2010-05-05,22.762501
2010-05-06,22.365
2010-05-07,21.82
2010-05-10,23.325001
2010-05-11,22.969998999999998
2010-05-12,23.52
2010-05-13,23.2925
2010-05-14,23.202499
2010-05-17,23.385
2010-05-18,23.34
2010-05-19,22.91
2010-05-20,21.834999
2010-05-21,22.155001000000002
2010-05-24,22.5375
2010-05-25,22.145
2010-05-26,21.9175
2010-05-27,23.045
2010-05-28,22.9175
2010-06-01,22.637501
2010-06-02,22.49
2010-06-03,23.860001
2010-06-04,23.387501
2010-06-07,22.805
2010-06-08,22.440001000000002
2010-06-09,22.3375
2010-06-10,22.969998999999998
2010-06-11,23.18
2010-06-14,23.842501000000002
2010-06-15,24.7325
2010-06-16,25.129998999999998
2010-06-17,24.969998999999998
2010-06-18,25.34
2010-06-21,25.6625
2010-06-22,24.745001000000002
2010-06-23,24.875
2010-06-24,24.307501000000002
2010-06-25,25.1875
2010-06-28,25.65
2010-06-29,23.7425
2010-06-30,23.297501
2010-07-01,23.09
2010-07-02,22.977501
2010-07-06,23.219998999999998
2010-07-07,24.0725
2010-07-08,24.682501000000002
2010-07-09,25.379998999999998
2010-07-12,24.815001000000002
2010-07-13,24.9025
2010-07-14,24.915001
2010-07-15,24.512501
2010-07-16,24.41
2010-07-19,24.1975
2010-07-20,24.377501000000002
2010-07-21,23.754998999999998
2010-07-22,23.887501
2010-07-23,24.485001
2010-07-26,24.15
2010-07-27,24.07
2010-07-28,23.817498999999998
2010-07-29,23.9175
2010-07-30,24.450001
2010-08-02,24.6425
2010-08-03,24.5525
2010-08-04,24.6525
2010-08-05,24.8575
2010-08-06,25.217501000000002
2010-08-09,25.195
2010-08-10,24.76
2010-08-11,24.3125
2010-08-12,24.022499
2010-08-13,23.93
2010-08-16,24.02
2010-08-17,24.16
2010-08-18,24.219998999999998
2010-08-19,24.547501
2010-08-20,25.227501
2010-08-23,25.209999
2010-08-24,25.200001
2010-08-25,25.4375
2010-08-26,25.1875
2010-08-27,25.18
2010-08-30,24.865
2010-08-31,24.647499
2010-09-01,25.02
2010-09-02,25.125
2010-09-03,25.75
2010-09-07,25.365
2010-09-08,25.700001
2010-09-09,25.4175
2010-09-10,25.504998999999998
2010-09-13,25.5
2010-09-14,25.535
2010-09-15,25.959999
2010-09-16,26.105
2010-09-17,26.504998999999998
2010-09-20,27.440001000000002
2010-09-21,27.702499
2010-09-22,27.9175
2010-09-23,28.32
2010-09-24,24.785
2010-09-27,23.4175
2010-09-28,23.8025
2010-09-29,24.299999
2010-09-30,24.395
2010-10-01,24.635
2010-10-04,24.129998999999998
2010-10-05,23.215
2010-10-06,22.555
2010-10-07,22.709999
2010-10-08,22.254998999999998
2010-10-11,22.785
2010-10-12,22.405001000000002
2010-10-13,22.77
2010-10-14,22.7125
2010-10-15,22.875
2010-10-18,23.514999
2010-10-19,23.3575
2010-10-20,23.5875
2010-10-21,23.567498999999998
2010-10-22,24.6525
2010-10-25,25.717501000000002
2010-10-26,26.047501
2010-10-27,25.92
2010-10-28,26.0725
2010-10-29,26.842501000000002
2010-11-01,26.735001
2010-11-02,26.875
2010-11-03,26.555
2010-11-04,26.465
2010-11-05,26.0
2010-11-08,25.84
2010-11-09,26.254998999999998
2010-11-10,27.695
2010-11-11,27.4825
2010-11-12,26.9375
2010-11-15,26.827499
2010-11-16,26.4375
2010-11-17,27.157498999999998
2010-11-18,26.870001000000002
2010-11-19,26.842501000000002
2010-11-22,27.202499
2010-11-23,26.344998999999998
2010-11-24,26.502501000000002
2010-11-26,27.012501
2010-11-29,26.504998999999998
2010-11-30,26.450001
2010-12-01,26.4475
2010-12-02,26.219998999999998
2010-12-03,25.790001
2010-12-06,25.432501000000002
2010-12-07,25.372498999999998
2010-12-08,25.2875
2010-12-09,25.940001000000002
2010-12-10,26.397499
2010-12-13,25.940001000000002
2010-12-14,26.202499
2010-12-15,26.067498999999998
2010-12-16,26.5075
2010-12-17,27.405001000000002
2010-12-20,26.5175
2010-12-21,26.4625
2010-12-22,27.0975
2010-12-23,26.51
2010-12-27,26.682501000000002
2010-12-28,26.5
2010-12-29,26.615
2010-12-30,26.487499
2010-12-31,26.307501000000002
2011-01-03,26.372498999999998
2011-01-04,26.280001000000002
2011-01-05,26.1775
2011-01-06,26.307501000000002
2011-01-07,26.3925
2011-01-10,26.137501
2011-01-11,26.1
2011-01-12,26.305
2011-01-13,27.16
2011-01-14,26.9275
2011-01-18,26.852501
2011-01-19,25.42
2011-01-20,25.0375
2011-01-21,24.9375
2011-01-24,25.309998999999998
2011-01-25,25.26
2011-01-26,25.452499
2011-01-27,25.035
2011-01-28,24.715
2011-01-31,24.665001
2011-02-01,24.807501000000002
2011-02-02,24.9
2011-02-03,25.0
2011-02-04,24.59
2011-02-07,24.525
2011-02-08,23.955
2011-02-09,23.75
2011-02-10,23.502501000000002
2011-02-11,23.717501000000002
2011-02-14,23.790001
2011-02-15,24.2675
2011-02-16,24.280001000000002
2011-02-17,24.174999
2011-02-18,24.26
2011-02-22,23.715
2011-02-23,23.245001000000002
2011-02-24,23.275
2011-02-25,24.202499
2011-02-28,24.1525
2011-03-01,23.3225
2011-03-02,23.780001000000002
2011-03-03,24.0375
2011-03-04,23.57
2011-03-07,23.275
2011-03-08,22.875
2011-03-09,22.747498999999998
2011-03-10,22.4475
2011-03-11,23.51
2011-03-14,23.41
2011-03-15,23.1975
2011-03-16,22.82
2011-03-17,23.125
2011-03-18,22.907498999999998
2011-03-21,24.2925
2011-03-22,24.370001000000002
2011-03-23,24.7425
2011-03-24,24.700001
2011-03-25,24.485001
2011-03-28,24.365
2011-03-29,24.73
2011-03-30,24.995001000000002
2011-03-31,25.0175
2011-04-01,25.9025
2011-04-04,25.969998999999998
2011-04-05,26.2675
2011-04-06,28.8325
2011-04-07,29.959999
2011-04-08,29.522499
2011-04-11,28.9475
2011-04-12,28.225
2011-04-13,28.4475
2011-04-14,28.807501000000002
2011-04-15,29.172501
2011-04-18,29.077499
2011-04-19,29.07
2011-04-20,29.68
2011-04-21,29.465
2011-04-25,29.577499
2011-04-26,29.674999
2011-04-27,32.047501000000004
2011-04-28,31.3125
2011-04-29,31.1975
2011-05-02,31.4025
2011-05-03,30.334999
2011-05-04,30.1
