Date,AAIGF
2011-11-14,3.11
2011-11-15,3.11
2011-11-16,2.92
2011-11-17,2.92
2011-11-18,2.9
2011-11-21,2.87
2011-11-22,2.87
2011-11-23,2.82
2011-11-25,2.82
2011-11-28,3.0
2011-11-29,2.98
2011-11-30,2.98
2011-12-01,2.98
2011-12-02,3.0
2011-12-05,3.0
2011-12-06,2.95
2011-12-07,3.2
2011-12-08,3.2
2011-12-09,2.92
2011-12-12,3.16
2011-12-13,2.94
2011-12-14,2.9
2011-12-15,2.85
2011-12-16,2.85
2011-12-19,2.8
2011-12-20,3.0
2011-12-21,3.06
2011-12-22,3.11
2011-12-23,3.11
2011-12-27,3.0
2011-12-28,3.09
2011-12-29,2.99
2011-12-30,3.14
2012-01-03,3.14
2012-01-04,3.14
2012-01-05,3.13
2012-01-06,3.0
2012-01-09,3.0
2012-01-10,3.05
2012-01-11,3.05
2012-01-12,3.05
2012-01-13,3.05
2012-01-17,3.05
2012-01-18,3.05
2012-01-19,3.27
2012-01-20,3.2
2012-01-23,3.37
2012-01-24,3.22
2012-01-25,3.36
2012-01-26,3.25
2012-01-27,3.25
2012-01-30,3.4
2012-01-31,3.38
2012-02-01,3.38
2012-02-02,3.3
2012-02-03,3.3
2012-02-06,3.3
2012-02-07,3.3
2012-02-08,3.33
2012-02-09,3.33
2012-02-10,3.33
2012-02-13,3.45
2012-02-14,3.45
2012-02-15,3.35
2012-02-16,3.37
2012-02-17,3.35
2012-02-21,3.4
2012-02-22,3.4
2012-02-23,3.5
2012-02-24,3.55
2012-02-27,3.85
2012-02-28,3.8
2012-02-29,3.75
2012-03-01,3.75
2012-03-02,3.68
2012-03-05,3.8
2012-03-06,3.35
2012-03-07,3.56
2012-03-08,3.65
2012-03-09,3.5
2012-03-12,3.5
2012-03-13,3.53
2012-03-14,3.55
2012-03-15,3.6
2012-03-16,3.6
2012-03-19,3.6
2012-03-20,3.53
2012-03-21,3.5
2012-03-22,3.5
2012-03-23,3.52
2012-03-26,3.6
2012-03-27,3.56
2012-03-28,3.55
2012-03-29,3.5
2012-03-30,3.72
2012-04-02,3.72
2012-04-03,3.68
2012-04-04,3.68
2012-04-05,3.57
2012-04-09,3.53
2012-04-10,3.53
2012-04-11,3.53
2012-04-12,3.55
2012-04-13,3.55
2012-04-16,3.44
2012-04-17,3.6
2012-04-18,3.53
2012-04-19,3.54
2012-04-20,3.54
2012-04-23,3.54
2012-04-24,3.54
2012-04-25,3.47
2012-04-26,3.65
2012-04-27,3.55
2012-04-30,3.6
2012-05-01,3.63
2012-05-02,3.55
2012-05-03,3.58
2012-05-04,3.66
2012-05-07,3.45
2012-05-08,3.54
2012-05-09,3.52
2012-05-10,3.53
2012-05-11,3.3
2012-05-14,3.35
2012-05-15,3.38
2012-05-16,3.4
2012-05-17,3.39
2012-05-18,3.39
2012-05-21,3.39
2012-05-22,3.38
2012-05-23,3.22
2012-05-24,3.1
2012-05-25,3.1
2012-05-29,3.32
2012-05-30,3.2
2012-05-31,3.22
2012-06-01,3.16
2012-06-04,3.12
2012-06-05,3.12
2012-06-06,3.12
2012-06-07,3.26
2012-06-08,3.2
2012-06-11,3.45
2012-06-12,3.41
2012-06-13,3.28
2012-06-14,3.28
2012-06-15,3.4
2012-06-18,3.4
2012-06-19,3.35
2012-06-20,3.35
2012-06-21,3.35
2012-06-22,3.39
2012-06-25,3.39
2012-06-26,3.25
2012-06-27,3.3
2012-06-28,3.33
2012-06-29,3.37
2012-07-02,3.33
2012-07-03,3.49
2012-07-05,3.49
2012-07-06,3.35
2012-07-09,3.45
2012-07-10,3.35
2012-07-11,3.49
2012-07-12,3.4
2012-07-13,3.4
2012-07-16,3.4
2012-07-17,3.4
2012-07-18,3.5
2012-07-19,3.5
2012-07-20,3.6
2012-07-23,3.3
2012-07-24,3.35
2012-07-25,3.4
2012-07-26,3.53
2012-07-27,3.4
2012-07-30,3.48
2012-07-31,3.48
2012-08-01,3.4
2012-08-02,3.39
2012-08-03,3.4
2012-08-06,3.41
2012-08-07,3.41
2012-08-08,3.41
2012-08-09,3.55
2012-08-10,3.51
2012-08-13,3.51
2012-08-14,3.4
2012-08-15,3.4
2012-08-16,3.55
2012-08-17,3.55
2012-08-20,3.58
2012-08-21,3.4
2012-08-22,3.38
2012-08-23,3.4
2012-08-24,3.55
2012-08-27,3.54
2012-08-28,3.37
2012-08-29,3.35
2012-08-30,3.35
2012-08-31,3.55
2012-09-04,3.43
2012-09-05,3.4
2012-09-06,3.4
2012-09-07,3.68
2012-09-10,3.68
2012-09-11,3.57
2012-09-12,3.67
2012-09-13,3.57
2012-09-14,3.82
2012-09-17,3.6
2012-09-18,3.76
2012-09-19,3.65
2012-09-20,3.57
2012-09-21,3.73
2012-09-24,3.6
2012-09-25,3.6
2012-09-26,3.75
2012-09-27,3.66
2012-09-28,3.65
2012-10-01,3.79
2012-10-02,3.79
2012-10-03,3.74
2012-10-04,3.86
2012-10-05,3.93
2012-10-08,3.93
2012-10-09,3.83
2012-10-10,3.77
2012-10-11,3.89
2012-10-12,3.7
2012-10-15,3.7
2012-10-16,3.88
2012-10-17,3.82
2012-10-18,3.8
2012-10-19,3.9
2012-10-22,3.9
2012-10-23,3.84
2012-10-24,4.08
2012-10-25,3.9
2012-10-26,3.95
2012-10-31,3.89
2012-11-01,4.09
2012-11-02,4.17
2012-11-05,4.1
2012-11-06,4.0
2012-11-07,3.95
2012-11-08,3.9
2012-11-09,3.8
2012-11-12,3.87
2012-11-13,3.85
2012-11-14,3.85
2012-11-15,3.82
2012-11-16,3.81
2012-11-19,3.92
2012-11-20,3.89
2012-11-21,3.89
2012-11-23,3.95
2012-11-26,3.83
2012-11-27,3.9
2012-11-28,3.86
2012-11-29,3.9
2012-11-30,3.91
2012-12-03,3.91
2012-12-04,3.8
2012-12-05,3.9
2012-12-06,3.92
2012-12-07,3.93
2012-12-10,3.93
2012-12-11,3.9
2012-12-12,4.08
2012-12-13,4.01
2012-12-14,4.12
2012-12-17,3.95
2012-12-18,3.95
2012-12-19,3.97
2012-12-20,3.9
2012-12-21,4.0
2012-12-24,4.0
2012-12-26,3.85
2012-12-27,3.86
2012-12-28,4.05
2012-12-31,3.86
2013-01-02,4.0
2013-01-03,4.05
2013-01-04,4.25
2013-01-07,3.9
2013-01-08,4.0
2013-01-09,4.08
2013-01-10,3.95
2013-01-11,3.8
2013-01-14,4.0
2013-01-15,3.78
2013-01-16,3.94
2013-01-17,4.01
2013-01-18,3.8
2013-01-22,3.82
2013-01-23,3.9
2013-01-24,4.01
2013-01-25,4.05
2013-01-28,3.9
2013-01-29,3.94
2013-01-30,4.01
2013-01-31,3.97
2013-02-01,3.97
2013-02-04,3.95
2013-02-05,3.93
2013-02-06,4.0
2013-02-07,3.97
2013-02-08,4.12
2013-02-11,4.13
2013-02-12,4.11
2013-02-13,4.13
2013-02-14,4.06
2013-02-15,4.06
2013-02-19,4.12
2013-02-20,4.19
2013-02-21,4.17
2013-02-22,4.08
2013-02-25,4.17
2013-02-26,4.1
2013-02-27,4.29
2013-02-28,4.3
2013-03-01,4.34
2013-03-04,4.4
2013-03-05,4.38
2013-03-06,4.3
2013-03-07,4.37
2013-03-08,4.41
2013-03-11,4.47
2013-03-12,4.45
2013-03-13,4.32
2013-03-14,4.44
2013-03-15,4.47
2013-03-18,4.36
2013-03-19,4.3
2013-03-20,4.35
2013-03-21,4.36
2013-03-22,4.39
2013-03-25,4.37
2013-03-26,4.39
2013-03-27,4.35
2013-03-28,4.43
2013-04-01,4.38
2013-04-02,4.46
2013-04-03,4.38
2013-04-04,4.43
2013-04-05,4.25
2013-04-08,4.27
2013-04-09,4.17
2013-04-10,4.26
2013-04-11,4.33
2013-04-12,4.31
2013-04-15,4.24
2013-04-16,4.19
2013-04-17,4.17
2013-04-18,4.21
2013-04-19,4.3
2013-04-22,4.28
2013-04-23,4.29
2013-04-24,4.3
2013-04-25,4.41
2013-04-26,4.36
2013-04-29,4.47
2013-04-30,4.46
2013-05-01,4.47
2013-05-02,4.45
2013-05-03,4.48
2013-05-06,4.5
2013-05-07,4.64
2013-05-08,4.61
2013-05-09,4.64
2013-05-10,4.69
2013-05-13,4.6
2013-05-14,4.56
2013-05-15,4.58
2013-05-16,4.5
2013-05-17,4.56
2013-05-20,4.66
2013-05-21,4.61
2013-05-22,4.58
2013-05-23,4.5
2013-05-24,4.53
2013-05-28,4.56
2013-05-29,4.5
2013-05-30,4.45
2013-05-31,4.44
2013-06-03,4.45
2013-06-04,4.47
2013-06-05,4.26
2013-06-06,4.27
2013-06-07,4.27
2013-06-10,4.29
2013-06-11,4.26
2013-06-12,4.23
2013-06-13,4.23
2013-06-14,4.28
2013-06-17,4.29
2013-06-18,4.32
2013-06-19,4.18
2013-06-20,3.99
2013-06-21,4.21
2013-06-24,4.12
2013-06-25,4.18
2013-06-26,4.15
2013-06-27,4.23
2013-06-28,4.25
2013-07-01,4.26
2013-07-02,4.2
2013-07-03,4.21
2013-07-05,4.25
2013-07-08,4.19
2013-07-09,4.27
2013-07-10,4.37
2013-07-11,4.57
2013-07-12,4.5
2013-07-15,4.41
2013-07-16,4.46
2013-07-17,4.49
2013-07-18,4.46
2013-07-19,4.48
2013-07-22,4.54
2013-07-23,4.61
2013-07-24,4.66
2013-07-25,4.63
2013-07-26,4.54
2013-07-29,4.69
2013-07-30,4.73
2013-07-31,4.72
2013-08-01,4.8
2013-08-02,4.72
2013-08-05,4.75
2013-08-06,4.62
2013-08-07,4.56
2013-08-08,4.57
2013-08-09,4.65
2013-08-12,4.65
2013-08-13,4.7
2013-08-14,4.69
2013-08-15,4.63
2013-08-16,4.65
2013-08-19,4.61
2013-08-20,4.49
2013-08-21,4.49
2013-08-22,4.52
2013-08-23,4.43
2013-08-26,4.46
2013-08-27,4.34
2013-08-28,4.35
2013-08-29,4.41
2013-08-30,4.41
2013-09-03,4.51
2013-09-04,4.57
2013-09-05,4.59
2013-09-06,4.57
2013-09-09,4.56
2013-09-10,4.59
2013-09-11,4.55
2013-09-12,4.55
2013-09-13,4.59
2013-09-16,4.58
2013-09-17,4.66
2013-09-18,4.71
2013-09-19,4.72
2013-09-20,4.73
2013-09-23,4.78
2013-09-24,4.8
2013-09-25,4.75
2013-09-26,4.74
2013-09-27,4.81
2013-09-30,4.75
2013-10-01,4.76
2013-10-02,4.84
2013-10-03,4.72
2013-10-04,4.83
2013-10-07,4.78
2013-10-08,4.77
2013-10-09,4.8
2013-10-10,4.87
2013-10-11,4.95
2013-10-14,4.9
2013-10-15,4.98
2013-10-16,4.88
2013-10-17,4.96
2013-10-18,5.19
2013-10-21,5.16
2013-10-22,5.19
2013-10-23,5.06
2013-10-24,5.07
2013-10-25,4.97
2013-10-28,5.03
2013-10-29,5.0
2013-10-30,5.1
2013-10-31,5.05
2013-11-01,5.08
2013-11-04,5.14
2013-11-05,5.03
2013-11-06,4.95
2013-11-07,5.04
2013-11-08,4.96
2013-11-11,5.1
2013-11-12,4.99
2013-11-13,4.85
2013-11-14,4.87
2013-11-15,5.04
2013-11-18,5.05
2013-11-19,5.1
2013-11-20,5.06
2013-11-21,5.05
2013-11-22,5.08
2013-11-25,5.06
2013-11-26,5.05
2013-11-27,5.12
2013-11-29,5.12
2013-12-02,5.03
2013-12-03,5.0
2013-12-04,5.03
2013-12-05,5.05
2013-12-06,4.97
2013-12-09,4.98
2013-12-10,4.98
2013-12-11,4.8
2013-12-12,4.93
2013-12-13,4.89
2013-12-16,4.85
2013-12-17,4.88
2013-12-18,4.9
2013-12-19,4.92
2013-12-20,4.89
2013-12-23,4.88
2013-12-24,5.0
2013-12-26,4.99
2013-12-27,4.99
2013-12-30,5.02
2013-12-31,5.04
2014-01-02,5.08
2014-01-03,5.0
2014-01-06,4.9
2014-01-07,4.84
2014-01-08,4.86
2014-01-09,4.81
2014-01-10,4.83
2014-01-13,4.8
2014-01-14,4.83
2014-01-15,4.84
2014-01-16,4.85
2014-01-17,4.94
2014-01-21,4.88
2014-01-22,4.98
2014-01-23,4.76
2014-01-24,4.65
2014-01-27,4.63
2014-01-28,4.62
2014-01-29,4.59
2014-01-30,4.67
2014-01-31,4.74
2014-02-03,4.55
2014-02-04,4.51
2014-02-05,4.55
2014-02-06,4.61
2014-02-07,4.63
2014-02-10,4.56
2014-02-11,4.75
2014-02-12,4.84
2014-02-13,4.8
2014-02-14,4.72
2014-02-18,4.9
2014-02-19,4.88
2014-02-20,4.85
2014-02-21,4.79
2014-02-24,4.83
2014-02-25,4.8
2014-02-26,4.89
2014-02-27,4.85
2014-02-28,4.91
2014-03-03,4.78
2014-03-04,4.89
2014-03-05,4.87
2014-03-06,4.9
2014-03-07,4.81
2014-03-10,4.72
2014-03-11,4.66
2014-03-12,4.64
2014-03-13,4.6
2014-03-14,4.64
2014-03-17,4.66
2014-03-18,4.63
2014-03-19,4.65
2014-03-20,4.55
2014-03-21,4.55
2014-03-24,4.63
2014-03-25,4.57
2014-03-26,4.61
2014-03-27,4.67
2014-03-28,4.81
2014-03-31,4.8
2014-04-01,4.87
2014-04-02,4.91
2014-04-03,4.9
2014-04-04,4.9
2014-04-07,4.77
2014-04-08,4.88
2014-04-09,4.9
2014-04-10,4.9
2014-04-11,5.09
2014-04-14,5.1
2014-04-15,5.02
2014-04-16,5.11
2014-04-17,5.1
2014-04-21,5.09
2014-04-22,5.1
2014-04-23,4.95
2014-04-24,4.99
2014-04-25,4.94
2014-04-28,4.87
2014-04-29,5.07
2014-04-30,4.88
2014-05-01,4.83
2014-05-02,4.97
2014-05-05,4.92
2014-05-06,4.81
2014-05-07,4.82
2014-05-08,4.78
2014-05-09,4.81
2014-05-12,4.92
2014-05-13,4.97
2014-05-14,4.93
2014-05-15,4.83
2014-05-16,4.91
2014-05-19,4.9
2014-05-20,4.89
2014-05-21,4.94
2014-05-22,4.96
2014-05-23,4.97
2014-05-27,4.97
2014-05-28,5.0
2014-05-29,4.97
2014-05-30,5.07
2014-06-02,5.07
2014-06-03,5.03
2014-06-04,5.05
2014-06-05,5.08
2014-06-06,5.02
2014-06-09,5.01
2014-06-10,5.1
2014-06-11,5.08
2014-06-12,5.04
2014-06-13,5.03
2014-06-16,5.05
2014-06-17,4.96
2014-06-18,5.05
2014-06-19,5.1
2014-06-20,5.11
2014-06-23,4.99
2014-06-24,4.95
2014-06-25,4.96
2014-06-26,5.07
2014-06-27,5.12
2014-06-30,5.08
2014-07-01,5.08
2014-07-02,5.2
2014-07-03,5.09
2014-07-07,5.13
2014-07-08,5.1
2014-07-09,5.1
2014-07-10,5.05
2014-07-11,5.1
2014-07-14,5.09
2014-07-15,5.0
2014-07-16,5.11
2014-07-17,5.14
2014-07-18,5.16
2014-07-21,5.1
2014-07-22,5.1
2014-07-23,5.3
2014-07-24,5.26
2014-07-25,5.36
2014-07-28,5.32
2014-07-29,5.41
2014-07-30,5.4
2014-07-31,5.4
2014-08-01,5.4
2014-08-04,5.39
2014-08-05,5.33
2014-08-06,5.39
2014-08-07,5.31
2014-08-08,5.35
2014-08-11,5.45
2014-08-12,5.53
2014-08-13,5.57
2014-08-14,5.57
2014-08-15,5.51
2014-08-18,5.52
2014-08-19,5.6
2014-08-20,5.72
2014-08-21,5.61
2014-08-22,5.55
2014-08-25,5.65
2014-08-26,5.65
2014-08-27,5.51
2014-08-28,5.49
2014-08-29,5.45
2014-09-02,5.5
2014-09-03,5.69
2014-09-04,5.58
2014-09-05,5.59
2014-09-08,5.49
2014-09-09,5.5
2014-09-10,5.5
2014-09-11,5.52
2014-09-12,5.51
2014-09-15,5.47
2014-09-16,5.44
2014-09-17,5.48
2014-09-18,5.42
2014-09-19,5.51
2014-09-22,5.32
2014-09-23,5.33
2014-09-24,5.4
2014-09-25,5.22
2014-09-26,5.28
2014-09-29,5.19
2014-09-30,5.11
2014-10-01,5.14
2014-10-02,5.06
2014-10-03,5.28
2014-10-06,5.31
2014-10-07,5.26
2014-10-08,5.33
2014-10-09,5.35
2014-10-10,5.31
2014-10-13,5.3
2014-10-14,5.31
2014-10-15,5.25
2014-10-16,5.41
2014-10-17,5.34
2014-10-20,5.25
2014-10-21,5.35
2014-10-22,5.41
2014-10-23,5.4
2014-10-24,5.39
2014-10-27,5.36
2014-10-28,5.46
2014-10-29,5.51
2014-10-30,5.49
2014-10-31,5.54
2014-11-03,5.61
2014-11-04,5.51
2014-11-05,5.61
2014-11-06,5.55
2014-11-07,5.58
2014-11-10,5.66
2014-11-11,5.66
2014-11-12,5.69
2014-11-13,5.8
2014-11-14,5.85
2014-11-17,5.67
2014-11-18,5.68
2014-11-19,5.73
2014-11-20,5.68
2014-11-21,5.67
2014-11-24,5.69
2014-11-25,5.72
2014-11-26,5.8
2014-11-28,5.79
2014-12-01,5.62
2014-12-02,5.71
2014-12-03,5.62
2014-12-04,5.66
2014-12-05,5.8
2014-12-08,5.6
2014-12-09,5.59
2014-12-10,5.61
2014-12-11,5.64
2014-12-12,5.53
2014-12-15,5.4
2014-12-16,5.33
2014-12-17,5.24
2014-12-18,5.38
2014-12-19,5.43
2014-12-22,5.39
2014-12-23,5.46
2014-12-24,5.54
2014-12-26,5.58
2014-12-29,5.65
2014-12-30,5.57
2014-12-31,5.58
2015-01-02,5.67
2015-01-05,5.44
2015-01-06,5.35
2015-01-07,5.45
2015-01-08,5.53
2015-01-09,5.52
2015-01-12,5.5
2015-01-13,5.63
2015-01-14,5.67
2015-01-15,5.78
2015-01-16,5.8
2015-01-20,5.75
2015-01-21,5.75
2015-01-22,5.85
2015-01-23,5.75
2015-01-26,5.85
2015-01-27,5.86
2015-01-28,5.89
2015-01-29,5.81
2015-01-30,5.77
2015-02-02,5.8
2015-02-03,5.79
2015-02-04,5.83
2015-02-05,5.83
2015-02-06,5.63
2015-02-09,5.7
2015-02-10,5.71
2015-02-11,5.72
2015-02-12,5.72
2015-02-13,5.68
2015-02-17,5.7
2015-02-18,5.72
2015-02-19,5.75
2015-02-20,5.78
2015-02-23,5.69
2015-02-24,5.84
2015-02-25,5.87
2015-02-26,5.86
2015-02-27,5.85
2015-03-02,6.1
2015-03-03,6.21
2015-03-04,6.29
2015-03-05,6.1
2015-03-06,6.21
2015-03-09,6.2
2015-03-10,6.06
2015-03-11,6.08
2015-03-12,6.07
2015-03-13,5.96
2015-03-16,6.18
2015-03-17,5.97
2015-03-18,6.08
2015-03-19,6.25
2015-03-20,6.25
2015-03-23,6.14
2015-03-24,6.19
2015-03-25,6.28
2015-03-26,6.3
2015-03-27,6.28
2015-03-30,6.37
2015-03-31,6.24
2015-04-01,6.35
2015-04-02,6.37
2015-04-06,6.38
2015-04-07,6.55
2015-04-08,6.87
2015-04-09,7.28
2015-04-10,7.01
2015-04-13,6.83
2015-04-14,6.83
2015-04-15,6.79
2015-04-16,6.75
2015-04-17,6.8
2015-04-20,6.73
2015-04-21,6.65
2015-04-22,6.6
2015-04-23,6.73
2015-04-24,6.72
2015-04-27,6.75
2015-04-28,6.81
2015-04-29,6.69
2015-04-30,6.68
2015-05-01,6.68
2015-05-04,6.64
2015-05-05,6.53
2015-05-06,6.57
2015-05-07,6.61
2015-05-08,6.72
2015-05-11,6.62
2015-05-12,6.57
2015-05-13,6.54
2015-05-14,6.54
2015-05-15,6.72
2015-05-18,6.76
2015-05-19,6.71
2015-05-20,6.62
2015-05-21,6.64
2015-05-22,6.68
2015-05-26,6.8
2015-05-27,6.72
2015-05-28,6.52
2015-05-29,6.57
2015-06-01,6.63
2015-06-02,6.62
2015-06-03,6.57
2015-06-04,6.6
2015-06-05,6.51
2015-06-08,6.55
2015-06-09,6.49
2015-06-10,6.48
2015-06-11,6.45
2015-06-12,6.51
2015-06-15,6.44
2015-06-16,6.52
2015-06-17,6.54
2015-06-18,6.52
2015-06-19,6.62
2015-06-22,6.84
2015-06-23,6.83
2015-06-24,6.74
2015-06-25,6.8
2015-06-26,6.65
2015-06-29,6.42
2015-06-30,6.48
2015-07-01,6.5
2015-07-02,6.63
2015-07-06,6.36
2015-07-07,6.38
2015-07-08,5.96
2015-07-09,6.32
2015-07-10,6.46
2015-07-13,6.5
2015-07-14,6.37
2015-07-15,6.47
2015-07-16,6.53
2015-07-17,6.55
2015-07-20,6.55
2015-07-21,6.52
2015-07-22,6.51
2015-07-23,6.57
2015-07-24,6.54
2015-07-27,6.3
2015-07-28,6.52
2015-07-29,6.58
2015-07-30,6.46
2015-07-31,6.53
2015-08-03,6.28
2015-08-04,6.34
2015-08-05,6.46
2015-08-06,6.37
2015-08-07,6.42
2015-08-10,6.38
2015-08-11,6.28
2015-08-12,6.14
2015-08-13,6.23
2015-08-14,6.19
2015-08-17,6.1
2015-08-18,5.9
2015-08-19,5.75
2015-08-20,5.68
2015-08-21,5.52
2015-08-24,5.16
2015-08-25,5.55
2015-08-26,5.48
2015-08-27,5.52
2015-08-28,5.57
2015-08-31,5.47
2015-09-01,5.42
2015-09-02,5.4
2015-09-03,5.35
2015-09-04,5.2
2015-09-08,5.52
2015-09-09,5.59
2015-09-10,5.52
2015-09-11,5.45
2015-09-14,5.51
2015-09-15,5.45
2015-09-16,5.6
2015-09-17,5.68
2015-09-18,5.51
2015-09-21,5.47
2015-09-22,5.35
2015-09-23,5.42
2015-09-24,5.23
2015-09-25,5.23
2015-09-28,5.13
2015-09-29,5.12
2015-09-30,5.23
2015-10-01,5.18
2015-10-02,5.52
2015-10-05,5.55
2015-10-06,5.55
2015-10-07,5.72
2015-10-08,5.78
2015-10-09,5.81
2015-10-12,5.77
2015-10-13,5.66
2015-10-14,5.71
2015-10-15,5.83
2015-10-16,6.03
2015-10-19,5.92
2015-10-20,5.87
2015-10-21,5.85
2015-10-22,5.89
2015-10-23,6.12
2015-10-26,6.05
2015-10-27,6.02
2015-10-28,6.02
2015-10-29,6.02
2015-10-30,5.92
2015-11-02,5.94
2015-11-03,5.98
2015-11-04,6.17
2015-11-05,6.2
2015-11-06,6.17
2015-11-09,6.16
2015-11-10,6.07
2015-11-11,5.98
2015-11-12,6.2
2015-11-13,6.04
2015-11-16,6.04
2015-11-17,5.98
2015-11-18,5.97
2015-11-19,6.04
2015-11-20,6.14
2015-11-23,6.2
2015-11-24,6.14
2015-11-25,6.09
2015-11-27,6.04
2015-11-30,5.96
2015-12-01,6.15
2015-12-02,6.24
2015-12-03,6.13
2015-12-04,6.24
2015-12-07,6.27
2015-12-08,6.18
2015-12-09,6.15
2015-12-10,6.1
2015-12-11,5.94
2015-12-14,5.96
2015-12-15,5.9
2015-12-16,6.11
2015-12-17,6.11
2015-12-18,6.05
2015-12-21,6.03
2015-12-22,6.13
2015-12-23,6.16
2015-12-24,6.01
2015-12-28,6.01
2015-12-29,6.07
2015-12-30,5.95
2015-12-31,6.08
2016-01-04,5.75
2016-01-05,5.87
2016-01-06,5.77
2016-01-07,5.65
2016-01-08,5.53
2016-01-11,5.4
2016-01-12,5.53
2016-01-13,5.51
2016-01-14,5.48
2016-01-15,5.41
2016-01-19,5.36
2016-01-20,5.18
