Date,MNRL
2019-08-30,19.99
2019-09-03,19.530001000000002
2019-09-04,20.299999
2019-09-05,21.190001000000002
2019-09-06,20.629998999999998
2019-09-09,21.85
2019-09-10,21.74
2019-09-11,20.98
2019-09-12,20.209999
2019-09-13,19.9
2019-09-16,23.040001
2019-09-17,21.66
2019-09-18,21.379998999999998
2019-09-19,21.24
2019-09-20,21.67
2019-09-23,22.450001
2019-09-24,21.459999
2019-09-25,21.190001000000002
2019-09-26,20.16
2019-09-27,20.290001
2019-09-30,19.9
2019-10-01,19.790001
2019-10-02,19.219998999999998
2019-10-03,19.799999
2019-10-04,19.389999
2019-10-07,19.379998999999998
2019-10-08,18.799999
2019-10-09,19.059998999999998
2019-10-10,19.469998999999998
2019-10-11,19.93
2019-10-14,18.98
2019-10-15,19.309998999999998
2019-10-16,18.75
2019-10-17,19.639999
2019-10-18,19.120001000000002
2019-10-21,19.690001000000002
2019-10-22,20.08
2019-10-23,20.5
2019-10-24,20.889999
2019-10-25,21.4
2019-10-28,20.360001
2019-10-29,20.879998999999998
2019-10-30,19.5
2019-10-31,19.09
2019-11-01,19.23
2019-11-04,19.200001
2019-11-05,19.219998999999998
2019-11-06,18.309998999999998
2019-11-07,18.4
2019-11-08,19.700001
2019-11-11,19.700001
2019-11-12,19.790001
2019-11-13,20.040001
2019-11-14,20.08
2019-11-15,20.08
2019-11-18,19.41
2019-11-19,18.91
2019-11-20,18.52
2019-11-21,19.08
2019-11-22,19.190001000000002
2019-11-25,19.9
2019-11-26,19.639999
2019-11-27,18.91
2019-11-29,19.360001
2019-12-02,19.67
2019-12-03,19.459999
2019-12-04,19.360001
2019-12-05,18.809998999999998
2019-12-06,19.700001
2019-12-09,18.129998999999998
2019-12-10,18.200001
2019-12-11,18.58
2019-12-12,18.299999
2019-12-13,18.6
2019-12-16,18.66
2019-12-17,18.58
2019-12-18,18.91
2019-12-19,18.42
2019-12-20,18.99
2019-12-23,19.68
2019-12-24,20.459999
2019-12-26,20.629998999999998
2019-12-27,20.870001000000002
2019-12-30,21.049999
2019-12-31,21.440001000000002
2020-01-02,20.82
2020-01-03,20.950001
2020-01-06,20.83
2020-01-07,20.690001000000002
2020-01-08,19.370001000000002
2020-01-09,19.09
2020-01-10,18.9
2020-01-13,18.809998999999998
2020-01-14,18.85
2020-01-15,19.389999
2020-01-16,19.32
2020-01-17,19.51
2020-01-21,19.35
2020-01-22,18.889999
2020-01-23,18.290001
2020-01-24,17.73
2020-01-27,17.610001
2020-01-28,17.940001000000002
2020-01-29,17.530001000000002
2020-01-30,17.389999
2020-01-31,17.01
2020-02-03,16.59
2020-02-04,16.33
2020-02-05,17.15
2020-02-06,17.469998999999998
2020-02-07,17.040001
2020-02-10,17.02
2020-02-11,16.67
2020-02-12,16.83
2020-02-13,16.93
2020-02-14,17.040001
2020-02-18,16.92
2020-02-19,17.370001000000002
2020-02-20,17.450001
2020-02-21,16.93
2020-02-24,15.99
2020-02-25,15.24
2020-02-26,14.89
2020-02-27,14.43
2020-02-28,15.95
2020-03-02,16.950001
2020-03-03,16.950001
2020-03-04,16.48
2020-03-05,16.34
2020-03-06,14.96
2020-03-09,10.06
2020-03-10,10.3
2020-03-11,9.98
2020-03-12,8.7
2020-03-13,10.03
2020-03-16,8.83
2020-03-17,7.72
2020-03-18,6.04
2020-03-19,7.1
2020-03-20,8.17
2020-03-23,7.19
2020-03-24,8.02
2020-03-25,8.21
2020-03-26,8.94
2020-03-27,7.96
2020-03-30,8.04
2020-03-31,8.27
2020-04-01,8.23
2020-04-02,9.01
2020-04-03,9.44
2020-04-06,9.61
2020-04-07,10.0
2020-04-08,10.17
2020-04-09,10.22
2020-04-13,10.42
2020-04-14,10.3
2020-04-15,10.04
2020-04-16,9.56
2020-04-17,9.89
2020-04-20,9.15
2020-04-21,9.51
2020-04-22,10.0
2020-04-23,10.98
2020-04-24,11.32
2020-04-27,11.28
2020-04-28,12.0
2020-04-29,12.73
2020-04-30,12.89
2020-05-01,12.07
2020-05-04,12.3
2020-05-05,12.5
2020-05-06,12.22
2020-05-07,12.46
2020-05-08,13.37
