Date,SAFRY
2011-02-11,9.045
2011-02-14,9.045
2011-02-15,9.045
2011-02-16,9.045
2011-02-17,9.045
2011-02-18,9.045
2011-02-22,9.045
2011-02-23,8.5225
2011-02-24,8.5225
2011-02-25,8.5225
2011-02-28,8.5225
2011-03-01,8.5225
2011-03-02,8.5225
2011-03-03,9.0125
2011-03-04,9.0125
2011-03-07,8.93
2011-03-08,8.93
2011-03-09,9.045
2011-03-10,8.7825
2011-03-11,8.7575
2011-03-14,8.7575
2011-03-15,8.7575
2011-03-16,8.7575
2011-03-17,8.7575
2011-03-18,8.7575
2011-03-21,9.0075
2011-03-22,9.0075
2011-03-23,9.0075
2011-03-24,9.0075
2011-03-25,9.0075
2011-03-28,9.0075
2011-03-29,9.0075
2011-03-30,9.0075
2011-03-31,9.0075
2011-04-01,9.0075
2011-04-04,9.0075
2011-04-05,9.0075
2011-04-06,9.0075
2011-04-07,9.0075
2011-04-08,9.0075
2011-04-11,9.0075
2011-04-12,8.425
2011-04-13,8.425
2011-04-14,8.735
2011-04-15,8.735
2011-04-18,8.3875
2011-04-19,8.475
2011-04-20,8.8175
2011-04-21,8.975
2011-04-25,8.96
2011-04-26,8.9825
2011-04-27,8.85
2011-04-28,9.5
2011-04-29,9.74
2011-05-02,9.725
2011-05-03,9.725
2011-05-04,9.5075
2011-05-05,9.275
2011-05-06,9.3975
2011-05-09,9.35
2011-05-10,9.635
2011-05-11,9.7625
2011-05-12,9.8
2011-05-13,9.7375
2011-05-16,9.715
2011-05-17,9.775
2011-05-18,9.775
2011-05-19,9.95
2011-05-20,9.9625
2011-05-23,9.5875
2011-05-24,10.0375
2011-05-25,9.95
2011-05-26,9.775
2011-05-27,9.8625
2011-05-31,10.2
2011-06-01,10.05
2011-06-02,10.11
2011-06-03,10.245
2011-06-06,10.235
2011-06-07,10.1625
2011-06-08,9.9
2011-06-09,10.155
2011-06-10,10.125
2011-06-13,10.1275
2011-06-14,10.5625
2011-06-15,10.25
2011-06-16,9.8825
2011-06-17,10.0725
2011-06-20,10.15
2011-06-21,10.45
2011-06-22,10.525
2011-06-23,10.525
2011-06-24,10.23
2011-06-27,10.335
2011-06-28,10.325
2011-06-29,10.325
2011-06-30,10.67
2011-07-01,10.675
2011-07-05,10.775
2011-07-06,10.55
2011-07-07,10.7375
2011-07-08,10.46
2011-07-11,10.0175
2011-07-12,10.0625
2011-07-13,10.2975
2011-07-14,10.0425
2011-07-15,10.1325
2011-07-18,9.4875
2011-07-19,9.4875
2011-07-20,10.305
2011-07-21,10.6875
2011-07-22,10.6875
2011-07-25,10.5
2011-07-26,10.365
2011-07-27,10.04
2011-07-28,10.55
2011-07-29,10.475
2011-08-01,10.2125
2011-08-02,9.8675
2011-08-03,9.9325
2011-08-04,9.2
2011-08-05,9.1125
2011-08-08,7.825
2011-08-09,8.435
2011-08-10,8.35
2011-08-11,8.6
2011-08-12,9.025
2011-08-15,9.2225
2011-08-16,8.7725
2011-08-17,9.0925
2011-08-18,8.5775
2011-08-19,8.41
2011-08-22,8.5625
2011-08-23,8.625
2011-08-24,9.14
2011-08-25,8.7875
2011-08-26,8.8025
2011-08-29,9.2125
2011-08-30,9.1625
2011-08-31,9.68
2011-09-01,9.68
2011-09-02,9.5
2011-09-06,8.85
2011-09-07,9.525
2011-09-08,9.5475
2011-09-09,8.9125
2011-09-12,8.5725
2011-09-13,8.7375
2011-09-14,8.8875
2011-09-15,9.2125
2011-09-16,9.05
2011-09-19,8.6225
2011-09-20,8.6
2011-09-21,8.3
2011-09-22,7.725
2011-09-23,7.6
2011-09-26,7.81
2011-09-27,8.035
2011-09-28,8.035
2011-09-29,8.035
2011-09-30,7.845
2011-10-03,7.705
2011-10-04,7.3125
2011-10-05,7.64
2011-10-06,7.64
2011-10-07,7.95
2011-10-10,8.4125
2011-10-11,8.3475
2011-10-12,8.54
2011-10-13,8.54
2011-10-14,8.885
2011-10-17,8.4075
2011-10-18,8.58
2011-10-19,8.4825
2011-10-20,8.2025
2011-10-21,7.6625
2011-10-24,7.7975
2011-10-25,7.9725
2011-10-26,7.81
2011-10-27,8.475
2011-10-28,8.4625
2011-10-31,8.1375
2011-11-01,7.99
2011-11-02,8.1175
2011-11-03,8.1175
2011-11-04,8.3625
2011-11-07,8.3
2011-11-08,8.535
2011-11-09,8.0875
2011-11-10,8.0875
2011-11-11,7.9375
2011-11-14,7.645
2011-11-15,7.365
2011-11-16,7.365
2011-11-17,7.125
2011-11-18,7.26
2011-11-21,7.0475
2011-11-22,7.1475
2011-11-23,6.8775
2011-11-25,6.8675
2011-11-28,7.025
2011-11-29,7.1875
2011-11-30,7.4175
2011-12-01,7.2575
2011-12-02,7.205
2011-12-05,7.555
2011-12-06,7.44
2011-12-07,7.3
2011-12-08,7.2625
2011-12-09,7.6
2011-12-12,7.4475
2011-12-13,7.3175
2011-12-14,6.96
2011-12-15,6.99
2011-12-16,7.0
2011-12-19,6.95
2011-12-20,7.195
2011-12-21,7.135
2011-12-22,7.2225
2011-12-23,7.31
2011-12-27,7.4675
2011-12-28,7.205
2011-12-29,7.35
2011-12-30,7.55
2012-01-03,7.65
2012-01-04,7.3625
2012-01-05,7.435
2012-01-06,7.4
2012-01-09,7.4575
2012-01-10,7.5625
2012-01-11,7.64
2012-01-12,7.855
2012-01-13,7.65
2012-01-17,7.7925
2012-01-18,7.7925
2012-01-19,7.7
2012-01-20,7.5275
2012-01-23,7.7025
2012-01-24,7.7025
2012-01-25,7.6975
2012-01-26,7.5875
2012-01-27,7.68
2012-01-30,7.5875
2012-01-31,7.785
2012-02-01,8.08
2012-02-02,7.9825
2012-02-03,8.025
2012-02-06,7.975
2012-02-07,7.8425
2012-02-08,7.9875
2012-02-09,8.02
2012-02-10,7.7825
2012-02-13,7.93
2012-02-14,7.9575
2012-02-15,8.025
2012-02-16,8.0
2012-02-17,8.2425
2012-02-21,8.44
2012-02-22,8.425
2012-02-23,8.26
2012-02-24,8.175
2012-02-27,8.195
2012-02-28,8.3175
2012-02-29,8.4475
2012-03-01,8.6075
2012-03-02,8.5
2012-03-05,8.57
2012-03-06,8.1525
2012-03-07,8.1
2012-03-08,8.4525
2012-03-09,8.5375
2012-03-12,8.51
2012-03-13,8.51
2012-03-14,8.59
2012-03-15,8.9125
2012-03-16,9.0625
2012-03-19,9.075
2012-03-20,8.9325
2012-03-21,8.95
2012-03-22,8.8025
2012-03-23,8.98
2012-03-26,9.1225
2012-03-27,9.09
2012-03-28,8.965
2012-03-29,8.98
2012-03-30,9.1375
2012-04-02,9.3975
2012-04-03,9.1425
2012-04-04,8.8875
2012-04-05,8.725
2012-04-09,8.7
2012-04-10,8.5625
2012-04-11,8.7
2012-04-12,8.885
2012-04-13,8.525
2012-04-16,8.6125
2012-04-17,8.6
2012-04-18,8.4375
2012-04-19,8.445
2012-04-20,8.2875
2012-04-23,8.2325
2012-04-24,8.56
2012-04-25,8.8375
2012-04-26,9.33
2012-04-27,9.445
2012-04-30,9.25
2012-05-01,9.265
2012-05-02,9.25
2012-05-03,9.2575
2012-05-04,8.9475
2012-05-07,9.0375
2012-05-08,8.865
2012-05-09,8.7875
2012-05-10,8.6975
2012-05-11,8.75
2012-05-14,8.7475
2012-05-15,8.6875
2012-05-16,8.83
2012-05-17,8.56
2012-05-18,8.505
2012-05-21,8.5375
2012-05-22,8.6125
2012-05-23,8.5275
2012-05-24,8.39
2012-05-25,8.2375
2012-05-29,8.6
2012-05-30,8.4
2012-05-31,8.485
2012-06-01,8.3875
2012-06-04,8.3175
2012-06-05,8.2825
2012-06-06,8.585
2012-06-07,8.665
2012-06-08,8.4875
2012-06-11,8.33
2012-06-12,8.4125
2012-06-13,8.335
2012-06-14,8.4375
2012-06-15,8.75
2012-06-18,8.81
2012-06-19,9.1625
2012-06-20,9.015
2012-06-21,9.06
2012-06-22,8.9725
2012-06-25,8.7275
2012-06-26,8.6
2012-06-27,8.66
2012-06-28,8.6375
2012-06-29,9.18
2012-07-02,9.12
2012-07-03,9.2375
2012-07-05,8.875
2012-07-06,8.65
2012-07-09,8.6225
2012-07-10,8.77
2012-07-11,8.575
2012-07-12,8.585
2012-07-13,8.65
2012-07-16,8.71
2012-07-17,8.675
2012-07-18,8.925
2012-07-19,8.975
2012-07-20,8.615
2012-07-23,8.245
2012-07-24,8.09
2012-07-25,8.025
2012-07-26,8.325
2012-07-27,8.585
2012-07-30,8.57
2012-07-31,8.3875
2012-08-01,8.4375
2012-08-02,8.115
2012-08-03,8.5875
2012-08-06,8.8075
2012-08-07,8.7575
2012-08-08,8.755
2012-08-09,8.7475
2012-08-10,8.8
2012-08-13,8.6625
2012-08-14,8.635
2012-08-15,8.675
2012-08-16,8.7775
2012-08-17,8.7625
2012-08-20,8.595
2012-08-21,8.7425
2012-08-22,8.785
2012-08-23,8.62
2012-08-24,8.6225
2012-08-27,8.55
2012-08-28,8.65
2012-08-29,8.6875
2012-08-30,8.6825
2012-08-31,8.7075
2012-09-04,8.6375
2012-09-05,8.7225
2012-09-06,8.9175
2012-09-07,8.95
2012-09-10,8.81
2012-09-11,8.9825
2012-09-12,8.8875
2012-09-13,8.94
2012-09-14,9.06
2012-09-17,9.2575
2012-09-18,9.0975
2012-09-19,9.1625
2012-09-20,9.0775
2012-09-21,9.155
2012-09-24,9.135
2012-09-25,9.08
2012-09-26,9.04
2012-09-27,9.05
2012-09-28,8.9375
2012-10-01,9.0025
2012-10-02,9.0
2012-10-03,9.2625
2012-10-04,9.6725
2012-10-05,9.6375
2012-10-08,9.5625
2012-10-09,9.5
2012-10-10,9.74
2012-10-11,9.65
2012-10-12,9.6175
2012-10-15,9.6425
2012-10-16,9.935
2012-10-17,9.9275
2012-10-18,9.8525
2012-10-19,9.6125
2012-10-22,9.82
2012-10-23,9.685
2012-10-24,9.7925
2012-10-25,9.8825
2012-10-26,9.7875
2012-10-31,9.965
2012-11-01,10.0875
2012-11-02,10.015
2012-11-05,9.855
2012-11-06,9.9475
2012-11-07,9.745
2012-11-08,9.6025
2012-11-09,9.625
2012-11-12,9.5625
2012-11-13,9.49
2012-11-14,9.3625
2012-11-15,9.35
2012-11-16,9.255
2012-11-19,9.5
2012-11-20,9.7175
2012-11-21,9.7975
2012-11-23,10.0075
2012-11-26,9.9275
2012-11-27,9.9225
2012-11-28,10.0
2012-11-29,10.1025
2012-11-30,10.2575
2012-12-03,10.295
2012-12-04,10.29
2012-12-05,10.375
2012-12-06,10.2375
2012-12-07,10.4325
2012-12-10,10.44
2012-12-11,10.4975
2012-12-12,10.595
2012-12-13,10.6375
2012-12-14,10.675
2012-12-17,10.69
2012-12-18,10.7875
2012-12-19,10.8375
2012-12-20,10.6425
2012-12-21,10.6075
2012-12-24,10.675
2012-12-26,10.8125
2012-12-27,10.625
2012-12-28,10.675
2012-12-31,10.8125
2013-01-02,11.0125
2013-01-03,10.8625
2013-01-04,10.85
2013-01-07,10.7625
2013-01-08,10.8125
2013-01-09,10.8475
2013-01-10,10.9975
2013-01-11,11.055
2013-01-14,11.11
2013-01-15,10.9425
2013-01-16,11.1475
2013-01-17,11.2975
2013-01-18,11.36
2013-01-22,11.3325
2013-01-23,11.325
2013-01-24,11.4125
2013-01-25,11.6725
2013-01-28,11.7275
2013-01-29,11.6675
2013-01-30,11.585
2013-01-31,11.4625
2013-02-01,11.6775
2013-02-04,11.1525
2013-02-05,11.4875
2013-02-06,11.395
2013-02-07,11.25
2013-02-08,11.235
2013-02-11,11.135
2013-02-12,11.2325
2013-02-13,11.18
2013-02-14,11.25
2013-02-15,11.425
2013-02-19,11.9075
2013-02-20,11.6475
2013-02-21,11.175
2013-02-22,11.2825
2013-02-25,11.125
2013-02-26,11.1875
2013-02-27,11.4625
2013-02-28,11.455
2013-03-01,11.745
2013-03-04,11.725
2013-03-05,11.77
2013-03-06,11.775
2013-03-07,11.87
2013-03-08,11.5
2013-03-11,11.5075
2013-03-12,11.4375
2013-03-13,11.5575
2013-03-14,11.5975
2013-03-15,11.805
2013-03-18,11.8125
2013-03-19,11.49
2013-03-20,11.47
2013-03-21,11.4875
2013-03-22,11.5725
2013-03-25,11.3725
2013-03-26,11.24
2013-03-27,11.1375
2013-03-28,11.125
2013-04-01,11.1025
2013-04-02,11.6
2013-04-03,11.495
2013-04-04,11.4125
2013-04-05,11.2175
2013-04-08,11.265
2013-04-09,11.365
2013-04-10,11.3725
2013-04-11,11.55
2013-04-12,11.5125
2013-04-15,11.2025
2013-04-16,11.3175
2013-04-17,11.1075
2013-04-18,11.2425
2013-04-19,11.435
2013-04-22,11.5
2013-04-23,12.0075
2013-04-24,12.03
2013-04-25,12.1875
2013-04-26,12.28
2013-04-29,12.3625
2013-04-30,12.225
2013-05-01,12.15
2013-05-02,12.2975
2013-05-03,12.4
2013-05-06,12.2875
2013-05-07,12.295
2013-05-08,12.4975
2013-05-09,12.61
2013-05-10,12.73
2013-05-13,12.795
2013-05-14,12.7875
2013-05-15,12.765
2013-05-16,12.95
2013-05-17,12.875
2013-05-20,13.02
2013-05-21,13.23
2013-05-22,12.9875
2013-05-23,13.025
2013-05-24,13.0425
2013-05-28,13.1475
2013-05-29,13.04
2013-05-30,13.3175
2013-05-31,13.095
2013-06-03,13.2175
2013-06-04,13.0275
2013-06-05,12.99
2013-06-06,13.2
2013-06-07,13.1125
2013-06-10,13.3775
2013-06-11,13.2725
2013-06-12,13.41
2013-06-13,13.6075
2013-06-14,13.5825
2013-06-17,13.865
2013-06-18,13.7725
2013-06-19,13.615
2013-06-20,13.1125
2013-06-21,13.045
2013-06-24,12.7525
2013-06-25,13.025
2013-06-26,13.025
2013-06-27,13.145
2013-06-28,13.085
2013-07-01,13.25
2013-07-02,13.1
2013-07-03,13.2625
2013-07-05,13.4
2013-07-08,13.6
2013-07-09,13.575
2013-07-10,13.6875
2013-07-11,14.0125
2013-07-12,14.01
2013-07-15,14.02
2013-07-16,14.0475
2013-07-17,13.895
2013-07-18,14.125
2013-07-19,14.2075
2013-07-22,14.3475
2013-07-23,14.3075
2013-07-24,14.065
2013-07-25,14.2875
2013-07-26,14.375
2013-07-29,14.385
2013-07-30,14.41
2013-07-31,14.66
2013-08-01,14.75
2013-08-02,14.68
2013-08-05,14.5475
2013-08-06,14.4125
2013-08-07,14.3425
2013-08-08,14.6725
2013-08-09,14.525
2013-08-12,14.3475
2013-08-13,14.165
2013-08-14,14.2125
2013-08-15,14.3475
2013-08-16,14.2425
2013-08-19,14.355
2013-08-20,14.3
2013-08-21,14.4775
2013-08-22,14.6625
2013-08-23,14.705
2013-08-26,14.5125
2013-08-27,14.2675
2013-08-28,14.05
2013-08-29,14.05
2013-08-30,13.8125
2013-09-03,14.08
2013-09-04,14.1225
2013-09-05,14.0975
2013-09-06,14.3
2013-09-09,14.4475
2013-09-10,14.6625
2013-09-11,14.645
2013-09-12,14.4375
2013-09-13,14.5175
2013-09-16,14.84
2013-09-17,14.8425
2013-09-18,15.2625
2013-09-19,15.175
2013-09-20,15.245
2013-09-23,14.8175
2013-09-24,14.9425
2013-09-25,15.08
2013-09-26,15.1575
2013-09-27,15.4575
2013-09-30,15.37
2013-10-01,15.61
2013-10-02,15.74
2013-10-03,15.455
2013-10-04,15.505
2013-10-07,15.4875
2013-10-08,15.5025
2013-10-09,15.325
2013-10-10,15.5825
2013-10-11,15.5975
2013-10-14,15.635
2013-10-15,15.34
2013-10-16,15.0
2013-10-17,15.2075
2013-10-18,15.6
2013-10-21,15.73
2013-10-22,16.110001
2013-10-23,16.1625
2013-10-24,16.24
2013-10-25,16.1875
2013-10-28,16.137501
2013-10-29,16.147499
2013-10-30,16.1775
2013-10-31,16.035
2013-11-01,15.875
2013-11-04,16.0
2013-11-05,15.815
2013-11-06,16.032498999999998
2013-11-07,15.7
2013-11-08,15.87
2013-11-11,15.99
2013-11-12,15.95
2013-11-13,16.02
2013-11-14,15.8
2013-11-15,15.49
2013-11-18,15.65
2013-11-19,15.73
2013-11-20,15.36
2013-11-21,15.76
2013-11-22,15.87
2013-11-25,15.97
2013-11-26,16.4
2013-11-27,16.5
2013-11-29,16.469998999999998
2013-12-02,16.620001000000002
2013-12-03,16.32
2013-12-04,16.040001
2013-12-05,16.23
2013-12-06,16.549999
2013-12-09,16.68
2013-12-10,16.5
2013-12-11,16.620001000000002
2013-12-12,16.42
2013-12-13,16.459999
2013-12-16,16.85
2013-12-17,16.59
2013-12-18,16.92
2013-12-19,16.84
2013-12-20,16.799999
2013-12-23,16.92
2013-12-24,17.0
2013-12-26,17.200001
2013-12-27,17.360001
2013-12-30,17.370001000000002
2013-12-31,17.24
2014-01-02,17.110001
2014-01-03,17.379998999999998
2014-01-06,17.459999
2014-01-07,17.5
2014-01-08,17.309998999999998
2014-01-09,17.450001
2014-01-10,17.68
2014-01-13,17.73
2014-01-14,18.01
2014-01-15,18.209999
2014-01-16,18.09
2014-01-17,17.959999
2014-01-21,18.129998999999998
2014-01-22,18.389999
2014-01-23,18.299999
2014-01-24,17.700001
2014-01-27,17.950001
2014-01-28,18.33
2014-01-29,17.959999
2014-01-30,17.93
2014-01-31,17.610001
2014-02-03,17.73
2014-02-04,17.6
2014-02-05,17.700001
2014-02-06,17.83
2014-02-07,18.27
2014-02-10,18.120001000000002
2014-02-11,18.41
2014-02-12,18.24
2014-02-13,18.35
2014-02-14,18.6
2014-02-18,18.42
2014-02-19,18.15
2014-02-20,17.84
2014-02-21,17.799999
2014-02-24,17.440001000000002
2014-02-25,17.360001
2014-02-26,17.02
2014-02-27,17.07
2014-02-28,17.389999
2014-03-03,17.370001000000002
2014-03-04,17.41
2014-03-05,17.110001
2014-03-06,17.08
2014-03-07,16.969998999999998
2014-03-10,16.610001
2014-03-11,16.610001
2014-03-12,16.370001000000002
2014-03-13,16.25
2014-03-14,16.190001000000002
2014-03-17,16.65
2014-03-18,16.82
2014-03-19,16.870001000000002
2014-03-20,17.32
2014-03-21,17.299999
2014-03-24,17.48
2014-03-25,17.549999
2014-03-26,17.4
2014-03-27,17.24
2014-03-28,17.18
2014-03-31,17.24
2014-04-01,17.51
2014-04-02,17.17
2014-04-03,17.469998999999998
2014-04-04,17.620001000000002
2014-04-07,17.09
2014-04-08,16.549999
2014-04-09,16.950001
2014-04-10,17.0
2014-04-11,16.629998999999998
2014-04-14,16.370001000000002
2014-04-15,16.48
2014-04-16,16.91
2014-04-17,17.08
2014-04-21,17.17
2014-04-22,17.17
2014-04-23,16.559998999999998
2014-04-24,16.57
2014-04-25,16.6
2014-04-28,16.48
2014-04-29,16.33
2014-04-30,16.67
2014-05-01,16.700001
2014-05-02,16.57
2014-05-05,16.5
2014-05-06,16.370001000000002
2014-05-07,16.35
2014-05-08,16.540001
2014-05-09,16.34
2014-05-12,16.42
2014-05-13,16.610001
2014-05-14,16.67
2014-05-15,16.530001000000002
2014-05-16,16.17
2014-05-19,16.26
2014-05-20,16.17
2014-05-21,16.27
2014-05-22,16.25
2014-05-23,15.96
2014-05-27,16.559998999999998
2014-05-28,16.709999
2014-05-29,16.77
2014-05-30,16.74
2014-06-02,16.950001
2014-06-03,16.860001
2014-06-04,16.75
2014-06-05,17.25
2014-06-06,17.370001000000002
2014-06-09,17.17
2014-06-10,17.139999
2014-06-11,16.75
2014-06-12,16.77
2014-06-13,16.469998999999998
2014-06-16,16.57
2014-06-17,16.75
2014-06-18,16.91
2014-06-19,16.719998999999998
2014-06-20,16.610001
2014-06-23,16.309998999999998
2014-06-24,16.01
2014-06-25,16.1
2014-06-26,16.139999
2014-06-27,16.469998999999998
2014-06-30,16.290001
2014-07-01,16.299999
2014-07-02,16.0
2014-07-03,16.01
2014-07-07,15.75
2014-07-08,15.6
2014-07-09,15.4
2014-07-10,15.64
2014-07-11,15.97
2014-07-14,15.92
2014-07-15,15.72
2014-07-16,15.66
2014-07-17,15.42
2014-07-18,15.59
2014-07-21,15.55
2014-07-22,15.35
2014-07-23,15.42
2014-07-24,15.61
2014-07-25,15.38
2014-07-28,15.16
2014-07-29,15.04
2014-07-30,15.02
2014-07-31,14.55
2014-08-01,14.56
2014-08-04,14.8
2014-08-05,14.74
2014-08-06,14.89
2014-08-07,14.69
2014-08-08,14.79
2014-08-11,15.17
2014-08-12,15.2
2014-08-13,15.34
2014-08-14,15.55
2014-08-15,15.55
2014-08-18,15.78
2014-08-19,15.73
2014-08-20,15.56
2014-08-21,15.65
2014-08-22,15.7
2014-08-25,16.18
2014-08-26,16.17
2014-08-27,16.27
2014-08-28,16.26
2014-08-29,16.299999
2014-09-02,16.290001
2014-09-03,16.34
2014-09-04,16.360001
2014-09-05,16.74
2014-09-08,16.379998999999998
2014-09-09,16.450001
2014-09-10,16.49
2014-09-11,16.43
2014-09-12,16.610001
2014-09-15,16.709999
2014-09-16,16.52
2014-09-17,16.370001000000002
2014-09-18,16.549999
2014-09-19,16.23
2014-09-22,16.18
2014-09-23,16.0
2014-09-24,15.94
2014-09-25,15.75
2014-09-26,15.99
2014-09-29,15.86
2014-09-30,16.0
2014-10-01,15.86
2014-10-02,15.55
2014-10-03,15.6
2014-10-06,15.67
2014-10-07,15.2
2014-10-08,15.4
2014-10-09,14.99
2014-10-10,14.84
2014-10-13,14.8
2014-10-14,14.69
2014-10-15,14.57
2014-10-16,14.18
2014-10-17,14.39
2014-10-20,14.42
2014-10-21,14.68
2014-10-22,14.52
2014-10-23,15.36
2014-10-24,15.23
2014-10-27,15.06
2014-10-28,15.51
2014-10-29,15.65
2014-10-30,15.71
2014-10-31,15.73
2014-11-03,15.64
2014-11-04,15.55
2014-11-05,15.65
2014-11-06,15.78
2014-11-07,15.79
2014-11-10,15.89
2014-11-11,16.1
