Date,SAFRY
2019-06-13,34.610001000000004
2019-06-14,34.41
2019-06-17,35.049999
2019-06-18,35.990002000000004
2019-06-19,37.07
2019-06-20,37.400002
2019-06-21,37.380001
2019-06-24,37.380001
2019-06-25,37.220001
2019-06-26,37.080002
2019-06-27,36.439999
2019-06-28,36.52
2019-07-01,36.52
2019-07-02,36.650002
2019-07-03,37.0
2019-07-05,36.34
2019-07-08,36.32
2019-07-09,36.23
2019-07-10,36.23
2019-07-11,35.84
2019-07-12,36.380001
2019-07-15,36.27
2019-07-16,36.490002000000004
2019-07-17,36.259997999999996
2019-07-18,36.619999
2019-07-19,37.23
2019-07-22,37.349998
2019-07-23,38.119999
2019-07-24,37.869999
2019-07-25,37.0
2019-07-26,37.529999
2019-07-29,36.93
2019-07-30,36.450001
2019-07-31,35.779999
2019-08-01,35.75
2019-08-02,35.23
2019-08-05,34.509997999999996
2019-08-06,34.25
2019-08-07,34.669998
2019-08-08,35.57
2019-08-09,35.580002
2019-08-12,35.41
2019-08-13,35.779999
2019-08-14,34.48
2019-08-15,34.75
2019-08-16,35.040001000000004
2019-08-19,35.009997999999996
2019-08-20,34.93
2019-08-21,35.970001
2019-08-22,35.59
2019-08-23,35.720001
2019-08-26,35.5
2019-08-27,35.310001
2019-08-28,35.119999
2019-08-29,36.110001000000004
2019-08-30,36.259997999999996
2019-09-03,35.619999
2019-09-04,36.150002
2019-09-05,38.009997999999996
2019-09-06,39.299999
2019-09-09,39.240002000000004
2019-09-10,38.439999
2019-09-11,38.400002
2019-09-12,39.25
2019-09-13,39.759997999999996
2019-09-16,38.57
2019-09-17,39.389998999999996
2019-09-18,39.259997999999996
2019-09-19,39.25
2019-09-20,38.91
2019-09-23,38.84
2019-09-24,38.790001000000004
2019-09-25,39.049999
2019-09-26,39.209998999999996
2019-09-27,39.43
2019-09-30,39.279999
2019-10-01,38.93
2019-10-02,38.09
2019-10-03,38.080002
2019-10-04,38.66
2019-10-07,38.689999
2019-10-08,38.200001
2019-10-09,38.549999
2019-10-10,38.59
2019-10-11,39.07
2019-10-14,38.880001
2019-10-15,39.16
2019-10-16,38.77
2019-10-17,39.0
2019-10-18,39.279999
2019-10-21,38.41
2019-10-22,38.540001000000004
2019-10-23,38.5
2019-10-24,38.560001
2019-10-25,38.509997999999996
2019-10-28,38.73
2019-10-29,39.369999
2019-10-30,39.869999
2019-10-31,39.639998999999996
2019-11-01,39.919998
2019-11-04,39.939999
2019-11-05,39.450001
2019-11-06,40.400002
2019-11-07,40.110001000000004
2019-11-08,40.099998
2019-11-11,40.650002
2019-11-12,40.799999
2019-11-13,40.849998
2019-11-14,41.060001
2019-11-15,41.310001
2019-11-18,41.299999
2019-11-19,41.139998999999996
2019-11-20,40.880001
2019-11-21,41.25
2019-11-22,41.18
2019-11-25,41.130001
2019-11-26,40.959998999999996
2019-11-27,40.98
2019-11-29,40.860001000000004
2019-12-02,40.209998999999996
2019-12-03,39.950001
2019-12-04,40.18
2019-12-05,40.669998
2019-12-06,41.0
2019-12-09,40.849998
2019-12-10,40.48
2019-12-11,40.830002
2019-12-12,40.66
2019-12-13,40.259997999999996
2019-12-16,39.310001
2019-12-17,38.700001
2019-12-18,38.669998
2019-12-19,38.799999
2019-12-20,38.810001
2019-12-23,39.0
2019-12-24,39.0
2019-12-26,39.200001
2019-12-27,38.939999
2019-12-30,38.380001
2019-12-31,38.700001
2020-01-02,38.52
2020-01-03,38.380001
2020-01-06,38.16
2020-01-07,38.259997999999996
2020-01-08,38.310001
2020-01-09,38.740002000000004
2020-01-10,38.389998999999996
2020-01-13,38.23
2020-01-14,38.240002000000004
2020-01-15,38.669998
2020-01-16,39.299999
2020-01-17,39.540001000000004
2020-01-21,39.099998
2020-01-22,38.860001000000004
2020-01-23,39.389998999999996
2020-01-24,40.299999
2020-01-27,39.599998
2020-01-28,39.849998
2020-01-29,41.27
2020-01-30,40.91
2020-01-31,40.25
2020-02-03,40.450001
2020-02-04,40.860001000000004
2020-02-05,40.610001000000004
2020-02-06,40.610001000000004
2020-02-07,41.029999
2020-02-10,40.650002
2020-02-11,40.77
2020-02-12,40.119999
2020-02-13,39.310001
2020-02-14,39.32
2020-02-18,38.77
2020-02-19,39.310001
2020-02-20,39.450001
2020-02-21,38.900002
2020-02-24,37.099998
2020-02-25,35.82
2020-02-26,35.599998
2020-02-27,35.049999
2020-02-28,34.459998999999996
2020-03-02,34.669998
2020-03-03,35.09
2020-03-04,35.740002000000004
2020-03-05,33.869999
2020-03-06,32.5
2020-03-09,30.17
2020-03-10,30.84
2020-03-11,28.370001000000002
2020-03-12,23.040001
2020-03-13,24.379998999999998
2020-03-16,20.299999
2020-03-17,19.139999
2020-03-18,14.49
2020-03-19,14.22
2020-03-20,16.77
2020-03-23,15.12
2020-03-24,18.98
2020-03-25,22.290001
2020-03-26,26.139999
2020-03-27,23.98
2020-03-30,23.559998999999998
2020-03-31,21.809998999999998
2020-04-01,17.59
2020-04-02,18.49
2020-04-03,17.110001
2020-04-06,18.309998999999998
2020-04-07,19.24
2020-04-08,20.34
2020-04-09,21.629998999999998
2020-04-13,21.690001000000002
2020-04-14,21.65
2020-04-15,20.209999
2020-04-16,20.16
2020-04-17,21.790001
2020-04-20,21.700001
2020-04-21,20.33
2020-04-22,20.450001
2020-04-23,20.450001
2020-04-24,20.93
2020-04-27,21.16
2020-04-28,21.73
2020-04-29,23.969998999999998
2020-04-30,22.74
2020-05-01,22.25
2020-05-04,21.24
2020-05-05,21.41
2020-05-06,20.950001
2020-05-07,21.84
2020-05-08,22.049999
