Date,GPN
2001-06-11,6.7375
2001-06-12,6.85
2001-06-13,6.9375
2001-06-14,6.8625
2001-06-15,6.775
2001-06-18,6.85
2001-06-19,6.775
2001-06-20,6.9
2001-06-21,6.9425
2001-06-22,6.9875
2001-06-25,7.15
2001-06-26,7.2375
2001-06-27,7.2625
2001-06-28,7.4625
2001-06-29,7.525
2001-07-02,7.6625
2001-07-03,7.7875
2001-07-05,7.9625
2001-07-06,7.7025
2001-07-09,7.5
2001-07-10,7.1
2001-07-11,7.1
2001-07-12,7.2425
2001-07-13,7.3125
2001-07-16,7.1625
2001-07-17,7.225
2001-07-18,6.9
2001-07-19,7.8
2001-07-20,8.775
2001-07-23,8.525
2001-07-24,8.4975
2001-07-25,8.425
2001-07-26,8.495
2001-07-27,8.4675
2001-07-30,8.2375
2001-07-31,8.075
2001-08-01,8.2125
2001-08-02,8.175
2001-08-03,7.9875
2001-08-06,7.9375
2001-08-07,7.9875
2001-08-08,7.9
2001-08-09,8.0
2001-08-10,8.235
2001-08-13,8.575
2001-08-14,8.8875
2001-08-15,8.775
2001-08-16,8.75
2001-08-17,8.725
2001-08-20,8.8
2001-08-21,8.55
2001-08-22,8.8
2001-08-23,8.575
2001-08-24,8.6625
2001-08-27,8.65
2001-08-28,8.3125
2001-08-29,8.425
2001-08-30,8.5625
2001-08-31,8.8875
2001-09-04,8.9125
2001-09-05,8.475
2001-09-06,7.75
2001-09-07,7.5
2001-09-10,7.2375
2001-09-17,6.2125
2001-09-18,6.4375
2001-09-19,6.15
2001-09-20,5.8525
2001-09-21,5.7625
2001-09-24,6.1125
2001-09-25,6.5125
2001-09-26,6.3375
2001-09-27,6.7575
2001-09-28,7.35
2001-10-01,7.2375
2001-10-02,7.405
2001-10-03,7.825
2001-10-04,7.465
2001-10-05,7.52
2001-10-08,7.3375
2001-10-09,7.4125
2001-10-10,7.6125
2001-10-11,7.685
2001-10-12,7.4825
2001-10-15,7.5725
2001-10-16,7.6225
2001-10-17,7.4625
2001-10-18,7.4025
2001-10-19,7.5375
2001-10-22,7.45
2001-10-23,7.4875
2001-10-24,7.5475
2001-10-25,7.4375
2001-10-26,7.53
2001-10-29,7.075
2001-10-30,7.1
2001-10-31,7.4875
2001-11-01,7.3375
2001-11-02,7.18
2001-11-05,7.175
2001-11-06,7.3475
2001-11-07,7.415
2001-11-08,7.345
2001-11-09,7.3625
2001-11-12,7.5125
2001-11-13,7.7175
2001-11-14,7.6075
2001-11-15,7.4
2001-11-16,7.725
2001-11-19,8.25
2001-11-20,7.8825
2001-11-21,7.65
2001-11-23,7.7975
2001-11-26,8.205
2001-11-27,8.45
2001-11-28,7.9375
2001-11-29,8.345
2001-11-30,8.35
2001-12-03,8.6875
2001-12-04,8.7
2001-12-05,8.6875
2001-12-06,8.65
2001-12-07,8.425
2001-12-10,8.275
2001-12-11,8.12
2001-12-12,8.2475
2001-12-13,8.0375
2001-12-14,7.625
2001-12-17,7.5875
2001-12-18,7.6625
2001-12-19,7.7875
2001-12-20,7.7875
2001-12-21,7.85
2001-12-24,7.98
2001-12-26,8.5225
2001-12-27,8.6375
2001-12-28,8.7
2001-12-31,8.6
2002-01-02,8.4425
2002-01-03,8.6375
2002-01-04,8.5875
2002-01-07,8.25
2002-01-08,8.285
2002-01-09,8.1925
2002-01-10,8.3
2002-01-11,8.45
2002-01-14,8.6125
2002-01-15,8.6025
2002-01-16,8.7375
2002-01-17,9.0
2002-01-18,8.6625
2002-01-22,8.5125
2002-01-23,8.645
2002-01-24,8.65
2002-01-25,8.5
2002-01-28,8.3
2002-01-29,8.235
2002-01-30,8.4975
2002-01-31,8.98
2002-02-01,8.4875
2002-02-04,8.35
2002-02-05,8.355
2002-02-06,8.245
2002-02-07,8.1275
2002-02-08,8.26
2002-02-11,8.2
2002-02-12,8.2875
2002-02-13,8.28
2002-02-14,8.25
2002-02-15,8.22
2002-02-19,8.025
2002-02-20,8.0875
2002-02-21,7.75
2002-02-22,7.84
2002-02-25,7.9
2002-02-26,7.885
2002-02-27,7.6
2002-02-28,7.6425
2002-03-01,7.855
2002-03-04,7.92
2002-03-05,7.825
2002-03-06,7.7375
2002-03-07,7.815
2002-03-08,8.3975
2002-03-11,8.345
2002-03-12,8.345
2002-03-13,8.1675
2002-03-14,8.1075
2002-03-15,8.045
2002-03-18,8.76
2002-03-19,8.83
2002-03-20,8.9125
2002-03-21,9.2525
2002-03-22,8.97
2002-03-25,9.1
2002-03-26,9.2775
2002-03-27,9.23
2002-03-28,9.1625
2002-04-01,9.2625
2002-04-02,9.35
2002-04-03,9.31
2002-04-04,9.605
2002-04-05,9.325
2002-04-08,9.4925
2002-04-09,9.325
2002-04-10,9.3575
2002-04-11,8.7925
2002-04-12,9.295
2002-04-15,9.1875
2002-04-16,9.1375
2002-04-17,8.845
2002-04-18,9.025
2002-04-19,8.975
2002-04-22,8.9925
2002-04-23,8.975
2002-04-24,9.0125
2002-04-25,9.2375
2002-04-26,9.11
2002-04-29,9.3825
2002-04-30,9.605
2002-05-01,9.42
2002-05-02,9.4975
2002-05-03,9.0425
2002-05-06,8.88
2002-05-07,8.8625
2002-05-08,9.4
2002-05-09,8.8875
2002-05-10,8.8375
2002-05-13,9.2125
2002-05-14,9.225
2002-05-15,9.2375
2002-05-16,9.035
2002-05-17,8.9225
2002-05-20,8.67
2002-05-21,8.575
2002-05-22,8.6875
2002-05-23,9.0125
2002-05-24,9.075
2002-05-28,8.755
2002-05-29,8.6875
2002-05-30,8.8
2002-05-31,9.075
2002-06-03,9.1175
2002-06-04,8.775
2002-06-05,8.545
2002-06-06,8.525
2002-06-07,8.6125
2002-06-10,8.5
2002-06-11,8.45
2002-06-12,8.5
2002-06-13,8.35
2002-06-14,8.525
2002-06-17,8.69
2002-06-18,8.75
2002-06-19,8.7625
2002-06-20,8.35
2002-06-21,8.1375
2002-06-24,7.875
2002-06-25,7.3125
2002-06-26,7.525
2002-06-27,7.52
2002-06-28,7.4375
2002-07-01,7.7125
2002-07-02,7.7325
2002-07-03,7.6
2002-07-05,7.85
2002-07-08,7.7875
2002-07-09,7.67
2002-07-10,7.5375
2002-07-11,7.25
2002-07-12,7.2
2002-07-15,6.9175
2002-07-16,7.075
2002-07-17,7.2425
2002-07-18,6.1625
2002-07-19,5.6175
2002-07-22,5.6175
2002-07-23,5.69
2002-07-24,5.8625
2002-07-25,6.1375
2002-07-26,6.09
2002-07-29,6.3825
2002-07-30,6.6375
2002-07-31,6.5
2002-08-01,6.05
2002-08-02,5.9125
2002-08-05,5.7875
2002-08-06,6.0375
2002-08-07,6.1825
2002-08-08,6.3975
2002-08-09,6.1775
2002-08-12,6.4575
2002-08-13,6.3725
2002-08-14,6.27
2002-08-15,6.43
2002-08-16,6.565
2002-08-19,7.0075
2002-08-20,6.825
2002-08-21,6.925
2002-08-22,6.95
2002-08-23,6.7775
2002-08-26,6.8875
2002-08-27,6.8625
2002-08-28,6.525
2002-08-29,6.87
2002-08-30,6.965
2002-09-03,6.725
2002-09-04,6.8
2002-09-05,6.3725
2002-09-06,6.36
2002-09-09,5.7625
2002-09-10,5.67
2002-09-11,5.935
2002-09-12,5.925
2002-09-13,5.85
2002-09-16,5.815
2002-09-17,5.97
2002-09-18,5.775
2002-09-19,6.4175
2002-09-20,6.415
2002-09-23,6.4625
2002-09-24,6.3525
2002-09-25,6.345
2002-09-26,6.395
2002-09-27,6.3875
2002-09-30,6.4
2002-10-01,6.805
2002-10-02,6.6775
2002-10-03,6.315
2002-10-04,6.2375
2002-10-07,6.245
2002-10-08,6.22
2002-10-09,6.145
2002-10-10,6.4675
2002-10-11,6.6775
2002-10-14,6.8225
2002-10-15,7.2175
2002-10-16,6.7525
2002-10-17,7.2975
2002-10-18,7.06
2002-10-21,7.375
2002-10-22,7.1825
2002-10-23,7.1375
2002-10-24,7.1675
2002-10-25,7.1875
2002-10-28,7.04
2002-10-29,6.75
2002-10-30,6.8125
2002-10-31,7.0625
2002-11-01,7.4325
2002-11-04,7.41
2002-11-05,7.295
2002-11-06,7.31
2002-11-07,7.2925
2002-11-08,7.0975
2002-11-11,6.8875
2002-11-12,6.7775
2002-11-13,6.9875
2002-11-14,6.995
2002-11-15,7.0675
2002-11-18,7.0
2002-11-19,7.05
2002-11-20,7.2725
2002-11-21,7.3775
2002-11-22,7.425
2002-11-25,7.31
2002-11-26,7.355
2002-11-27,7.325
2002-11-29,7.2075
2002-12-02,7.3
2002-12-03,7.2925
2002-12-04,7.5125
2002-12-05,7.5375
2002-12-06,7.625
2002-12-09,7.555
2002-12-10,7.555
2002-12-11,7.5925
2002-12-12,7.575
2002-12-13,7.5125
2002-12-16,7.6375
2002-12-17,7.5525
2002-12-18,7.475
2002-12-19,7.85
2002-12-20,7.875
2002-12-23,7.95
2002-12-24,7.98
2002-12-26,7.9975
2002-12-27,7.8375
2002-12-30,7.8875
2002-12-31,8.0025
2003-01-02,7.9375
2003-01-03,7.91
2003-01-06,7.9425
2003-01-07,7.9175
2003-01-08,7.75
2003-01-09,7.7125
2003-01-10,7.8375
2003-01-13,7.8375
2003-01-14,7.805
2003-01-15,7.6425
2003-01-16,7.5225
2003-01-17,7.425
2003-01-21,7.1625
2003-01-22,7.06
2003-01-23,7.0925
2003-01-24,7.3775
2003-01-27,6.9775
2003-01-28,6.9
2003-01-29,7.125
2003-01-30,6.9375
2003-01-31,7.1325
2003-02-03,7.175
2003-02-04,7.2575
2003-02-05,7.2225
2003-02-06,7.0
2003-02-07,7.03
2003-02-10,7.02
2003-02-11,7.12
2003-02-12,7.0
2003-02-13,6.92
2003-02-14,6.975
2003-02-18,7.085
2003-02-19,7.2025
2003-02-20,7.1225
2003-02-21,7.255
2003-02-24,7.075
2003-02-25,6.9875
2003-02-26,6.8975
2003-02-27,6.95
2003-02-28,6.985
2003-03-03,7.0125
2003-03-04,6.8975
2003-03-05,7.0075
2003-03-06,6.9
2003-03-07,6.9475
2003-03-10,6.715
2003-03-11,6.6225
2003-03-12,6.5375
2003-03-13,6.5625
2003-03-14,6.6
2003-03-17,6.715
2003-03-18,6.9
2003-03-19,6.9875
2003-03-20,7.175
2003-03-21,7.7025
2003-03-24,7.52
2003-03-25,7.59
2003-03-26,7.415
2003-03-27,7.475
2003-03-28,7.4725
2003-03-31,7.63
2003-04-01,7.5175
2003-04-02,7.77
2003-04-03,7.61
2003-04-04,7.695
2003-04-07,7.7225
2003-04-08,7.5875
2003-04-09,7.4825
2003-04-10,7.565
2003-04-11,7.6675
2003-04-14,7.9275
2003-04-15,8.12
2003-04-16,7.95
2003-04-17,7.9075
2003-04-21,7.825
2003-04-22,7.895
2003-04-23,8.0175
2003-04-24,7.855
2003-04-25,7.5
2003-04-28,7.735
2003-04-29,7.7075
2003-04-30,7.7525
2003-05-01,7.57
2003-05-02,7.605
2003-05-05,7.725
2003-05-06,7.8075
2003-05-07,7.665
2003-05-08,7.7125
2003-05-09,7.75
2003-05-12,7.795
2003-05-13,7.745
2003-05-14,7.7525
2003-05-15,7.755
2003-05-16,7.7075
2003-05-19,7.685
2003-05-20,7.6875
2003-05-21,7.77
2003-05-22,7.7875
2003-05-23,7.775
2003-05-27,7.9625
2003-05-28,8.005
2003-05-29,8.1475
2003-05-30,8.5
2003-06-02,8.575
2003-06-03,8.45
2003-06-04,8.505
2003-06-05,8.655
2003-06-06,8.6325
2003-06-09,8.365
2003-06-10,8.385
2003-06-11,8.45
2003-06-12,8.5775
2003-06-13,8.4325
2003-06-16,8.4975
2003-06-17,8.4725
2003-06-18,8.455
2003-06-19,8.2125
2003-06-20,8.2625
2003-06-23,7.995
2003-06-24,7.9875
2003-06-25,8.7
2003-06-26,8.725
2003-06-27,8.875
2003-06-30,8.875
2003-07-01,8.8525
2003-07-02,8.845
2003-07-03,8.87
2003-07-07,9.205
2003-07-08,9.385
2003-07-09,9.3675
2003-07-10,9.1825
2003-07-11,9.3075
2003-07-14,9.2075
2003-07-15,9.0625
2003-07-16,8.8975
2003-07-17,8.6775
2003-07-18,8.7975
2003-07-21,8.7525
2003-07-22,8.7325
2003-07-23,8.7625
2003-07-24,8.625
2003-07-25,8.7875
2003-07-28,8.7875
2003-07-29,8.7325
2003-07-30,8.85
2003-07-31,8.8025
2003-08-01,8.6275
2003-08-04,8.555
2003-08-05,8.5725
2003-08-06,8.4925
2003-08-07,8.4525
2003-08-08,8.52
2003-08-11,8.4625
2003-08-12,8.99
2003-08-13,9.135
2003-08-14,9.2575
2003-08-15,9.205
2003-08-18,9.3625
2003-08-19,9.46
2003-08-20,9.525
2003-08-21,9.45
2003-08-22,9.3225
2003-08-25,9.2725
2003-08-26,9.1825
2003-08-27,9.1825
2003-08-28,9.3075
2003-08-29,9.4375
2003-09-02,9.5375
2003-09-03,9.5625
2003-09-04,9.405
2003-09-05,9.4375
2003-09-08,9.395
2003-09-09,9.425
2003-09-10,9.38
2003-09-11,9.3875
2003-09-12,9.3925
2003-09-15,9.415
2003-09-16,9.535
2003-09-17,9.7375
2003-09-18,9.5175
2003-09-19,9.52
2003-09-22,9.5825
2003-09-23,9.4625
2003-09-24,9.3375
2003-09-25,9.2625
2003-09-26,9.0875
2003-09-29,9.0625
2003-09-30,9.0
2003-10-01,9.3975
2003-10-02,9.6225
2003-10-03,9.6775
2003-10-06,9.935
2003-10-07,9.915
2003-10-08,9.835
2003-10-09,9.785
2003-10-10,9.8425
2003-10-13,9.8925
2003-10-14,9.735
2003-10-15,9.685
2003-10-16,9.7675
2003-10-17,9.4925
2003-10-20,9.5375
2003-10-21,9.5575
2003-10-22,9.5
2003-10-23,9.6775
2003-10-24,9.725
2003-10-27,9.735
2003-10-28,9.995
2003-10-29,10.1975
2003-10-30,10.3875
2003-10-31,10.4125
2003-11-03,10.4625
2003-11-04,10.5
2003-11-05,10.6025
2003-11-06,10.5775
2003-11-07,10.65
2003-11-10,10.4125
2003-11-11,10.4125
2003-11-12,10.8575
2003-11-13,11.1875
2003-11-14,11.3
2003-11-17,11.1125
2003-11-18,10.9925
2003-11-19,10.7325
2003-11-20,10.9125
2003-11-21,10.8875
2003-11-24,11.05
2003-11-25,11.18
2003-11-26,11.27
2003-11-28,11.35
2003-12-01,11.5
2003-12-02,11.49
2003-12-03,11.425
2003-12-04,11.52
2003-12-05,11.4475
2003-12-08,11.545
2003-12-09,11.6175
2003-12-10,11.5325
2003-12-11,11.835
2003-12-12,11.8675
2003-12-15,11.8275
2003-12-16,11.6325
2003-12-17,11.6725
2003-12-18,11.685
2003-12-19,11.555
2003-12-22,11.4
2003-12-23,11.7875
2003-12-24,11.7775
2003-12-26,11.7
2003-12-29,11.955
2003-12-30,11.895
2003-12-31,11.78
2004-01-02,11.8825
2004-01-05,12.17
2004-01-06,12.4
2004-01-07,12.265
2004-01-08,12.205
2004-01-09,12.2625
2004-01-12,12.175
2004-01-13,12.2225
2004-01-14,12.5775
2004-01-15,12.3525
2004-01-16,12.2
2004-01-20,12.125
2004-01-21,11.88
2004-01-22,12.0
2004-01-23,12.0475
2004-01-26,12.1375
2004-01-27,11.875
2004-01-28,11.7325
2004-01-29,11.6825
2004-01-30,11.625
2004-02-02,11.5075
2004-02-03,11.375
2004-02-04,11.18
2004-02-05,11.2
2004-02-06,11.31
2004-02-09,11.4025
2004-02-10,11.355
2004-02-11,11.2875
2004-02-12,11.225
2004-02-13,11.1175
2004-02-17,11.0525
2004-02-18,11.01
2004-02-19,10.895
2004-02-20,10.725
2004-02-23,10.75
2004-02-24,10.775
2004-02-25,10.735
2004-02-26,10.84
2004-02-27,10.815
2004-03-01,10.9325
2004-03-02,11.145
2004-03-03,11.0175
2004-03-04,11.105
2004-03-05,11.265
2004-03-08,11.165
2004-03-09,11.0425
2004-03-10,10.9375
2004-03-11,10.9025
2004-03-12,10.9925
2004-03-15,10.8025
2004-03-16,10.9025
2004-03-17,11.0125
2004-03-18,10.8275
2004-03-19,10.9275
2004-03-22,10.6575
2004-03-23,10.845
2004-03-24,10.9775
2004-03-25,11.26
2004-03-26,11.09
2004-03-29,11.165
2004-03-30,11.09
2004-03-31,11.27
2004-04-01,11.575
2004-04-02,11.8925
2004-04-05,12.005
2004-04-06,11.8275
2004-04-07,11.895
2004-04-08,11.7625
2004-04-12,12.055
2004-04-13,11.9375
2004-04-14,12.045
2004-04-15,12.215
2004-04-16,12.525
2004-04-19,12.215
2004-04-20,12.23
2004-04-21,12.4275
2004-04-22,12.7825
2004-04-23,12.71
2004-04-26,12.375
2004-04-27,12.2375
2004-04-28,12.1125
2004-04-29,11.965
2004-04-30,11.995
2004-05-03,12.0975
2004-05-04,12.265
2004-05-05,11.855
2004-05-06,11.905
2004-05-07,11.5625
2004-05-10,11.405
2004-05-11,11.175
2004-05-12,11.75
2004-05-13,11.65
2004-05-14,11.59
2004-05-17,11.4625
2004-05-18,11.535
2004-05-19,11.58
2004-05-20,11.505
2004-05-21,11.55
2004-05-24,11.595
2004-05-25,11.75
2004-05-26,11.7475
2004-05-27,11.7575
2004-05-28,11.665
2004-06-01,11.675
2004-06-02,11.7875
2004-06-03,11.795
2004-06-04,11.805
2004-06-07,11.875
2004-06-08,11.845
2004-06-09,11.6525
2004-06-10,11.5075
2004-06-14,11.58
2004-06-15,11.6125
2004-06-16,11.72
2004-06-17,11.735
2004-06-18,11.6375
2004-06-21,11.4625
2004-06-22,11.575
2004-06-23,11.5675
2004-06-24,11.4375
2004-06-25,11.25
2004-06-28,11.2975
2004-06-29,11.57
2004-06-30,11.255
2004-07-01,11.25
2004-07-02,11.0725
2004-07-06,10.9575
2004-07-07,11.07
2004-07-08,11.015
2004-07-09,11.2125
2004-07-12,11.2675
2004-07-13,11.12
2004-07-14,11.055
2004-07-15,11.0925
2004-07-16,11.215
2004-07-19,11.375
2004-07-20,11.5075
2004-07-21,11.1825
2004-07-22,11.525
2004-07-23,11.315
2004-07-26,11.1375
2004-07-27,11.38
2004-07-28,11.2375
2004-07-29,11.285
2004-07-30,11.4125
2004-08-02,11.3575
2004-08-03,11.2975
2004-08-04,11.255
2004-08-05,11.1225
2004-08-06,10.7625
2004-08-09,10.6675
2004-08-10,10.645
2004-08-11,10.4575
2004-08-12,10.5875
2004-08-13,10.615
2004-08-16,10.85
2004-08-17,10.785
2004-08-18,10.9875
2004-08-19,10.975
2004-08-20,11.03
2004-08-23,11.1025
2004-08-24,11.0575
2004-08-25,11.0725
2004-08-26,11.125
2004-08-27,11.2
2004-08-30,11.06
2004-08-31,11.09
2004-09-01,11.1125
2004-09-02,11.2675
2004-09-03,11.1575
2004-09-07,11.185
2004-09-08,11.3575
2004-09-09,11.425
2004-09-10,11.5225
2004-09-13,11.5775
2004-09-14,11.64
2004-09-15,11.4925
2004-09-16,11.4775
2004-09-17,11.5
2004-09-20,11.49
2004-09-21,11.8425
2004-09-22,11.75
2004-09-23,13.2575
2004-09-24,13.0475
2004-09-27,13.1
2004-09-28,13.1225
2004-09-29,13.415
2004-09-30,13.3875
2004-10-01,13.2375
2004-10-04,13.2675
2004-10-05,13.175
2004-10-06,13.18
2004-10-07,13.0625
2004-10-08,12.75
2004-10-11,12.815
2004-10-12,13.1425
2004-10-13,12.825
2004-10-14,12.6275
2004-10-15,12.615
2004-10-18,12.7625
2004-10-19,12.93
2004-10-20,12.855
2004-10-21,13.2675
2004-10-22,12.91
2004-10-25,13.045
2004-10-26,13.16
2004-10-27,13.23
2004-10-28,13.67
2004-10-29,13.69
2004-11-01,13.8525
2004-11-02,13.8625
2004-11-03,14.075
2004-11-04,14.065
2004-11-05,14.1225
2004-11-08,14.1
2004-11-09,14.2575
2004-11-10,14.03
2004-11-11,14.0225
2004-11-12,14.05
2004-11-15,14.0
2004-11-16,13.86
2004-11-17,14.3325
2004-11-18,14.345
2004-11-19,13.9425
2004-11-22,13.905
2004-11-23,13.94
2004-11-24,14.1275
2004-11-26,13.9225
2004-11-29,14.14
2004-11-30,13.79
2004-12-01,13.975
2004-12-02,14.02
2004-12-03,14.085
2004-12-06,14.0
2004-12-07,13.65
2004-12-08,13.6825
2004-12-09,13.665
2004-12-10,13.73
2004-12-13,13.5875
2004-12-14,13.6
2004-12-15,13.53
2004-12-16,13.555
2004-12-17,13.495
2004-12-20,13.41
2004-12-21,13.5575
2004-12-22,13.9525
2004-12-23,14.75
2004-12-27,14.55
2004-12-28,14.835
2004-12-29,14.7225
2004-12-30,14.6625
2004-12-31,14.635
2005-01-03,14.43
2005-01-04,14.1725
2005-01-05,14.0175
2005-01-06,14.15
2005-01-07,14.365
2005-01-10,14.1925
2005-01-11,14.18
2005-01-12,14.27
2005-01-13,14.24
2005-01-14,14.36
2005-01-18,14.5
2005-01-19,14.295
2005-01-20,14.185
2005-01-21,14.15
2005-01-24,14.105
2005-01-25,14.1075
2005-01-26,14.3325
2005-01-27,14.535
2005-01-28,14.375
2005-01-31,14.3225
2005-02-01,14.19
2005-02-02,14.3
2005-02-03,14.5975
2005-02-04,14.9525
2005-02-07,14.9675
2005-02-08,14.9875
2005-02-09,14.75
2005-02-10,14.6375
2005-02-11,14.8
2005-02-14,14.8825
2005-02-15,14.7875
2005-02-16,14.4625
2005-02-17,14.47
2005-02-18,14.085
2005-02-22,14.0
2005-02-23,13.8
2005-02-24,13.835
2005-02-25,13.965
2005-02-28,13.88
2005-03-01,14.255
2005-03-02,14.1825
2005-03-03,14.17
2005-03-04,14.405
2005-03-07,14.35
2005-03-08,14.25
2005-03-09,14.15
2005-03-10,14.2025
2005-03-11,14.2075
2005-03-14,14.3875
2005-03-15,14.645
2005-03-16,14.5775
2005-03-17,14.7475
2005-03-18,14.7
2005-03-21,14.8375
2005-03-22,15.4575
2005-03-23,15.455
2005-03-24,15.5525
2005-03-28,15.5825
2005-03-29,15.54
2005-03-30,15.8425
2005-03-31,16.122498999999998
2005-04-01,16.1875
2005-04-04,15.915
2005-04-05,16.0975
2005-04-06,16.0275
2005-04-07,16.112499
2005-04-08,15.965
2005-04-11,15.785
2005-04-12,15.75
2005-04-13,15.9425
2005-04-14,15.655
2005-04-15,15.475
2005-04-18,15.8325
2005-04-19,16.045
2005-04-20,15.85
2005-04-21,16.495001000000002
2005-04-22,16.48
2005-04-25,16.7075
2005-04-26,16.18
2005-04-27,16.3575
2005-04-28,16.2425
2005-04-29,16.190001000000002
2005-05-02,16.7675
2005-05-03,16.549999
2005-05-04,16.459999
2005-05-05,16.3825
2005-05-06,16.27
2005-05-09,16.33
2005-05-10,16.262501
2005-05-11,16.112499
2005-05-12,15.905
2005-05-13,15.89
2005-05-16,16.0975
2005-05-17,16.385
2005-05-18,16.442498999999998
2005-05-19,16.625
2005-05-20,16.497498999999998
2005-05-23,16.762501
2005-05-24,16.9275
2005-05-25,16.762501
2005-05-26,16.955
2005-05-27,17.23
2005-05-31,17.325001
2005-06-01,17.4625
2005-06-02,17.615
2005-06-03,17.504998999999998
2005-06-06,17.584999
2005-06-07,17.465
2005-06-08,17.467501000000002
2005-06-09,17.627501000000002
2005-06-10,17.622498999999998
2005-06-13,17.424999
2005-06-14,17.3475
2005-06-15,17.325001
2005-06-16,17.395
2005-06-17,17.469998999999998
2005-06-20,17.440001000000002
2005-06-21,17.445
2005-06-22,17.450001
2005-06-23,17.25
2005-06-24,17.16
2005-06-27,16.987499
2005-06-28,17.0
2005-06-29,16.8225
2005-06-30,16.950001
2005-07-01,17.022499
2005-07-05,17.147499
2005-07-06,16.865
2005-07-07,16.342501000000002
2005-07-08,16.299999
2005-07-11,16.307501000000002
2005-07-12,16.309998999999998
2005-07-13,16.43
2005-07-14,16.0875
2005-07-15,15.9375
2005-07-18,15.8675
2005-07-19,15.7875
2005-07-20,16.25
2005-07-21,15.7825
2005-07-22,16.127501000000002
2005-07-25,16.365
2005-07-26,16.6
2005-07-27,16.43
2005-07-28,16.620001000000002
2005-07-29,16.559998999999998
2005-08-01,16.5625
2005-08-02,16.719998999999998
2005-08-03,16.717501000000002
2005-08-04,16.92
2005-08-05,16.67
2005-08-08,16.6625
2005-08-09,16.8025
2005-08-10,16.834999
2005-08-11,17.02
2005-08-12,16.924999
2005-08-15,16.780001000000002
2005-08-16,16.672501
2005-08-17,16.6875
2005-08-18,16.57
2005-08-19,16.4825
2005-08-22,16.469998999999998
2005-08-23,16.655001000000002
2005-08-24,16.1
2005-08-25,16.23
2005-08-26,16.3325
2005-08-29,16.629998999999998
2005-08-30,16.415001
2005-08-31,16.445
2005-09-01,16.4
2005-09-02,16.355
2005-09-06,16.424999
2005-09-07,16.285
2005-09-08,16.25
2005-09-09,17.282498999999998
2005-09-12,17.35
2005-09-13,17.282498999999998
2005-09-14,17.155001000000002
2005-09-15,17.352501
2005-09-16,17.280001000000002
2005-09-19,17.375
2005-09-20,17.1675
2005-09-21,16.995001000000002
2005-09-22,16.877501000000002
2005-09-23,19.0075
2005-09-26,19.495001000000002
2005-09-27,19.362499
2005-09-28,19.512501
2005-09-29,19.290001
2005-09-30,19.43
2005-10-03,20.1775
2005-10-04,20.1875
2005-10-05,19.6425
2005-10-06,19.75
2005-10-07,20.004998999999998
2005-10-10,20.262501
2005-10-11,20.355
2005-10-12,20.290001
2005-10-13,20.0725
2005-10-14,20.3675
2005-10-17,20.5
2005-10-18,20.557501000000002
2005-10-19,21.1875
2005-10-20,20.9125
2005-10-21,20.975
2005-10-24,21.055
2005-10-25,21.045
2005-10-26,20.9625
2005-10-27,20.940001000000002
2005-10-28,21.4625
2005-10-31,21.424999
2005-11-01,21.940001000000002
2005-11-02,22.035
2005-11-03,21.955
