Date,HLX
1998-03-30,8.125
1998-03-31,8.25
1998-04-01,8.46875
1998-04-02,8.53125
1998-04-03,8.375
1998-04-06,8.5625
1998-04-07,8.265625
1998-04-08,8.5
1998-04-09,9.09375
1998-04-13,8.8125
1998-04-14,8.71875
1998-04-15,8.6875
1998-04-16,8.625
1998-04-17,8.5
1998-04-20,8.625
1998-04-21,8.625
1998-04-22,8.34375
1998-04-23,8.0
1998-04-24,8.03125
1998-04-27,8.015625
1998-04-28,8.0
1998-04-29,8.1875
1998-04-30,8.25
1998-05-01,8.6875
1998-05-04,8.78125
1998-05-05,9.34375
1998-05-06,9.3125
1998-05-07,9.3125
1998-05-08,9.15625
1998-05-11,9.28125
1998-05-12,9.34375
1998-05-13,9.84375
1998-05-14,9.5625
1998-05-15,9.609375
1998-05-18,9.25
1998-05-19,9.125
1998-05-20,8.8125
1998-05-21,8.46875
1998-05-22,8.375
1998-05-26,8.375
1998-05-27,8.40625
1998-05-28,8.4375
1998-05-29,8.46875
1998-06-01,8.4375
1998-06-02,8.59375
1998-06-03,8.40625
1998-06-04,8.46875
1998-06-05,8.5625
1998-06-08,8.375
1998-06-09,8.015625
1998-06-10,8.0
1998-06-11,8.0
1998-06-12,7.984375
1998-06-15,8.1875
1998-06-16,8.5
1998-06-17,8.40625
1998-06-18,8.46875
1998-06-19,7.8125
1998-06-22,7.5625
1998-06-23,7.8125
1998-06-24,7.6875
1998-06-25,7.6875
1998-06-26,7.515625
1998-06-29,7.390625
1998-06-30,6.890625
1998-07-01,7.015625
1998-07-02,7.03125
1998-07-06,6.953125
1998-07-07,6.921875
1998-07-08,6.71875
1998-07-09,6.4375
1998-07-10,6.1875
1998-07-13,5.8125
1998-07-14,6.0
1998-07-15,6.125
1998-07-16,6.25
1998-07-17,6.234375
1998-07-20,6.1875
1998-07-21,6.09375
1998-07-22,6.03125
1998-07-23,5.625
1998-07-24,5.6875
1998-07-27,5.625
1998-07-28,5.375
1998-07-29,5.3125
1998-07-30,5.5
1998-07-31,5.328125
1998-08-03,4.5
1998-08-04,4.375
1998-08-05,3.78125
1998-08-06,4.125
1998-08-07,4.21875
1998-08-10,4.0625
1998-08-11,3.625
1998-08-12,3.625
1998-08-13,3.6875
1998-08-14,3.6875
1998-08-17,3.6875
1998-08-18,3.796875
1998-08-19,3.78125
1998-08-20,3.71875
1998-08-21,3.5625
1998-08-24,3.5625
1998-08-25,3.4375
1998-08-26,3.078125
1998-08-27,3.125
1998-08-28,3.3125
1998-08-31,3.21875
1998-09-01,3.0625
1998-09-02,3.15625
1998-09-03,3.09375
1998-09-04,3.5
1998-09-08,3.46875
1998-09-09,3.3125
1998-09-10,3.6875
1998-09-11,4.21875
1998-09-14,4.34375
1998-09-15,4.28125
1998-09-16,4.375
1998-09-17,4.21875
1998-09-18,4.3125
1998-09-21,4.0625
1998-09-22,4.046875
1998-09-23,4.4375
1998-09-24,4.5
1998-09-25,4.5
1998-09-28,4.40625
1998-09-29,4.40625
1998-09-30,4.5
1998-10-01,4.40625
1998-10-02,4.40625
1998-10-05,3.9375
1998-10-06,3.3125
1998-10-07,3.125
1998-10-08,3.0
1998-10-09,3.703125
1998-10-12,3.625
1998-10-13,3.5
1998-10-14,3.6875
1998-10-15,4.21875
1998-10-16,4.390625
1998-10-19,4.59375
1998-10-20,4.34375
1998-10-21,4.796875
1998-10-22,5.25
1998-10-23,5.25
1998-10-26,5.515625
1998-10-27,5.625
1998-10-28,5.5
1998-10-29,5.375
1998-10-30,5.34375
1998-11-02,5.671875
1998-11-03,5.65625
1998-11-04,5.375
1998-11-05,5.140625
1998-11-06,5.125
1998-11-09,5.140625
1998-11-10,5.0
1998-11-11,4.90625
1998-11-12,4.90625
1998-11-13,4.84375
1998-11-16,4.8125
1998-11-17,4.734375
1998-11-18,4.65625
1998-11-19,4.671875
1998-11-20,4.65625
1998-11-23,4.625
1998-11-24,4.734375
1998-11-25,4.59375
1998-11-27,4.53125
1998-11-30,4.1875
1998-12-01,4.1875
1998-12-02,4.0625
1998-12-03,4.03125
1998-12-04,4.0625
1998-12-07,4.0
1998-12-08,4.0
1998-12-09,4.125
1998-12-10,4.34375
1998-12-11,4.125
1998-12-14,3.859375
1998-12-15,3.984375
1998-12-16,4.109375
1998-12-17,3.9375
1998-12-18,4.21875
1998-12-21,4.1875
1998-12-22,4.25
1998-12-23,4.25
1998-12-24,4.1875
1998-12-28,4.25
1998-12-29,4.15625
1998-12-30,4.46875
1998-12-31,5.1875
1999-01-04,4.75
1999-01-05,4.625
1999-01-06,4.5625
1999-01-07,4.4375
1999-01-08,4.9375
1999-01-11,4.59375
1999-01-12,4.515625
1999-01-13,4.53125
1999-01-14,4.734375
1999-01-15,4.71875
1999-01-19,4.59375
1999-01-20,4.515625
1999-01-21,4.46875
1999-01-22,4.5625
1999-01-25,4.625
1999-01-26,4.46875
1999-01-27,4.375
1999-01-28,4.375
1999-01-29,3.875
1999-02-01,4.015625
1999-02-02,4.0
1999-02-03,4.25
1999-02-04,4.25
1999-02-05,4.125
1999-02-08,4.25
1999-02-09,4.125
1999-02-10,4.25
1999-02-11,4.3125
1999-02-12,4.09375
1999-02-16,3.9375
1999-02-17,3.859375
1999-02-18,3.75
1999-02-19,3.734375
1999-02-22,3.78125
1999-02-23,3.71875
1999-02-24,3.65625
1999-02-25,3.65625
1999-02-26,3.59375
1999-03-01,3.625
1999-03-02,3.5625
1999-03-03,3.65625
1999-03-04,4.0625
1999-03-05,4.1875
1999-03-08,4.25
1999-03-09,4.1875
1999-03-10,4.46875
1999-03-11,4.6875
1999-03-12,4.90625
1999-03-15,4.859375
1999-03-16,4.875
1999-03-17,5.125
1999-03-18,4.953125
1999-03-19,5.03125
1999-03-22,5.140625
1999-03-23,5.0
1999-03-24,4.875
1999-03-25,4.84375
1999-03-26,5.0
1999-03-29,5.5
1999-03-30,5.484375
1999-03-31,5.21875
1999-04-01,5.6875
1999-04-05,5.875
1999-04-06,5.9375
1999-04-07,5.875
1999-04-08,5.90625
1999-04-09,5.84375
1999-04-12,5.828125
1999-04-13,6.03125
1999-04-14,6.09375
1999-04-15,6.1875
1999-04-16,6.8125
1999-04-19,7.484375
1999-04-20,7.328125
1999-04-21,7.34375
1999-04-22,7.5
1999-04-23,7.40625
1999-04-26,7.21875
1999-04-27,7.4375
1999-04-28,7.75
1999-04-29,7.875
1999-04-30,8.0
1999-05-03,8.125
1999-05-04,7.90625
1999-05-05,8.171875
1999-05-06,8.0
1999-05-07,7.703125
1999-05-10,7.34375
1999-05-11,7.4375
1999-05-12,7.34375
1999-05-13,7.5
1999-05-14,7.6875
1999-05-17,7.5625
1999-05-18,7.5625
1999-05-19,7.3125
1999-05-20,7.21875
1999-05-21,7.25
1999-05-24,6.71875
1999-05-25,6.40625
1999-05-26,6.0625
1999-05-27,6.1875
1999-05-28,6.125
1999-06-01,6.125
1999-06-02,6.25
1999-06-03,6.65625
1999-06-04,6.90625
1999-06-07,7.40625
1999-06-08,7.46875
1999-06-09,7.53125
1999-06-10,7.1875
1999-06-11,7.28125
1999-06-14,7.28125
1999-06-15,7.5
1999-06-16,7.5
1999-06-17,7.46875
1999-06-18,7.328125
1999-06-21,7.25
1999-06-22,7.1875
1999-06-23,7.078125
1999-06-24,7.28125
1999-06-25,7.46875
1999-06-28,7.484375
1999-06-29,7.46875
1999-06-30,7.46875
1999-07-01,7.5625
1999-07-02,7.6875
1999-07-06,7.46875
1999-07-07,7.40625
1999-07-08,7.5
1999-07-09,7.546875
1999-07-12,7.9375
1999-07-13,7.921875
1999-07-14,8.4375
1999-07-15,8.78125
1999-07-16,8.75
1999-07-19,9.171875
1999-07-20,9.0
1999-07-21,8.75
1999-07-22,8.625
1999-07-23,8.5
1999-07-26,8.5
1999-07-27,8.3125
1999-07-28,8.203125
1999-07-29,8.015625
1999-07-30,8.46875
1999-08-02,8.40625
1999-08-03,8.625
1999-08-04,8.875
1999-08-05,9.0
1999-08-06,8.6875
1999-08-09,8.734375
1999-08-10,8.5
1999-08-11,8.515625
1999-08-12,8.5
1999-08-13,8.5625
1999-08-16,8.5
1999-08-17,8.734375
1999-08-18,8.625
1999-08-19,9.0
1999-08-20,9.5
1999-08-23,9.5
1999-08-24,9.390625
1999-08-25,9.328125
1999-08-26,9.0625
1999-08-27,9.125
1999-08-30,9.25
1999-08-31,9.40625
1999-09-01,9.40625
1999-09-02,9.1875
1999-09-03,9.21875
1999-09-07,9.375
1999-09-08,9.234375
1999-09-09,9.234375
1999-09-10,9.3125
1999-09-13,9.21875
1999-09-14,9.21875
1999-09-15,9.25
1999-09-16,9.203125
1999-09-17,9.1875
1999-09-20,8.484375
1999-09-21,8.203125
1999-09-22,8.125
1999-09-23,7.859375
1999-09-24,7.875
1999-09-27,7.84375
1999-09-28,7.9375
1999-09-29,7.984375
1999-09-30,8.5625
1999-10-01,8.25
1999-10-04,8.5625
1999-10-05,8.34375
1999-10-06,8.1875
1999-10-07,7.40625
1999-10-08,7.40625
1999-10-11,7.375
1999-10-12,7.4375
1999-10-13,7.40625
1999-10-14,7.5
1999-10-15,7.3125
1999-10-18,7.40625
1999-10-19,7.34375
1999-10-20,7.78125
1999-10-21,7.65625
1999-10-22,7.5625
1999-10-25,7.53125
1999-10-26,7.5
1999-10-27,7.671875
1999-10-28,7.8125
1999-10-29,8.40625
1999-11-01,8.1875
1999-11-02,8.125
1999-11-03,7.75
1999-11-04,7.5625
1999-11-05,7.25
1999-11-08,7.25
1999-11-09,7.75
1999-11-10,8.125
1999-11-11,8.28125
1999-11-12,8.25
1999-11-15,8.226563
1999-11-16,8.25
1999-11-17,8.28125
1999-11-18,8.734375
1999-11-19,8.6875
1999-11-22,8.5
1999-11-23,8.75
1999-11-24,9.125
1999-11-26,9.0
1999-11-29,9.0625
1999-11-30,9.09375
1999-12-01,8.6875
1999-12-02,8.359375
1999-12-03,8.71875
1999-12-06,8.375
1999-12-07,9.421875
1999-12-08,9.40625
1999-12-09,8.625
1999-12-10,8.246094
1999-12-13,7.6875
1999-12-14,7.78125
1999-12-15,8.15625
1999-12-16,8.34375
1999-12-17,8.40625
1999-12-20,8.3125
1999-12-21,8.34375
1999-12-22,7.859375
1999-12-23,7.6875
1999-12-27,7.953125
1999-12-28,7.921875
1999-12-29,8.3125
1999-12-30,8.25
1999-12-31,8.28125
2000-01-03,8.3125
2000-01-04,8.15625
2000-01-05,8.09375
2000-01-06,7.8984380000000005
2000-01-07,8.375
2000-01-10,8.0625
2000-01-11,8.109375
2000-01-12,8.125
2000-01-13,8.375
2000-01-14,7.96875
2000-01-18,8.0
2000-01-19,8.179688
2000-01-20,7.9375
2000-01-21,8.40625
2000-01-24,8.441406
2000-01-25,8.5
2000-01-26,8.25
2000-01-27,8.15625
2000-01-28,8.085938
2000-01-31,7.625
2000-02-01,7.921875
2000-02-02,8.0
2000-02-03,8.15625
2000-02-04,8.234375
2000-02-07,8.40625
2000-02-08,8.390625
2000-02-09,8.40625
2000-02-10,8.40625
2000-02-11,8.9375
2000-02-14,9.953125
2000-02-15,9.976563
2000-02-16,10.265625
2000-02-17,10.0
2000-02-18,9.03125
2000-02-22,9.375
2000-02-23,10.03125
2000-02-24,9.53125
2000-02-25,9.5
2000-02-28,9.382813
2000-02-29,9.0
2000-03-01,9.5
2000-03-02,10.015625
2000-03-03,10.25
2000-03-06,10.078125
2000-03-07,10.34375
2000-03-08,10.15625
2000-03-09,9.53125
2000-03-10,9.75
2000-03-13,10.375
2000-03-14,10.765625
2000-03-15,10.5625
2000-03-16,11.8125
2000-03-17,12.328125
2000-03-20,12.46875
2000-03-21,12.25
2000-03-22,12.234375
2000-03-23,12.25
2000-03-24,12.4375
2000-03-27,12.421875
2000-03-28,12.625
2000-03-29,12.765625
2000-03-30,12.859375
2000-03-31,12.6875
2000-04-03,12.765625
2000-04-04,12.5
2000-04-05,12.5625
2000-04-06,12.46875
2000-04-07,12.46875
2000-04-10,12.46875
2000-04-11,12.304688
2000-04-12,11.875
2000-04-13,12.015625
2000-04-14,11.40625
2000-04-17,9.75
2000-04-18,11.015625
2000-04-19,10.6875
2000-04-20,11.0
2000-04-24,12.015625
2000-04-25,11.28125
2000-04-26,12.03125
2000-04-27,12.03125
2000-04-28,12.4375
2000-05-01,12.15625
2000-05-02,12.085938
2000-05-03,12.09375
2000-05-04,11.90625
2000-05-05,11.96875
2000-05-08,11.90625
2000-05-09,12.3125
2000-05-10,12.3125
2000-05-11,12.65625
2000-05-12,12.5625
2000-05-15,13.5
2000-05-16,12.875
2000-05-17,12.988281
2000-05-18,12.265625
2000-05-19,11.84375
2000-05-22,11.0
2000-05-23,10.71875
2000-05-24,11.53125
2000-05-25,11.6875
2000-05-26,11.5
2000-05-30,12.328125
2000-05-31,11.515625
2000-06-01,11.1875
2000-06-02,11.21875
2000-06-05,12.59375
2000-06-06,12.234375
2000-06-07,12.1875
2000-06-08,11.78125
2000-06-09,11.96875
2000-06-12,11.890625
2000-06-13,12.125
2000-06-14,11.796875
2000-06-15,12.25
2000-06-16,12.6875
2000-06-19,12.375
2000-06-20,12.0
2000-06-21,12.234375
2000-06-22,12.375
2000-06-23,12.25
2000-06-26,12.328125
2000-06-27,11.859375
2000-06-28,12.25
2000-06-29,12.59375
2000-06-30,13.546875
2000-07-03,13.4375
2000-07-05,12.40625
2000-07-06,12.890625
2000-07-07,13.0
2000-07-10,12.5
2000-07-11,12.515625
2000-07-12,12.25
2000-07-13,12.390625
2000-07-14,12.4375
2000-07-17,12.203125
2000-07-18,11.890625
2000-07-19,12.125
2000-07-20,12.25
2000-07-21,12.015625
2000-07-24,11.46875
2000-07-25,11.15625
2000-07-26,11.1875
2000-07-27,11.578125
2000-07-28,11.53125
2000-07-31,12.0625
2000-08-01,11.78125
2000-08-02,12.1875
2000-08-03,11.9375
2000-08-04,11.8125
2000-08-07,12.019531
2000-08-08,11.5
2000-08-09,11.46875
2000-08-10,11.265625
2000-08-11,11.265625
2000-08-14,11.25
2000-08-15,11.609375
2000-08-16,12.296875
2000-08-17,12.5
2000-08-18,12.328125
2000-08-21,12.09375
2000-08-22,12.3125
2000-08-23,13.34375
2000-08-24,13.15625
2000-08-25,13.15625
2000-08-28,13.28125
2000-08-29,13.28125
2000-08-30,13.828125
2000-08-31,14.375
2000-09-01,14.5
2000-09-05,14.4375
2000-09-06,14.703125
2000-09-07,15.15625
2000-09-08,14.703125
2000-09-11,14.671875
2000-09-12,14.742188
2000-09-13,14.65625
2000-09-14,14.5625
2000-09-15,14.296875
2000-09-18,13.953125
2000-09-19,13.625
2000-09-20,13.765625
2000-09-21,13.15625
2000-09-22,14.0625
2000-09-25,13.25
2000-09-26,13.6875
2000-09-27,13.53125
2000-09-28,13.9375
2000-09-29,14.296875
2000-10-02,14.5625
2000-10-03,13.875
2000-10-04,14.0
2000-10-05,14.015625
2000-10-06,13.734375
2000-10-09,14.4375
2000-10-10,14.3125
2000-10-11,14.828125
2000-10-12,15.078125
2000-10-13,15.25
2000-10-16,13.5625
2000-10-17,13.875
2000-10-18,13.625
2000-10-19,14.09375
2000-10-20,14.625
2000-10-23,14.375
2000-10-24,13.75
2000-10-25,13.578125
2000-10-26,14.40625
2000-10-27,12.15625
2000-10-30,11.421875
2000-10-31,12.4375
2000-11-01,12.5625
2000-11-02,11.59375
2000-11-03,11.734375
2000-11-06,11.140625
2000-11-07,11.53125
2000-11-08,11.796875
2000-11-09,11.375
2000-11-10,10.59375
2000-11-13,10.703125
2000-11-14,11.3125
2000-11-15,12.03125
2000-11-16,12.5625
2000-11-17,12.59375
2000-11-20,12.25
2000-11-21,12.34375
2000-11-22,11.78125
2000-11-24,11.75
2000-11-27,11.9375
2000-11-28,11.648438
2000-11-29,10.1875
2000-11-30,9.8125
2000-12-01,10.3125
2000-12-04,10.1875
2000-12-05,11.15625
2000-12-06,10.9375
2000-12-07,11.40625
2000-12-08,12.1875
2000-12-11,13.0
2000-12-12,12.75
2000-12-13,13.09375
2000-12-14,13.125
2000-12-15,13.4375
2000-12-18,13.0625
2000-12-19,13.0
2000-12-20,12.53125
2000-12-21,12.4375
2000-12-22,12.4375
2000-12-26,12.90625
2000-12-27,13.46875
2000-12-28,13.78125
2000-12-29,13.3125
2001-01-02,13.40625
2001-01-03,12.78125
2001-01-04,11.9375
2001-01-05,11.65625
2001-01-08,12.375
2001-01-09,12.8125
2001-01-10,12.96875
2001-01-11,13.0
2001-01-12,12.59375
2001-01-16,12.90625
2001-01-17,12.25
2001-01-18,11.34375
2001-01-19,11.09375
2001-01-22,11.0625
2001-01-23,11.0
2001-01-24,11.25
2001-01-25,12.25
2001-01-26,12.0
2001-01-29,12.1875
2001-01-30,11.9375
2001-01-31,12.09375
2001-02-01,12.25
2001-02-02,12.0625
2001-02-05,12.625
2001-02-06,13.0
2001-02-07,13.21875
2001-02-08,13.65625
2001-02-09,13.375
2001-02-12,13.46875
2001-02-13,13.84375
2001-02-14,13.53125
2001-02-15,13.375
2001-02-16,13.3125
2001-02-20,13.4375
2001-02-21,13.46875
2001-02-22,13.3125
2001-02-23,12.75
2001-02-26,13.0625
2001-02-27,13.65625
2001-02-28,13.65625
2001-03-01,13.90625
2001-03-02,14.75
2001-03-05,14.875
2001-03-06,14.9375
2001-03-07,15.5
2001-03-08,15.4375
2001-03-09,15.09375
2001-03-12,14.40625
2001-03-13,14.21875
2001-03-14,13.875
2001-03-15,13.0625
2001-03-16,12.625
2001-03-19,13.6875
2001-03-20,14.0625
2001-03-21,13.84375
2001-03-22,13.28125
2001-03-23,13.9375
2001-03-26,14.65625
2001-03-27,14.28125
2001-03-28,13.59375
2001-03-29,12.375
2001-03-30,12.6875
2001-04-02,11.53125
2001-04-03,10.9375
2001-04-04,12.03125
2001-04-05,13.28125
2001-04-06,13.34375
2001-04-09,13.875
2001-04-10,14.29
2001-04-11,14.02
2001-04-12,14.15
2001-04-16,14.25
2001-04-17,14.32
2001-04-18,13.85
2001-04-19,12.66
2001-04-20,12.63
2001-04-23,13.185
2001-04-24,13.15
2001-04-25,13.54
2001-04-26,14.185
2001-04-27,13.525
2001-04-30,14.005
2001-05-01,13.38
2001-05-02,13.175
2001-05-03,12.495
2001-05-04,12.975
2001-05-07,13.175
2001-05-08,13.585
2001-05-09,13.75
2001-05-10,14.275
2001-05-11,13.7
2001-05-14,13.85
2001-05-15,13.985
2001-05-16,14.125
2001-05-17,14.195
2001-05-18,14.655
2001-05-21,15.305
2001-05-22,14.965
2001-05-23,14.825
2001-05-24,14.82
2001-05-25,14.765
2001-05-29,14.4
2001-05-30,13.97
2001-05-31,14.2
2001-06-01,14.495
2001-06-04,14.76
2001-06-05,15.03
2001-06-06,14.0
2001-06-07,13.0
2001-06-08,12.905
2001-06-11,12.55
2001-06-12,12.45
2001-06-13,12.755
2001-06-14,12.255
2001-06-15,12.085
2001-06-18,12.05
2001-06-19,12.01
2001-06-20,12.615
2001-06-21,12.0
2001-06-22,11.575
2001-06-25,11.5
2001-06-26,12.0
2001-06-27,11.7
2001-06-28,11.185
2001-06-29,12.3
2001-07-02,11.105
2001-07-03,11.225
2001-07-05,11.15
2001-07-06,11.52
2001-07-09,10.895
2001-07-10,10.65
2001-07-11,10.33
2001-07-12,9.78
2001-07-13,9.795
2001-07-16,8.585
2001-07-17,9.04
2001-07-18,8.555
2001-07-19,8.76
2001-07-20,9.07
2001-07-23,9.075
2001-07-24,8.975
2001-07-25,9.29
2001-07-26,9.695
2001-07-27,9.63
2001-07-30,9.59
2001-07-31,9.35
2001-08-01,9.165
2001-08-02,8.95
2001-08-03,8.605
2001-08-06,8.475
2001-08-07,8.47
2001-08-08,8.05
2001-08-09,8.125
2001-08-10,8.09
2001-08-13,7.99
2001-08-14,8.25
2001-08-15,8.85
2001-08-16,8.825
2001-08-17,8.65
2001-08-20,8.53
2001-08-21,8.615
2001-08-22,8.74
2001-08-23,8.675
2001-08-24,8.63
2001-08-27,9.135
2001-08-28,8.775
2001-08-29,8.85
2001-08-30,8.71
2001-08-31,8.75
2001-09-04,8.84
2001-09-05,9.025
2001-09-06,9.15
2001-09-07,9.01
2001-09-10,8.945
2001-09-17,9.015
2001-09-18,8.75
2001-09-19,8.375
2001-09-20,8.21
2001-09-21,8.14
2001-09-24,8.25
2001-09-25,8.075
2001-09-26,8.065
2001-09-27,8.175
2001-09-28,8.33
2001-10-01,8.025
2001-10-02,8.155
2001-10-03,8.25
2001-10-04,8.975
2001-10-05,9.4
2001-10-08,9.56
2001-10-09,9.55
2001-10-10,9.93
2001-10-11,9.895
2001-10-12,10.27
2001-10-15,9.78
2001-10-16,10.14
2001-10-17,10.035
2001-10-18,9.88
2001-10-19,10.015
2001-10-22,10.155
2001-10-23,10.085
2001-10-24,10.42
2001-10-25,11.0
2001-10-26,11.175
2001-10-29,11.175
2001-10-30,10.56
2001-10-31,10.445
2001-11-01,10.275
2001-11-02,10.12
2001-11-05,9.75
2001-11-06,10.125
2001-11-07,10.45
2001-11-08,10.365
2001-11-09,11.09
2001-11-12,11.0
2001-11-13,10.965
2001-11-14,10.405
2001-11-15,9.33
2001-11-16,10.05
2001-11-19,10.275
2001-11-20,10.65
2001-11-21,10.4
2001-11-23,10.65
2001-11-26,10.235
2001-11-27,10.375
2001-11-28,10.16
2001-11-29,10.575
2001-11-30,10.69
2001-12-03,10.475
2001-12-04,11.285
2001-12-05,11.955
2001-12-06,11.7
2001-12-07,11.35
2001-12-10,11.27
2001-12-11,11.145
2001-12-12,11.13
2001-12-13,11.035
2001-12-14,11.165
2001-12-17,11.39
2001-12-18,11.7
2001-12-19,12.52
2001-12-20,12.24
2001-12-21,12.265
2001-12-24,12.16
2001-12-26,12.625
2001-12-27,12.93
2001-12-28,12.73
2001-12-31,12.34
2002-01-02,12.0
2002-01-03,11.855
2002-01-04,12.0
2002-01-07,11.9
2002-01-08,12.13
2002-01-09,12.025
2002-01-10,11.825
2002-01-11,11.2
2002-01-14,11.0
2002-01-15,11.505
2002-01-16,11.375
2002-01-17,11.25
2002-01-18,10.905
2002-01-22,10.92
2002-01-23,11.295
2002-01-24,11.7
2002-01-25,11.85
2002-01-28,11.28
2002-01-29,11.565
2002-01-30,11.355
2002-01-31,11.575
2002-02-01,11.575
2002-02-04,11.045
2002-02-05,11.065
2002-02-06,10.75
2002-02-07,10.4
2002-02-08,10.25
2002-02-11,10.82
2002-02-12,10.785
2002-02-13,10.5
2002-02-14,10.565
2002-02-15,10.315
2002-02-19,10.625
2002-02-20,10.915
2002-02-21,10.71
2002-02-22,10.83
2002-02-25,11.5
2002-02-26,11.425
2002-02-27,11.18
2002-02-28,11.46
2002-03-01,11.5
2002-03-04,11.565
2002-03-05,11.545
2002-03-06,11.5
2002-03-07,11.725
2002-03-08,11.75
2002-03-11,12.125
2002-03-12,12.505
2002-03-13,12.05
2002-03-14,12.34
2002-03-15,12.35
2002-03-18,12.585
2002-03-19,12.305
2002-03-20,12.1
2002-03-21,12.35
2002-03-22,12.05
2002-03-25,12.1
2002-03-26,12.4
2002-03-27,12.6
2002-03-28,12.45
2002-04-01,13.19
2002-04-02,13.385
2002-04-03,12.85
2002-04-04,12.57
2002-04-05,12.56
2002-04-08,12.64
2002-04-09,12.625
2002-04-10,12.875
2002-04-11,12.625
2002-04-12,12.67
2002-04-15,12.705
2002-04-16,12.905
2002-04-17,13.09
2002-04-18,13.285
2002-04-19,13.325
2002-04-22,13.455
2002-04-23,13.25
2002-04-24,13.24
2002-04-25,13.13
2002-04-26,13.18
2002-04-29,13.245
