Date,HBI
2007-02-28,7.1525
2007-03-01,7.09
2007-03-02,7.0
2007-03-05,6.79
2007-03-06,6.94
2007-03-07,6.9375
2007-03-08,7.03
2007-03-09,7.0875
2007-03-12,7.1125
2007-03-13,7.1525
2007-03-14,6.955
2007-03-15,6.7775
2007-03-16,6.7525
2007-03-19,6.8925
2007-03-20,6.9975
2007-03-21,7.105
2007-03-22,7.1775
2007-03-23,7.2875
2007-03-26,7.245
2007-03-27,7.265
2007-03-28,7.31
2007-03-29,7.3675
2007-03-30,7.3475
2007-04-02,7.3625
2007-04-03,7.365
2007-04-04,7.255
2007-04-05,7.235
2007-04-09,7.12
2007-04-10,7.1125
2007-04-11,7.0725
2007-04-12,7.12
2007-04-13,7.125
2007-04-16,7.0875
2007-04-17,7.08
2007-04-18,7.07
2007-04-19,6.9725
2007-04-20,7.115
2007-04-23,7.0975
2007-04-24,7.065
2007-04-25,7.0875
2007-04-26,6.7525
2007-04-27,6.855
2007-04-30,6.6475
2007-05-01,6.6025
2007-05-02,6.72
2007-05-03,6.6875
2007-05-04,6.6975
2007-05-07,6.6775
2007-05-08,6.5625
2007-05-09,6.4675
2007-05-10,6.3625
2007-05-11,6.5575
2007-05-14,6.585
2007-05-15,6.5975
2007-05-16,6.6025
2007-05-17,6.7125
2007-05-18,6.6575
2007-05-21,6.64
2007-05-22,6.665
2007-05-23,6.5625
2007-05-24,6.4675
2007-05-25,6.425
2007-05-29,6.4075
2007-05-30,6.3925
2007-05-31,6.525
2007-06-01,6.5875
2007-06-04,6.7675
2007-06-05,6.7175
2007-06-06,6.7575
2007-06-07,6.6825
2007-06-08,6.725
2007-06-11,6.595
2007-06-12,6.58
2007-06-13,6.665
2007-06-14,6.73
2007-06-15,6.81
2007-06-18,6.855
2007-06-19,6.8175
2007-06-20,6.8075
2007-06-21,6.7075
2007-06-22,6.6525
2007-06-25,6.5875
2007-06-26,6.6225
2007-06-27,6.805
2007-06-28,6.875
2007-06-29,6.7575
2007-07-02,6.8325
2007-07-03,6.955
2007-07-05,6.8775
2007-07-06,6.96
2007-07-09,6.7375
2007-07-10,6.6675
2007-07-11,6.5875
2007-07-12,6.66
2007-07-13,6.6075
2007-07-16,6.515
2007-07-17,6.5875
2007-07-18,6.49
2007-07-19,6.5825
2007-07-20,6.525
2007-07-23,6.7925
2007-07-24,6.6975
2007-07-25,6.6625
2007-07-26,7.5175
2007-07-27,7.7425
2007-07-30,8.1875
2007-07-31,7.7525
2007-08-01,7.7475
2007-08-02,7.6275
2007-08-03,7.31
2007-08-06,7.845
2007-08-07,7.785
2007-08-08,7.6275
2007-08-09,6.92
2007-08-10,7.1275
2007-08-13,7.305
2007-08-14,7.045
2007-08-15,6.6925
2007-08-16,6.7825
2007-08-17,7.0025
2007-08-20,7.045
2007-08-21,7.02
2007-08-22,7.1575
2007-08-23,7.2225
2007-08-24,7.5875
2007-08-27,7.35
2007-08-28,7.01
2007-08-29,7.255
2007-08-30,7.2575
2007-08-31,7.49
2007-09-04,7.5825
2007-09-05,7.735
2007-09-06,7.7625
2007-09-07,7.51
2007-09-10,7.305
2007-09-11,7.2425
2007-09-12,7.1875
2007-09-13,7.125
2007-09-14,7.06
2007-09-17,6.9
2007-09-18,7.0925
2007-09-19,7.0575
2007-09-20,6.9525
2007-09-21,6.9425
2007-09-24,6.93
2007-09-25,6.8225
2007-09-26,6.6525
2007-09-27,7.05
2007-09-28,7.015
2007-10-01,7.2425
2007-10-02,7.255
2007-10-03,7.0325
2007-10-04,6.8975
2007-10-05,7.0425
2007-10-08,7.0
2007-10-09,7.005
2007-10-10,7.1125
2007-10-11,7.01
2007-10-12,6.97
2007-10-15,6.925
2007-10-16,6.875
2007-10-17,6.7575
2007-10-18,6.67
2007-10-19,6.4525
2007-10-22,6.5175
2007-10-23,6.475
2007-10-24,6.4425
2007-10-25,6.925
2007-10-26,7.2075
2007-10-29,7.265
2007-10-30,7.2825
2007-10-31,7.76
2007-11-01,7.515
2007-11-02,7.545
2007-11-05,7.575
2007-11-06,7.6
2007-11-07,7.6225
2007-11-08,7.7775
2007-11-09,7.75
2007-11-12,7.6275
2007-11-13,7.8625
2007-11-14,7.8475
2007-11-15,7.8
2007-11-16,7.385
2007-11-19,7.21
2007-11-20,7.3
2007-11-21,7.1375
2007-11-23,7.1975
2007-11-26,6.98
2007-11-27,6.9075
2007-11-28,7.095
2007-11-29,7.075
2007-11-30,7.0575
2007-12-03,7.1125
2007-12-04,7.24
2007-12-05,7.27
2007-12-06,7.325
2007-12-07,7.235
2007-12-10,7.35
2007-12-11,7.3375
2007-12-12,7.4525
2007-12-13,7.48
2007-12-14,7.1825
2007-12-17,7.41
2007-12-18,7.325
2007-12-19,7.225
2007-12-20,7.06
2007-12-21,7.3775
2007-12-24,7.2125
2007-12-26,7.0
2007-12-27,6.8475
2007-12-28,6.96
2007-12-31,6.7925
2008-01-02,6.62
2008-01-03,6.43
2008-01-04,6.0825
2008-01-07,5.9475
2008-01-08,6.0325
2008-01-09,6.0775
2008-01-10,6.11
2008-01-11,5.9
2008-01-14,5.875
2008-01-15,5.79
2008-01-16,5.6725
2008-01-17,5.4325
2008-01-18,5.6225
2008-01-22,5.73
2008-01-23,5.775
2008-01-24,5.945
2008-01-25,5.8625
2008-01-28,5.9325
2008-01-29,6.2025
2008-01-30,6.19
2008-01-31,6.4025
2008-02-01,6.4025
2008-02-04,6.275
2008-02-05,5.8875
2008-02-06,6.0575
2008-02-07,6.325
2008-02-08,6.43
2008-02-11,6.365
2008-02-12,6.265
2008-02-13,6.395
2008-02-14,6.4175
2008-02-15,6.445
2008-02-19,6.775
2008-02-20,6.9125
2008-02-21,7.15
2008-02-22,7.3675
2008-02-25,7.2725
2008-02-26,7.425
2008-02-27,7.4825
2008-02-28,7.33
2008-02-29,7.275
2008-03-03,7.3525
2008-03-04,6.945
2008-03-05,7.07
2008-03-06,6.8675
2008-03-07,6.6775
2008-03-10,6.585
2008-03-11,6.55
2008-03-12,6.8525
2008-03-13,6.8125
2008-03-14,6.7125
2008-03-17,6.515
2008-03-18,6.8775
2008-03-19,6.895
2008-03-20,7.2575
2008-03-24,7.485
2008-03-25,7.3775
2008-03-26,7.235
2008-03-27,7.1025
2008-03-28,7.045
2008-03-31,7.3
2008-04-01,7.5425
2008-04-02,7.5825
2008-04-03,7.5425
2008-04-04,7.59
2008-04-07,7.56
2008-04-08,7.5775
2008-04-09,7.5675
2008-04-10,7.7275
2008-04-11,7.65
2008-04-14,7.9525
2008-04-15,7.9625
2008-04-16,8.345
2008-04-17,8.5425
2008-04-18,8.385
2008-04-21,8.1425
2008-04-22,8.2075
2008-04-23,8.21
2008-04-24,8.4775
2008-04-25,8.5575
2008-04-28,8.475
2008-04-29,8.705
2008-04-30,8.755
2008-05-01,8.9225
2008-05-02,8.8
2008-05-05,8.615
2008-05-06,8.625
2008-05-07,8.5975
2008-05-08,8.5725
2008-05-09,8.8875
2008-05-12,8.8
2008-05-13,8.895
2008-05-14,8.9675
2008-05-15,9.375
2008-05-16,9.05
2008-05-19,8.875
2008-05-20,8.8275
2008-05-21,8.61
2008-05-22,8.4925
2008-05-23,8.2775
2008-05-27,8.2125
2008-05-28,8.33
2008-05-29,8.31
2008-05-30,8.25
2008-06-02,8.0575
2008-06-03,7.865
2008-06-04,8.075
2008-06-05,8.175
2008-06-06,7.91
2008-06-09,8.2375
2008-06-10,8.3675
2008-06-11,7.985
2008-06-12,8.0275
2008-06-13,7.9975
2008-06-16,8.17
2008-06-17,8.24
2008-06-18,8.0675
2008-06-19,7.26
2008-06-20,7.17
2008-06-23,6.9575
2008-06-24,7.09
2008-06-25,7.11
2008-06-26,7.0
2008-06-27,6.9375
2008-06-30,6.785
2008-07-01,6.8875
2008-07-02,7.0425
2008-07-03,6.965
2008-07-07,6.8175
2008-07-08,6.7275
2008-07-09,6.43
2008-07-10,5.9975
2008-07-11,5.9075
2008-07-14,5.78
2008-07-15,5.905
2008-07-16,6.2875
2008-07-17,6.5125
2008-07-18,6.485
2008-07-21,6.495
2008-07-22,6.6975
2008-07-23,6.7375
2008-07-24,6.3725
2008-07-25,6.5875
2008-07-28,6.64
2008-07-29,6.815
2008-07-30,5.555
2008-07-31,5.36
2008-08-01,5.58
2008-08-04,5.62
2008-08-05,6.32
2008-08-06,6.1725
2008-08-07,5.9575
2008-08-08,6.2
2008-08-11,6.4075
2008-08-12,6.0625
2008-08-13,5.95
2008-08-14,6.1275
2008-08-15,6.065
2008-08-18,6.0925
2008-08-19,5.845
2008-08-20,5.8675
2008-08-21,5.76
2008-08-22,5.83
2008-08-25,5.775
2008-08-26,5.7125
2008-08-27,5.7125
2008-08-28,5.9025
2008-08-29,5.96
2008-09-02,6.0825
2008-09-03,5.9525
2008-09-04,6.0675
2008-09-05,6.2275
2008-09-08,6.3475
2008-09-09,6.19
2008-09-10,6.0
2008-09-11,5.9475
2008-09-12,6.02
2008-09-15,5.8725
2008-09-16,6.1075
2008-09-17,5.8725
2008-09-18,6.1675
2008-09-19,6.495
2008-09-22,6.005
2008-09-23,5.9575
2008-09-24,5.8175
2008-09-25,5.86
2008-09-26,5.7475
2008-09-29,5.36
2008-09-30,5.4375
2008-10-01,5.35
2008-10-02,5.045
2008-10-03,4.73
2008-10-06,4.68
2008-10-07,4.6475
2008-10-08,4.455
2008-10-09,4.035
2008-10-10,4.2425
2008-10-13,4.375
2008-10-14,4.215
2008-10-15,3.9375
2008-10-16,3.83
2008-10-17,3.9
2008-10-20,3.9775
2008-10-21,3.945
2008-10-22,3.5225
2008-10-23,3.19
2008-10-24,3.31
2008-10-27,3.0425
2008-10-28,3.315
2008-10-29,3.4525
2008-10-30,3.78
2008-10-31,4.3675
2008-11-03,4.13
2008-11-04,4.0625
2008-11-05,3.89
2008-11-06,3.945
2008-11-07,4.005
2008-11-10,3.7475
2008-11-11,3.6575
2008-11-12,3.4075
2008-11-13,3.7375
2008-11-14,3.54
2008-11-17,3.3775
2008-11-18,3.2575
2008-11-19,2.9325
2008-11-20,2.3475
2008-11-21,2.4975
2008-11-24,2.835
2008-11-25,2.825
2008-11-26,3.2
2008-11-28,3.23
2008-12-01,3.1
2008-12-02,3.0575
2008-12-03,3.2325
2008-12-04,3.1225
2008-12-05,3.2675
2008-12-08,3.7375
2008-12-09,3.57
2008-12-10,3.6175
2008-12-11,2.7525
2008-12-12,2.5525
2008-12-15,2.8
2008-12-16,2.95
2008-12-17,3.155
2008-12-18,3.2675
2008-12-19,3.2975
2008-12-22,3.12
2008-12-23,3.0625
2008-12-24,3.0975
2008-12-26,3.155
2008-12-29,3.0075
2008-12-30,3.035
2008-12-31,3.1875
2009-01-02,3.295
2009-01-05,3.265
2009-01-06,3.3725
2009-01-07,3.3475
2009-01-08,3.395
2009-01-09,3.255
2009-01-12,3.2625
2009-01-13,3.025
2009-01-14,2.8375
2009-01-15,2.8075
2009-01-16,2.885
2009-01-20,2.5575
2009-01-21,2.455
2009-01-22,2.285
2009-01-23,2.34
2009-01-26,2.35
2009-01-27,2.3125
2009-01-28,2.445
2009-01-29,2.4425
2009-01-30,2.2475
2009-02-02,2.17
2009-02-03,2.1825
2009-02-04,2.1
2009-02-05,2.0125
2009-02-06,2.15
2009-02-09,2.08
2009-02-10,1.99
2009-02-11,2.0175
2009-02-12,1.8725
2009-02-13,1.9
2009-02-17,1.83
2009-02-18,1.74
2009-02-19,1.7625
2009-02-20,1.6625
2009-02-23,1.6175
2009-02-24,1.5
2009-02-25,1.445
2009-02-26,1.7125
2009-02-27,1.75
2009-03-02,1.5925
2009-03-03,1.505
2009-03-04,1.6375
2009-03-05,1.55
2009-03-06,1.535
2009-03-09,1.535
2009-03-10,1.7
2009-03-11,1.6025
2009-03-12,2.0825
2009-03-13,2.2625
2009-03-16,2.25
2009-03-17,2.215
2009-03-18,2.3675
2009-03-19,2.32
2009-03-20,2.255
2009-03-23,2.4675
2009-03-24,2.4075
2009-03-25,2.4975
2009-03-26,2.6925
2009-03-27,2.6125
2009-03-30,2.45
2009-03-31,2.3925
2009-04-01,2.5925
2009-04-02,2.79
2009-04-03,2.9075
2009-04-06,2.845
2009-04-07,2.7175
2009-04-08,2.7525
2009-04-09,3.1975
2009-04-13,3.285
2009-04-14,3.1925
2009-04-15,3.0825
2009-04-16,3.16
2009-04-17,3.19
2009-04-20,3.0275
2009-04-21,3.2675
2009-04-22,3.4075
2009-04-23,3.4325
2009-04-24,3.54
2009-04-27,3.4375
2009-04-28,3.5875
2009-04-29,3.75
2009-04-30,4.115
2009-05-01,4.2125
2009-05-04,4.33
2009-05-05,4.26
2009-05-06,4.1175
2009-05-07,3.9525
2009-05-08,4.2075
2009-05-11,3.9875
2009-05-12,3.87
2009-05-13,3.475
2009-05-14,3.625
2009-05-15,3.6225
2009-05-18,3.8775
2009-05-19,4.0525
2009-05-20,4.2075
2009-05-21,4.105
2009-05-22,4.0775
2009-05-26,4.2
2009-05-27,4.255
2009-05-28,4.17
2009-05-29,4.225
2009-06-01,4.595
2009-06-02,4.6175
2009-06-03,4.665
2009-06-04,4.5675
2009-06-05,4.52
2009-06-08,4.385
2009-06-09,4.4925
2009-06-10,4.4525
2009-06-11,4.48
2009-06-12,4.3475
2009-06-15,4.2925
2009-06-16,4.1175
2009-06-17,3.9025
2009-06-18,3.9475
2009-06-19,4.0725
2009-06-22,3.7825
2009-06-23,3.6475
2009-06-24,3.635
2009-06-25,3.745
2009-06-26,3.875
2009-06-29,3.755
2009-06-30,3.7525
2009-07-01,3.7925
2009-07-02,3.68
2009-07-06,3.6475
2009-07-07,3.5025
2009-07-08,3.465
2009-07-09,3.43
2009-07-10,3.4225
2009-07-13,3.465
2009-07-14,3.515
2009-07-15,3.6525
2009-07-16,3.7225
2009-07-17,3.6925
2009-07-20,3.8
2009-07-21,3.7875
2009-07-22,3.875
2009-07-23,4.055
2009-07-24,4.2575
2009-07-27,4.34
2009-07-28,4.2925
2009-07-29,4.2825
2009-07-30,4.805
2009-07-31,4.975
2009-08-03,4.9875
2009-08-04,5.0575
2009-08-05,4.9525
2009-08-06,5.1175
2009-08-07,5.45
2009-08-10,5.185
2009-08-11,5.2225
2009-08-12,5.345
2009-08-13,5.29
2009-08-14,5.12
2009-08-17,4.885
2009-08-18,5.0575
2009-08-19,5.1525
2009-08-20,5.13
2009-08-21,5.2525
2009-08-24,5.185
2009-08-25,5.2725
2009-08-26,5.2325
2009-08-27,5.325
2009-08-28,5.3775
2009-08-31,5.265
2009-09-01,4.95
2009-09-02,4.8175
2009-09-03,4.8875
2009-09-04,4.94
2009-09-08,4.9575
2009-09-09,5.075
2009-09-10,5.1725
2009-09-11,5.1875
2009-09-14,5.11
2009-09-15,5.18
2009-09-16,5.27
2009-09-17,5.665
2009-09-18,5.595
2009-09-21,5.5575
2009-09-22,5.7
2009-09-23,5.55
2009-09-24,5.3375
2009-09-25,5.235
2009-09-28,5.345
2009-09-29,5.475
2009-09-30,5.35
2009-10-01,5.1875
2009-10-02,5.0825
2009-10-05,5.695
2009-10-06,5.775
2009-10-07,5.755
2009-10-08,5.875
2009-10-09,5.93
2009-10-12,5.875
2009-10-13,5.845
2009-10-14,5.9025
2009-10-15,5.8725
2009-10-16,5.8375
2009-10-19,5.85
2009-10-20,5.7475
2009-10-21,5.7025
2009-10-22,5.78
2009-10-23,5.8
2009-10-26,5.8775
2009-10-27,5.725
2009-10-28,5.4525
2009-10-29,5.6
2009-10-30,5.405
2009-11-02,5.435
2009-11-03,5.57
2009-11-04,5.6275
2009-11-05,6.1475
2009-11-06,6.26
2009-11-09,6.4925
2009-11-10,6.4675
2009-11-11,6.49
2009-11-12,6.39
2009-11-13,6.4625
2009-11-16,6.4625
2009-11-17,6.235
2009-11-18,6.1825
2009-11-19,6.155
2009-11-20,6.1225
2009-11-23,6.185
2009-11-24,6.03
2009-11-25,6.1325
2009-11-27,6.08
2009-11-30,6.0025
2009-12-01,6.0075
2009-12-02,6.0175
2009-12-03,5.9625
2009-12-04,5.9925
2009-12-07,5.955
2009-12-08,6.0825
2009-12-09,6.225
2009-12-10,6.27
2009-12-11,6.36
2009-12-14,6.48
2009-12-15,6.4025
2009-12-16,6.45
2009-12-17,6.3225
2009-12-18,6.375
2009-12-21,6.375
2009-12-22,6.335
2009-12-23,6.3075
2009-12-24,6.3075
2009-12-28,6.2475
2009-12-29,6.1425
2009-12-30,6.07
2009-12-31,6.0275
2010-01-04,6.175
2010-01-05,6.195
2010-01-06,6.2225
2010-01-07,6.11
2010-01-08,6.1825
2010-01-11,6.16
2010-01-12,5.9725
2010-01-13,6.03
2010-01-14,6.095
2010-01-15,5.9875
2010-01-19,5.9825
2010-01-20,5.8625
2010-01-21,5.7725
2010-01-22,5.72
2010-01-25,5.725
2010-01-26,5.75
2010-01-27,5.79
2010-01-28,5.945
2010-01-29,5.7425
2010-02-01,5.7925
2010-02-02,5.7975
2010-02-03,5.655
2010-02-04,5.4175
2010-02-05,5.4375
2010-02-08,5.45
2010-02-09,5.59
2010-02-10,5.6675
2010-02-11,5.7575
2010-02-12,5.88
2010-02-16,5.935
2010-02-17,6.0025
2010-02-18,6.0225
2010-02-19,6.0675
2010-02-22,6.1425
2010-02-23,6.0775
2010-02-24,6.2125
2010-02-25,6.26
2010-02-26,6.4825
2010-03-01,6.5525
2010-03-02,6.62
2010-03-03,6.535
2010-03-04,6.58
2010-03-05,6.665
2010-03-08,6.735
2010-03-09,6.7625
2010-03-10,6.835
2010-03-11,6.78
2010-03-12,6.7725
2010-03-15,6.7325
2010-03-16,6.7525
2010-03-17,6.8375
2010-03-18,6.82
2010-03-19,6.71
2010-03-22,6.96
2010-03-23,7.0025
2010-03-24,6.93
2010-03-25,6.885
2010-03-26,7.0075
2010-03-29,7.035
2010-03-30,7.005
2010-03-31,6.955
2010-04-01,7.0525
2010-04-05,7.25
2010-04-06,7.3225
2010-04-07,7.2675
2010-04-08,7.31
2010-04-09,7.3825
2010-04-12,7.3425
2010-04-13,7.26
2010-04-14,7.4675
2010-04-15,7.415
2010-04-16,7.335
2010-04-19,7.2725
2010-04-20,7.275
2010-04-21,7.46
2010-04-22,7.6975
2010-04-23,7.7025
2010-04-26,7.535
2010-04-27,7.29
2010-04-28,7.2475
2010-04-29,7.3525
2010-04-30,7.1175
2010-05-03,7.28
2010-05-04,7.03
2010-05-05,6.8625
2010-05-06,6.8225
2010-05-07,6.585
2010-05-10,6.93
2010-05-11,7.0025
2010-05-12,7.235
2010-05-13,7.1025
2010-05-14,7.0075
2010-05-17,6.9425
2010-05-18,6.8275
2010-05-19,6.7725
2010-05-20,6.5275
2010-05-21,6.66
2010-05-24,6.595
2010-05-25,6.6375
2010-05-26,6.6725
2010-05-27,6.9425
2010-05-28,6.82
2010-06-01,6.685
2010-06-02,6.8425
2010-06-03,6.985
2010-06-04,6.7075
2010-06-07,6.6025
2010-06-08,6.7075
2010-06-09,6.7775
2010-06-10,7.075
2010-06-11,7.125
2010-06-14,7.18
2010-06-15,7.3025
2010-06-16,7.2075
2010-06-17,7.115
2010-06-18,7.14
2010-06-21,6.91
2010-06-22,6.5625
2010-06-23,6.54
2010-06-24,6.3025
2010-06-25,6.2375
2010-06-28,6.2375
2010-06-29,5.99
2010-06-30,6.015
2010-07-01,6.15
2010-07-02,6.075
2010-07-06,5.935
2010-07-07,6.1125
2010-07-08,6.135
2010-07-09,6.2525
2010-07-12,6.1875
2010-07-13,6.4625
2010-07-14,6.4925
2010-07-15,6.4625
2010-07-16,6.11
2010-07-19,6.0825
2010-07-20,6.2575
2010-07-21,6.235
2010-07-22,6.1225
2010-07-23,6.1475
2010-07-26,6.4975
2010-07-27,6.3725
2010-07-28,6.3225
2010-07-29,6.22
2010-07-30,6.2625
2010-08-02,6.395
2010-08-03,6.185
2010-08-04,6.36
2010-08-05,6.4175
2010-08-06,6.35
2010-08-09,6.425
2010-08-10,6.8025
2010-08-11,6.7275
2010-08-12,6.775
2010-08-13,6.59
2010-08-16,6.5975
2010-08-17,6.7725
2010-08-18,6.825
2010-08-19,6.63
2010-08-20,6.545
2010-08-23,6.4625
2010-08-24,6.245
2010-08-25,6.3
2010-08-26,6.125
2010-08-27,6.16
2010-08-30,5.9875
2010-08-31,5.985
2010-09-01,6.22
2010-09-02,6.4475
2010-09-03,6.495
2010-09-07,6.3575
2010-09-08,6.375
2010-09-09,6.305
2010-09-10,6.37
2010-09-13,6.415
2010-09-14,6.3625
2010-09-15,6.45
2010-09-16,6.4225
2010-09-17,6.4625
2010-09-20,6.4725
2010-09-21,6.355
2010-09-22,6.0725
2010-09-23,5.8975
2010-09-24,6.1175
2010-09-27,6.125
2010-09-28,6.16
2010-09-29,6.2125
2010-09-30,6.465
2010-10-01,6.505
2010-10-04,6.4375
2010-10-05,6.6575
2010-10-06,6.5775
2010-10-07,6.605
2010-10-08,6.74
2010-10-11,6.7975
2010-10-12,6.795
2010-10-13,6.825
2010-10-14,6.8875
2010-10-15,6.9075
2010-10-18,6.955
2010-10-19,6.87
2010-10-20,7.02
2010-10-21,7.0325
2010-10-22,6.8525
2010-10-25,6.8125
2010-10-26,6.785
2010-10-27,6.56
2010-10-28,6.3225
2010-10-29,6.2
2010-11-01,6.26
2010-11-02,6.1825
2010-11-03,6.1225
2010-11-04,6.2
2010-11-05,6.3225
2010-11-08,6.34
2010-11-09,6.3
2010-11-10,6.175
2010-11-11,6.225
2010-11-12,6.16
2010-11-15,6.2675
2010-11-16,6.2125
2010-11-17,6.4625
2010-11-18,6.57
2010-11-19,6.6325
2010-11-22,6.755
2010-11-23,6.7975
2010-11-24,6.9925
2010-11-26,6.915
2010-11-29,6.8675
2010-11-30,6.7875
2010-12-01,6.9325
2010-12-02,6.905
2010-12-03,6.8425
2010-12-06,6.79
2010-12-07,6.8725
2010-12-08,6.86
2010-12-09,6.515
2010-12-10,6.5975
2010-12-13,6.5
2010-12-14,6.365
2010-12-15,6.3425
2010-12-16,6.44
2010-12-17,6.365
2010-12-20,6.2475
2010-12-21,6.34
2010-12-22,6.235
2010-12-23,6.3375
2010-12-27,6.33
2010-12-28,6.245
2010-12-29,6.3275
2010-12-30,6.4175
2010-12-31,6.35
2011-01-03,6.4025
2011-01-04,6.2275
2011-01-05,6.155
2011-01-06,6.15
2011-01-07,6.05
2011-01-10,6.11
2011-01-11,6.1025
2011-01-12,6.19
2011-01-13,6.1175
2011-01-14,6.1225
2011-01-18,6.0875
2011-01-19,6.1425
2011-01-20,6.3325
2011-01-21,6.2075
2011-01-24,5.995
2011-01-25,5.75
2011-01-26,5.705
2011-01-27,5.615
2011-01-28,5.6325
2011-01-31,5.755
2011-02-01,5.8125
2011-02-02,5.725
2011-02-03,6.0325
2011-02-04,6.4125
2011-02-07,6.51
2011-02-08,6.5
2011-02-09,6.5525
2011-02-10,6.475
2011-02-11,6.4175
2011-02-14,6.35
2011-02-15,6.2225
2011-02-16,6.1725
2011-02-17,6.1025
2011-02-18,6.3375
2011-02-22,6.25
2011-02-23,6.22
2011-02-24,6.37
2011-02-25,6.515
2011-02-28,6.4775
2011-03-01,6.365
2011-03-02,6.33
2011-03-03,6.405
2011-03-04,6.4
2011-03-07,6.2975
2011-03-08,6.38
2011-03-09,6.4475
2011-03-10,6.3725
2011-03-11,6.45
2011-03-14,6.3225
2011-03-15,6.53
2011-03-16,6.505
2011-03-17,6.42
2011-03-18,6.255
2011-03-21,6.32
2011-03-22,6.265
2011-03-23,6.2725
2011-03-24,6.375
2011-03-25,6.465
2011-03-28,6.565
2011-03-29,6.7
2011-03-30,6.8725
2011-03-31,6.76
2011-04-01,6.8525
2011-04-04,6.845
2011-04-05,6.92
2011-04-06,6.88
2011-04-07,6.825
2011-04-08,6.7875
2011-04-11,6.825
2011-04-12,6.8575
2011-04-13,6.965
2011-04-14,6.91
2011-04-15,6.9775
2011-04-18,7.085
2011-04-19,7.285
2011-04-20,7.7475
2011-04-21,7.885
2011-04-25,7.8375
2011-04-26,7.9
2011-04-27,8.1175
2011-04-28,8.225
2011-04-29,8.1275
2011-05-02,7.9925
2011-05-03,7.96
2011-05-04,7.975
2011-05-05,8.065
2011-05-06,7.915
2011-05-09,7.995
2011-05-10,8.07
2011-05-11,8.0875
2011-05-12,8.0325
2011-05-13,7.9775
2011-05-16,7.8125
2011-05-17,7.69
2011-05-18,7.7325
2011-05-19,7.7675
2011-05-20,7.6475
2011-05-23,7.5275
2011-05-24,7.5525
2011-05-25,7.4275
2011-05-26,7.6075
2011-05-27,7.61
2011-05-31,7.5775
2011-06-01,7.3175
2011-06-02,7.1675
2011-06-03,7.0725
2011-06-06,6.9425
2011-06-07,6.935
2011-06-08,6.755
2011-06-09,6.8775
2011-06-10,6.7675
2011-06-13,6.785
2011-06-14,6.955
2011-06-15,6.7725
2011-06-16,6.7325
2011-06-17,6.86
2011-06-20,7.0275
2011-06-21,7.27
2011-06-22,7.11
2011-06-23,7.1675
2011-06-24,6.96
2011-06-27,7.0
2011-06-28,7.065
2011-06-29,7.15
2011-06-30,7.1375
2011-07-01,7.3625
2011-07-05,7.5125
