Date,CKHUY
2015-12-28,13.43
2015-12-29,13.585
2015-12-30,13.43
2015-12-31,13.44
2016-01-04,13.245
2016-01-05,13.245
2016-01-06,13.055
2016-01-07,12.89
2016-01-08,12.6
2016-01-11,12.68
2016-01-12,12.66
2016-01-13,12.535
2016-01-14,12.52
2016-01-15,12.305
2016-01-19,12.17
2016-01-20,11.96
2016-01-21,12.05
2016-01-22,12.25
2016-01-25,11.96
2016-01-26,12.01
2016-01-27,11.85
2016-01-28,12.06
2016-01-29,12.3
2016-02-01,12.45
2016-02-02,12.24
2016-02-03,12.17
2016-02-04,12.3
2016-02-05,12.08
2016-02-08,11.91
2016-02-09,11.85
2016-02-10,11.855
2016-02-11,11.84
2016-02-12,11.9
2016-02-16,12.15
2016-02-17,12.27
2016-02-18,12.173
2016-02-19,12.19
2016-02-22,12.36
2016-02-23,12.2
2016-02-24,12.32
2016-02-25,12.17
2016-02-26,12.17
2016-02-29,12.18
2016-03-01,12.335
2016-03-02,12.55
2016-03-03,12.47
2016-03-04,12.86
2016-03-07,12.62
2016-03-08,12.505
2016-03-09,12.52
2016-03-10,12.66
2016-03-11,12.88
2016-03-14,12.77
2016-03-15,12.78
2016-03-16,12.91
2016-03-17,13.05
2016-03-18,13.0
2016-03-21,12.92
2016-03-22,13.06
2016-03-23,12.871
2016-03-24,12.78
2016-03-28,12.81
2016-03-29,13.04
2016-03-30,13.22
2016-03-31,13.03
2016-04-01,13.08
2016-04-04,13.03
2016-04-05,12.715
2016-04-06,12.955
2016-04-07,12.74
2016-04-08,12.74
2016-04-11,12.75
2016-04-12,12.67
2016-04-13,12.81
2016-04-14,12.75
2016-04-15,12.72
2016-04-18,12.633
2016-04-19,12.605
2016-04-20,12.53
2016-04-21,12.51
2016-04-22,12.44
2016-04-25,12.38
2016-04-26,12.25
2016-04-27,12.15
2016-04-28,12.09
2016-04-29,11.94
2016-05-02,11.94
2016-05-03,11.77
2016-05-04,11.85
2016-05-05,11.87
2016-05-06,11.91
2016-05-09,11.845
2016-05-10,12.09
2016-05-11,11.825
2016-05-12,11.85
2016-05-13,11.67
2016-05-16,11.58
2016-05-17,11.525
2016-05-18,11.45
2016-05-19,11.34
2016-05-20,11.46
2016-05-23,11.295
2016-05-24,11.475
2016-05-25,11.54
2016-05-26,11.45
2016-05-27,11.49
2016-05-31,11.57
2016-06-01,11.45
2016-06-02,11.64
2016-06-03,11.75
2016-06-06,11.845
2016-06-07,11.94
2016-06-08,11.92
2016-06-09,11.853
2016-06-10,11.73
2016-06-13,11.51
2016-06-14,11.4
2016-06-15,11.365
2016-06-16,11.36
2016-06-17,11.4
2016-06-20,11.63
2016-06-21,11.66
2016-06-22,11.61
2016-06-23,11.82
2016-06-24,11.115
2016-06-27,10.65
2016-06-28,10.695
2016-06-29,10.75
2016-06-30,10.97
2016-07-01,10.98
2016-07-05,10.635
2016-07-06,10.6
2016-07-07,10.677
2016-07-08,10.67
2016-07-11,10.69
2016-07-12,10.95
2016-07-13,11.0
2016-07-14,11.11
2016-07-15,11.145
2016-07-18,11.26
2016-07-19,11.25
2016-07-20,11.24
2016-07-21,11.44
2016-07-22,11.415
2016-07-25,11.36
2016-07-26,11.62
2016-07-27,11.69
2016-07-28,11.69
2016-07-29,11.62
2016-08-01,11.71
2016-08-02,11.63
2016-08-03,11.73
2016-08-04,11.87
2016-08-05,11.958
2016-08-08,12.07
2016-08-09,12.13
2016-08-10,12.025
2016-08-11,12.19
2016-08-12,12.28
2016-08-15,12.595
2016-08-16,12.51
2016-08-17,12.69
2016-08-18,12.65
2016-08-19,12.53
2016-08-22,12.594
2016-08-23,12.746
2016-08-24,12.665
2016-08-25,12.6
2016-08-26,12.68
2016-08-29,12.75
2016-08-30,12.77
2016-08-31,12.765
2016-09-01,12.88
2016-09-02,13.31
2016-09-06,13.12
2016-09-07,13.055
2016-09-08,13.09
2016-09-09,12.984
2016-09-12,12.91
2016-09-13,12.655
2016-09-14,12.825
2016-09-15,12.92
2016-09-16,12.83
2016-09-19,12.95
2016-09-20,12.8
2016-09-21,12.85
2016-09-22,12.935
2016-09-23,12.9
2016-09-26,12.705
2016-09-27,12.715
2016-09-28,12.82
2016-09-29,12.69
2016-09-30,12.73
2016-10-03,12.765
2016-10-04,12.64
2016-10-05,12.748
2016-10-06,12.665
2016-10-07,12.53
2016-10-10,12.605
2016-10-11,12.1
2016-10-12,12.34
2016-10-13,12.215
2016-10-14,12.41
2016-10-17,12.39
2016-10-18,12.49
2016-10-19,12.54
2016-10-20,12.57
2016-10-21,12.56
2016-10-24,12.67
2016-10-25,12.6
2016-10-26,12.45
2016-10-27,12.3
2016-10-28,12.17
2016-10-31,12.29
2016-11-01,12.36
2016-11-02,12.26
2016-11-03,12.22
2016-11-04,12.185
2016-11-07,12.345
2016-11-08,12.41
2016-11-09,12.14
2016-11-10,12.0
2016-11-11,11.93
2016-11-14,11.935
2016-11-15,12.05
2016-11-16,11.9
2016-11-17,11.96
2016-11-18,12.135
2016-11-21,12.305
2016-11-22,12.42
2016-11-23,12.3
2016-11-25,12.23
2016-11-28,12.09
2016-11-29,12.1
2016-11-30,12.115
2016-12-01,12.13
2016-12-02,12.0
2016-12-05,11.995
2016-12-06,12.06
2016-12-07,11.975
2016-12-08,11.83
2016-12-09,11.875
2016-12-12,11.76
2016-12-13,11.75
2016-12-14,11.61
2016-12-15,11.595
2016-12-16,11.51
2016-12-19,11.48
2016-12-20,11.35
2016-12-21,11.36
2016-12-22,11.43
2016-12-23,11.375
2016-12-27,11.365
2016-12-28,11.26
2016-12-29,11.34
2016-12-30,11.35
2017-01-03,11.75
2017-01-04,11.65
2017-01-05,11.72
2017-01-06,11.67
2017-01-09,11.605
2017-01-10,11.76
2017-01-11,11.905
2017-01-12,11.775
2017-01-13,11.81
2017-01-17,11.66
2017-01-18,11.8
2017-01-19,11.695
2017-01-20,11.79
2017-01-23,11.84
2017-01-24,11.93
2017-01-25,11.86
2017-01-26,11.89
2017-01-27,11.99
2017-01-30,12.0
2017-01-31,11.98
2017-02-01,11.865
2017-02-02,11.907
2017-02-03,11.835
2017-02-06,11.756
2017-02-07,11.75
2017-02-08,11.71
2017-02-09,11.78
2017-02-10,11.822
2017-02-13,11.85
2017-02-14,11.99
2017-02-15,12.02
2017-02-16,11.912
2017-02-17,11.97
2017-02-21,12.005
2017-02-22,11.97
2017-02-23,11.885
2017-02-24,12.07
2017-02-27,12.36
2017-02-28,12.31
2017-03-01,12.49
2017-03-02,12.33
2017-03-03,12.29
2017-03-06,12.24
2017-03-07,12.375
2017-03-08,12.36
2017-03-09,12.28
2017-03-10,12.265
2017-03-13,12.36
2017-03-14,12.3
2017-03-15,12.51
2017-03-16,12.44
2017-03-17,12.5
2017-03-20,12.51
2017-03-21,12.32
2017-03-22,12.37
2017-03-23,12.59
2017-03-24,12.53
2017-03-27,12.48
2017-03-28,12.5
2017-03-29,12.375
2017-03-30,12.43
2017-03-31,12.325
2017-04-03,12.3
2017-04-04,12.315
2017-04-05,12.27
2017-04-06,12.29
2017-04-07,12.3
2017-04-10,12.29
2017-04-11,12.23
2017-04-12,12.22
2017-04-13,12.135
2017-04-17,12.12
2017-04-18,12.012
2017-04-19,11.99
2017-04-20,12.11
2017-04-21,11.97
2017-04-24,12.26
2017-04-25,12.44
2017-04-26,12.505
2017-04-27,12.4
2017-04-28,12.49
2017-05-01,12.5
2017-05-02,12.55
2017-05-03,12.52
2017-05-04,12.47
2017-05-05,12.475
2017-05-08,12.51
2017-05-09,12.655
2017-05-10,13.023
2017-05-11,13.0
2017-05-12,12.865
2017-05-15,12.93
2017-05-16,12.77
2017-05-17,12.85
2017-05-18,12.75
2017-05-19,12.841
2017-05-22,12.78
2017-05-23,12.87
2017-05-24,12.98
2017-05-25,13.04
2017-05-26,13.04
2017-05-30,13.055
2017-05-31,12.98
2017-06-01,12.96
2017-06-02,13.079
2017-06-05,12.93
2017-06-06,12.98
2017-06-07,12.86
2017-06-08,12.98
2017-06-09,12.77
2017-06-12,12.73
2017-06-13,12.72
2017-06-14,12.655
2017-06-15,12.65
2017-06-16,12.53
2017-06-19,12.73
2017-06-20,12.595
2017-06-21,12.63
2017-06-22,12.7
2017-06-23,12.71
2017-06-26,12.65
2017-06-27,12.595
2017-06-28,12.66
2017-06-29,12.515
2017-06-30,12.525
2017-07-03,12.47
2017-07-05,12.39
2017-07-06,12.41
2017-07-07,12.44
2017-07-10,12.56
2017-07-11,12.68
2017-07-12,12.8
2017-07-13,12.85
2017-07-14,12.92
2017-07-17,12.85
2017-07-18,12.86
2017-07-19,12.89
2017-07-20,12.86
2017-07-21,12.89
2017-07-24,12.89
2017-07-25,12.91
2017-07-26,12.97
2017-07-27,12.92
2017-07-28,13.032
2017-07-31,13.18
2017-08-01,13.35
2017-08-02,13.7
2017-08-03,13.72
2017-08-04,13.39
2017-08-07,13.34
2017-08-08,13.345
2017-08-09,13.42
2017-08-10,13.1
2017-08-11,12.89
2017-08-14,13.01
2017-08-15,13.0
2017-08-16,13.04
2017-08-17,12.86
2017-08-18,12.89
2017-08-21,12.94
2017-08-22,13.12
2017-08-23,13.02
2017-08-24,12.85
2017-08-25,12.97
2017-08-28,12.91
2017-08-29,12.773
2017-08-30,12.81
2017-08-31,12.97
2017-09-01,12.96
2017-09-05,12.775
2017-09-06,12.73
2017-09-07,12.69
2017-09-08,12.7
2017-09-11,12.94
2017-09-12,12.77
2017-09-13,12.87
2017-09-14,12.86
2017-09-15,12.87
2017-09-18,12.88
2017-09-19,12.86
2017-09-20,12.88
2017-09-21,12.75
2017-09-22,12.71
2017-09-25,12.62
2017-09-26,12.745
2017-09-27,12.74
2017-09-28,12.73
2017-09-29,12.77
2017-10-02,12.82
2017-10-03,12.8
2017-10-04,12.9
2017-10-05,12.99
2017-10-06,12.93
2017-10-09,12.93
2017-10-10,12.94
2017-10-11,12.891
2017-10-12,12.77
2017-10-13,12.825
2017-10-16,12.87
2017-10-17,12.9
2017-10-18,13.129
2017-10-19,12.965
2017-10-20,13.01
2017-10-23,12.9
2017-10-24,12.86
2017-10-25,12.81
2017-10-26,12.8
2017-10-27,12.82
2017-10-30,12.64
2017-10-31,12.69
2017-11-01,12.75
2017-11-02,12.75
2017-11-03,12.705
2017-11-06,12.595
2017-11-07,12.66
2017-11-08,12.66
2017-11-09,12.63
2017-11-10,12.55
2017-11-13,12.48
2017-11-14,12.415
2017-11-15,12.515
2017-11-16,12.61
2017-11-17,12.51
2017-11-20,12.52
2017-11-21,12.525
2017-11-22,12.61
2017-11-24,12.7
2017-11-27,12.53
2017-11-28,12.52
2017-11-29,12.41
2017-11-30,12.56
2017-12-01,12.605
2017-12-04,12.59
2017-12-05,12.565
2017-12-06,12.515
2017-12-07,12.5
2017-12-08,12.33
2017-12-11,12.32
2017-12-12,12.25
2017-12-13,12.29
2017-12-14,12.235
2017-12-15,12.235
2017-12-18,12.325
2017-12-19,12.26
2017-12-20,12.27
2017-12-21,12.3
2017-12-22,12.285
2017-12-26,12.36
2017-12-27,12.34
2017-12-28,12.48
2017-12-29,12.555
2018-01-02,12.602
2018-01-03,12.595
2018-01-04,12.68
2018-01-05,12.73
2018-01-08,12.73
2018-01-09,12.66
2018-01-10,12.665
2018-01-11,12.67
2018-01-12,12.94
2018-01-16,12.86
2018-01-17,12.91
2018-01-18,12.895
2018-01-19,12.92
2018-01-22,13.07
2018-01-23,13.11
2018-01-24,13.32
2018-01-25,13.68
2018-01-26,13.68
2018-01-29,13.39
2018-01-30,13.425
2018-01-31,13.45
2018-02-01,13.47
2018-02-02,13.265
2018-02-05,13.045
2018-02-06,13.12
2018-02-07,13.05
2018-02-08,12.86
2018-02-09,12.57
2018-02-12,12.4
2018-02-13,12.47
2018-02-14,12.57
2018-02-15,12.64
2018-02-16,12.73
2018-02-20,12.465
2018-02-21,12.545
2018-02-22,12.55
2018-02-23,12.705
2018-02-26,12.8
2018-02-27,12.61
2018-02-28,12.45
2018-03-01,12.385
2018-03-02,12.35
2018-03-05,12.24
2018-03-06,12.225
2018-03-07,12.195
2018-03-08,12.345
2018-03-09,12.63
2018-03-12,12.61
2018-03-13,12.4
2018-03-14,12.43
2018-03-15,12.48
2018-03-16,12.53
2018-03-19,12.27
2018-03-20,12.255
2018-03-21,12.24
2018-03-22,12.09
2018-03-23,11.945
2018-03-26,12.13
2018-03-27,12.05
2018-03-28,11.92
2018-03-29,11.99
2018-04-02,11.91
2018-04-03,11.845
2018-04-04,11.78
2018-04-05,11.91
2018-04-06,11.57
2018-04-09,11.66
2018-04-10,11.75
2018-04-11,11.805
2018-04-12,11.865
2018-04-13,11.775
2018-04-16,11.64
2018-04-17,11.53
2018-04-18,11.73
2018-04-19,11.82
2018-04-20,11.755
2018-04-23,11.755
2018-04-24,11.78
2018-04-25,11.755
2018-04-26,11.78
2018-04-27,11.75
2018-04-30,11.75
2018-05-01,11.7
2018-05-02,11.675
2018-05-03,11.68
2018-05-04,11.59
2018-05-07,11.55
2018-05-08,11.63
2018-05-09,11.64
2018-05-10,11.68
2018-05-11,11.78
2018-05-14,11.68
2018-05-15,11.34
2018-05-16,11.42
2018-05-17,11.29
2018-05-18,11.21
2018-05-21,11.28
2018-05-22,11.286
2018-05-23,11.29
2018-05-24,11.29
2018-05-25,11.38
2018-05-29,11.29
2018-05-30,11.19
2018-05-31,11.28
2018-06-01,11.34
2018-06-04,11.455
2018-06-05,11.415
2018-06-06,11.545
2018-06-07,11.55
2018-06-08,11.475
2018-06-11,11.515
2018-06-12,11.61
2018-06-13,11.345
2018-06-14,11.225
2018-06-15,11.25
2018-06-18,11.145
2018-06-19,11.005
2018-06-20,10.93
2018-06-21,10.75
2018-06-22,10.78
2018-06-25,10.64
2018-06-26,10.59
2018-06-27,10.44
2018-06-28,10.53
2018-06-29,10.56
2018-07-02,10.46
2018-07-03,10.4
2018-07-05,10.575
2018-07-06,10.74
2018-07-09,10.82
2018-07-10,10.815
2018-07-11,10.63
2018-07-12,10.66
2018-07-13,10.67
2018-07-16,10.695
2018-07-17,10.565
2018-07-18,10.505
2018-07-19,10.575
2018-07-20,10.655
2018-07-23,10.59
2018-07-24,10.69
2018-07-25,10.73
2018-07-26,10.715
2018-07-27,10.725
2018-07-30,10.815
2018-07-31,10.845
2018-08-01,10.71
2018-08-02,10.66
2018-08-03,10.68
2018-08-06,11.025
2018-08-07,11.28
2018-08-08,11.405
2018-08-09,11.375
2018-08-10,11.24
2018-08-13,11.115
2018-08-14,11.32
2018-08-15,11.205
2018-08-16,11.3
2018-08-17,11.48
2018-08-20,11.38
2018-08-21,11.38
2018-08-22,11.44
2018-08-23,11.13
2018-08-24,11.24
2018-08-27,11.405
2018-08-28,11.345
2018-08-29,11.59
2018-08-30,11.23
2018-08-31,11.375
2018-09-04,11.53
2018-09-05,11.45
2018-09-06,11.37
2018-09-07,11.305
2018-09-10,11.28
2018-09-11,11.155
2018-09-12,11.525
2018-09-13,11.575
2018-09-14,11.5
2018-09-17,11.53
2018-09-18,11.69
2018-09-19,11.71
2018-09-20,11.685
2018-09-21,11.55
2018-09-24,11.435
2018-09-25,11.505
2018-09-26,11.52
2018-09-27,11.47
2018-09-28,11.435
2018-10-01,11.465
2018-10-02,11.095
2018-10-03,10.95
2018-10-04,10.805
2018-10-05,10.775
2018-10-08,10.6
2018-10-09,10.58
2018-10-10,10.47
2018-10-11,10.42
2018-10-12,10.34
2018-10-15,10.37
2018-10-16,10.33
2018-10-17,10.275
2018-10-18,10.16
2018-10-19,10.165
2018-10-22,10.3
2018-10-23,10.12
2018-10-24,10.045
2018-10-25,10.079
2018-10-26,9.92
2018-10-29,9.9
2018-10-30,9.92
2018-10-31,10.0
2018-11-01,10.16
2018-11-02,10.25
2018-11-05,10.19
2018-11-06,10.28
2018-11-07,10.35
2018-11-08,10.17
2018-11-09,9.96
2018-11-12,10.01
2018-11-13,10.18
2018-11-14,10.105
2018-11-15,10.285
2018-11-16,10.265
2018-11-19,10.47
2018-11-20,10.285
2018-11-21,10.25
2018-11-23,10.376
2018-11-26,10.68
2018-11-27,10.505
2018-11-28,10.615
2018-11-29,10.355
2018-11-30,10.335
2018-12-03,10.475
2018-12-04,10.27
2018-12-06,10.06
2018-12-07,9.91
2018-12-10,9.615
2018-12-11,9.79
2018-12-12,10.04
2018-12-13,10.02
2018-12-14,10.09
2018-12-17,10.08
2018-12-18,9.92
2018-12-19,9.9
2018-12-20,9.81
2018-12-21,9.61
2018-12-24,9.575
2018-12-26,9.68
2018-12-27,9.565
2018-12-28,9.59
2018-12-31,9.48
2019-01-02,9.5
2019-01-03,9.355
2019-01-04,9.68
2019-01-07,9.712
2019-01-08,9.875
2019-01-09,9.885
2019-01-10,9.88
2019-01-11,9.96
2019-01-14,9.77
2019-01-15,9.88
2019-01-16,9.99
2019-01-17,10.005
2019-01-18,10.12
2019-01-22,9.905
2019-01-23,9.99
2019-01-24,10.155
2019-01-25,10.27
2019-01-28,10.06
2019-01-29,9.995
2019-01-30,10.06
2019-01-31,10.07
2019-02-01,10.04
2019-02-04,10.025
2019-02-05,10.075
2019-02-06,10.03
2019-02-07,9.965
2019-02-08,9.97
2019-02-11,10.105
2019-02-12,10.025
2019-02-13,10.11
2019-02-14,10.23
2019-02-15,10.15
2019-02-19,10.39
2019-02-20,10.39
2019-02-21,10.3
2019-02-22,10.48
2019-02-25,10.435
2019-02-26,10.57
2019-02-27,10.7
2019-02-28,10.585
2019-03-01,10.555
2019-03-04,10.55
2019-03-05,10.425
2019-03-06,10.375
2019-03-07,10.24
2019-03-08,10.13
2019-03-11,10.155
2019-03-12,10.18
2019-03-13,10.155
2019-03-14,10.145
2019-03-15,10.28
2019-03-18,10.275
2019-03-19,10.205
2019-03-20,10.46
2019-03-21,10.35
2019-03-22,10.5
2019-03-25,10.535
2019-03-26,10.58
2019-03-27,10.405
2019-03-28,10.465
2019-03-29,10.485
2019-04-01,10.68
2019-04-02,10.78
2019-04-03,10.855
2019-04-04,10.875
2019-04-05,10.925
2019-04-08,10.93
2019-04-09,10.875
2019-04-10,10.805
2019-04-11,10.66
2019-04-12,10.735
2019-04-15,10.608
2019-04-16,10.63
2019-04-17,10.54
2019-04-18,10.56
2019-04-22,10.485
2019-04-23,10.49
2019-04-24,10.39
2019-04-25,10.45
2019-04-26,10.455
2019-04-29,10.52
2019-04-30,10.48
2019-05-01,10.47
2019-05-02,10.43
2019-05-03,10.48
2019-05-06,10.35
2019-05-07,10.21
2019-05-08,10.21
2019-05-09,10.07
2019-05-10,10.15
2019-05-13,9.92
2019-05-14,9.82
2019-05-15,9.965
2019-05-16,9.97
2019-05-17,9.93
2019-05-20,9.6
2019-05-21,9.584
2019-05-22,9.53
2019-05-23,9.52
2019-05-24,9.455
2019-05-28,9.42
2019-05-29,9.41
2019-05-30,9.253
2019-05-31,9.39
2019-06-03,9.49
2019-06-04,9.562
2019-06-05,9.53
2019-06-06,9.59
2019-06-07,9.635
2019-06-10,9.68
2019-06-11,9.7
2019-06-12,9.58
2019-06-13,9.55
2019-06-14,9.5
2019-06-17,9.53
2019-06-18,9.62
2019-06-19,9.78
2019-06-20,9.92
2019-06-21,9.88
2019-06-24,9.77
2019-06-25,9.67
2019-06-26,9.82
2019-06-27,9.91
2019-06-28,9.792
2019-07-01,9.93
2019-07-02,9.79
2019-07-03,9.86
2019-07-05,9.844
2019-07-08,9.78
2019-07-09,9.67
2019-07-10,9.68
2019-07-11,9.65
2019-07-12,9.7
2019-07-15,9.71
2019-07-16,9.74
2019-07-17,9.77
2019-07-18,9.79
2019-07-19,9.76
2019-07-22,9.675
2019-07-23,9.699
2019-07-24,9.68
2019-07-25,9.57
2019-07-26,9.6
2019-07-29,9.55
2019-07-30,9.45
2019-07-31,9.3
2019-08-01,9.03
2019-08-02,9.09
2019-08-05,8.67
2019-08-06,8.67
2019-08-07,8.62
2019-08-08,8.64
2019-08-09,8.59
2019-08-12,8.44
2019-08-13,8.45
2019-08-14,8.13
2019-08-15,8.38
2019-08-16,8.65
2019-08-19,8.83
2019-08-20,8.84
2019-08-21,9.02
2019-08-22,8.98
2019-08-23,8.79
2019-08-26,8.82
2019-08-27,8.845
2019-08-28,8.77
2019-08-29,8.7
2019-08-30,8.565
2019-09-03,8.48
2019-09-04,8.735
2019-09-05,8.77
2019-09-06,8.93
2019-09-09,9.06
2019-09-10,9.102
2019-09-11,9.25
2019-09-12,9.25
2019-09-13,9.22
2019-09-16,9.05
2019-09-17,9.02
2019-09-18,8.93
2019-09-19,8.81
2019-09-20,8.82
2019-09-23,8.81
2019-09-24,8.79
2019-09-25,8.793
2019-09-26,8.75
2019-09-27,8.73
2019-09-30,8.747
2019-10-01,8.65
2019-10-02,8.75
2019-10-03,8.8
2019-10-04,8.645
2019-10-07,8.665
2019-10-08,8.53
2019-10-09,8.69
2019-10-10,8.79
2019-10-11,8.97
2019-10-14,9.085
2019-10-15,9.19
2019-10-16,9.31
2019-10-17,9.3
2019-10-18,9.212
2019-10-21,9.27
2019-10-22,9.308
2019-10-23,9.21
2019-10-24,9.245
2019-10-25,9.21
2019-10-28,9.17
2019-10-29,9.11
2019-10-30,9.14
2019-10-31,9.16
2019-11-01,9.26
2019-11-04,9.33
2019-11-05,9.39
2019-11-06,9.469
2019-11-07,9.52
2019-11-08,9.52
2019-11-11,9.42
2019-11-12,9.31
2019-11-13,9.18
2019-11-14,9.09
2019-11-15,9.03
2019-11-18,9.08
2019-11-19,9.22
2019-11-20,9.2
2019-11-21,9.11
2019-11-22,9.09
2019-11-25,9.13
2019-11-26,9.15
2019-11-27,9.09
2019-11-29,9.01
2019-12-02,8.95
2019-12-03,8.85
2019-12-04,8.774
2019-12-05,8.783
2019-12-06,8.821
2019-12-09,8.83
2019-12-10,8.825
2019-12-11,8.869
2019-12-12,9.12
2019-12-13,9.36
2019-12-16,9.55
2019-12-17,9.645
2019-12-18,9.452
2019-12-19,9.38
2019-12-20,9.51
2019-12-23,9.52
2019-12-24,9.53
2019-12-26,9.59
2019-12-27,9.565
2019-12-30,9.54
2019-12-31,9.53
2020-01-02,9.58
2020-01-03,9.45
2020-01-06,9.44
2020-01-07,9.37
2020-01-08,9.35
2020-01-09,9.45
2020-01-10,9.52
2020-01-13,9.69
2020-01-14,9.65
2020-01-15,9.62
2020-01-16,9.64
2020-01-17,9.66
2020-01-21,9.54
2020-01-22,9.5
2020-01-23,9.46
2020-01-24,9.39
2020-01-27,9.06
2020-01-28,9.17
2020-01-29,9.18
2020-01-30,9.05
2020-01-31,8.84
2020-02-03,8.81
2020-02-04,8.82
2020-02-05,8.88
2020-02-06,8.94
2020-02-07,8.915
2020-02-10,8.96
2020-02-11,9.04
2020-02-12,9.09
2020-02-13,9.03
2020-02-14,9.03
2020-02-18,9.01
2020-02-19,8.97
2020-02-20,8.86
2020-02-21,8.86
2020-02-24,8.68
2020-02-25,8.59
2020-02-26,8.71
2020-02-27,8.62
2020-02-28,8.69
2020-03-02,8.57
2020-03-03,8.58
2020-03-04,8.64
2020-03-05,8.58
2020-03-06,8.47
2020-03-09,8.16
2020-03-10,8.17
2020-03-11,7.77
2020-03-12,7.04
2020-03-13,7.08
2020-03-16,6.57
2020-03-17,6.85
2020-03-18,6.27
2020-03-19,5.92
2020-03-20,6.225
2020-03-23,5.91
2020-03-24,6.165
2020-03-25,6.425
2020-03-26,6.66
2020-03-27,6.68
2020-03-30,6.64
2020-03-31,6.69
2020-04-01,6.52
2020-04-02,6.72
2020-04-03,6.68
2020-04-06,7.23
2020-04-07,7.34
2020-04-08,7.28
2020-04-09,7.35
2020-04-13,7.341
2020-04-14,7.42
2020-04-15,7.3
2020-04-16,7.25
2020-04-17,7.44
2020-04-20,7.25
2020-04-21,7.06
2020-04-22,7.23
2020-04-23,7.15
2020-04-24,7.14
2020-04-27,7.18
2020-04-28,7.296
2020-04-29,7.4
2020-04-30,7.22
2020-05-01,6.99
2020-05-04,7.075
2020-05-05,7.113
2020-05-06,7.19
2020-05-07,7.14
2020-05-08,7.25
