Date,BMBLF
2008-11-28,4.15
2008-12-01,4.25
2008-12-02,4.2
2008-12-03,4.65
2008-12-04,4.65
2008-12-05,4.65
2008-12-08,4.65
2008-12-09,4.65
2008-12-10,4.6
2008-12-11,4.6
2008-12-12,4.45
2008-12-15,4.35
2008-12-16,4.35
2008-12-17,4.35
2008-12-18,4.35
2008-12-19,4.35
2008-12-22,4.35
2008-12-23,4.35
2008-12-24,4.35
2008-12-26,4.35
2008-12-29,4.35
2008-12-30,4.35
2008-12-31,4.35
2009-01-02,4.35
2009-01-05,4.35
2009-01-06,4.35
2009-01-07,5.1
2009-01-08,5.1
2009-01-09,5.1
2009-01-12,5.1
2009-01-13,5.1
2009-01-14,5.1
2009-01-15,4.15
2009-01-16,4.15
2009-01-20,4.15
2009-01-21,4.15
2009-01-22,4.2
2009-01-23,4.2
2009-01-26,4.2
2009-01-27,4.2
2009-01-28,4.2
2009-01-29,4.2
2009-01-30,4.15
2009-02-02,4.15
2009-02-03,4.15
2009-02-04,4.15
2009-02-05,4.15
2009-02-06,4.15
2009-02-09,4.15
2009-02-10,3.85
2009-02-11,4.1
2009-02-12,4.1
2009-02-13,4.1
2009-02-17,4.1
2009-02-18,4.1
2009-02-19,4.1
2009-02-20,4.1
2009-02-23,4.1
2009-02-24,4.1
2009-02-25,4.1
2009-02-26,4.1
2009-02-27,4.1
2009-03-02,4.1
2009-03-03,4.1
2009-03-04,4.1
2009-03-05,2.95
2009-03-06,2.95
2009-03-09,2.95
2009-03-10,2.95
2009-03-11,2.95
2009-03-12,2.95
2009-03-13,2.95
2009-03-16,2.95
2009-03-17,2.95
2009-03-18,2.95
2009-03-19,2.95
2009-03-20,2.95
2009-03-23,2.95
2009-03-24,2.95
2009-03-25,2.95
2009-03-26,2.95
2009-03-27,2.95
2009-03-30,3.95
2009-03-31,3.95
2009-04-01,3.95
2009-04-02,3.95
2009-04-03,3.95
2009-04-06,3.95
2009-04-07,3.95
2009-04-08,3.95
2009-04-09,3.95
2009-04-13,3.95
2009-04-14,3.95
2009-04-15,3.95
2009-04-16,3.95
2009-04-17,3.95
2009-04-20,3.95
2009-04-21,3.92
2009-04-22,3.8
2009-04-23,3.8
2009-04-24,3.8
2009-04-27,3.8
2009-04-28,3.8
2009-04-29,3.8
2009-04-30,3.8
2009-05-01,3.8
2009-05-04,4.65
2009-05-05,4.65
2009-05-06,4.65
2009-05-07,4.65
2009-05-08,4.65
2009-05-11,4.65
2009-05-12,4.65
2009-05-13,4.65
2009-05-14,4.65
2009-05-15,4.65
2009-05-18,4.2
2009-05-19,4.2
2009-05-20,4.2
2009-05-21,4.2
2009-05-22,4.2
2009-05-26,4.2
2009-05-27,4.2
2009-05-28,4.5
2009-05-29,4.5
2009-06-01,4.5
2009-06-02,4.5
2009-06-03,4.5
2009-06-04,4.5
2009-06-05,4.5
2009-06-08,4.5
2009-06-09,4.65
2009-06-10,4.65
2009-06-11,4.65
2009-06-12,4.65
2009-06-15,4.65
2009-06-16,4.65
2009-06-17,4.65
2009-06-18,4.65
2009-06-19,4.65
2009-06-22,4.65
2009-06-23,4.65
2009-06-24,4.45
2009-06-25,4.45
2009-06-26,4.45
2009-06-29,4.45
2009-06-30,4.45
2009-07-01,4.45
2009-07-02,4.45
2009-07-06,4.45
2009-07-07,4.45
2009-07-08,4.45
2009-07-09,4.45
2009-07-10,4.45
2009-07-13,4.45
2009-07-14,4.45
2009-07-15,4.45
2009-07-16,4.45
2009-07-17,4.45
2009-07-20,4.8
2009-07-21,4.8
2009-07-22,4.8
2009-07-23,4.8
2009-07-24,4.8
2009-07-27,4.8
2009-07-28,4.8
2009-07-29,4.8
2009-07-30,4.8
2009-07-31,4.8
2009-08-03,4.8
2009-08-04,4.8
2009-08-05,4.8
2009-08-06,4.8
2009-08-07,4.8
2009-08-10,4.8
2009-08-11,4.8
2009-08-12,4.8
2009-08-13,4.8
2009-08-14,4.8
2009-08-17,4.8
2009-08-18,5.5
2009-08-19,5.5
2009-08-20,5.5
2009-08-21,5.5
2009-08-24,5.5
2009-08-25,5.5
2009-08-26,5.5
2009-08-27,5.5
2009-08-28,5.5
2009-08-31,6.06
2009-09-01,6.3
2009-09-02,6.25
2009-09-03,6.25
2009-09-04,6.25
2009-09-08,6.25
2009-09-09,6.25
2009-09-10,6.25
2009-09-11,6.25
2009-09-14,6.25
2009-09-15,6.25
2009-09-16,6.25
2009-09-17,6.25
2009-09-18,6.25
2009-09-21,6.25
2009-09-22,7.08
2009-09-23,6.95
2009-09-24,6.95
2009-09-25,6.95
2009-09-28,6.95
2009-09-29,6.95
2009-09-30,6.95
2009-10-01,6.95
2009-10-02,6.95
2009-10-05,6.95
2009-10-06,6.95
2009-10-07,6.95
2009-10-08,6.95
2009-10-09,6.95
2009-10-12,6.95
2009-10-13,6.95
2009-10-14,6.95
2009-10-15,6.95
2009-10-16,6.95
2009-10-19,6.95
2009-10-20,6.58
2009-10-21,6.58
2009-10-22,6.58
2009-10-23,6.58
2009-10-26,6.58
2009-10-27,6.45
2009-10-28,6.45
2009-10-29,6.45
2009-10-30,6.25
2009-11-02,6.25
2009-11-03,6.25
2009-11-04,6.25
2009-11-05,6.25
2009-11-06,6.25
2009-11-09,6.25
2009-11-10,6.25
2009-11-11,6.25
2009-11-12,6.25
2009-11-13,6.25
2009-11-16,6.25
2009-11-17,6.25
2009-11-18,6.1
2009-11-19,6.1
2009-11-20,6.1
2009-11-23,6.1
2009-11-24,6.1
2009-11-25,6.1
2009-11-27,6.1
2009-11-30,6.1
2009-12-01,6.1
2009-12-02,6.1
2009-12-03,6.1
2009-12-04,6.1
2009-12-07,6.1
2009-12-08,6.1
2009-12-09,6.1
2009-12-10,6.1
2009-12-11,6.1
2009-12-14,6.1
2009-12-15,5.9
2009-12-16,5.9
2009-12-17,5.75
2009-12-18,5.45
2009-12-21,5.45
2009-12-22,5.45
2009-12-23,5.85
2009-12-24,5.85
2009-12-28,5.85
2009-12-29,5.85
2009-12-30,5.85
2009-12-31,5.85
2010-01-04,5.85
2010-01-05,5.85
2010-01-06,5.85
2010-01-07,6.2
2010-01-08,6.2
2010-01-11,6.4
2010-01-12,6.4
2010-01-13,6.4
2010-01-14,6.4
2010-01-15,6.4
2010-01-19,6.15
2010-01-20,6.15
2010-01-21,6.15
2010-01-22,6.08
2010-01-25,6.08
2010-01-26,6.08
2010-01-27,6.08
2010-01-28,6.08
2010-01-29,6.08
2010-02-01,6.08
2010-02-02,6.08
2010-02-03,6.08
2010-02-04,6.08
2010-02-05,6.08
2010-02-08,6.08
2010-02-09,6.08
2010-02-10,5.6
2010-02-11,5.6
2010-02-12,5.6
2010-02-16,5.6
2010-02-17,5.6
2010-02-18,5.6
2010-02-19,5.6
2010-02-22,5.6
2010-02-23,5.6
2010-02-24,5.6
2010-02-25,5.6
2010-02-26,5.6
2010-03-01,5.6
2010-03-02,5.6
2010-03-03,5.6
2010-03-04,5.6
2010-03-05,5.6
2010-03-08,5.6
2010-03-09,5.6
2010-03-10,5.6
2010-03-11,5.6
2010-03-12,5.6
2010-03-15,5.6
2010-03-16,5.6
2010-03-17,5.6
2010-03-18,5.6
2010-03-19,5.6
2010-03-22,5.6
2010-03-23,5.6
2010-03-24,5.6
2010-03-25,5.6
2010-03-26,5.6
2010-03-29,5.6
2010-03-30,5.6
2010-03-31,5.6
2010-04-01,5.6
2010-04-05,5.6
2010-04-06,5.6
2010-04-07,5.6
2010-04-08,5.6
2010-04-09,5.6
2010-04-12,5.6
2010-04-13,5.6
2010-04-14,5.6
2010-04-15,6.8
2010-04-16,6.8
2010-04-19,6.8
2010-04-20,6.8
2010-04-21,6.8
2010-04-22,6.8
2010-04-23,6.8
2010-04-26,6.7
2010-04-27,6.7
2010-04-28,6.7
2010-04-29,6.7
2010-04-30,6.7
2010-05-03,6.7
2010-05-04,6.7
2010-05-05,6.7
2010-05-06,6.7
2010-05-07,6.7
2010-05-10,6.7
2010-05-11,6.7
2010-05-12,6.7
2010-05-13,6.7
2010-05-14,6.7
2010-05-17,6.7
2010-05-18,5.9
2010-05-19,5.9
2010-05-20,5.9
2010-05-21,5.9
2010-05-24,5.9
2010-05-25,5.9
2010-05-26,5.9
2010-05-27,5.9
2010-05-28,5.45
2010-06-01,5.45
2010-06-02,5.45
2010-06-03,5.45
2010-06-04,5.45
2010-06-07,5.45
2010-06-08,5.45
2010-06-09,5.45
2010-06-10,5.45
2010-06-11,5.45
2010-06-14,5.45
2010-06-15,5.45
2010-06-16,5.45
2010-06-17,5.45
2010-06-18,5.45
2010-06-21,5.45
2010-06-22,5.45
2010-06-23,5.45
2010-06-24,37.049999
2010-06-25,37.049999
2010-06-28,37.049999
2010-06-29,37.049999
2010-06-30,37.049999
2010-07-01,37.049999
2010-07-02,37.049999
2010-07-06,37.049999
2010-07-07,4.75
2010-07-08,4.75
2010-07-09,4.75
2010-07-12,4.75
2010-07-13,4.65
2010-07-14,4.65
2010-07-15,4.65
2010-07-16,4.65
2010-07-19,4.65
2010-07-20,4.65
2010-07-21,4.65
2010-07-22,4.65
2010-07-23,4.65
2010-07-26,4.85
2010-07-27,4.85
2010-07-28,4.85
2010-07-29,4.85
2010-07-30,4.85
2010-08-02,4.85
2010-08-03,4.85
2010-08-04,4.85
2010-08-05,4.85
2010-08-06,4.85
2010-08-09,4.85
2010-08-10,4.85
2010-08-11,4.85
2010-08-12,4.85
2010-08-13,4.85
2010-08-16,4.85
2010-08-17,4.85
2010-08-18,4.85
2010-08-19,4.85
2010-08-20,4.85
2010-08-23,4.85
2010-08-24,4.85
2010-08-25,4.85
2010-08-26,4.85
2010-08-27,4.85
2010-08-30,5.1
2010-08-31,5.1
2010-09-01,5.1
2010-09-02,5.1
2010-09-03,5.1
2010-09-07,5.1
2010-09-08,5.1
2010-09-09,5.1
2010-09-10,5.58
2010-09-13,5.58
2010-09-14,5.58
2010-09-15,5.58
2010-09-16,5.58
2010-09-17,5.58
2010-09-20,5.58
2010-09-21,5.58
2010-09-22,5.58
2010-09-23,5.58
2010-09-24,5.58
2010-09-27,5.58
2010-09-28,5.58
2010-09-29,5.58
2010-09-30,5.58
2010-10-01,5.58
2010-10-04,5.58
2010-10-05,5.58
2010-10-06,5.58
2010-10-07,5.58
2010-10-08,5.58
2010-10-11,5.58
2010-10-12,5.58
2010-10-13,5.58
2010-10-14,6.01
2010-10-15,6.01
2010-10-18,5.77
2010-10-19,6.02
2010-10-20,6.02
2010-10-21,6.02
2010-10-22,6.02
2010-10-25,6.02
2010-10-26,6.02
2010-10-27,6.02
2010-10-28,6.02
2010-10-29,6.02
2010-11-01,6.02
2010-11-02,6.02
2010-11-03,6.02
2010-11-04,6.02
2010-11-05,6.02
2010-11-08,6.02
2010-11-09,6.02
2010-11-10,6.02
2010-11-11,6.02
2010-11-12,6.02
2010-11-15,6.02
2010-11-16,6.02
2010-11-17,6.02
2010-11-18,6.02
2010-11-19,6.02
2010-11-22,6.02
2010-11-23,6.02
2010-11-24,6.02
2010-11-26,6.02
2010-11-29,6.02
2010-11-30,6.02
2010-12-01,6.02
2010-12-02,6.02
2010-12-03,6.02
2010-12-06,6.02
2010-12-07,6.02
2010-12-08,6.02
2010-12-09,6.02
2010-12-10,6.02
2010-12-13,6.02
2010-12-14,6.02
2010-12-15,6.02
2010-12-16,6.02
2010-12-17,6.02
2010-12-20,6.02
2010-12-21,6.02
2010-12-22,6.02
2010-12-23,6.02
2010-12-27,6.02
2010-12-28,6.02
2010-12-29,6.02
2010-12-30,6.02
2010-12-31,6.02
2011-01-03,6.02
2011-01-04,6.02
2011-01-05,6.02
2011-01-06,6.02
2011-01-07,6.02
2011-01-10,6.02
2011-01-11,6.02
2011-01-12,6.02
2011-01-13,6.02
2011-01-14,6.02
2011-01-18,6.02
2011-01-19,6.02
2011-01-20,6.02
2011-01-21,6.02
2011-01-24,6.02
2011-01-25,7.15
2011-01-26,7.15
2011-01-27,7.15
2011-01-28,7.15
2011-01-31,7.15
2011-02-01,7.15
2011-02-02,7.15
2011-02-03,7.15
2011-02-04,7.15
2011-02-07,7.15
2011-02-08,7.15
2011-02-09,7.15
2011-02-10,7.15
2011-02-11,7.15
2011-02-14,7.15
2011-02-15,7.15
2011-02-16,7.15
2011-02-17,7.15
2011-02-18,7.15
2011-02-22,7.15
2011-02-23,7.15
2011-02-24,7.15
2011-02-25,7.15
2011-02-28,7.15
2011-03-01,7.15
2011-03-02,7.15
2011-03-03,7.15
2011-03-04,7.15
2011-03-07,7.15
2011-03-08,7.15
2011-03-09,7.15
2011-03-10,7.15
2011-03-11,7.15
2011-03-14,7.15
2011-03-15,7.15
2011-03-16,7.15
2011-03-17,7.15
2011-03-18,7.15
2011-03-21,7.15
2011-03-22,7.15
2011-03-23,7.15
2011-03-24,7.15
2011-03-25,7.15
2011-03-28,7.15
2011-03-29,7.15
2011-03-30,7.15
2011-03-31,7.15
2011-04-01,7.15
2011-04-04,7.15
2011-04-05,7.15
2011-04-06,7.15
2011-04-07,7.15
2011-04-08,7.15
2011-04-11,7.15
2011-04-12,7.15
2011-04-13,7.15
2011-04-14,7.15
2011-04-15,7.15
2011-04-18,7.15
2011-04-19,7.15
2011-04-20,7.15
2011-04-21,7.15
2011-04-25,7.15
2011-04-26,7.15
2011-04-27,7.15
2011-04-28,7.15
2011-04-29,7.15
2011-05-02,7.15
2011-05-03,7.15
2011-05-04,7.15
2011-05-05,7.15
2011-05-06,7.15
2011-05-09,7.15
2011-05-10,7.15
2011-05-11,7.15
2011-05-12,7.15
2011-05-13,7.15
2011-05-16,7.15
2011-05-17,7.15
2011-05-18,7.15
2011-05-19,7.15
2011-05-20,7.15
2011-05-23,7.15
2011-05-24,7.15
2011-05-25,7.15
2011-05-26,7.15
2011-05-27,7.15
2011-05-31,7.15
2011-06-01,7.15
2011-06-02,7.15
2011-06-03,7.15
2011-06-06,7.65
2011-06-07,7.65
2011-06-08,7.45
2011-06-09,7.45
2011-06-10,7.45
2011-06-13,7.45
2011-06-14,7.45
2011-06-15,7.45
2011-06-16,7.45
2011-06-17,7.45
2011-06-20,7.45
2011-06-21,7.45
2011-06-22,7.45
2011-06-23,7.45
2011-06-24,7.45
2011-06-27,7.45
2011-06-28,7.45
2011-06-29,7.45
2011-06-30,7.45
2011-07-01,7.45
2011-07-05,7.45
2011-07-06,7.45
2011-07-07,7.45
2011-07-08,7.45
2011-07-11,7.45
2011-07-12,7.45
2011-07-13,7.45
2011-07-14,7.45
2011-07-15,7.45
2011-07-18,7.45
2011-07-19,7.45
2011-07-20,7.45
2011-07-21,7.45
2011-07-22,7.45
2011-07-25,7.45
2011-07-26,7.45
2011-07-27,7.45
2011-07-28,7.45
2011-07-29,7.45
2011-08-01,7.45
2011-08-02,7.45
2011-08-03,7.45
2011-08-04,7.45
2011-08-05,7.45
2011-08-08,7.45
2011-08-09,7.45
2011-08-10,7.45
2011-08-11,6.4
2011-08-12,6.4
2011-08-15,6.4
2011-08-16,6.4
2011-08-17,6.4
2011-08-18,6.4
2011-08-19,6.4
2011-08-22,6.4
2011-08-23,6.4
2011-08-24,6.4
2011-08-25,6.4
2011-08-26,6.4
2011-08-29,6.4
2011-08-30,6.4
2011-08-31,6.4
2011-09-01,6.4
2011-09-02,6.4
2011-09-06,6.4
2011-09-07,6.4
2011-09-08,6.4
2011-09-09,6.4
2011-09-12,6.4
2011-09-13,6.4
2011-09-14,6.4
2011-09-15,6.4
2011-09-16,6.4
2011-09-19,6.4
2011-09-20,6.4
2011-09-21,6.4
2011-09-22,6.4
2011-09-23,6.4
2011-09-26,6.4
2011-09-27,6.4
2011-09-28,6.4
2011-09-29,6.4
2011-09-30,6.4
2011-10-03,6.4
2011-10-04,6.4
2011-10-05,6.4
2011-10-06,6.4
2011-10-07,6.4
2011-10-10,6.4
2011-10-11,6.4
2011-10-12,6.4
2011-10-13,6.4
2011-10-14,6.4
2011-10-17,6.4
2011-10-18,6.4
2011-10-19,6.4
2011-10-20,6.4
2011-10-21,6.4
2011-10-24,6.4
2011-10-25,6.4
2011-10-26,6.4
2011-10-27,6.4
2011-10-28,6.4
2011-10-31,6.4
2011-11-01,6.4
2011-11-02,6.4
2011-11-03,6.4
2011-11-04,6.4
2011-11-07,6.4
2011-11-08,6.4
2011-11-09,6.4
2011-11-10,6.4
2011-11-11,6.4
2011-11-14,6.4
2011-11-15,6.4
2011-11-16,6.4
2011-11-17,6.4
2011-11-18,6.91
2011-11-21,6.91
2011-11-22,6.91
2011-11-23,6.91
2011-11-25,6.91
2011-11-28,6.91
2011-11-29,6.91
2011-11-30,6.91
2011-12-01,6.91
2011-12-02,7.5
2011-12-05,7.43
2011-12-06,7.43
2011-12-07,7.43
2011-12-08,7.43
2011-12-09,7.43
2011-12-12,7.43
2011-12-13,7.43
2011-12-14,7.43
2011-12-15,7.43
2011-12-16,7.43
2011-12-19,7.43
2011-12-20,7.43
2011-12-21,7.43
2011-12-22,7.43
2011-12-23,7.43
2011-12-27,7.43
2011-12-28,7.43
2011-12-29,7.43
2011-12-30,7.43
2012-01-03,7.43
2012-01-04,7.43
2012-01-05,7.43
2012-01-06,7.43
2012-01-09,7.43
2012-01-10,7.43
2012-01-11,7.43
2012-01-12,7.43
2012-01-13,7.43
2012-01-17,7.43
2012-01-18,7.43
2012-01-19,7.43
2012-01-20,7.43
2012-01-23,7.43
2012-01-24,7.43
2012-01-25,7.43
2012-01-26,7.43
2012-01-27,7.43
2012-01-30,7.43
2012-01-31,7.43
2012-02-01,7.43
2012-02-02,7.43
2012-02-03,7.43
2012-02-06,7.43
2012-02-07,7.43
2012-02-08,7.43
2012-02-09,7.43
2012-02-10,7.43
2012-02-13,7.43
2012-02-14,7.43
2012-02-15,7.43
2012-02-16,7.43
2012-02-17,7.42
2012-02-21,7.42
2012-02-22,7.42
2012-02-23,7.42
2012-02-24,7.42
2012-02-27,7.42
2012-02-28,7.55
2012-02-29,7.55
2012-03-01,7.55
2012-03-02,7.55
2012-03-05,7.55
2012-03-06,7.55
2012-03-07,7.55
2012-03-08,7.55
2012-03-09,7.55
2012-03-12,7.55
2012-03-13,7.55
2012-03-14,7.55
2012-03-15,7.55
2012-03-16,7.55
2012-03-19,7.55
2012-03-20,7.55
2012-03-21,7.55
2012-03-22,7.55
2012-03-23,7.55
2012-03-26,7.15
2012-03-27,7.15
2012-03-28,7.15
2012-03-29,7.15
2012-03-30,7.15
2012-04-02,7.15
2012-04-03,7.15
2012-04-04,7.15
2012-04-05,7.15
2012-04-09,7.15
2012-04-10,7.15
2012-04-11,7.15
2012-04-12,7.15
2012-04-13,7.15
2012-04-16,7.15
2012-04-17,7.15
2012-04-18,7.15
2012-04-19,7.15
2012-04-20,7.15
2012-04-23,7.15
2012-04-24,7.15
2012-04-25,7.31
2012-04-26,7.31
2012-04-27,7.31
2012-04-30,7.31
2012-05-01,7.31
2012-05-02,7.31
2012-05-03,7.31
2012-05-04,7.31
2012-05-07,7.31
2012-05-08,7.31
2012-05-09,7.31
2012-05-10,7.31
2012-05-11,7.31
2012-05-14,7.31
2012-05-15,7.31
2012-05-16,7.31
2012-05-17,7.31
2012-05-18,7.31
2012-05-21,7.31
2012-05-22,7.31
2012-05-23,7.31
2012-05-24,7.31
2012-05-25,7.31
2012-05-29,7.31
2012-05-30,7.31
2012-05-31,7.31
2012-06-01,7.31
2012-06-04,6.6
2012-06-05,6.6
2012-06-06,6.6
2012-06-07,6.4
2012-06-08,6.4
2012-06-11,6.4
2012-06-12,6.4
2012-06-13,6.4
2012-06-14,6.4
2012-06-15,6.4
2012-06-18,6.4
2012-06-19,6.4
2012-06-20,6.4
2012-06-21,6.4
2012-06-22,6.4
2012-06-25,6.4
2012-06-26,6.4
2012-06-27,6.4
2012-06-28,6.4
2012-06-29,6.4
2012-07-02,6.3
2012-07-03,6.3
2012-07-05,6.3
2012-07-06,6.3
2012-07-09,6.3
2012-07-10,6.3
2012-07-11,6.3
2012-07-12,6.3
2012-07-13,6.3
2012-07-16,6.3
2012-07-17,6.3
2012-07-18,6.3
2012-07-19,6.3
2012-07-20,6.3
2012-07-23,6.3
2012-07-24,6.3
2012-07-25,6.3
2012-07-26,6.3
2012-07-27,6.3
2012-07-30,6.3
2012-07-31,6.7
2012-08-01,6.65
2012-08-02,6.57
2012-08-03,6.57
2012-08-06,6.57
2012-08-07,6.57
2012-08-08,6.57
2012-08-09,6.57
2012-08-10,6.57
2012-08-13,6.57
2012-08-14,6.57
2012-08-15,6.57
2012-08-16,6.57
2012-08-17,6.57
2012-08-20,6.82
2012-08-21,6.82
2012-08-22,6.82
2012-08-23,6.81
2012-08-24,6.81
2012-08-27,6.81
2012-08-28,6.81
2012-08-29,6.81
2012-08-30,6.81
2012-08-31,6.81
2012-09-04,6.81
2012-09-05,6.81
2012-09-06,6.81
2012-09-07,6.81
2012-09-10,6.81
2012-09-11,6.81
2012-09-12,6.81
2012-09-13,6.81
2012-09-14,6.81
2012-09-17,6.81
2012-09-18,6.81
2012-09-19,6.81
2012-09-20,6.81
2012-09-21,6.81
2012-09-24,6.8
2012-09-25,6.8
2012-09-26,6.8
2012-09-27,6.8
2012-09-28,6.8
2012-10-01,6.8
2012-10-02,6.8
2012-10-03,6.8
2012-10-04,6.8
2012-10-05,6.8
2012-10-08,6.8
2012-10-09,6.8
2012-10-10,6.8
2012-10-11,6.8
2012-10-12,6.8
2012-10-15,6.8
2012-10-16,6.8
2012-10-17,6.8
2012-10-18,6.8
2012-10-19,6.8
2012-10-22,6.8
2012-10-23,6.8
2012-10-24,6.8
2012-10-25,6.8
2012-10-26,6.8
2012-10-31,6.8
2012-11-01,6.8
2012-11-02,6.8
2012-11-05,6.8
2012-11-06,6.8
2012-11-07,6.8
2012-11-08,6.8
2012-11-09,6.8
2012-11-12,6.8
2012-11-13,6.8
2012-11-14,6.8
2012-11-15,6.8
2012-11-16,6.8
2012-11-19,6.8
2012-11-20,6.8
2012-11-21,6.8
2012-11-23,6.8
2012-11-26,6.8
2012-11-27,7.52
2012-11-28,7.52
2012-11-29,7.52
2012-11-30,7.52
2012-12-03,7.52
2012-12-04,7.48
2012-12-05,7.48
2012-12-06,7.48
2012-12-07,7.48
2012-12-10,7.48
2012-12-11,7.48
2012-12-12,7.48
2012-12-13,7.48
2012-12-14,7.48
2012-12-17,7.48
2012-12-18,7.48
2012-12-19,7.48
2012-12-20,7.48
2012-12-21,7.48
2012-12-24,7.48
2012-12-26,7.48
2012-12-27,7.48
2012-12-28,7.48
2012-12-31,7.48
2013-01-02,7.48
2013-01-03,7.48
2013-01-04,7.48
2013-01-07,7.48
2013-01-08,7.48
2013-01-09,7.48
2013-01-10,7.48
2013-01-11,7.48
2013-01-14,7.48
2013-01-15,7.48
2013-01-16,7.48
2013-01-17,7.48
2013-01-18,7.48
2013-01-22,7.48
2013-01-23,7.48
2013-01-24,7.48
2013-01-25,7.48
2013-01-28,7.48
2013-01-29,7.48
2013-01-30,7.48
2013-01-31,7.48
2013-02-01,7.48
2013-02-04,7.48
2013-02-05,7.48
2013-02-06,7.48
2013-02-07,7.48
2013-02-08,7.48
2013-02-11,7.48
2013-02-12,7.48
2013-02-13,7.48
2013-02-14,7.48
2013-02-15,7.48
2013-02-19,7.48
2013-02-20,7.48
2013-02-21,7.48
2013-02-22,9.15
2013-02-25,9.15
2013-02-26,9.15
2013-02-27,8.7
2013-02-28,9.06
2013-03-01,9.06
2013-03-04,9.06
2013-03-05,9.06
2013-03-06,9.06
2013-03-07,9.06
2013-03-08,9.06
2013-03-11,9.06
2013-03-12,9.06
2013-03-13,8.95
2013-03-14,8.5
2013-03-15,8.5
2013-03-18,8.5
2013-03-19,8.5
2013-03-20,8.5
2013-03-21,8.5
2013-03-22,8.5
2013-03-25,8.5
2013-03-26,8.5
2013-03-27,8.5
2013-03-28,8.5
2013-04-01,8.5
2013-04-02,8.5
2013-04-03,8.5
2013-04-04,8.5
2013-04-05,8.5
2013-04-08,8.5
2013-04-09,8.5
2013-04-10,8.5
2013-04-11,8.95
2013-04-12,8.95
2013-04-15,8.95
2013-04-16,8.95
2013-04-17,8.95
2013-04-18,8.95
2013-04-19,8.95
2013-04-22,8.95
2013-04-23,8.95
2013-04-24,8.95
2013-04-25,8.98
2013-04-26,9.15
2013-04-29,9.15
2013-04-30,9.15
2013-05-01,9.15
2013-05-02,9.15
2013-05-03,9.15
2013-05-06,9.15
2013-05-07,9.15
2013-05-08,9.15
2013-05-09,9.15
2013-05-10,9.0
2013-05-13,9.0
2013-05-14,9.0
2013-05-15,9.0
2013-05-16,9.0
2013-05-17,9.0
2013-05-20,9.0
2013-05-21,9.0
2013-05-22,9.0
2013-05-23,9.15
2013-05-24,9.15
2013-05-28,9.15
2013-05-29,9.15
2013-05-30,9.15
2013-05-31,9.15
2013-06-03,9.15
2013-06-04,9.15
2013-06-05,9.15
2013-06-06,9.15
2013-06-07,9.15
2013-06-10,9.15
2013-06-11,9.15
2013-06-12,9.15
2013-06-13,9.15
2013-06-14,9.15
2013-06-17,9.15
2013-06-18,9.15
2013-06-19,9.15
2013-06-20,9.15
2013-06-21,9.15
2013-06-24,9.15
2013-06-25,9.15
2013-06-26,9.15
2013-06-27,9.15
2013-06-28,9.15
2013-07-01,9.15
2013-07-02,9.15
2013-07-03,9.15
2013-07-05,9.15
2013-07-08,9.15
2013-07-09,9.15
2013-07-10,9.15
