Date,EL
1997-02-25,12.0
1997-02-26,11.875
1997-02-27,11.53125
1997-02-28,11.625
1997-03-03,11.75
1997-03-04,11.5625
1997-03-05,11.875
1997-03-06,12.03125
1997-03-07,12.1875
1997-03-10,12.40625
1997-03-11,12.375
1997-03-12,12.28125
1997-03-13,12.40625
1997-03-14,12.53125
1997-03-17,12.5625
1997-03-18,12.5
1997-03-19,12.6875
1997-03-20,12.5
1997-03-21,12.40625
1997-03-24,12.1875
1997-03-25,12.5
1997-03-26,12.21875
1997-03-27,12.28125
1997-03-31,12.09375
1997-04-01,12.125
1997-04-02,12.1875
1997-04-03,11.71875
1997-04-04,11.84375
1997-04-07,11.9375
1997-04-08,11.875
1997-04-09,11.9375
1997-04-10,11.375
1997-04-11,11.4375
1997-04-14,10.78125
1997-04-15,10.5625
1997-04-16,10.875
1997-04-17,10.78125
1997-04-18,10.40625
1997-04-21,10.1875
1997-04-22,10.59375
1997-04-23,10.53125
1997-04-24,10.4375
1997-04-25,10.6875
1997-04-28,10.96875
1997-04-29,11.25
1997-04-30,11.4375
1997-05-01,11.75
1997-05-02,12.0
1997-05-05,12.0625
1997-05-06,12.0
1997-05-07,11.96875
1997-05-08,12.0625
1997-05-09,12.34375
1997-05-12,12.375
1997-05-13,12.375
1997-05-14,12.125
1997-05-15,12.21875
1997-05-16,12.21875
1997-05-19,12.21875
1997-05-20,12.28125
1997-05-21,12.1875
1997-05-22,12.15625
1997-05-23,12.46875
1997-05-27,12.625
1997-05-28,12.59375
1997-05-29,12.71875
1997-05-30,13.03125
1997-06-02,12.71875
1997-06-03,12.625
1997-06-04,12.71875
1997-06-05,12.875
1997-06-06,12.90625
1997-06-09,12.8125
1997-06-10,12.6875
1997-06-11,12.59375
1997-06-12,12.53125
1997-06-13,12.8125
1997-06-16,12.6875
1997-06-17,12.6875
1997-06-18,12.6875
1997-06-19,12.65625
1997-06-20,12.65625
1997-06-23,12.34375
1997-06-24,11.71875
1997-06-25,11.578125
1997-06-26,11.625
1997-06-27,11.875
1997-06-30,12.5625
1997-07-01,12.375
1997-07-02,12.109375
1997-07-03,12.328125
1997-07-07,12.3125
1997-07-08,12.078125
1997-07-09,11.671875
1997-07-10,11.5625
1997-07-11,11.578125
1997-07-14,11.34375
1997-07-15,11.96875
1997-07-16,12.140625
1997-07-17,12.015625
1997-07-18,11.78125
1997-07-21,11.546875
1997-07-22,11.578125
1997-07-23,11.59375
1997-07-24,11.8125
1997-07-25,11.75
1997-07-28,11.84375
1997-07-29,11.453125
1997-07-30,11.46875
1997-07-31,11.515625
1997-08-01,11.765625
1997-08-04,11.71875
1997-08-05,11.828125
1997-08-06,11.921875
1997-08-07,12.140625
1997-08-08,12.015625
1997-08-11,11.75
1997-08-12,12.265625
1997-08-13,12.4375
1997-08-14,12.46875
1997-08-15,12.21875
1997-08-18,12.25
1997-08-19,11.9375
1997-08-20,11.96875
1997-08-21,12.0
1997-08-22,11.875
1997-08-25,12.0
1997-08-26,11.9375
1997-08-27,11.90625
1997-08-28,11.875
1997-08-29,11.875
1997-09-02,12.140625
1997-09-03,12.46875
1997-09-04,12.3125
1997-09-05,12.390625
1997-09-08,12.703125
1997-09-09,12.609375
1997-09-10,12.359375
1997-09-11,12.15625
1997-09-12,11.875
1997-09-15,12.03125
1997-09-16,11.6875
1997-09-17,11.671875
1997-09-18,11.46875
1997-09-19,11.65625
1997-09-22,11.71875
1997-09-23,11.5625
1997-09-24,11.609375
1997-09-25,11.546875
1997-09-26,11.609375
1997-09-29,11.515625
1997-09-30,11.5625
1997-10-01,11.640625
1997-10-02,11.609375
1997-10-03,11.65625
1997-10-06,11.734375
1997-10-07,11.84375
1997-10-08,11.65625
1997-10-09,11.484375
1997-10-10,11.484375
1997-10-13,11.34375
1997-10-14,11.28125
1997-10-15,11.5
1997-10-16,11.375
1997-10-17,11.3125
1997-10-20,11.40625
1997-10-21,11.5
1997-10-22,11.171875
1997-10-23,10.75
1997-10-24,10.59375
1997-10-27,9.953125
1997-10-28,11.25
1997-10-29,11.03125
1997-10-30,10.828125
1997-10-31,11.109375
1997-11-03,11.140625
1997-11-04,11.421875
1997-11-05,11.34375
1997-11-06,11.421875
1997-11-07,11.296875
1997-11-10,11.40625
1997-11-11,11.453125
1997-11-12,11.359375
1997-11-13,11.328125
1997-11-14,11.71875
1997-11-17,12.171875
1997-11-18,11.890625
1997-11-19,12.203125
1997-11-20,12.828125
1997-11-21,13.453125
1997-11-24,13.140625
1997-11-25,13.265625
1997-11-26,13.328125
1997-11-28,13.390625
1997-12-01,13.609375
1997-12-02,13.671875
1997-12-03,13.703125
1997-12-04,13.40625
1997-12-05,13.453125
1997-12-08,13.421875
1997-12-09,13.453125
1997-12-10,13.59375
1997-12-11,13.578125
1997-12-12,13.5
1997-12-15,13.640625
1997-12-16,13.515625
1997-12-17,13.546875
1997-12-18,13.140625
1997-12-19,12.75
1997-12-22,12.46875
1997-12-23,12.359375
1997-12-24,12.296875
1997-12-26,12.25
1997-12-29,12.828125
1997-12-30,12.765625
1997-12-31,12.859375
1998-01-02,12.828125
1998-01-05,13.015625
1998-01-06,13.0
1998-01-07,12.65625
1998-01-08,12.71875
1998-01-09,12.515625
1998-01-12,12.375
1998-01-13,12.625
1998-01-14,12.703125
1998-01-15,12.5625
1998-01-16,12.625
1998-01-20,13.15625
1998-01-21,12.984375
1998-01-22,12.640625
1998-01-23,12.4375
1998-01-26,12.46875
1998-01-27,13.0
1998-01-28,13.75
1998-01-29,13.671875
1998-01-30,13.734375
1998-02-02,14.625
1998-02-03,14.90625
1998-02-04,14.71875
1998-02-05,14.71875
1998-02-06,14.6875
1998-02-09,14.59375
1998-02-10,14.71875
1998-02-11,14.59375
1998-02-12,14.609375
1998-02-13,14.609375
1998-02-17,14.6875
1998-02-18,14.796875
1998-02-19,14.9375
1998-02-20,14.875
1998-02-23,14.671875
1998-02-24,14.375
1998-02-25,14.265625
1998-02-26,14.546875
1998-02-27,14.625
1998-03-02,14.96875
1998-03-03,15.109375
1998-03-04,15.28125
1998-03-05,15.234375
1998-03-06,15.3125
1998-03-09,15.578125
1998-03-10,16.0
1998-03-11,15.796875
1998-03-12,15.84375
1998-03-13,16.1875
1998-03-16,16.203125
1998-03-17,16.28125
1998-03-18,16.375
1998-03-19,16.421875
1998-03-20,16.34375
1998-03-23,16.328125
1998-03-24,16.328125
1998-03-25,16.75
1998-03-26,17.0625
1998-03-27,16.828125
1998-03-30,16.921875
1998-03-31,16.96875
1998-04-01,17.21875
1998-04-02,17.84375
1998-04-03,17.9375
1998-04-06,17.90625
1998-04-07,17.5625
1998-04-08,17.484375
1998-04-09,17.71875
1998-04-13,17.78125
1998-04-14,17.46875
1998-04-15,17.65625
1998-04-16,18.359375
1998-04-17,18.265625
1998-04-20,18.25
1998-04-21,18.28125
1998-04-22,17.875
1998-04-23,18.0
1998-04-24,17.703125
1998-04-27,17.28125
1998-04-28,16.71875
1998-04-29,16.375
1998-04-30,16.609375
1998-05-01,17.234375
1998-05-04,17.265625
1998-05-05,16.9375
1998-05-06,16.625
1998-05-07,16.484375
1998-05-08,16.328125
1998-05-11,16.5
1998-05-12,16.296875
1998-05-13,16.203125
1998-05-14,15.96875
1998-05-15,15.828125
1998-05-18,15.953125
1998-05-19,15.8125
1998-05-20,15.8125
1998-05-21,16.0
1998-05-22,15.984375
1998-05-26,15.671875
1998-05-27,15.46875
1998-05-28,15.828125
1998-05-29,15.96875
1998-06-01,15.5625
1998-06-02,15.21875
1998-06-03,15.328125
1998-06-04,15.46875
1998-06-05,15.71875
1998-06-08,16.1875
1998-06-09,16.25
1998-06-10,16.078125
1998-06-11,15.90625
1998-06-12,16.296875
1998-06-15,16.265625
1998-06-16,16.1875
1998-06-17,15.984375
1998-06-18,15.90625
1998-06-19,15.6875
1998-06-22,15.859375
1998-06-23,16.390625
1998-06-24,17.03125
1998-06-25,16.953125
1998-06-26,16.890625
1998-06-29,17.09375
1998-06-30,17.421875
1998-07-01,17.421875
1998-07-02,17.5
1998-07-06,17.34375
1998-07-07,17.296875
1998-07-08,16.90625
1998-07-09,16.75
1998-07-10,16.65625
1998-07-13,16.671875
1998-07-14,17.0
1998-07-15,16.84375
1998-07-16,16.859375
1998-07-17,17.0625
1998-07-20,16.953125
1998-07-21,16.890625
1998-07-22,16.53125
1998-07-23,16.328125
1998-07-24,16.203125
1998-07-27,15.96875
1998-07-28,16.03125
1998-07-29,16.34375
1998-07-30,16.328125
1998-07-31,16.0625
1998-08-03,15.875
1998-08-04,16.3125
1998-08-05,15.75
1998-08-06,15.40625
1998-08-07,15.203125
1998-08-10,15.09375
1998-08-11,14.828125
1998-08-12,15.375
1998-08-13,15.328125
1998-08-14,15.046875
1998-08-17,15.265625
1998-08-18,16.125
1998-08-19,15.9375
1998-08-20,15.875
1998-08-21,15.703125
1998-08-24,15.5625
1998-08-25,15.625
1998-08-26,15.5
1998-08-27,15.25
1998-08-28,14.96875
1998-08-31,14.71875
1998-09-01,15.359375
1998-09-02,14.8125
1998-09-03,14.265625
1998-09-04,13.796875
1998-09-08,14.265625
1998-09-09,13.578125
1998-09-10,13.171875
1998-09-11,13.21875
1998-09-14,13.828125
1998-09-15,13.4375
1998-09-16,13.296875
1998-09-17,12.703125
1998-09-18,13.6875
1998-09-21,13.25
1998-09-22,13.171875
1998-09-23,13.75
1998-09-24,13.953125
1998-09-25,13.984375
1998-09-28,13.96875
1998-09-29,13.6875
1998-09-30,12.8125
1998-10-01,13.015625
1998-10-02,12.8125
1998-10-05,12.546875
1998-10-06,12.546875
1998-10-07,12.265625
1998-10-08,12.296875
1998-10-09,12.59375
1998-10-12,13.28125
1998-10-13,13.359375
1998-10-14,13.71875
1998-10-15,14.828125
1998-10-16,15.09375
1998-10-19,15.125
1998-10-20,15.484375
1998-10-21,15.375
1998-10-22,15.171875
1998-10-23,15.140625
1998-10-26,15.75
1998-10-27,16.25
1998-10-28,16.046875
1998-10-29,16.140625
1998-10-30,16.390625
1998-11-02,16.421875
1998-11-03,16.609375
1998-11-04,16.703125
1998-11-05,17.28125
1998-11-06,16.9375
1998-11-09,16.84375
1998-11-10,17.75
1998-11-11,17.75
1998-11-12,18.421875
1998-11-13,18.640625
1998-11-16,18.46875
1998-11-17,18.578125
1998-11-18,18.9375
1998-11-19,19.34375
1998-11-20,19.203125
1998-11-23,19.140625
1998-11-24,19.046875
1998-11-25,18.9375
1998-11-27,18.8125
1998-11-30,18.796875
1998-12-01,18.609375
1998-12-02,18.3125
1998-12-03,18.09375
1998-12-04,18.03125
1998-12-07,18.5625
1998-12-08,18.234375
1998-12-09,18.390625
1998-12-10,18.5625
1998-12-11,18.078125
1998-12-14,18.0625
1998-12-15,18.296875
1998-12-16,17.90625
1998-12-17,18.21875
1998-12-18,18.796875
1998-12-21,19.125
1998-12-22,19.375
1998-12-23,19.875
1998-12-24,20.15625
1998-12-28,20.4375
1998-12-29,21.25
1998-12-30,21.0625
1998-12-31,21.375
1999-01-04,20.875
1999-01-05,21.125
1999-01-06,20.78125
1999-01-07,20.515625
1999-01-08,20.546875
1999-01-11,20.09375
1999-01-12,20.375
1999-01-13,19.25
1999-01-14,19.640625
1999-01-15,20.15625
1999-01-19,20.359375
1999-01-20,20.3125
1999-01-21,20.09375
1999-01-22,20.046875
1999-01-25,19.890625
1999-01-26,19.640625
1999-01-27,20.09375
1999-01-28,20.53125
1999-01-29,20.515625
1999-02-01,20.953125
1999-02-02,21.078125
1999-02-03,21.0
1999-02-04,20.765625
1999-02-05,20.875
1999-02-08,20.8125
1999-02-09,20.6875
1999-02-10,20.765625
1999-02-11,21.140625
1999-02-12,21.125
1999-02-16,21.609375
1999-02-17,21.65625
1999-02-18,21.984375
1999-02-19,22.1875
1999-02-22,22.296875
1999-02-23,21.796875
1999-02-24,21.75
1999-02-25,21.8125
1999-02-26,21.703125
1999-03-01,22.171875
1999-03-02,22.5
1999-03-03,22.359375
1999-03-04,22.5
1999-03-05,22.984375
1999-03-08,23.5625
1999-03-09,23.296875
1999-03-10,23.328125
1999-03-11,23.515625
1999-03-12,23.15625
1999-03-15,22.796875
1999-03-16,22.71875
1999-03-17,22.734375
1999-03-18,22.3125
1999-03-19,22.421875
1999-03-22,23.34375
1999-03-23,23.0625
1999-03-24,22.75
1999-03-25,23.21875
1999-03-26,23.0625
1999-03-29,22.765625
1999-03-30,22.359375
1999-03-31,23.625
1999-04-01,23.5625
1999-04-05,23.4375
1999-04-06,23.21875
1999-04-07,23.6875
1999-04-08,23.6875
1999-04-09,23.46875
1999-04-12,23.5
1999-04-13,23.53125
1999-04-14,23.734375
1999-04-15,22.96875
1999-04-16,22.578125
1999-04-19,21.625
1999-04-20,23.0
1999-04-21,23.515625
1999-04-22,23.40625
1999-04-23,23.75
1999-04-26,23.8125
1999-04-27,24.515625
1999-04-28,24.375
1999-04-29,24.65625
1999-04-30,25.03125
1999-05-03,25.015625
1999-05-04,24.1875
1999-05-05,24.234375
1999-05-06,24.875
1999-05-07,23.828125
1999-05-10,23.171875
1999-05-11,23.078125
1999-05-12,23.171875
1999-05-13,24.015625
1999-05-14,23.8125
1999-05-17,23.21875
1999-05-18,23.25
1999-05-19,23.1875
1999-05-20,23.3125
1999-05-21,22.9375
1999-05-24,23.015625
1999-05-25,22.921875
1999-05-26,23.109375
1999-05-27,22.90625
1999-05-28,22.8125
1999-06-01,22.875
1999-06-02,22.96875
1999-06-03,23.09375
1999-06-04,23.40625
1999-06-07,23.15625
1999-06-08,23.09375
1999-06-09,22.6875
1999-06-10,22.6875
1999-06-11,22.78125
1999-06-14,22.75
1999-06-15,22.875
1999-06-16,23.34375
1999-06-17,23.1875
1999-06-18,23.15625
1999-06-21,23.03125
1999-06-22,22.9375
1999-06-23,23.3125
1999-06-24,23.4375
1999-06-25,23.6875
1999-06-28,23.75
1999-06-29,23.71875
1999-06-30,25.0625
1999-07-01,24.875
1999-07-02,25.0
1999-07-06,25.59375
1999-07-07,26.28125
1999-07-08,25.625
1999-07-09,25.90625
1999-07-12,26.1875
1999-07-13,26.28125
1999-07-14,27.53125
1999-07-15,27.78125
1999-07-16,28.0
1999-07-19,27.65625
1999-07-20,26.75
1999-07-21,26.125
1999-07-22,25.71875
1999-07-23,25.46875
1999-07-26,25.0625
1999-07-27,24.5
1999-07-28,24.15625
1999-07-29,24.28125
1999-07-30,23.78125
1999-08-02,23.34375
1999-08-03,23.71875
1999-08-04,23.21875
1999-08-05,23.53125
1999-08-06,23.5625
1999-08-09,23.5625
1999-08-10,23.0
1999-08-11,23.3125
1999-08-12,23.0625
1999-08-13,24.03125
1999-08-16,24.65625
1999-08-17,25.53125
1999-08-18,24.28125
1999-08-19,23.53125
1999-08-20,23.84375
1999-08-23,23.5625
1999-08-24,24.03125
1999-08-25,23.9375
1999-08-26,23.78125
1999-08-27,23.5625
1999-08-30,22.90625
1999-08-31,22.96875
1999-09-01,22.9375
1999-09-02,22.375
1999-09-03,22.625
1999-09-07,22.65625
1999-09-08,22.3125
1999-09-09,22.0
1999-09-10,20.5625
1999-09-13,20.3125
1999-09-14,21.75
1999-09-15,21.78125
1999-09-16,21.59375
1999-09-17,21.84375
1999-09-20,22.375
1999-09-21,22.375
1999-09-22,21.8125
1999-09-23,20.75
1999-09-24,20.8125
1999-09-27,21.25
1999-09-28,21.0
1999-09-29,20.21875
1999-09-30,19.53125
1999-10-01,20.8125
1999-10-04,21.75
1999-10-05,21.3125
1999-10-06,21.4375
1999-10-07,22.375
1999-10-08,22.46875
1999-10-11,22.0
1999-10-12,22.0625
1999-10-13,21.84375
1999-10-14,21.71875
1999-10-15,21.09375
1999-10-18,21.5
1999-10-19,21.65625
1999-10-20,22.0
1999-10-21,22.0625
1999-10-22,22.5
1999-10-25,23.03125
1999-10-26,24.5625
1999-10-27,23.40625
1999-10-28,23.8125
1999-10-29,23.3125
1999-11-01,22.9375
1999-11-02,23.0
1999-11-03,22.8125
1999-11-04,22.59375
1999-11-05,22.625
1999-11-08,22.21875
1999-11-09,21.875
1999-11-10,21.46875
1999-11-11,22.21875
1999-11-12,21.6875
1999-11-15,21.3125
1999-11-16,20.90625
1999-11-17,20.78125
1999-11-18,21.03125
1999-11-19,21.5625
1999-11-22,21.71875
1999-11-23,22.0
1999-11-24,22.125
1999-11-26,22.03125
1999-11-29,22.0
1999-11-30,21.09375
1999-12-01,21.0625
1999-12-02,21.28125
1999-12-03,21.15625
1999-12-06,20.625
1999-12-07,20.46875
1999-12-08,20.5
1999-12-09,20.59375
1999-12-10,20.5
1999-12-13,20.4375
1999-12-14,21.125
1999-12-15,21.78125
1999-12-16,22.3125
1999-12-17,22.65625
1999-12-20,22.46875
1999-12-21,23.0
1999-12-22,23.65625
1999-12-23,24.5
1999-12-27,24.25
1999-12-28,25.03125
1999-12-29,24.5625
1999-12-30,25.5625
1999-12-31,25.21875
2000-01-03,24.78125
2000-01-04,24.34375
2000-01-05,23.523438
2000-01-06,24.21875
2000-01-07,25.0625
2000-01-10,25.875
2000-01-11,25.21875
2000-01-12,25.09375
2000-01-13,25.1875
2000-01-14,26.34375
2000-01-18,26.59375
2000-01-19,26.84375
2000-01-20,26.84375
2000-01-21,26.75
2000-01-24,27.0
2000-01-25,27.0625
2000-01-26,27.625
2000-01-27,26.59375
2000-01-28,25.96875
2000-01-31,25.5625
2000-02-01,25.875
2000-02-02,25.71875
2000-02-03,25.90625
2000-02-04,25.40625
2000-02-07,25.1875
2000-02-08,25.0
2000-02-09,25.21875
2000-02-10,24.9375
2000-02-11,24.875
2000-02-14,24.6875
2000-02-15,24.96875
2000-02-16,24.96875
2000-02-17,25.5
2000-02-18,25.5625
2000-02-22,25.8125
2000-02-23,25.5
2000-02-24,24.1875
2000-02-25,23.21875
2000-02-28,22.96875
2000-02-29,21.6875
2000-03-01,22.5
2000-03-02,22.28125
2000-03-03,22.875
2000-03-06,22.53125
2000-03-07,20.625
2000-03-08,21.0625
2000-03-09,21.5
2000-03-10,20.0
2000-03-13,20.125
2000-03-14,20.28125
2000-03-15,22.5
2000-03-16,23.59375
2000-03-17,22.46875
2000-03-20,22.3125
2000-03-21,23.25
2000-03-22,24.25
2000-03-23,25.1875
2000-03-24,24.25
2000-03-27,22.875
2000-03-28,24.25
2000-03-29,24.5
2000-03-30,25.25
2000-03-31,25.03125
2000-04-03,25.34375
2000-04-04,25.34375
2000-04-05,26.375
2000-04-06,26.3125
2000-04-07,26.65625
2000-04-10,26.84375
2000-04-11,25.6875
2000-04-12,25.65625
2000-04-13,25.96875
2000-04-14,23.5
2000-04-17,24.1875
2000-04-18,23.5
2000-04-19,23.1875
2000-04-20,23.3125
2000-04-24,22.8125
2000-04-25,21.84375
2000-04-26,21.09375
2000-04-27,21.21875
2000-04-28,22.09375
2000-05-01,21.75
2000-05-02,22.1875
2000-05-03,21.6875
2000-05-04,21.53125
2000-05-05,21.53125
2000-05-08,21.40625
2000-05-09,21.53125
2000-05-10,22.25
2000-05-11,23.0
2000-05-12,22.96875
2000-05-15,23.0
2000-05-16,23.78125
2000-05-17,24.125
2000-05-18,24.78125
2000-05-19,22.84375
2000-05-22,22.5625
2000-05-23,21.3125
2000-05-24,21.28125
2000-05-25,21.875
2000-05-26,22.125
2000-05-30,22.53125
2000-05-31,22.40625
2000-06-01,22.84375
2000-06-02,23.65625
2000-06-05,23.40625
2000-06-06,23.125
2000-06-07,22.71875
2000-06-08,22.875
2000-06-09,23.28125
2000-06-12,23.65625
2000-06-13,23.4375
2000-06-14,23.5
2000-06-15,23.46875
2000-06-16,23.4375
2000-06-19,22.875
2000-06-20,22.46875
2000-06-21,22.59375
2000-06-22,22.25
2000-06-23,22.9375
2000-06-26,22.6875
2000-06-27,23.90625
2000-06-28,24.0625
2000-06-29,24.1875
2000-06-30,24.710938
2000-07-03,24.625
2000-07-05,24.5
2000-07-06,23.9375
2000-07-07,24.03125
2000-07-10,23.71875
2000-07-11,23.375
2000-07-12,22.53125
2000-07-13,22.09375
2000-07-14,22.4375
2000-07-17,21.96875
2000-07-18,22.375
2000-07-19,22.3125
2000-07-20,22.21875
2000-07-21,22.4375
2000-07-24,22.4375
2000-07-25,22.84375
2000-07-26,22.9375
2000-07-27,22.46875
2000-07-28,22.3125
2000-07-31,22.0
2000-08-01,22.375
2000-08-02,22.75
2000-08-03,22.65625
