Date,RT
2018-06-21,62565.398438
2018-06-22,62943.398438
2018-06-25,62957.19921900001
2018-06-26,63181.601563
2018-06-27,63180.398438
2018-06-28,63395.398438
2018-06-29,64247.19921900001
2018-07-02,62886.19921900001
2018-07-03,63438.398438
2018-07-05,65472.5
2018-07-06,66037.101563
2018-07-09,66380.0
2018-07-10,66049.898438
2018-07-11,66096.0
2018-07-12,65735.703125
2018-07-13,65348.80078099999
2018-07-16,65413.898438
2018-07-17,65751.898438
2018-07-18,66154.398438
2018-07-19,65810.203125
2018-07-20,66026.796875
2018-07-23,65949.398438
2018-07-24,66775.398438
2018-07-25,66965.601563
2018-07-26,66742.296875
2018-07-27,67020.0
2018-07-30,67102.796875
2018-07-31,67093.0
2018-08-01,66757.398438
2018-08-02,66226.296875
2018-08-03,66559.203125
2018-08-06,66583.0
2018-08-07,67451.898438
2018-08-08,67358.398438
2018-08-09,66480.601563
2018-08-10,65318.5
2018-08-13,65836.203125
2018-08-14,66280.5
2018-08-15,65552.203125
2018-08-16,64880.398438
2018-08-17,65226.101563
2018-08-20,65931.703125
2018-08-21,66748.703125
2018-08-22,67474.101563
2018-08-23,67297.203125
2018-08-24,67140.601563
2018-08-27,68206.703125
2018-08-28,67708.203125
2018-08-29,67929.5
2018-08-30,67206.203125
2018-08-31,67063.5
2018-09-04,66165.398438
2018-09-05,65774.5
2018-09-06,65932.203125
2018-09-07,66283.101563
2018-09-10,66117.5
2018-09-11,66181.101563
2018-09-12,66667.296875
2018-09-13,67260.5
2018-09-14,67150.398438
2018-09-17,66861.703125
2018-09-18,67218.0
2018-09-19,67121.796875
2018-09-20,67013.5
2018-09-21,66788.203125
2018-09-24,66886.898438
2018-09-25,67204.101563
2018-09-26,67142.5
2018-09-27,67197.796875
2018-09-28,67004.601563
2018-10-01,67461.101563
2018-10-02,66844.0
2018-10-03,66341.601563
2018-10-04,65905.601563
2018-10-05,65052.101563
2018-10-08,65106.601563
2018-10-09,65664.5
2018-10-10,65166.601563
2018-10-11,64384.19921900001
2018-10-12,64234.398438
2018-10-15,64633.898438
2018-10-16,65246.5
2018-10-17,64835.398438
2018-10-18,63666.30078099999
2018-10-19,64225.5
2018-10-22,63582.80078099999
2018-10-23,62887.30078099999
2018-10-24,62223.898438
2018-10-25,62652.601563
2018-10-26,62013.101563
2018-10-29,59407.898438
2018-10-30,58965.5
2018-10-31,59513.19921900001
2018-11-01,61625.5
2018-11-02,
2018-11-05,63483.898438
2018-11-06,62820.80078099999
2018-11-07,63619.601563
2018-11-08,60003.80078099999
2018-11-09,60103.601563
2018-11-12,58808.601563
2018-11-13,57601.898438
2018-11-14,57496.80078099999
2018-11-15,56314.69921900001
2018-11-16,
2018-11-19,
2018-11-20,56787.80078099999
2018-11-21,56451.0
2018-11-23,55967.30078099999
2018-11-26,53708.80078099999
2018-11-27,54233.898438
2018-11-28,55844.601563
2018-11-29,57103.398438
2018-11-30,56857.19921900001
2018-12-03,57332.69921900001
2018-12-04,57049.80078099999
2018-12-06,57216.0
2018-12-07,57056.69921900001
2018-12-10,56356.19921900001
2018-12-11,55731.80078099999
2018-12-12,
2018-12-13,56569.398438
2018-12-14,56296.398438
2018-12-17,54972.30078099999
2018-12-18,55758.601563
2018-12-19,56400.101563
2018-12-20,56802.101563
2018-12-21,
2018-12-24,56389.0
2018-12-26,56679.898438
2018-12-27,56467.601563
2018-12-28,56523.898438
2018-12-31,56770.80078099999
2019-01-02,57630.898438
2019-01-03,57321.69921900001
2019-01-04,57881.80078099999
2019-01-07,58398.601563
2019-01-08,59364.80078099999
2019-01-09,59508.19921900001
2019-01-10,59536.601563
2019-01-11,59387.601563
2019-01-14,59172.0
2019-01-15,59452.398438
2019-01-16,59746.80078099999
2019-01-17,59900.30078099999
2019-01-18,60322.19921900001
2019-01-22,59676.601563
2019-01-23,59556.101563
2019-01-24,59401.30078099999
2019-01-25,59500.101563
2019-01-28,59483.101563
2019-01-29,59584.0
2019-01-30,59490.19921900001
2019-01-31,59976.398438
2019-02-01,59636.0
2019-02-04,
2019-02-05,60452.5
2019-02-06,59796.19921900001
2019-02-07,59480.898438
2019-02-08,58875.398438
2019-02-11,59018.19921900001
2019-02-12,58784.5
2019-02-13,57653.19921900001
2019-02-14,58254.69921900001
2019-02-15,58614.0
2019-02-19,58562.601563
2019-02-20,58874.19921900001
2019-02-21,59419.101563
2019-02-22,59642.80078099999
2019-02-25,59585.69921900001
2019-02-26,59593.101563
2019-02-27,59166.69921900001
2019-02-28,58500.898438
2019-03-01,58221.398438
2019-03-04,57947.19921900001
2019-03-05,57551.601563
2019-03-06,57261.101563
2019-03-07,56923.601563
2019-03-08,
2019-03-11,57243.898438
2019-03-12,57058.601563
2019-03-13,
2019-03-14,57109.398438
2019-03-15,57700.898438
2019-03-18,
2019-03-19,57953.601563
2019-03-20,59017.0
2019-03-21,59146.80078099999
2019-03-22,57835.30078099999
2019-03-25,58397.69921900001
2019-03-26,58565.601563
2019-03-27,58731.601563
2019-03-28,
2019-03-29,59188.0
2019-04-01,59722.398438
2019-04-02,59259.30078099999
2019-04-03,59280.0
2019-04-04,60097.398438
2019-04-05,61537.0
2019-04-08,62154.69921900001
2019-04-09,61770.69921900001
2019-04-10,61438.898438
2019-04-11,60988.69921900001
2019-04-12,61158.19921900001
2019-04-15,61075.69921900001
2019-04-16,61600.601563
2019-04-17,62306.69921900001
2019-04-18,
2019-04-22,62109.601563
2019-04-23,61858.601563
2019-04-24,61717.5
2019-04-25,61692.0
2019-04-26,61621.101563
2019-04-29,61596.101563
2019-04-30,61124.19921900001
2019-05-01,
2019-05-02,
2019-05-03,60744.898438
2019-05-06,60524.601563
2019-05-07,59793.19921900001
2019-05-08,59588.69921900001
2019-05-09,59351.30078099999
2019-05-10,59611.0
2019-05-13,59281.398438
2019-05-14,59678.601563
2019-05-15,59606.69921900001
2019-05-16,59749.30078099999
2019-05-17,59753.601563
2019-05-20,59854.80078099999
2019-05-21,59402.19921900001
2019-05-22,59064.101563
2019-05-23,58896.101563
2019-05-24,58669.101563
2019-05-28,
2019-05-29,59085.80078099999
2019-05-30,59762.80078099999
2019-05-31,58940.19921900001
2019-06-03,59435.5
2019-06-04,59652.898438
2019-06-05,60254.101563
2019-06-06,
2019-06-07,60075.0
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-05,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,57896.80078099999
2019-07-19,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,60139.80078099999
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,60180.19921900001
2019-09-25,60061.19921900001
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,58968.898438
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,59366.601563
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,60814.5
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-29,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-21,
2020-01-22,
2020-01-23,63996.5
2020-01-24,63525.30078099999
2020-01-27,62119.19921900001
2020-01-28,62940.601563
2020-01-29,63524.19921900001
2020-01-30,63144.398438
2020-01-31,62082.5
2020-02-03,
2020-02-04,63403.80078099999
2020-02-05,63032.0
2020-02-06,62624.19921900001
2020-02-07,62492.101563
2020-02-10,62339.0
2020-02-11,63376.19921900001
2020-02-12,63813.80078099999
2020-02-13,63344.80078099999
2020-02-14,63337.101563
2020-02-18,63301.101563
2020-02-19,63198.898438
2020-02-20,63020.30078099999
2020-02-21,63059.69921900001
2020-02-24,61683.80078099999
2020-02-25,60596.398438
2020-02-26,60162.30078099999
2020-02-27,58571.80078099999
2020-02-28,58173.19921900001
2020-03-02,59359.80078099999
2020-03-03,59789.19921900001
2020-03-04,61101.898438
2020-03-05,59636.398438
2020-03-06,58289.898438
2020-03-09,54546.19921900001
2020-03-10,55722.0
2020-03-11,54472.898438
2020-03-12,51597.300781
2020-03-13,53637.101563
2020-03-16,
2020-03-17,51915.800781
2020-03-18,50042.5
2020-03-19,49494.5
2020-03-20,48263.398438
2020-03-23,46425.101563
2020-03-24,48740.101563
2020-03-25,50109.300781
2020-03-26,50348.800781
2020-03-27,47659.699219
2020-03-30,48224.398438
2020-03-31,48737.5
2020-04-01,47520.800781
2020-04-02,47378.0
2020-04-03,46657.898438
2020-04-06,48500.398438
2020-04-07,48710.601563
2020-04-08,48769.101563
2020-04-09,
2020-04-13,48833.898438
2020-04-14,49046.101563
2020-04-15,47788.199219
2020-04-16,47653.398438
2020-04-17,49041.398438
2020-04-20,48665.898438
2020-04-21,47840.398438
2020-04-22,48308.5
2020-04-23,48332.101563
2020-04-24,48820.800781
2020-04-27,49359.0
2020-04-28,50576.800781
2020-04-29,52043.699219
2020-04-30,51508.699219
2020-05-01,
2020-05-04,51367.898438
2020-05-05,51714.800781
2020-05-06,52237.601563
2020-05-07,51971.0
2020-05-08,
