Date,W
2019-04-12,147.229996
2019-04-15,148.029999
2019-04-16,149.529999
2019-04-17,145.75
2019-04-18,145.21000700000002
2019-04-22,147.860001
2019-04-23,151.08999599999999
2019-04-24,152.050003
2019-04-25,153.75
2019-04-26,154.490005
2019-04-29,161.53999299999998
2019-04-30,162.149994
2019-05-01,163.529999
2019-05-02,151.96000700000002
2019-05-03,148.820007
2019-05-06,151.820007
2019-05-07,145.940002
2019-05-08,148.869995
2019-05-09,147.889999
2019-05-10,145.270004
2019-05-13,137.779999
2019-05-14,141.800003
2019-05-15,144.220001
2019-05-16,148.259995
2019-05-17,150.399994
2019-05-20,152.740005
2019-05-21,152.279999
2019-05-22,151.199997
2019-05-23,142.899994
2019-05-24,143.199997
2019-05-28,144.729996
2019-05-29,141.559998
2019-05-30,144.5
2019-05-31,144.009995
2019-06-03,141.529999
2019-06-04,144.820007
2019-06-05,153.889999
2019-06-06,153.28999299999998
2019-06-07,154.279999
2019-06-10,155.320007
2019-06-11,157.300003
2019-06-12,158.91000400000001
2019-06-13,161.71000700000002
2019-06-14,158.21000700000002
2019-06-17,158.479996
2019-06-18,156.330002
2019-06-19,162.470001
2019-06-20,153.419998
2019-06-21,153.770004
2019-06-24,152.41000400000001
2019-06-25,144.399994
2019-06-26,145.809998
2019-06-27,147.649994
2019-06-28,146.0
2019-07-01,143.100006
2019-07-02,143.509995
2019-07-03,142.949997
2019-07-05,145.149994
2019-07-08,140.509995
2019-07-09,147.309998
2019-07-10,150.179993
2019-07-11,150.179993
2019-07-12,150.110001
2019-07-15,151.020004
2019-07-16,149.949997
2019-07-17,152.0
2019-07-18,143.100006
2019-07-19,145.380005
2019-07-22,145.0
2019-07-23,144.820007
2019-07-24,140.149994
2019-07-25,134.58999599999999
2019-07-26,138.059998
2019-07-29,134.0
2019-07-30,132.449997
2019-07-31,131.16000400000001
2019-08-01,129.600006
2019-08-02,127.339996
2019-08-05,123.18
2019-08-06,122.589996
2019-08-07,122.82
2019-08-08,125.139999
2019-08-09,124.910004
2019-08-12,124.07
2019-08-13,125.0
2019-08-14,112.059998
2019-08-15,107.339996
2019-08-16,110.41999799999999
2019-08-19,112.059998
2019-08-20,112.300003
2019-08-21,115.089996
2019-08-22,117.199997
2019-08-23,110.16999799999999
2019-08-26,108.300003
2019-08-27,108.230003
2019-08-28,113.629997
2019-08-29,113.91999799999999
2019-08-30,112.739998
2019-09-03,109.279999
2019-09-04,118.099998
2019-09-05,119.599998
2019-09-06,116.800003
2019-09-09,124.0
2019-09-10,123.739998
2019-09-11,131.570007
2019-09-12,133.830002
2019-09-13,132.71000700000002
2019-09-16,133.66000400000001
2019-09-17,134.100006
2019-09-18,131.619995
2019-09-19,128.669998
2019-09-20,122.75
2019-09-23,118.290001
2019-09-24,116.040001
2019-09-25,118.470001
2019-09-26,117.120003
2019-09-27,114.040001
2019-09-30,112.120003
2019-10-01,105.550003
2019-10-02,103.040001
2019-10-03,105.790001
2019-10-04,106.769997
2019-10-07,103.760002
2019-10-08,104.489998
2019-10-09,104.639999
2019-10-10,104.660004
2019-10-11,107.769997
2019-10-14,106.32
2019-10-15,108.980003
2019-10-16,107.900002
2019-10-17,114.58000200000001
2019-10-18,109.199997
2019-10-21,112.790001
2019-10-22,113.599998
2019-10-23,114.160004
2019-10-24,114.410004
2019-10-25,118.190002
2019-10-28,109.309998
2019-10-29,101.510002
2019-10-30,101.08000200000001
2019-10-31,82.230003
2019-11-01,83.739998
2019-11-04,87.43
2019-11-05,81.5
2019-11-06,83.760002
2019-11-07,83.82
2019-11-08,84.220001
2019-11-11,83.260002
2019-11-12,84.599998
2019-11-13,83.629997
2019-11-14,83.150002
2019-11-15,83.709999
2019-11-18,86.459999
2019-11-19,83.900002
2019-11-20,82.519997
2019-11-21,82.32
2019-11-22,84.709999
2019-11-25,85.230003
2019-11-26,86.410004
2019-11-27,87.040001
2019-11-29,84.91999799999999
2019-12-02,83.0
2019-12-03,83.0
2019-12-04,80.57
2019-12-05,79.870003
2019-12-06,84.970001
2019-12-09,88.18
2019-12-10,87.889999
2019-12-11,88.099998
2019-12-12,88.75
2019-12-13,89.93
2019-12-16,86.940002
2019-12-17,83.639999
2019-12-18,85.980003
2019-12-19,85.809998
2019-12-20,84.010002
2019-12-23,89.059998
2019-12-24,90.610001
2019-12-26,91.529999
2019-12-27,92.089996
2019-12-30,89.510002
2019-12-31,90.370003
2020-01-02,93.139999
2020-01-03,94.040001
2020-01-06,94.66999799999999
2020-01-07,95.699997
2020-01-08,95.16999799999999
2020-01-09,96.75
2020-01-10,95.220001
2020-01-13,101.0
2020-01-14,103.589996
2020-01-15,105.809998
2020-01-16,106.379997
2020-01-17,106.790001
2020-01-21,107.41999799999999
2020-01-22,109.870003
2020-01-23,106.91999799999999
2020-01-24,106.739998
2020-01-27,104.32
2020-01-28,106.190002
2020-01-29,103.91999799999999
2020-01-30,103.029999
2020-01-31,93.699997
2020-02-03,97.5
2020-02-04,99.610001
2020-02-05,98.129997
2020-02-06,100.309998
2020-02-07,99.309998
2020-02-10,97.220001
2020-02-11,96.400002
2020-02-12,95.68
2020-02-13,82.160004
2020-02-14,82.459999
2020-02-18,81.550003
2020-02-19,80.629997
2020-02-20,82.33000200000001
2020-02-21,80.139999
2020-02-24,75.540001
2020-02-25,71.650002
2020-02-26,71.150002
2020-02-27,70.349998
2020-02-28,63.209998999999996
2020-03-02,61.77
2020-03-03,62.200001
2020-03-04,61.330002
2020-03-05,60.369999
2020-03-06,58.669998
2020-03-09,49.82
2020-03-10,49.200001
2020-03-11,45.009997999999996
2020-03-12,33.0
2020-03-13,39.0
2020-03-16,30.459999
2020-03-17,30.65
2020-03-18,24.92
2020-03-19,23.52
2020-03-20,27.24
2020-03-23,30.440001000000002
2020-03-24,43.48
2020-03-25,51.330002
2020-03-26,55.080002
2020-03-27,46.299999
2020-03-30,52.009997999999996
2020-03-31,53.439999
2020-04-01,48.200001
2020-04-02,47.240002000000004
2020-04-03,50.630001
2020-04-06,71.5
2020-04-07,77.470001
2020-04-08,77.769997
2020-04-09,76.849998
2020-04-13,81.510002
2020-04-14,86.08000200000001
2020-04-15,81.08000200000001
2020-04-16,83.260002
2020-04-17,90.08000200000001
2020-04-20,100.93
2020-04-21,95.839996
2020-04-22,96.370003
2020-04-23,104.629997
2020-04-24,122.410004
2020-04-27,128.809998
2020-04-28,123.68
2020-04-29,129.940002
2020-04-30,124.040001
2020-05-01,122.5
2020-05-04,134.110001
2020-05-05,165.880005
2020-05-06,180.809998
2020-05-07,176.889999
2020-05-08,188.050003
