Date,CC
2020-02-25,16.459999
2020-02-26,15.55
2020-02-27,14.13
2020-02-28,14.86
2020-03-02,14.43
2020-03-03,14.59
2020-03-04,15.05
2020-03-05,14.97
2020-03-06,13.47
2020-03-09,10.4
2020-03-10,11.54
2020-03-11,10.66
2020-03-12,9.29
2020-03-13,10.3
2020-03-16,9.14
2020-03-17,10.79
2020-03-18,9.67
2020-03-19,10.18
2020-03-20,9.13
2020-03-23,8.21
2020-03-24,9.56
2020-03-25,10.89
2020-03-26,10.82
2020-03-27,9.51
2020-03-30,9.69
2020-03-31,8.87
2020-04-01,7.54
2020-04-02,7.51
2020-04-03,7.26
2020-04-06,8.35
2020-04-07,8.63
2020-04-08,9.52
2020-04-09,10.99
2020-04-13,10.54
2020-04-14,10.68
2020-04-15,9.6
2020-04-16,9.31
2020-04-17,10.6
2020-04-20,10.41
2020-04-21,10.18
2020-04-22,10.17
2020-04-23,10.47
2020-04-24,10.74
2020-04-27,11.15
2020-04-28,11.31
2020-04-29,12.46
2020-04-30,11.73
2020-05-01,10.93
2020-05-04,10.91
2020-05-05,12.18
2020-05-06,12.32
2020-05-07,11.61
2020-05-08,12.91
