Date,EXR
2005-11-21,14.52
2005-11-22,14.9
2005-11-23,15.04
2005-11-25,15.07
2005-11-28,14.49
2005-11-29,15.12
2005-11-30,15.24
2005-12-01,15.05
2005-12-02,14.78
2005-12-05,14.57
2005-12-06,15.02
2005-12-07,14.89
2005-12-08,15.03
2005-12-09,15.15
2005-12-12,15.29
2005-12-13,14.95
2005-12-14,14.9
2005-12-15,14.8
2005-12-16,14.87
2005-12-19,14.8
2005-12-20,14.77
2005-12-21,15.2
2005-12-22,15.2
2005-12-23,15.15
2005-12-27,15.23
2005-12-28,15.1
2005-12-29,15.09
2005-12-30,15.4
2006-01-03,15.27
2006-01-04,15.35
2006-01-05,15.19
2006-01-06,15.29
2006-01-09,15.24
2006-01-10,15.33
2006-01-11,15.4
2006-01-12,15.3
2006-01-13,15.01
2006-01-17,14.88
2006-01-18,14.86
2006-01-19,15.01
2006-01-20,14.8
2006-01-23,14.99
2006-01-24,14.98
2006-01-25,14.97
2006-01-26,15.4
2006-01-27,15.61
2006-01-30,15.45
2006-01-31,15.35
2006-02-01,15.2
2006-02-02,14.88
2006-02-03,14.49
2006-02-06,14.69
2006-02-07,14.88
2006-02-08,15.04
2006-02-09,14.76
2006-02-10,14.72
2006-02-13,14.95
2006-02-14,15.0
2006-02-15,15.07
2006-02-16,14.96
2006-02-17,15.1
2006-02-21,14.92
2006-02-22,14.96
2006-02-23,14.73
2006-02-24,14.75
2006-02-27,15.19
2006-02-28,15.0
2006-03-01,15.42
2006-03-02,15.28
2006-03-03,15.04
2006-03-06,15.18
2006-03-07,15.22
2006-03-08,15.35
2006-03-09,15.56
2006-03-10,15.83
2006-03-13,15.69
2006-03-14,15.74
2006-03-15,16.09
2006-03-16,16.65
2006-03-17,16.889999
2006-03-20,16.65
2006-03-21,16.67
2006-03-22,17.01
2006-03-23,17.139999
2006-03-24,16.780001000000002
2006-03-27,16.68
2006-03-28,16.75
2006-03-29,17.200001
2006-03-30,16.969998999999998
2006-03-31,17.190001000000002
2006-04-03,16.76
2006-04-04,16.799999
2006-04-05,16.91
2006-04-06,16.75
2006-04-07,16.48
2006-04-10,16.309998999999998
2006-04-11,16.09
2006-04-12,15.83
2006-04-13,15.77
2006-04-17,15.63
2006-04-18,15.86
2006-04-19,15.99
2006-04-20,16.0
2006-04-21,15.76
2006-04-24,15.9
2006-04-25,15.81
2006-04-26,16.129998999999998
2006-04-27,15.9
2006-04-28,15.72
2006-05-01,15.36
2006-05-02,15.58
2006-05-03,15.54
2006-05-04,15.44
2006-05-05,15.88
2006-05-08,15.5
2006-05-09,15.25
2006-05-10,15.41
2006-05-11,15.1
2006-05-12,14.88
2006-05-15,15.22
2006-05-16,15.26
2006-05-17,15.0
2006-05-18,14.9
2006-05-19,14.89
2006-05-22,14.81
2006-05-23,14.84
2006-05-24,14.78
2006-05-25,15.05
2006-05-26,15.0
2006-05-30,14.81
2006-05-31,15.19
2006-06-01,15.4
2006-06-02,15.6
2006-06-05,15.5
2006-06-06,15.48
2006-06-07,15.26
2006-06-08,15.39
2006-06-09,15.28
2006-06-12,15.26
2006-06-13,14.99
2006-06-14,14.82
2006-06-15,15.07
2006-06-16,15.03
2006-06-19,14.66
2006-06-20,14.8
2006-06-21,14.75
2006-06-22,14.67
2006-06-23,14.68
2006-06-26,15.0
2006-06-27,14.98
2006-06-28,15.12
2006-06-29,15.66
2006-06-30,16.24
2006-07-03,16.129998999999998
2006-07-05,16.209999
2006-07-06,16.219998999999998
2006-07-07,15.94
2006-07-10,16.040001
2006-07-11,16.139999
2006-07-12,16.219998999999998
2006-07-13,16.059998999999998
2006-07-14,15.88
2006-07-17,15.71
2006-07-18,16.09
2006-07-19,16.4
2006-07-20,16.02
2006-07-21,15.82
2006-07-24,16.049999
2006-07-25,16.139999
2006-07-26,15.98
2006-07-27,16.0
2006-07-28,16.139999
2006-07-31,15.93
2006-08-01,15.93
2006-08-02,16.15
2006-08-03,16.25
2006-08-04,16.25
2006-08-07,16.459999
2006-08-08,16.35
2006-08-09,16.49
2006-08-10,16.360001
2006-08-11,16.450001
2006-08-14,16.540001
2006-08-15,16.85
2006-08-16,16.809998999999998
2006-08-17,16.870001000000002
2006-08-18,16.85
2006-08-21,17.08
2006-08-22,17.0
2006-08-23,16.9
2006-08-24,16.93
2006-08-25,17.049999
2006-08-28,17.360001
2006-08-29,17.49
2006-08-30,17.629998999999998
2006-08-31,17.5
2006-09-01,17.25
2006-09-05,17.23
2006-09-06,17.049999
2006-09-07,16.889999
2006-09-08,17.0
2006-09-11,17.049999
2006-09-12,17.26
2006-09-13,17.08
2006-09-14,17.1
2006-09-15,17.719998999999998
2006-09-18,17.51
2006-09-19,17.700001
2006-09-20,17.42
2006-09-21,17.6
2006-09-22,17.49
2006-09-25,17.450001
2006-09-26,17.4
2006-09-27,17.51
2006-09-28,17.549999
2006-09-29,17.309998999999998
2006-10-02,17.25
2006-10-03,17.08
2006-10-04,17.629998999999998
2006-10-05,17.799999
2006-10-06,17.700001
2006-10-09,17.82
2006-10-10,17.719998999999998
2006-10-11,17.610001
2006-10-12,17.719998999999998
2006-10-13,17.85
2006-10-16,18.02
2006-10-17,17.99
2006-10-18,18.15
2006-10-19,18.299999
2006-10-20,18.07
2006-10-23,18.18
2006-10-24,17.98
2006-10-25,18.139999
2006-10-26,18.610001
2006-10-27,18.35
2006-10-30,18.5
2006-10-31,18.440001000000002
2006-11-01,18.24
2006-11-02,18.01
2006-11-03,17.370001000000002
2006-11-06,17.75
2006-11-07,17.530001000000002
2006-11-08,17.58
2006-11-09,17.440001000000002
2006-11-10,17.59
2006-11-13,17.690001000000002
2006-11-14,17.5
2006-11-15,17.639999
2006-11-16,17.49
2006-11-17,17.450001
2006-11-20,17.99
2006-11-21,18.16
2006-11-22,18.07
2006-11-24,18.32
2006-11-27,17.809998999999998
2006-11-28,17.959999
2006-11-29,18.18
2006-11-30,18.42
2006-12-01,18.370001000000002
2006-12-04,18.9
2006-12-05,18.629998999999998
2006-12-06,18.610001
2006-12-07,18.48
2006-12-08,18.450001
2006-12-11,18.51
2006-12-12,18.5
2006-12-13,18.02
2006-12-14,18.040001
2006-12-15,18.07
2006-12-18,17.77
2006-12-19,17.74
2006-12-20,17.9
2006-12-21,17.799999
2006-12-22,17.65
2006-12-26,17.77
2006-12-27,18.049999
2006-12-28,18.02
2006-12-29,18.26
2007-01-03,18.530001000000002
2007-01-04,18.74
2007-01-05,18.209999
2007-01-08,18.030001000000002
2007-01-09,18.200001
2007-01-10,18.360001
2007-01-11,18.469998999999998
2007-01-12,18.74
2007-01-16,18.700001
2007-01-17,18.76
2007-01-18,18.540001
2007-01-19,18.76
2007-01-22,18.91
2007-01-23,18.75
2007-01-24,18.799999
2007-01-25,18.860001
2007-01-26,18.93
2007-01-29,19.17
2007-01-30,19.440001000000002
2007-01-31,19.74
2007-02-01,19.76
2007-02-02,19.950001
2007-02-05,19.66
2007-02-06,19.700001
2007-02-07,20.17
2007-02-08,20.110001
2007-02-09,19.700001
2007-02-12,19.42
2007-02-13,19.959999
2007-02-14,19.84
2007-02-15,19.84
2007-02-16,19.93
2007-02-20,20.049999
2007-02-21,19.870001000000002
2007-02-22,19.700001
2007-02-23,19.299999
2007-02-26,19.08
2007-02-27,18.629998999999998
2007-02-28,19.0
2007-03-01,18.85
2007-03-02,18.860001
2007-03-05,18.190001000000002
2007-03-06,18.77
2007-03-07,18.92
2007-03-08,19.549999
2007-03-09,20.030001000000002
2007-03-12,20.440001000000002
2007-03-13,19.92
2007-03-14,19.9
2007-03-15,20.049999
2007-03-16,19.93
2007-03-19,20.120001000000002
2007-03-20,20.01
2007-03-21,19.57
2007-03-22,19.530001000000002
2007-03-23,19.450001
2007-03-26,19.299999
2007-03-27,19.129998999999998
2007-03-28,18.91
2007-03-29,18.700001
2007-03-30,18.940001000000002
2007-04-02,19.190001000000002
2007-04-03,19.120001000000002
2007-04-04,19.09
2007-04-05,19.18
2007-04-09,19.01
2007-04-10,19.1
2007-04-11,18.84
2007-04-12,18.77
2007-04-13,18.969998999999998
2007-04-16,19.059998999999998
2007-04-17,19.33
2007-04-18,19.18
2007-04-19,19.059998999999998
2007-04-20,19.190001000000002
2007-04-23,19.25
2007-04-24,19.26
2007-04-25,19.41
2007-04-26,19.290001
2007-04-27,19.17
2007-04-30,18.709999
2007-05-01,18.66
2007-05-02,18.68
2007-05-03,18.530001000000002
2007-05-04,18.379998999999998
2007-05-07,18.200001
2007-05-08,17.940001000000002
2007-05-09,18.049999
2007-05-10,17.65
2007-05-11,17.85
2007-05-14,17.75
2007-05-15,17.620001000000002
2007-05-16,17.610001
2007-05-17,17.18
2007-05-18,17.01
2007-05-21,17.52
2007-05-22,17.67
2007-05-23,17.34
2007-05-24,17.18
2007-05-25,17.17
2007-05-29,17.540001
2007-05-30,17.950001
2007-05-31,17.91
2007-06-01,18.030001000000002
2007-06-04,18.07
2007-06-05,17.629998999999998
2007-06-06,17.469998999999998
2007-06-07,17.200001
2007-06-08,17.25
2007-06-11,17.08
2007-06-12,16.709999
2007-06-13,16.74
2007-06-14,16.59
2007-06-15,16.84
2007-06-18,16.92
2007-06-19,16.879998999999998
2007-06-20,16.379998999999998
2007-06-21,16.6
2007-06-22,16.709999
2007-06-25,16.700001
2007-06-26,16.84
2007-06-27,17.030001000000002
2007-06-28,16.780001000000002
2007-06-29,16.5
2007-07-02,16.73
2007-07-03,16.4
2007-07-05,16.469998999999998
2007-07-06,16.690001000000002
2007-07-09,16.48
2007-07-10,16.290001
2007-07-11,16.280001000000002
2007-07-12,16.469998999999998
2007-07-13,16.450001
2007-07-16,16.24
2007-07-17,16.27
2007-07-18,16.209999
2007-07-19,16.190001000000002
2007-07-20,15.73
2007-07-23,15.51
2007-07-24,15.08
2007-07-25,14.87
2007-07-26,14.43
2007-07-27,13.87
2007-07-30,13.84
2007-07-31,14.04
2007-08-01,14.35
2007-08-02,14.49
2007-08-03,14.26
2007-08-06,15.0
2007-08-07,15.0
2007-08-08,15.3
2007-08-09,15.51
2007-08-10,15.06
2007-08-13,15.17
2007-08-14,14.64
2007-08-15,14.3
2007-08-16,14.78
2007-08-17,15.16
2007-08-20,15.18
2007-08-21,15.21
2007-08-22,15.21
2007-08-23,15.24
2007-08-24,15.4
2007-08-27,14.95
2007-08-28,14.45
2007-08-29,15.0
2007-08-30,15.01
2007-08-31,15.37
2007-09-04,15.7
2007-09-05,15.34
2007-09-06,15.07
2007-09-07,14.78
2007-09-10,14.59
2007-09-11,14.64
2007-09-12,14.54
2007-09-13,14.9
2007-09-14,15.14
2007-09-17,15.23
2007-09-18,15.71
2007-09-19,15.67
2007-09-20,15.55
2007-09-21,15.78
2007-09-24,15.92
2007-09-25,15.7
2007-09-26,15.79
2007-09-27,15.63
2007-09-28,15.39
2007-10-01,15.7
2007-10-02,15.87
2007-10-03,15.77
2007-10-04,15.9
2007-10-05,16.6
2007-10-08,16.379998999999998
2007-10-09,16.5
2007-10-10,16.51
2007-10-11,16.35
2007-10-12,16.42
2007-10-15,16.18
2007-10-16,15.87
2007-10-17,15.79
2007-10-18,15.67
2007-10-19,14.88
2007-10-22,15.07
2007-10-23,15.0
2007-10-24,14.9
2007-10-25,14.86
2007-10-26,14.84
2007-10-29,14.95
2007-10-30,15.2
2007-10-31,15.72
2007-11-01,15.2
2007-11-02,15.09
2007-11-05,14.87
2007-11-06,14.83
2007-11-07,14.32
2007-11-08,14.23
2007-11-09,14.35
2007-11-12,14.65
2007-11-13,15.2
2007-11-14,14.98
2007-11-15,15.03
2007-11-16,14.77
2007-11-19,14.58
2007-11-20,14.28
2007-11-21,14.08
2007-11-23,14.36
2007-11-26,13.62
2007-11-27,13.79
2007-11-28,14.1
2007-11-29,14.01
2007-11-30,14.26
2007-12-03,14.23
2007-12-04,13.9
2007-12-05,14.17
2007-12-06,14.58
2007-12-07,14.74
2007-12-10,15.15
2007-12-11,14.38
2007-12-12,13.99
2007-12-13,13.89
2007-12-14,13.35
2007-12-17,13.15
2007-12-18,13.58
2007-12-19,13.65
2007-12-20,13.76
2007-12-21,14.29
2007-12-24,14.65
2007-12-26,14.63
2007-12-27,14.42
2007-12-28,14.0
2007-12-31,14.29
2008-01-02,13.95
2008-01-03,13.52
2008-01-04,13.3
2008-01-07,13.21
2008-01-08,12.79
2008-01-09,12.96
2008-01-10,13.09
2008-01-11,13.17
2008-01-14,13.35
2008-01-15,12.95
2008-01-16,13.4
2008-01-17,13.46
2008-01-18,13.25
2008-01-22,13.38
2008-01-23,14.28
2008-01-24,14.11
2008-01-25,14.35
2008-01-28,15.14
2008-01-29,14.95
2008-01-30,14.7
2008-01-31,15.14
2008-02-01,15.58
2008-02-04,15.32
2008-02-05,14.75
2008-02-06,14.26
2008-02-07,14.37
2008-02-08,14.09
2008-02-11,13.92
2008-02-12,14.23
2008-02-13,14.61
2008-02-14,14.18
2008-02-15,14.07
2008-02-19,14.5
2008-02-20,14.99
2008-02-21,14.83
2008-02-22,15.01
2008-02-25,15.45
2008-02-26,15.47
2008-02-27,15.63
2008-02-28,15.2
2008-02-29,15.07
2008-03-03,15.22
2008-03-04,15.29
2008-03-05,15.19
2008-03-06,14.97
2008-03-07,15.05
2008-03-10,15.03
2008-03-11,16.09
2008-03-12,15.57
2008-03-13,15.95
2008-03-14,15.65
2008-03-17,15.79
2008-03-18,16.68
2008-03-19,16.719998999999998
2008-03-20,17.040001
2008-03-24,17.15
2008-03-25,16.59
2008-03-26,16.76
2008-03-27,16.35
2008-03-28,15.85
2008-03-31,16.190001000000002
2008-04-01,16.83
2008-04-02,17.35
2008-04-03,17.15
2008-04-04,16.950001
2008-04-07,17.059998999999998
2008-04-08,17.190001000000002
2008-04-09,16.629998999999998
2008-04-10,16.66
2008-04-11,16.51
2008-04-14,16.52
2008-04-15,16.709999
2008-04-16,17.049999
2008-04-17,17.110001
2008-04-18,17.219998999999998
2008-04-21,16.940001000000002
2008-04-22,16.610001
2008-04-23,16.969998999999998
2008-04-24,17.139999
2008-04-25,17.25
2008-04-28,17.15
2008-04-29,17.219998999999998
2008-04-30,16.83
2008-05-01,17.59
2008-05-02,17.700001
2008-05-05,17.58
2008-05-06,17.59
2008-05-07,17.09
2008-05-08,16.93
2008-05-09,16.870001000000002
2008-05-12,17.0
2008-05-13,16.77
2008-05-14,16.4
2008-05-15,16.559998999999998
2008-05-16,16.780001000000002
2008-05-19,16.75
2008-05-20,16.59
2008-05-21,16.469998999999998
2008-05-22,16.440001000000002
2008-05-23,16.67
2008-05-27,16.870001000000002
2008-05-28,16.75
2008-05-29,16.709999
2008-05-30,16.65
2008-06-02,16.59
2008-06-03,16.26
2008-06-04,16.42
2008-06-05,16.59
2008-06-06,16.209999
2008-06-09,16.040001
2008-06-10,16.040001
2008-06-11,15.61
2008-06-12,15.66
2008-06-13,15.9
2008-06-16,15.97
2008-06-17,15.46
2008-06-18,15.44
2008-06-19,15.95
2008-06-20,15.77
2008-06-23,15.33
2008-06-24,15.54
2008-06-25,15.73
2008-06-26,15.34
2008-06-27,15.3
2008-06-30,15.36
2008-07-01,15.41
2008-07-02,15.2
2008-07-03,15.22
2008-07-07,15.0
2008-07-08,15.81
2008-07-09,14.76
2008-07-10,15.2
2008-07-11,15.17
2008-07-14,14.6
2008-07-15,14.27
2008-07-16,14.87
2008-07-17,15.27
2008-07-18,15.06
2008-07-21,14.87
2008-07-22,15.63
2008-07-23,15.77
2008-07-24,15.18
2008-07-25,15.28
2008-07-28,14.85
2008-07-29,15.27
2008-07-30,14.0
2008-07-31,14.17
2008-08-01,14.21
2008-08-04,13.98
2008-08-05,14.54
2008-08-06,14.36
2008-08-07,13.9
2008-08-08,14.5
2008-08-11,15.06
2008-08-12,15.15
2008-08-13,15.09
2008-08-14,15.18
2008-08-15,15.34
2008-08-18,14.99
2008-08-19,14.95
2008-08-20,15.05
2008-08-21,14.93
2008-08-22,15.36
2008-08-25,15.03
2008-08-26,15.28
2008-08-27,15.35
2008-08-28,15.93
2008-08-29,15.75
2008-09-02,15.82
2008-09-03,16.09
2008-09-04,15.61
2008-09-05,15.52
2008-09-08,16.200001
2008-09-09,15.75
2008-09-10,15.74
2008-09-11,15.6
2008-09-12,15.84
2008-09-15,14.93
2008-09-16,16.059998999999998
2008-09-17,14.9
2008-09-18,17.41
2008-09-19,17.57
2008-09-22,15.98
2008-09-23,15.69
2008-09-24,14.96
2008-09-25,14.95
2008-09-26,15.38
2008-09-29,14.89
2008-09-30,15.36
2008-10-01,15.0
2008-10-02,14.35
2008-10-03,14.17
2008-10-06,13.78
2008-10-07,12.92
2008-10-08,13.15
2008-10-09,11.51
2008-10-10,12.69
2008-10-13,13.14
2008-10-14,13.02
2008-10-15,11.61
2008-10-16,11.62
2008-10-17,11.41
2008-10-20,11.45
2008-10-21,11.21
2008-10-22,10.68
2008-10-23,10.26
2008-10-24,9.57
2008-10-27,8.7
2008-10-28,9.77
2008-10-29,10.38
2008-10-30,10.59
2008-10-31,11.51
2008-11-03,11.67
2008-11-04,12.23
2008-11-05,11.35
2008-11-06,10.83
2008-11-07,11.23
2008-11-10,10.52
2008-11-11,10.02
2008-11-12,9.39
2008-11-13,9.99
2008-11-14,8.79
2008-11-17,8.85
2008-11-18,8.45
2008-11-19,7.33
2008-11-20,6.47
2008-11-21,6.74
2008-11-24,8.39
2008-11-25,8.0
2008-11-26,8.72
2008-11-28,8.85
2008-12-01,7.52
2008-12-02,8.23
2008-12-03,8.49
2008-12-04,8.34
2008-12-05,9.29
2008-12-08,10.09
2008-12-09,8.96
2008-12-10,9.4
2008-12-11,8.33
2008-12-12,8.94
2008-12-15,8.49
2008-12-16,9.6
2008-12-17,10.09
2008-12-18,10.02
2008-12-19,10.89
2008-12-22,10.3
2008-12-23,9.87
2008-12-24,9.73
2008-12-26,9.72
2008-12-29,9.38
2008-12-30,9.54
2008-12-31,10.32
2009-01-02,10.16
2009-01-05,9.72
2009-01-06,10.39
2009-01-07,10.06
2009-01-08,9.87
2009-01-09,9.45
2009-01-12,8.93
2009-01-13,9.16
2009-01-14,8.67
2009-01-15,8.92
2009-01-16,9.43
2009-01-20,8.29
2009-01-21,8.37
2009-01-22,8.45
2009-01-23,8.54
2009-01-26,8.56
2009-01-27,8.79
2009-01-28,9.24
2009-01-29,8.5
2009-01-30,8.11
2009-02-02,8.08
2009-02-03,7.83
2009-02-04,7.55
2009-02-05,7.36
2009-02-06,7.69
2009-02-09,7.76
2009-02-10,7.16
2009-02-11,7.27
2009-02-12,7.08
2009-02-13,6.72
2009-02-17,6.22
2009-02-18,6.28
2009-02-19,6.13
2009-02-20,6.16
2009-02-23,5.99
2009-02-24,6.6
2009-02-25,6.35
2009-02-26,6.18
2009-02-27,6.27
2009-03-02,5.76
2009-03-03,5.64
2009-03-04,5.71
2009-03-05,5.47
2009-03-06,5.18
2009-03-09,5.13
2009-03-10,5.59
2009-03-11,5.16
2009-03-12,5.61
2009-03-13,5.41
2009-03-16,5.1
2009-03-17,5.52
2009-03-18,5.91
2009-03-19,5.6
2009-03-20,5.13
2009-03-23,5.85
2009-03-24,5.61
2009-03-25,5.54
2009-03-26,5.88
2009-03-27,5.41
2009-03-30,5.27
2009-03-31,5.51
2009-04-01,5.64
2009-04-02,6.18
2009-04-03,6.5
2009-04-06,6.52
2009-04-07,5.93
2009-04-08,6.05
2009-04-09,6.89
2009-04-13,6.87
2009-04-14,6.14
2009-04-15,6.42
2009-04-16,7.02
2009-04-17,7.61
2009-04-20,7.13
2009-04-21,7.7
2009-04-22,7.49
2009-04-23,7.73
2009-04-24,8.0
2009-04-27,7.39
2009-04-28,7.18
2009-04-29,7.34
2009-04-30,7.11
2009-05-01,6.8
2009-05-04,7.89
2009-05-05,7.09
2009-05-06,7.13
2009-05-07,6.49
2009-05-08,7.06
2009-05-11,6.88
2009-05-12,6.79
2009-05-13,6.35
2009-05-14,6.72
2009-05-15,6.62
2009-05-18,7.19
2009-05-19,7.3
2009-05-20,7.05
2009-05-21,7.17
2009-05-22,6.9
2009-05-26,7.41
2009-05-27,7.17
2009-05-28,7.11
2009-05-29,7.51
2009-06-01,7.9
2009-06-02,8.25
2009-06-03,8.3
2009-06-04,8.64
2009-06-05,8.69
2009-06-08,8.41
2009-06-09,8.46
2009-06-10,8.46
2009-06-11,8.43
2009-06-12,8.53
2009-06-15,8.11
2009-06-16,7.95
2009-06-17,7.83
2009-06-18,7.9
2009-06-19,8.14
2009-06-22,7.86
2009-06-23,7.84
2009-06-24,8.06
2009-06-25,8.07
2009-06-26,8.42
2009-06-29,8.27
2009-06-30,8.35
2009-07-01,8.55
2009-07-02,8.04
2009-07-06,8.17
2009-07-07,7.95
2009-07-08,7.67
2009-07-09,7.5
