Date,ICE
2006-06-13,9.2
2006-06-14,9.4
2006-06-15,9.802
2006-06-16,10.118
2006-06-19,10.032
2006-06-20,9.922
2006-06-21,10.742
2006-06-22,10.602
2006-06-23,10.888
2006-06-26,10.95
2006-06-27,10.71
2006-06-28,10.41
2006-06-29,11.07
2006-06-30,11.588
2006-07-03,11.868
2006-07-05,11.598
2006-07-06,11.514
2006-07-07,10.974
2006-07-10,10.562
2006-07-11,11.1
2006-07-12,11.7
2006-07-13,11.96
2006-07-14,11.922
2006-07-17,11.622
2006-07-18,11.26
2006-07-19,11.756
2006-07-20,11.586
2006-07-21,11.62
2006-07-24,12.15
2006-07-25,12.03
2006-07-26,11.44
2006-07-27,11.4
2006-07-28,11.794
2006-07-31,11.92
2006-08-01,11.824
2006-08-02,11.88
2006-08-03,11.718
2006-08-04,11.892
2006-08-07,11.75
2006-08-08,11.94
2006-08-09,11.962
2006-08-10,12.298
2006-08-11,12.054
2006-08-14,12.008
2006-08-15,12.17
2006-08-16,12.504
2006-08-17,12.768
2006-08-18,12.872
2006-08-21,12.93
2006-08-22,12.484
2006-08-23,12.506
2006-08-24,12.158
2006-08-25,12.422
2006-08-28,12.276
2006-08-29,12.39
2006-08-30,12.718
2006-08-31,12.652
2006-09-01,12.73
2006-09-05,13.044
2006-09-06,13.042
2006-09-07,12.822
2006-09-08,12.814
2006-09-11,12.682
2006-09-12,12.656
2006-09-13,12.944
2006-09-14,12.926
2006-09-15,14.87
2006-09-18,15.23
2006-09-19,14.794
2006-09-20,14.49
2006-09-21,15.376
2006-09-22,14.738
2006-09-25,13.894
2006-09-26,14.002
2006-09-27,14.318
2006-09-28,14.432
2006-09-29,15.014
2006-10-02,14.89
2006-10-03,15.442
2006-10-04,16.25
2006-10-05,16.812
2006-10-06,17.08
2006-10-09,16.983999
2006-10-10,17.466
2006-10-11,17.559998999999998
2006-10-12,16.780001000000002
2006-10-13,16.594
2006-10-16,15.46
2006-10-17,16.334
2006-10-18,16.375999
2006-10-19,16.309998999999998
2006-10-20,16.356001000000003
2006-10-23,16.482
2006-10-24,16.764
2006-10-25,16.708
2006-10-26,17.134001
2006-10-27,16.892
2006-10-30,16.427999
2006-10-31,16.884001
2006-11-01,16.98
2006-11-02,16.66
2006-11-03,16.35
2006-11-06,16.98
2006-11-07,17.424
2006-11-08,17.584
2006-11-09,16.700001
2006-11-10,17.021998999999997
2006-11-13,17.700001
2006-11-14,19.309998999999998
2006-11-15,19.129998999999998
2006-11-16,18.92
2006-11-17,20.24
2006-11-20,19.535999
2006-11-21,20.224001
2006-11-22,20.224001
2006-11-24,20.82
2006-11-27,20.124001
2006-11-28,20.162001
2006-11-29,19.42
2006-11-30,19.65
2006-12-01,19.016001
2006-12-04,19.799999
2006-12-05,21.26
2006-12-06,21.0
2006-12-07,20.968
2006-12-08,21.620001000000002
2006-12-11,22.642
2006-12-12,21.997999
2006-12-13,21.440001000000002
2006-12-14,20.761999
2006-12-15,21.268
2006-12-18,21.518
2006-12-19,21.76
2006-12-20,22.0
2006-12-21,21.322001
2006-12-22,20.846001
2006-12-26,21.091998999999998
2006-12-27,21.389999
2006-12-28,21.799999
2006-12-29,21.58
2007-01-03,23.143998999999997
2007-01-04,24.202
2007-01-05,24.912001
2007-01-08,25.138
2007-01-09,24.93
2007-01-10,27.049999
2007-01-11,27.308001
2007-01-12,26.945999
2007-01-16,25.837999
2007-01-17,26.643998999999997
2007-01-18,25.837999
2007-01-19,25.382
2007-01-22,24.82
2007-01-23,25.9
2007-01-24,27.280001000000002
2007-01-25,26.348
2007-01-26,27.034
2007-01-29,25.976
2007-01-30,26.288
2007-01-31,26.110001
2007-02-01,27.110001
2007-02-02,28.493999
2007-02-05,28.719998999999998
2007-02-06,28.572001
2007-02-07,29.610001
2007-02-08,30.41
2007-02-09,29.872
2007-02-12,28.714001
2007-02-13,30.172001
2007-02-14,30.327999
2007-02-15,31.016001
2007-02-16,31.664
2007-02-20,32.518002
2007-02-21,32.771999
2007-02-22,32.116001000000004
2007-02-23,32.388
2007-02-26,31.441999
2007-02-27,28.916
2007-02-28,30.153999
2007-03-01,30.115999
2007-03-02,27.716
2007-03-05,27.422001
2007-03-06,28.486
2007-03-07,25.82
2007-03-08,26.271998999999997
2007-03-09,26.200001
2007-03-12,26.889999
2007-03-13,25.802
2007-03-14,26.386
2007-03-15,25.620001000000002
2007-03-16,25.275999
2007-03-19,25.598
2007-03-20,25.978001000000003
2007-03-21,25.950001
2007-03-22,25.452
2007-03-23,24.712
2007-03-26,24.17
2007-03-27,24.587999
2007-03-28,24.392
2007-03-29,24.594
2007-03-30,24.441999
2007-04-02,25.573999
2007-04-03,24.73
2007-04-04,25.177999
2007-04-05,25.775999
2007-04-09,25.700001
2007-04-10,25.59
2007-04-11,25.389999
2007-04-12,25.332001
2007-04-13,25.958
2007-04-16,26.002001
2007-04-17,26.236
2007-04-18,26.18
2007-04-19,25.940001000000002
2007-04-20,26.766001
2007-04-23,26.469998999999998
2007-04-24,26.032
2007-04-25,26.101999
2007-04-26,25.834
2007-04-27,25.351999
2007-04-30,25.4
2007-05-01,24.604
2007-05-02,25.452
2007-05-03,26.950001
2007-05-04,27.68
2007-05-07,27.427999
2007-05-08,26.940001000000002
2007-05-09,27.51
2007-05-10,26.969998999999998
2007-05-11,28.110001
2007-05-14,27.76
2007-05-15,27.464001
2007-05-16,27.562
2007-05-17,27.959999
2007-05-18,27.836
2007-05-21,29.216
2007-05-22,30.280001000000002
2007-05-23,29.694
2007-05-24,28.431998999999998
2007-05-25,28.997999
2007-05-29,29.549999
2007-05-30,29.742001000000002
2007-05-31,28.988001
2007-06-01,28.594
2007-06-04,29.934
2007-06-05,29.752001
2007-06-06,30.598
2007-06-07,29.341998999999998
2007-06-08,29.125999
2007-06-11,29.837999
2007-06-12,29.796
2007-06-13,29.556
2007-06-14,30.978001000000003
2007-06-15,31.396
2007-06-18,30.886
2007-06-19,31.26
2007-06-20,31.620001000000002
2007-06-21,31.709999
2007-06-22,31.104
2007-06-25,29.848
2007-06-26,29.112
2007-06-27,30.209999
2007-06-28,29.757998999999998
2007-06-29,29.57
2007-07-02,29.002001
2007-07-03,29.775999
2007-07-05,30.362
2007-07-06,31.218
2007-07-09,31.356001000000003
2007-07-10,31.146
2007-07-11,33.414001
2007-07-12,33.798
2007-07-13,33.422001
2007-07-16,33.995998
2007-07-17,33.369999
2007-07-18,32.585999
2007-07-19,32.27
2007-07-20,32.048
2007-07-23,31.218
2007-07-24,29.558001
2007-07-25,28.75
2007-07-26,29.268
2007-07-27,30.280001000000002
2007-07-30,31.280001000000002
2007-07-31,30.226
2007-08-01,30.0
2007-08-02,30.436001
2007-08-03,30.792
2007-08-06,30.716
2007-08-07,31.370001000000002
2007-08-08,31.976
2007-08-09,30.799999
2007-08-10,30.209999
2007-08-13,29.4
2007-08-14,28.624001
2007-08-15,26.799999
2007-08-16,25.9
2007-08-17,26.708
2007-08-20,27.534
2007-08-21,27.034
2007-08-22,27.766001
2007-08-23,27.91
2007-08-24,28.5
2007-08-27,28.035999
2007-08-28,26.98
2007-08-29,27.924
2007-08-30,27.950001
2007-08-31,29.174
2007-09-04,29.568001000000002
2007-09-05,28.177999
2007-09-06,27.614
2007-09-07,26.568001000000002
2007-09-10,26.43
2007-09-11,26.290001
2007-09-12,26.280001000000002
2007-09-13,25.813999
2007-09-14,25.542
2007-09-17,25.299999
2007-09-18,27.129998999999998
2007-09-19,26.32
2007-09-20,27.076
2007-09-21,27.091998999999998
2007-09-24,28.362
2007-09-25,30.23
2007-09-26,30.379998999999998
2007-09-27,30.492001000000002
2007-09-28,30.379998999999998
2007-10-01,30.799999
2007-10-02,30.93
2007-10-03,30.712
2007-10-04,30.84
2007-10-05,31.552
2007-10-08,32.234001
2007-10-09,32.717999
2007-10-10,32.540001000000004
2007-10-11,31.280001000000002
2007-10-12,32.257999
2007-10-15,31.468
2007-10-16,31.082001
2007-10-17,31.6
2007-10-18,32.375999
2007-10-19,32.790001000000004
2007-10-22,32.265999
2007-10-23,33.706001
2007-10-24,35.096001
2007-10-25,33.731998
2007-10-26,34.049999
2007-10-29,34.605999
2007-10-30,34.183997999999995
2007-10-31,35.598
2007-11-01,34.464001
2007-11-02,34.925999
2007-11-05,34.958
2007-11-06,35.667999
2007-11-07,34.681999
2007-11-08,34.209998999999996
2007-11-09,33.088001
2007-11-12,32.27
2007-11-13,33.580002
2007-11-14,34.228001
2007-11-15,34.5
2007-11-16,35.007999
2007-11-19,36.049999
2007-11-20,33.919998
2007-11-21,33.040001000000004
2007-11-23,33.599998
2007-11-26,32.678001
2007-11-27,32.094002
2007-11-28,33.922001
2007-11-29,33.84
2007-11-30,33.391998
2007-12-03,32.546001000000004
2007-12-04,32.512001
2007-12-05,34.299999
2007-12-06,34.964001
2007-12-07,35.110001000000004
2007-12-10,35.264
2007-12-11,34.234001
2007-12-12,35.035999
2007-12-13,36.164001
2007-12-14,37.146
2007-12-17,36.063999
2007-12-18,35.576
2007-12-19,37.174
2007-12-20,37.666
2007-12-21,37.290001000000004
2007-12-24,38.529999
2007-12-26,38.900002
2007-12-27,37.925999
2007-12-28,37.886002000000005
2007-12-31,38.5
2008-01-02,37.099998
2008-01-03,35.98
2008-01-04,34.158001
2008-01-07,32.830002
2008-01-08,33.02
2008-01-09,32.566002000000005
2008-01-10,34.695999
2008-01-11,34.624001
2008-01-14,34.493999
2008-01-15,32.664001
2008-01-16,29.694
2008-01-17,26.190001000000002
2008-01-18,27.719998999999998
2008-01-22,27.573999
2008-01-23,28.68
2008-01-24,30.115999
2008-01-25,29.068001000000002
2008-01-28,28.049999
2008-01-29,28.378
2008-01-30,27.672001
2008-01-31,27.837999
2008-02-01,27.09
2008-02-04,27.25
2008-02-05,24.93
2008-02-06,23.18
2008-02-07,26.077999
2008-02-08,25.559998999999998
2008-02-11,26.030001000000002
2008-02-12,26.712
2008-02-13,27.535999
2008-02-14,26.677999
2008-02-15,26.472
2008-02-19,25.516001
2008-02-20,26.862
2008-02-21,26.712
2008-02-22,26.9
2008-02-25,27.912001
2008-02-26,27.101999
2008-02-27,26.931998999999998
2008-02-28,26.790001
2008-02-29,26.059998999999998
2008-03-03,26.586
2008-03-04,27.073999
2008-03-05,27.372
2008-03-06,26.488001
2008-03-07,26.378
2008-03-10,24.586
2008-03-11,27.458
2008-03-12,26.718
2008-03-13,27.656
2008-03-14,26.266001
2008-03-17,24.482
2008-03-18,26.549999
2008-03-19,24.504
2008-03-20,24.969998999999998
2008-03-24,25.474001
2008-03-25,26.393998999999997
2008-03-26,26.768
2008-03-27,26.236
2008-03-28,25.950001
2008-03-31,26.1
2008-04-01,27.822001
2008-04-02,29.562
2008-04-03,29.85
2008-04-04,29.49
2008-04-07,29.98
2008-04-08,29.610001
2008-04-09,29.275999
2008-04-10,30.032
2008-04-11,29.576
2008-04-14,29.450001
2008-04-15,29.643998999999997
2008-04-16,30.434
2008-04-17,31.440001000000002
2008-04-18,31.334
2008-04-21,31.91
2008-04-22,30.058001
2008-04-23,30.294001
2008-04-24,31.604
2008-04-25,32.108002
2008-04-28,30.906
2008-04-29,30.35
2008-04-30,31.030001000000002
2008-05-01,32.0
2008-05-02,32.223999
2008-05-05,32.512001
2008-05-06,33.029999
2008-05-07,31.948
2008-05-08,31.944
2008-05-09,31.312
2008-05-12,31.714001
2008-05-13,32.139998999999996
2008-05-14,32.257999
2008-05-15,31.799999
2008-05-16,30.902
2008-05-19,30.556
2008-05-20,30.120001000000002
2008-05-21,28.662001
2008-05-22,28.642
2008-05-23,28.542
2008-05-27,28.02
2008-05-28,27.84
2008-05-29,28.280001000000002
2008-05-30,27.639999
2008-06-02,26.83
2008-06-03,26.426001
2008-06-04,25.813999
2008-06-05,27.326
2008-06-06,25.622
2008-06-09,25.41
2008-06-10,25.063999
2008-06-11,23.424
2008-06-12,23.233999
2008-06-13,24.6
2008-06-16,24.559998999999998
2008-06-17,24.622
2008-06-18,24.865999
2008-06-19,26.530001000000002
2008-06-20,25.936001
2008-06-23,25.724001
2008-06-24,25.676001
2008-06-25,25.844
2008-06-26,24.402
2008-06-27,23.76
2008-06-30,22.799999
2008-07-01,23.049999
2008-07-02,21.620001000000002
2008-07-03,21.200001
2008-07-07,20.742001000000002
2008-07-08,21.25
2008-07-09,19.077999
2008-07-10,17.059998999999998
2008-07-11,17.68
2008-07-14,17.021998999999997
2008-07-15,17.280001000000002
2008-07-16,18.747999
2008-07-17,18.082001
2008-07-18,17.889999
2008-07-21,17.9
2008-07-22,19.441999
2008-07-23,19.0
2008-07-24,18.204
2008-07-25,20.58
2008-07-28,19.799999
2008-07-29,20.860001
2008-07-30,20.837999
2008-07-31,19.959999
2008-08-01,19.24
2008-08-04,17.087999
2008-08-05,17.823999
2008-08-06,16.92
2008-08-07,16.9
2008-08-08,17.540001
2008-08-11,17.356001000000003
2008-08-12,16.638
2008-08-13,16.548
2008-08-14,17.441999
2008-08-15,17.389999
2008-08-18,16.507998999999998
2008-08-19,16.6
2008-08-20,17.114
2008-08-21,16.83
2008-08-22,17.620001000000002
2008-08-25,16.99
2008-08-26,16.948
2008-08-27,17.6
2008-08-28,18.118
2008-08-29,17.606001000000003
2008-09-02,18.393998999999997
2008-09-03,18.558001
2008-09-04,18.1
2008-09-05,19.554001
2008-09-08,19.914
2008-09-09,17.672001
2008-09-10,18.125999
2008-09-11,18.483999
2008-09-12,18.18
2008-09-15,15.53
2008-09-16,15.194
2008-09-17,13.334
2008-09-18,15.052
2008-09-19,17.322001
2008-09-22,15.154
2008-09-23,15.5
2008-09-24,15.02
2008-09-25,15.98
2008-09-26,15.77
2008-09-29,12.976
2008-09-30,16.136
2008-10-01,16.986
2008-10-02,15.956
2008-10-03,15.642
2008-10-06,16.318001000000002
2008-10-07,16.908001000000002
2008-10-08,16.534
2008-10-09,13.75
2008-10-10,14.8
2008-10-13,17.224001
2008-10-14,16.879998999999998
2008-10-15,14.232
2008-10-16,15.568
2008-10-17,16.82
2008-10-20,16.138
2008-10-21,15.454
2008-10-22,13.726
2008-10-23,12.89
2008-10-24,11.91
2008-10-27,10.856
2008-10-28,12.86
2008-10-29,12.358
2008-10-30,17.4
2008-10-31,17.112
2008-11-03,16.827999
2008-11-04,18.507998999999998
2008-11-05,16.379998999999998
2008-11-06,15.118
2008-11-07,16.042
2008-11-10,14.604
2008-11-11,14.676
2008-11-12,13.502
2008-11-13,14.946
2008-11-14,14.172
2008-11-17,13.03
2008-11-18,12.946
2008-11-19,11.658
2008-11-20,10.138
2008-11-21,11.7
2008-11-24,13.234
2008-11-25,13.74
2008-11-26,14.884
2008-11-28,14.72
2008-12-01,12.134
2008-12-02,12.564
2008-12-03,13.362
2008-12-04,13.298
2008-12-05,14.324
2008-12-08,16.27
2008-12-09,15.398
2008-12-10,15.494
2008-12-11,14.734
2008-12-12,15.358
2008-12-15,14.232
2008-12-16,16.034
2008-12-17,16.375999
2008-12-18,16.312
2008-12-19,16.040001
2008-12-22,15.8
2008-12-23,15.578
2008-12-24,15.276
2008-12-26,15.324
2008-12-29,15.274
2008-12-30,16.02
2008-12-31,16.488001
2009-01-02,16.914
2009-01-05,14.6
2009-01-06,12.518
2009-01-07,12.816
2009-01-08,12.96
2009-01-09,12.776
2009-01-12,12.25
2009-01-13,12.366
2009-01-14,11.798
2009-01-15,11.482
2009-01-16,11.532
2009-01-20,10.184
2009-01-21,11.088
2009-01-22,10.626
2009-01-23,11.326
2009-01-26,11.156
2009-01-27,11.632
2009-01-28,12.364
2009-01-29,11.592
2009-01-30,11.386
2009-02-02,10.99
2009-02-03,11.782
2009-02-04,11.836
2009-02-05,12.284
2009-02-06,12.694
2009-02-09,12.452
2009-02-10,12.288
2009-02-11,12.572
2009-02-12,12.396
2009-02-13,12.624
2009-02-17,11.666
2009-02-18,11.628
2009-02-19,11.296
2009-02-20,11.608
2009-02-23,10.756
2009-02-24,11.332
2009-02-25,11.762
2009-02-26,11.8
2009-02-27,11.354
2009-03-02,10.562
2009-03-03,10.922
2009-03-04,11.474
2009-03-05,11.602
2009-03-06,12.078
2009-03-09,12.216
2009-03-10,12.104
2009-03-11,12.538
2009-03-12,13.348
2009-03-13,13.686
2009-03-16,13.74
2009-03-17,14.44
2009-03-18,15.552
2009-03-19,14.79
2009-03-20,14.33
2009-03-23,15.91
2009-03-24,15.324
2009-03-25,15.268
2009-03-26,16.18
2009-03-27,15.722
2009-03-30,14.614
2009-03-31,14.894
2009-04-01,14.73
2009-04-02,15.64
2009-04-03,17.054001
2009-04-06,16.483999
2009-04-07,16.893998999999997
2009-04-08,17.445999
2009-04-09,17.823999
2009-04-13,18.233999
2009-04-14,17.164
2009-04-15,17.360001
2009-04-16,17.034
2009-04-17,17.318001000000002
2009-04-20,16.834
2009-04-21,17.747999
2009-04-22,16.542
2009-04-23,16.934
2009-04-24,16.878
2009-04-27,17.540001
2009-04-28,16.76
2009-04-29,17.422001
2009-04-30,17.52
2009-05-01,17.030001000000002
2009-05-04,18.086
2009-05-05,20.4
2009-05-06,19.556
2009-05-07,19.032
2009-05-08,19.455999
2009-05-11,18.455999
2009-05-12,19.299999
2009-05-13,19.318001000000002
2009-05-14,20.152
2009-05-15,19.384001
2009-05-18,20.722
2009-05-19,20.816
2009-05-20,19.662001
2009-05-21,19.732
2009-05-22,19.9
2009-05-26,20.416
2009-05-27,20.496
2009-05-28,21.540001
2009-05-29,21.558001
2009-06-01,22.006001
2009-06-02,23.030001000000002
2009-06-03,22.5
2009-06-04,23.948
2009-06-05,22.972
2009-06-08,23.622
2009-06-09,23.568001000000002
2009-06-10,22.948
2009-06-11,23.322001
2009-06-12,23.219998999999998
2009-06-15,22.615999
2009-06-16,22.318001000000002
2009-06-17,21.798
2009-06-18,22.582001
2009-06-19,23.054001
2009-06-22,21.205999
2009-06-23,21.434
2009-06-24,22.506001
2009-06-25,22.754
2009-06-26,23.204
2009-06-29,23.672001
2009-06-30,22.848
2009-07-01,22.344
2009-07-02,21.827999
2009-07-06,22.016001
2009-07-07,19.606001000000003
2009-07-08,17.040001
2009-07-09,17.166
2009-07-10,16.940001000000002
2009-07-13,17.804001
2009-07-14,17.054001
2009-07-15,18.26
2009-07-16,18.006001
2009-07-17,18.200001
2009-07-20,18.528
2009-07-21,18.148001
2009-07-22,17.941999
2009-07-23,18.726
2009-07-24,18.624001
2009-07-27,18.700001
2009-07-28,18.216
2009-07-29,18.6
2009-07-30,19.188
2009-07-31,18.812
2009-08-03,19.214001
2009-08-04,18.308001
2009-08-05,18.708
2009-08-06,18.427999
2009-08-07,18.719998999999998
2009-08-10,18.736
2009-08-11,18.059998999999998
2009-08-12,18.23
2009-08-13,18.214001
2009-08-14,18.098
2009-08-17,17.408001000000002
2009-08-18,17.823999
2009-08-19,17.969998999999998
2009-08-20,19.0
2009-08-21,19.188
2009-08-24,18.856001000000003
2009-08-25,18.674
2009-08-26,18.596001
2009-08-27,18.26
2009-08-28,18.681998999999998
2009-08-31,18.76
2009-09-01,18.271998999999997
2009-09-02,18.118
2009-09-03,17.988001
2009-09-04,17.912001
2009-09-08,17.959999
2009-09-09,17.774
2009-09-10,17.872
2009-09-11,17.638
2009-09-14,18.044001
2009-09-15,18.084
2009-09-16,19.007998999999998
2009-09-17,19.274
2009-09-18,19.525999
2009-09-21,19.378
2009-09-22,19.77
2009-09-23,19.483999
2009-09-24,18.606001000000003
2009-09-25,18.209999
2009-09-28,18.997999
2009-09-29,19.007998999999998
2009-09-30,19.438
2009-10-01,18.768
2009-10-02,18.264
2009-10-05,18.997999
2009-10-06,19.098
2009-10-07,18.818001000000002
2009-10-08,18.674
2009-10-09,19.191999
2009-10-12,19.120001000000002
2009-10-13,19.15
2009-10-14,19.458
2009-10-15,19.65
2009-10-16,21.167999
2009-10-19,21.205999
2009-10-20,21.190001000000002
2009-10-21,21.285999
2009-10-22,21.312
2009-10-23,20.908001000000002
2009-10-26,20.65
2009-10-27,20.556
2009-10-28,20.122
2009-10-29,21.086
2009-10-30,20.038
2009-11-02,20.566
2009-11-03,20.261999
2009-11-04,19.976
2009-11-05,20.906
2009-11-06,21.202
2009-11-09,21.584
2009-11-10,21.49
2009-11-11,21.625999
2009-11-12,21.566
2009-11-13,21.705999
2009-11-16,22.006001
2009-11-17,21.854
2009-11-18,21.879998999999998
2009-11-19,21.351999
2009-11-20,21.354
2009-11-23,21.719998999999998
2009-11-24,21.493999
2009-11-25,21.584
2009-11-27,20.964001
2009-11-30,21.358
2009-12-01,21.562
2009-12-02,21.323999
2009-12-03,21.018
2009-12-04,21.02
2009-12-07,20.806
2009-12-08,21.007998999999998
2009-12-09,21.07
2009-12-10,21.200001
2009-12-11,21.898001
2009-12-14,21.952
2009-12-15,21.344
2009-12-16,21.384001
2009-12-17,21.312
2009-12-18,21.334
2009-12-21,21.620001000000002
2009-12-22,22.058001
2009-12-23,21.778
2009-12-24,21.938
2009-12-28,22.504
2009-12-29,22.52
2009-12-30,22.666
2009-12-31,22.459999
2010-01-04,22.573999
2010-01-05,21.724001
2010-01-06,21.054001
2010-01-07,21.628
2010-01-08,21.695999
2010-01-11,21.700001
2010-01-12,21.146
2010-01-13,21.524
2010-01-14,21.922001
2010-01-15,21.406
2010-01-19,21.816
2010-01-20,21.528
2010-01-21,20.712
2010-01-22,20.032
2010-01-25,20.184
2010-01-26,19.062
2010-01-27,19.412001
2010-01-28,19.068001000000002
2010-01-29,19.096001
2010-02-01,19.586
2010-02-02,19.808001
2010-02-03,19.962
2010-02-04,19.114
2010-02-05,19.694
2010-02-08,19.408001000000002
2010-02-09,19.774
2010-02-10,19.136
2010-02-11,19.898001
2010-02-12,20.101999
2010-02-16,20.832001
2010-02-17,20.562
2010-02-18,20.472
2010-02-19,20.700001
2010-02-22,20.552
2010-02-23,20.436001
2010-02-24,20.84
2010-02-25,21.018
2010-02-26,21.458
2010-03-01,21.618
2010-03-02,21.638
2010-03-03,21.468
2010-03-04,21.790001
2010-03-05,21.888
2010-03-08,22.044001
2010-03-09,21.941999
2010-03-10,22.0
2010-03-11,22.332001
2010-03-12,22.046
2010-03-15,21.778
2010-03-16,21.742001000000002
2010-03-17,21.889999
2010-03-18,21.908001000000002
2010-03-19,21.622
2010-03-22,21.976
2010-03-23,21.969998999999998
2010-03-24,22.098
2010-03-25,21.98
2010-03-26,22.216
2010-03-29,22.271998999999997
2010-03-30,22.072001
2010-03-31,22.436001
2010-04-01,22.535999
2010-04-05,22.077999
2010-04-06,21.414
2010-04-07,21.233999
2010-04-08,21.406
2010-04-09,21.408001000000002
2010-04-12,21.716
2010-04-13,21.784
2010-04-14,22.136
2010-04-15,22.33
2010-04-16,21.502001
2010-04-19,21.888
2010-04-20,22.483999
2010-04-21,22.374001
2010-04-22,23.368
2010-04-23,23.652
2010-04-26,24.056
2010-04-27,23.164
2010-04-28,23.290001
2010-04-29,23.764
2010-04-30,23.326
2010-05-03,23.372
2010-05-04,22.686001
2010-05-05,23.788
2010-05-06,23.408001000000002
2010-05-07,22.936001
2010-05-10,24.677999
2010-05-11,24.086
2010-05-12,24.516001
2010-05-13,24.384001
2010-05-14,23.638
2010-05-17,23.872
2010-05-18,22.938
2010-05-19,22.804001
2010-05-20,21.903999
2010-05-21,23.018
2010-05-24,22.836
2010-05-25,22.780001000000002
2010-05-26,22.620001000000002
2010-05-27,23.469998999999998
2010-05-28,23.226
2010-06-01,23.166
2010-06-02,24.280001000000002
2010-06-03,24.243999
2010-06-04,23.58
2010-06-07,23.393998999999997
2010-06-08,23.214001
2010-06-09,22.955999
2010-06-10,23.794001
2010-06-11,24.681998999999998
2010-06-14,24.584
2010-06-15,24.65
2010-06-16,25.388
2010-06-17,24.466
2010-06-18,24.434
2010-06-21,24.296
2010-06-22,23.882
2010-06-23,23.504
2010-06-24,22.903999
2010-06-25,23.672001
2010-06-28,23.6
2010-06-29,22.775999
2010-06-30,22.606001000000003
2010-07-01,22.525999
2010-07-02,21.246
2010-07-06,20.782
2010-07-07,21.356001000000003
2010-07-08,21.462
2010-07-09,21.327999
2010-07-12,21.322001
2010-07-13,21.6
2010-07-14,21.18
2010-07-15,21.106001000000003
2010-07-16,20.308001
2010-07-19,20.577999
2010-07-20,21.507998999999998
2010-07-21,20.875999
2010-07-22,21.304001
2010-07-23,21.672001
2010-07-26,21.6
2010-07-27,21.440001000000002
2010-07-28,21.33
2010-07-29,21.294001
2010-07-30,21.124001
2010-08-02,21.728001000000003
2010-08-03,21.482
2010-08-04,22.062
2010-08-05,21.792
2010-08-06,21.466
2010-08-09,21.708
2010-08-10,21.25
2010-08-11,20.403999
2010-08-12,20.101999
2010-08-13,19.292
2010-08-16,19.642
