Date,WAB
1997-06-05,8.125
1997-06-06,8.0
1997-06-09,7.875
1997-06-10,7.9375
1997-06-11,8.5625
1997-06-12,8.25
1997-06-13,8.4375
1997-06-16,8.4375
1997-06-17,8.4375
1997-06-18,8.375
1997-06-19,8.4375
1997-06-20,8.375
1997-06-23,8.3125
1997-06-24,8.4375
1997-06-25,8.8125
1997-06-26,8.78125
1997-06-27,8.9375
1997-06-30,10.0
1997-07-01,9.625
1997-07-02,10.0
1997-07-03,10.0
1997-07-07,10.03125
1997-07-08,9.96875
1997-07-09,9.875
1997-07-10,9.5
1997-07-11,9.625
1997-07-14,9.6875
1997-07-15,9.90625
1997-07-16,10.0
1997-07-17,10.0
1997-07-18,9.96875
1997-07-21,9.9375
1997-07-22,9.90625
1997-07-23,10.0
1997-07-24,10.0
1997-07-25,9.9375
1997-07-28,9.9375
1997-07-29,10.0
1997-07-30,9.9375
1997-07-31,9.75
1997-08-01,9.71875
1997-08-04,9.71875
1997-08-05,9.75
1997-08-06,9.8125
1997-08-07,9.96875
1997-08-08,9.59375
1997-08-11,9.59375
1997-08-12,9.625
1997-08-13,9.15625
1997-08-14,8.96875
1997-08-15,8.96875
1997-08-18,9.0
1997-08-19,8.96875
1997-08-20,9.0
1997-08-21,9.0
1997-08-22,8.9375
1997-08-25,9.3125
1997-08-26,9.25
1997-08-27,9.53125
1997-08-28,9.71875
1997-08-29,9.625
1997-09-02,9.9375
1997-09-03,10.03125
1997-09-04,9.875
1997-09-05,9.875
1997-09-08,10.0625
1997-09-09,10.125
1997-09-10,10.1875
1997-09-11,10.0625
1997-09-12,10.15625
1997-09-15,10.375
1997-09-16,10.53125
1997-09-17,10.53125
1997-09-18,10.75
1997-09-19,10.90625
1997-09-22,11.15625
1997-09-23,10.90625
1997-09-24,10.75
1997-09-25,10.5625
1997-09-26,10.75
1997-09-29,10.9375
1997-09-30,11.5625
1997-10-01,11.59375
1997-10-02,11.625
1997-10-03,11.625
1997-10-06,11.96875
1997-10-07,12.3125
1997-10-08,12.28125
1997-10-09,12.4375
1997-10-10,12.375
1997-10-13,12.5625
1997-10-14,12.53125
1997-10-15,12.65625
1997-10-16,12.59375
1997-10-17,12.4375
1997-10-20,12.875
1997-10-21,13.9375
1997-10-22,13.78125
1997-10-23,13.09375
1997-10-24,13.125
1997-10-27,11.875
1997-10-28,11.9375
1997-10-29,12.40625
1997-10-30,12.3125
1997-10-31,12.40625
1997-11-03,12.46875
1997-11-04,12.4375
1997-11-05,12.5
1997-11-06,12.9375
1997-11-07,13.0625
1997-11-10,12.71875
1997-11-11,12.625
1997-11-12,12.4375
1997-11-13,12.15625
1997-11-14,11.9375
1997-11-17,11.9375
1997-11-18,11.96875
1997-11-19,11.84375
1997-11-20,11.96875
1997-11-21,11.84375
1997-11-24,11.71875
1997-11-25,11.53125
1997-11-26,11.5
1997-11-28,11.5
1997-12-01,11.5
1997-12-02,11.5
1997-12-03,11.46875
1997-12-04,11.5
1997-12-05,11.46875
1997-12-08,11.34375
1997-12-09,11.90625
1997-12-10,11.625
1997-12-11,11.375
1997-12-12,11.09375
1997-12-15,11.0
1997-12-16,10.9375
1997-12-17,11.1875
1997-12-18,11.0
1997-12-19,11.15625
1997-12-22,11.34375
1997-12-23,11.90625
1997-12-24,11.84375
1997-12-26,12.0
1997-12-29,12.125
1997-12-30,12.3125
1997-12-31,12.8125
1998-01-02,12.46875
1998-01-05,12.8125
1998-01-06,12.75
1998-01-07,12.5
1998-01-08,12.46875
1998-01-09,12.25
1998-01-12,11.6875
1998-01-13,11.5
1998-01-14,11.65625
1998-01-15,11.625
1998-01-16,11.71875
1998-01-20,12.0
1998-01-21,11.84375
1998-01-22,11.875
1998-01-23,12.03125
1998-01-26,12.0625
1998-01-27,12.0
1998-01-28,12.1875
1998-01-29,12.34375
1998-01-30,12.375
1998-02-02,12.28125
1998-02-03,12.375
1998-02-04,12.1875
1998-02-05,12.25
1998-02-06,12.46875
1998-02-09,12.4375
1998-02-10,12.25
1998-02-11,12.09375
1998-02-12,12.25
1998-02-13,12.25
1998-02-17,12.71875
1998-02-18,12.84375
1998-02-19,12.9375
1998-02-20,12.6875
1998-02-23,12.40625
1998-02-24,12.1875
1998-02-25,12.25
1998-02-26,12.5
1998-02-27,12.625
1998-03-02,12.375
1998-03-03,12.6875
1998-03-04,12.5625
1998-03-05,13.0
1998-03-06,13.25
1998-03-09,13.1875
1998-03-10,13.25
1998-03-11,13.59375
1998-03-12,13.75
1998-03-13,13.8125
1998-03-16,13.75
1998-03-17,13.6875
1998-03-18,13.6875
1998-03-19,13.75
1998-03-20,14.0625
1998-03-23,13.59375
1998-03-24,13.78125
1998-03-25,13.78125
1998-03-26,13.875
1998-03-27,13.75
1998-03-30,14.25
1998-03-31,14.75
1998-04-01,14.71875
1998-04-02,14.6875
1998-04-03,14.5
1998-04-06,14.5
1998-04-07,14.4375
1998-04-08,13.90625
1998-04-09,13.90625
1998-04-13,13.90625
1998-04-14,13.8125
1998-04-15,13.84375
1998-04-16,14.84375
1998-04-17,14.78125
1998-04-20,14.71875
1998-04-21,14.65625
1998-04-22,14.5
1998-04-23,14.375
1998-04-24,14.1875
1998-04-27,13.9375
1998-04-28,13.78125
1998-04-29,13.8125
1998-04-30,14.03125
1998-05-01,13.96875
1998-05-04,13.875
1998-05-05,13.6875
1998-05-06,13.625
1998-05-07,13.5
1998-05-08,13.5625
1998-05-11,13.71875
1998-05-12,13.46875
1998-05-13,13.40625
1998-05-14,13.375
1998-05-15,13.34375
1998-05-18,13.5
1998-05-19,13.5
1998-05-20,13.4375
1998-05-21,13.71875
1998-05-22,13.8125
1998-05-26,13.5
1998-05-27,13.375
1998-05-28,13.375
1998-05-29,13.8125
1998-06-01,13.625
1998-06-02,13.34375
1998-06-03,13.28125
1998-06-04,13.375
1998-06-05,13.3125
1998-06-08,13.09375
1998-06-09,13.03125
1998-06-10,12.8125
1998-06-11,12.53125
1998-06-12,12.4375
1998-06-15,12.375
1998-06-16,12.15625
1998-06-17,12.21875
1998-06-18,12.15625
1998-06-19,12.3125
1998-06-22,12.375
1998-06-23,12.5625
1998-06-24,12.65625
1998-06-25,12.875
1998-06-26,12.8125
1998-06-29,12.90625
1998-06-30,13.125
1998-07-01,12.875
1998-07-02,12.5
1998-07-06,12.625
1998-07-07,12.6875
1998-07-08,12.5625
1998-07-09,12.375
1998-07-10,12.46875
1998-07-13,12.5
1998-07-14,12.5625
1998-07-15,12.53125
1998-07-16,12.6875
1998-07-17,13.25
1998-07-20,13.03125
1998-07-21,13.15625
1998-07-22,13.0625
1998-07-23,12.71875
1998-07-24,12.21875
1998-07-27,12.0
1998-07-28,11.875
1998-07-29,11.65625
1998-07-30,11.4375
1998-07-31,10.9375
1998-08-03,10.5
1998-08-04,10.28125
1998-08-05,10.09375
1998-08-06,9.8125
1998-08-07,10.1875
1998-08-10,9.96875
1998-08-11,9.8125
1998-08-12,10.0625
1998-08-13,10.09375
1998-08-14,10.28125
1998-08-17,10.40625
1998-08-18,10.9375
1998-08-19,11.125
1998-08-20,11.1875
1998-08-21,10.9375
1998-08-24,11.0625
1998-08-25,11.125
1998-08-26,11.0
1998-08-27,10.59375
1998-08-28,10.59375
1998-08-31,10.09375
1998-09-01,9.84375
1998-09-02,10.0625
1998-09-03,10.0625
1998-09-04,10.25
1998-09-08,10.21875
1998-09-09,9.625
1998-09-10,8.9375
1998-09-11,8.875
1998-09-14,8.875
1998-09-15,8.71875
1998-09-16,8.65625
1998-09-17,8.71875
1998-09-18,8.6875
1998-09-21,8.71875
1998-09-22,8.75
1998-09-23,9.5
1998-09-24,9.5
1998-09-25,9.375
1998-09-28,9.4375
1998-09-29,9.75
1998-09-30,9.875
1998-10-01,10.0
1998-10-02,10.5
1998-10-05,9.84375
1998-10-06,10.3125
1998-10-07,10.1875
1998-10-08,10.0
1998-10-09,10.15625
1998-10-12,10.15625
1998-10-13,10.0625
1998-10-14,10.25
1998-10-15,10.28125
1998-10-16,10.65625
1998-10-19,11.09375
1998-10-20,11.4375
1998-10-21,11.5
1998-10-22,11.46875
1998-10-23,11.1875
1998-10-26,11.03125
1998-10-27,10.875
1998-10-28,10.6875
1998-10-29,10.6875
1998-10-30,10.75
1998-11-02,10.96875
1998-11-03,11.21875
1998-11-04,11.15625
1998-11-05,11.46875
1998-11-06,11.4375
1998-11-09,11.375
1998-11-10,11.3125
1998-11-11,11.25
1998-11-12,11.28125
1998-11-13,10.9375
1998-11-16,10.8125
1998-11-17,10.65625
1998-11-18,10.46875
1998-11-19,10.5
1998-11-20,10.5
1998-11-23,10.5625
1998-11-24,11.0625
1998-11-25,11.28125
1998-11-27,11.28125
1998-11-30,11.0
1998-12-01,11.25
1998-12-02,11.125
1998-12-03,11.28125
1998-12-04,11.4375
1998-12-07,11.5
1998-12-08,11.0
1998-12-09,11.0
1998-12-10,10.75
1998-12-11,10.6875
1998-12-14,10.5625
1998-12-15,10.5625
1998-12-16,10.5
1998-12-17,10.28125
1998-12-18,10.375
1998-12-21,10.46875
1998-12-22,10.15625
1998-12-23,10.03125
1998-12-24,10.3125
1998-12-28,10.875
1998-12-29,10.875
1998-12-30,11.4375
1998-12-31,12.21875
1999-01-04,11.21875
1999-01-05,11.0
1999-01-06,10.84375
1999-01-07,10.8125
1999-01-08,10.03125
1999-01-11,10.125
1999-01-12,10.0
1999-01-13,9.84375
1999-01-14,9.875
1999-01-15,9.90625
1999-01-19,9.625
1999-01-20,9.75
1999-01-21,9.90625
1999-01-22,9.0625
1999-01-25,9.5
1999-01-26,9.53125
1999-01-27,9.28125
1999-01-28,9.1875
1999-01-29,9.5
1999-02-01,9.875
1999-02-02,9.8125
1999-02-03,9.59375
1999-02-04,9.75
1999-02-05,10.03125
1999-02-08,9.65625
1999-02-09,9.4375
1999-02-10,9.09375
1999-02-11,9.34375
1999-02-12,9.25
1999-02-16,9.40625
1999-02-17,9.0625
1999-02-18,9.0625
1999-02-19,9.15625
1999-02-22,9.40625
1999-02-23,9.71875
1999-02-24,9.78125
1999-02-25,9.75
1999-02-26,9.90625
1999-03-01,10.0
1999-03-02,10.125
1999-03-03,10.0625
1999-03-04,10.15625
1999-03-05,10.34375
1999-03-08,9.90625
1999-03-09,9.96875
1999-03-10,10.0625
1999-03-11,10.03125
1999-03-12,10.125
1999-03-15,10.375
1999-03-16,10.5
1999-03-17,10.34375
1999-03-18,10.25
1999-03-19,10.1875
1999-03-22,10.0625
1999-03-23,10.0625
1999-03-24,10.0625
1999-03-25,10.21875
1999-03-26,10.34375
1999-03-29,10.6875
1999-03-30,10.34375
1999-03-31,10.4375
1999-04-01,10.375
1999-04-05,10.25
1999-04-06,10.15625
1999-04-07,10.375
1999-04-08,10.4375
1999-04-09,10.6875
1999-04-12,11.125
1999-04-13,10.75
1999-04-14,10.6875
1999-04-15,10.9375
1999-04-16,11.28125
1999-04-19,11.34375
1999-04-20,11.25
1999-04-21,10.59375
1999-04-22,10.65625
1999-04-23,10.9375
1999-04-26,10.90625
1999-04-27,10.5
1999-04-28,10.90625
1999-04-29,11.125
1999-04-30,11.15625
1999-05-03,11.09375
1999-05-04,10.78125
1999-05-05,11.0
1999-05-06,11.0
1999-05-07,10.96875
1999-05-10,10.8125
1999-05-11,11.0
1999-05-12,10.5625
1999-05-13,10.75
1999-05-14,10.4375
1999-05-17,10.40625
1999-05-18,10.6875
1999-05-19,10.84375
1999-05-20,11.40625
1999-05-21,11.4375
1999-05-24,11.0625
1999-05-25,11.0625
1999-05-26,11.03125
1999-05-27,11.15625
1999-05-28,11.4375
1999-06-01,11.4375
1999-06-02,11.65625
1999-06-03,11.8125
1999-06-04,12.40625
1999-06-07,12.34375
1999-06-08,12.4375
1999-06-09,12.5
1999-06-10,12.5
1999-06-11,12.5625
1999-06-14,12.5
1999-06-15,12.5
1999-06-16,12.34375
1999-06-17,12.46875
1999-06-18,12.34375
1999-06-21,12.375
1999-06-22,12.34375
1999-06-23,12.375
1999-06-24,12.28125
1999-06-25,12.40625
1999-06-28,12.4375
1999-06-29,12.367188
1999-06-30,12.96875
1999-07-01,12.625
1999-07-02,12.875
1999-07-06,12.65625
1999-07-07,12.53125
1999-07-08,12.4375
1999-07-09,12.5
1999-07-12,12.40625
1999-07-13,12.3125
1999-07-14,12.125
1999-07-15,12.125
1999-07-16,11.84375
1999-07-19,11.5625
1999-07-20,11.5
1999-07-21,11.15625
1999-07-22,11.21875
1999-07-23,11.0
1999-07-26,11.03125
1999-07-27,11.03125
1999-07-28,11.0
1999-07-29,10.96875
1999-07-30,11.875
1999-08-02,12.0
1999-08-03,11.6875
1999-08-04,11.28125
1999-08-05,11.125
1999-08-06,11.125
1999-08-09,11.40625
1999-08-10,11.4375
1999-08-11,11.65625
1999-08-12,11.25
1999-08-13,11.1875
1999-08-16,11.4375
1999-08-17,11.625
1999-08-18,9.34375
1999-08-19,9.0625
1999-08-20,10.03125
1999-08-23,9.90625
1999-08-24,9.53125
1999-08-25,9.625
1999-08-26,9.625
1999-08-27,9.71875
1999-08-30,9.625
1999-08-31,10.09375
1999-09-01,9.90625
1999-09-02,9.78125
1999-09-03,9.875
1999-09-07,10.0
1999-09-08,10.0
1999-09-09,9.84375
1999-09-10,10.03125
1999-09-13,10.15625
1999-09-14,10.21875
1999-09-15,10.25
1999-09-16,10.34375
1999-09-17,10.125
1999-09-20,10.09375
1999-09-21,10.03125
1999-09-22,9.90625
1999-09-23,10.03125
1999-09-24,9.9375
1999-09-27,9.3125
1999-09-28,9.4375
1999-09-29,9.3125
1999-09-30,9.09375
1999-10-01,8.875
1999-10-04,8.65625
1999-10-05,8.5
1999-10-06,8.625
1999-10-07,8.625
1999-10-08,8.53125
1999-10-11,8.25
1999-10-12,8.28125
1999-10-13,8.46875
1999-10-14,8.3125
1999-10-15,8.28125
1999-10-18,8.5
1999-10-19,8.40625
1999-10-20,8.3125
1999-10-21,8.28125
1999-10-22,8.46875
1999-10-25,8.5625
1999-10-26,8.28125
1999-10-27,8.375
1999-10-28,8.375
1999-10-29,9.1875
1999-11-01,9.3125
1999-11-02,9.1875
1999-11-03,9.09375
1999-11-04,8.5
1999-11-05,8.375
1999-11-08,8.59375
1999-11-09,8.59375
1999-11-10,8.71875
1999-11-11,8.625
1999-11-12,8.53125
1999-11-15,8.6875
1999-11-16,8.65625
1999-11-17,8.625
1999-11-18,8.71875
1999-11-19,8.84375
1999-11-22,8.78125
1999-11-23,8.5625
1999-11-24,8.71875
1999-11-26,9.0
1999-11-29,9.6875
1999-11-30,9.0625
1999-12-01,9.03125
1999-12-02,8.8125
1999-12-03,8.78125
1999-12-06,8.8125
1999-12-07,8.71875
1999-12-08,8.8125
1999-12-09,8.5
1999-12-10,8.625
1999-12-13,8.71875
1999-12-14,8.34375
1999-12-15,8.25
1999-12-16,8.3125
1999-12-17,9.1875
1999-12-20,8.59375
1999-12-21,8.625
1999-12-22,8.3125
1999-12-23,8.375
1999-12-27,8.4375
1999-12-28,8.40625
1999-12-29,8.34375
1999-12-30,8.34375
1999-12-31,8.875
2000-01-03,8.59375
2000-01-04,8.46875
2000-01-05,8.4375
2000-01-06,8.09375
2000-01-07,7.78125
2000-01-10,7.875
2000-01-11,7.65625
2000-01-12,7.25
2000-01-13,7.3125
2000-01-14,6.90625
2000-01-18,6.875
2000-01-19,7.0
2000-01-20,7.0
2000-01-21,6.90625
2000-01-24,6.78125
2000-01-25,6.21875
2000-01-26,5.875
2000-01-27,5.78125
2000-01-28,5.65625
2000-01-31,5.5625
2000-02-01,5.5625
2000-02-02,5.71875
2000-02-03,5.75
2000-02-04,5.78125
2000-02-07,5.875
2000-02-08,5.8125
2000-02-09,5.9375
2000-02-10,6.3125
2000-02-11,6.4375
2000-02-14,6.21875
2000-02-15,5.78125
2000-02-16,5.6875
2000-02-17,5.75
2000-02-18,5.625
2000-02-22,5.59375
2000-02-23,5.46875
2000-02-24,5.25
2000-02-25,4.75
2000-02-28,4.65625
2000-02-29,4.75
2000-03-01,4.875
2000-03-02,4.875
2000-03-03,4.8125
2000-03-06,4.40625
2000-03-07,4.4375
2000-03-08,4.4375
2000-03-09,4.625
2000-03-10,4.5625
2000-03-13,4.65625
2000-03-14,4.96875
2000-03-15,5.46875
2000-03-16,5.75
2000-03-17,5.5
2000-03-20,5.34375
2000-03-21,5.25
2000-03-22,5.25
2000-03-23,5.09375
2000-03-24,5.15625
