Date,NVR
1986-01-10,26.5
1986-01-13,26.5
1986-01-14,26.25
1986-01-15,27.75
1986-01-16,27.5
1986-01-17,27.5
1986-01-20,27.625
1986-01-21,27.625
1986-01-22,27.25
1986-01-23,27.375
1986-01-24,27.5
1986-01-27,27.75
1986-01-28,27.625
1986-01-29,28.125
1986-01-30,28.5
1986-01-31,29.625
1986-02-03,29.75
1986-02-04,29.75
1986-02-05,29.75
1986-02-06,30.0
1986-02-07,30.375
1986-02-10,29.875
1986-02-11,30.0
1986-02-12,29.75
1986-02-13,30.0
1986-02-14,30.25
1986-02-18,30.125
1986-02-19,31.375
1986-02-20,32.625
1986-02-21,34.625
1986-02-24,35.75
1986-02-25,35.0
1986-02-26,35.25
1986-02-27,35.625
1986-02-28,35.625
1986-03-03,35.375
1986-03-04,36.0
1986-03-05,35.625
1986-03-06,36.25
1986-03-07,36.75
1986-03-10,37.375
1986-03-11,40.25
1986-03-12,40.625
1986-03-13,40.125
1986-03-14,40.375
1986-03-17,40.25
1986-03-18,40.5
1986-03-19,40.0
1986-03-20,37.875
1986-03-21,38.75
1986-03-24,37.75
1986-03-25,37.625
1986-03-26,39.75
1986-03-27,41.75
1986-03-31,45.0
1986-04-01,44.125
1986-04-02,43.75
1986-04-03,43.25
1986-04-04,41.75
1986-04-07,40.875
1986-04-08,42.125
1986-04-09,43.125
1986-04-10,43.375
1986-04-11,43.25
1986-04-14,43.0
1986-04-15,42.75
1986-04-16,42.75
1986-04-17,42.625
1986-04-18,41.875
1986-04-21,40.5
1986-04-22,40.75
1986-04-23,41.125
1986-04-24,40.75
1986-04-25,40.375
1986-04-28,39.0
1986-04-29,37.375
1986-04-30,37.75
1986-05-01,37.375
1986-05-02,37.25
1986-05-05,37.5
1986-05-06,37.25
1986-05-07,37.625
1986-05-08,37.75
1986-05-09,37.75
1986-05-12,38.25
1986-05-13,38.75
1986-05-14,38.875
1986-05-15,38.75
1986-05-16,38.625
1986-05-19,38.625
1986-05-20,38.875
1986-05-21,39.0
1986-05-22,40.75
1986-05-23,40.625
1986-05-27,40.875
1986-05-28,40.25
1986-05-29,39.25
1986-05-30,39.125
1986-06-02,38.5
1986-06-03,36.75
1986-06-04,35.5
1986-06-05,35.375
1986-06-06,34.75
1986-06-09,33.0
1986-06-10,34.0
1986-06-11,34.75
1986-06-12,35.25
1986-06-13,35.25
1986-06-16,35.5
1986-06-17,34.75
1986-06-18,33.875
1986-06-19,34.0
1986-06-20,34.375
1986-06-23,34.0
1986-06-24,33.375
1986-06-25,31.125
1986-06-26,34.25
1986-06-27,33.75
1986-06-30,34.75
1986-07-01,34.25
1986-07-02,34.125
1986-07-03,34.75
1986-07-07,33.75
1986-07-08,33.0
1986-07-09,33.25
1986-07-10,33.25
1986-07-11,33.75
1986-07-14,33.75
1986-07-15,33.625
1986-07-16,34.5
1986-07-17,35.75
1986-07-18,35.0
1986-07-21,35.125
1986-07-22,35.25
1986-07-23,34.5
1986-07-24,34.0
1986-07-25,34.0
1986-07-28,33.5
1986-07-29,32.0
1986-07-30,31.0
1986-07-31,31.75
1986-08-01,32.75
1986-08-04,33.125
1986-08-05,33.75
1986-08-06,33.875
1986-08-07,34.375
1986-08-08,34.5
1986-08-11,35.75
1986-08-12,36.5
1986-08-13,37.75
1986-08-14,37.0
1986-08-15,36.375
1986-08-18,36.875
1986-08-19,36.25
1986-08-20,36.25
1986-08-21,36.625
1986-08-22,36.5
1986-08-25,37.25
1986-08-26,37.875
1986-08-27,38.125
1986-08-28,38.25
1986-08-29,38.125
1986-09-02,38.0
1986-09-03,38.875
1986-09-04,38.875
1986-09-05,38.625
1986-09-08,38.25
1986-09-09,38.25
1986-09-10,38.5
1986-09-11,37.25
1986-09-12,36.5
1986-09-15,36.5
1986-09-16,36.625
1986-09-17,37.75
1986-09-18,39.25
1986-09-19,40.75
1986-09-22,43.0
1986-09-23,50.0
1986-09-24,49.25
1986-09-25,48.5
1986-09-26,49.625
1986-09-29,49.5
1986-09-30,49.5
1986-10-01,48.75
1986-10-02,47.5
1986-10-03,47.125
1986-10-06,47.625
1986-10-07,47.5
1986-10-08,47.625
1986-10-09,46.5
1986-10-10,47.0
1986-10-13,46.75
1986-10-14,47.125
1986-10-15,47.125
1986-10-16,47.25
1986-10-17,47.125
1986-10-20,48.625
1986-10-21,48.625
1986-10-22,49.25
1986-10-23,49.5
1986-10-24,48.0
1986-10-27,46.875
1986-10-28,44.0
1986-10-29,45.25
1986-10-30,44.875
1986-10-31,46.0
1986-11-03,46.625
1986-11-04,46.625
1986-11-05,46.75
1986-11-06,46.5
1986-11-07,46.5
1986-11-10,46.625
1986-11-11,46.625
1986-11-12,46.625
1986-11-13,46.625
1986-11-14,46.75
1986-11-17,46.625
1986-11-18,46.375
1986-11-19,45.0
1986-11-20,46.0
1986-11-21,46.0
1986-11-24,46.0
1986-11-25,45.625
1986-11-26,46.25
1986-11-28,46.375
1986-12-01,46.375
1986-12-02,46.5
1986-12-03,46.375
1986-12-04,46.0
1986-12-05,45.625
1986-12-08,45.625
1986-12-09,45.625
1986-12-10,45.75
1986-12-11,45.5
1986-12-12,45.375
1986-12-15,45.5
1986-12-16,45.125
1986-12-17,45.625
1986-12-18,45.375
1986-12-19,45.375
1986-12-22,45.5
1986-12-23,45.375
1986-12-24,45.5
1986-12-26,45.75
1986-12-29,45.75
1986-12-30,45.5
1986-12-31,45.625
1987-01-02,45.875
1987-01-05,46.125
1987-01-06,46.25
1987-01-07,46.25
1987-01-08,46.375
1987-01-09,46.25
1987-01-12,46.25
1987-01-13,46.25
1987-01-14,46.375
1987-01-15,46.375
1987-01-16,46.375
1987-01-19,46.375
1987-01-20,46.5
1987-01-21,46.5
1987-01-22,46.5
1987-01-23,46.5
1987-01-26,46.5
1987-01-27,46.5
1987-01-28,46.5
1987-01-29,46.625
1987-01-30,46.625
1987-02-02,46.875
1987-02-03,46.75
1987-02-04,46.75
1987-02-05,46.875
1987-02-06,46.875
1987-02-09,46.875
1987-02-10,47.0
1987-02-11,47.0
1987-02-12,46.875
1987-02-13,46.875
1987-02-17,46.875
1987-02-18,46.875
1987-02-19,46.75
1987-02-20,46.875
1987-02-23,46.75
1987-02-24,46.75
1987-02-25,47.0
1987-02-26,47.0
1987-02-27,47.0
1987-03-02,47.125
1987-03-03,47.25
1987-03-04,47.25
1987-03-05,47.125
1987-03-06,47.0
1987-03-09,47.0
1987-03-10,47.0
1987-03-11,47.125
1987-03-12,47.0
1987-03-13,47.0
1987-03-16,47.25
1987-03-17,47.375
1987-03-18,47.25
1987-03-19,47.125
1987-03-20,47.25
1987-03-23,47.125
1987-03-24,47.125
1987-03-25,47.125
1987-03-26,47.0
1987-03-27,47.125
1987-03-30,47.125
1987-03-31,47.125
1987-04-01,47.125
1987-04-02,47.125
1987-04-03,47.25
1987-04-06,47.375
1987-04-07,47.25
1987-04-08,47.125
1987-04-09,47.25
1987-04-10,47.125
1987-04-13,47.125
1987-04-14,47.125
1987-04-15,47.25
1987-04-16,47.125
1987-04-20,47.125
1987-04-21,47.125
1987-04-22,47.25
1987-04-23,47.125
1987-04-24,47.125
1987-04-27,47.25
1987-04-28,47.25
1987-04-29,47.25
1987-04-30,47.125
1987-05-01,47.25
1987-05-04,47.25
1987-05-05,47.375
1987-05-06,47.375
1987-05-07,47.375
1987-05-08,47.25
1987-05-11,47.5
1987-05-12,47.25
1987-05-13,47.25
1987-05-14,47.25
1987-05-15,47.25
1987-05-18,47.25
1987-05-19,47.25
1987-05-20,47.25
1987-05-21,47.25
1987-05-22,47.125
1987-05-26,47.5
1987-05-27,47.625
1987-05-28,47.625
1987-05-29,47.5
1987-06-01,47.625
1987-06-02,47.5
1987-06-03,47.375
1987-06-04,47.25
1987-06-05,47.125
1987-06-08,47.125
1987-06-09,47.25
1987-06-10,47.125
1987-06-11,47.25
1987-06-12,47.25
1987-06-15,47.125
1987-06-16,47.25
1987-06-17,47.125
1987-06-18,47.25
1987-06-19,47.25
1987-06-22,47.125
1987-06-23,10.25
1987-06-24,10.25
1987-06-25,10.0
1987-06-26,10.0
1987-06-29,9.875
1987-06-30,9.625
1987-07-01,9.375
1987-07-02,9.25
1987-07-06,9.0
1987-07-07,9.125
1987-07-08,8.875
1987-07-09,9.25
1987-07-10,9.0
1987-07-13,8.75
1987-07-14,8.625
1987-07-15,8.875
1987-07-16,8.875
1987-07-17,8.625
1987-07-20,8.875
1987-07-21,8.5
1987-07-22,8.125
1987-07-23,8.5
1987-07-24,8.375
1987-07-27,8.125
1987-07-28,8.0
1987-07-29,7.875
1987-07-30,8.375
1987-07-31,8.875
1987-08-03,9.0
1987-08-04,9.0
1987-08-05,8.75
1987-08-06,8.625
1987-08-07,8.5
1987-08-10,8.375
1987-08-11,8.125
1987-08-12,8.125
1987-08-13,8.25
1987-08-14,8.25
1987-08-17,8.125
1987-08-18,8.25
1987-08-19,8.125
1987-08-20,8.25
1987-08-21,8.375
1987-08-24,8.375
1987-08-25,8.25
1987-08-26,8.125
1987-08-27,8.125
1987-08-28,8.25
1987-08-31,8.125
1987-09-01,8.0
1987-09-02,8.125
1987-09-03,8.0
1987-09-04,7.625
1987-09-08,7.0
1987-09-09,6.75
1987-09-10,6.75
1987-09-11,6.875
1987-09-14,6.5
1987-09-15,6.25
1987-09-16,5.875
1987-09-17,6.375
1987-09-18,7.0
1987-09-21,6.5
1987-09-22,6.5
1987-09-23,6.625
1987-09-24,6.375
1987-09-25,6.125
1987-09-28,6.125
1987-09-29,6.125
1987-09-30,6.25
1987-10-01,6.5
1987-10-02,6.75
1987-10-05,6.625
1987-10-06,6.75
1987-10-07,6.875
1987-10-08,6.75
1987-10-09,6.75
1987-10-12,6.5
1987-10-13,6.5
1987-10-14,6.125
1987-10-15,6.0
1987-10-16,5.75
1987-10-19,4.5
1987-10-20,4.375
1987-10-21,5.25
1987-10-22,4.875
1987-10-23,4.375
1987-10-26,4.125
1987-10-27,4.0
1987-10-28,3.875
1987-10-29,4.25
1987-10-30,4.5
1987-11-02,4.5
1987-11-03,4.125
1987-11-04,4.125
1987-11-05,4.125
1987-11-06,4.25
1987-11-09,4.25
1987-11-10,4.25
1987-11-11,4.5
1987-11-12,4.75
1987-11-13,4.875
1987-11-16,4.875
1987-11-17,4.625
1987-11-18,4.5
1987-11-19,4.125
1987-11-20,4.125
1987-11-23,4.0
1987-11-24,4.125
1987-11-25,4.375
1987-11-27,4.25
1987-11-30,4.0
1987-12-01,4.0
1987-12-02,4.125
1987-12-03,4.125
1987-12-04,4.0
1987-12-07,3.875
1987-12-08,4.0
1987-12-09,4.0
1987-12-10,3.875
1987-12-11,3.875
1987-12-14,3.625
1987-12-15,3.75
1987-12-16,3.625
1987-12-17,4.125
1987-12-18,4.125
1987-12-21,4.25
1987-12-22,4.0
1987-12-23,4.125
1987-12-24,4.0
1987-12-28,4.0
1987-12-29,3.75
1987-12-30,3.75
1987-12-31,3.75
1988-01-04,4.375
1988-01-05,4.375
1988-01-06,4.875
1988-01-07,5.0
1988-01-08,4.5
1988-01-11,4.5
1988-01-12,4.625
1988-01-13,4.875
1988-01-14,5.125
1988-01-15,5.125
1988-01-18,5.125
1988-01-19,5.125
1988-01-20,5.125
1988-01-21,5.0
1988-01-22,5.0
1988-01-25,5.0
1988-01-26,5.125
1988-01-27,5.25
1988-01-28,5.25
1988-01-29,5.75
1988-02-01,6.375
1988-02-02,7.0
1988-02-03,6.75
1988-02-04,6.5
1988-02-05,6.875
1988-02-08,6.625
1988-02-09,6.5
1988-02-10,6.625
1988-02-11,6.625
1988-02-12,6.875
1988-02-16,6.625
1988-02-17,6.625
1988-02-18,6.375
1988-02-19,5.875
1988-02-22,5.625
1988-02-23,5.75
1988-02-24,5.75
1988-02-25,5.75
1988-02-26,5.75
1988-02-29,5.75
1988-03-01,5.75
1988-03-02,5.5
1988-03-03,5.75
1988-03-04,5.625
1988-03-07,5.25
1988-03-08,5.5
1988-03-09,5.375
1988-03-10,5.25
1988-03-11,5.125
1988-03-14,5.0
1988-03-15,5.25
1988-03-16,5.625
1988-03-17,5.5
1988-03-18,5.5
1988-03-21,5.5
1988-03-22,5.375
1988-03-23,5.5
1988-03-24,5.25
1988-03-25,5.125
1988-03-28,5.0
1988-03-29,5.25
1988-03-30,5.25
1988-03-31,5.125
1988-04-04,5.125
1988-04-05,5.0
1988-04-06,5.0
1988-04-07,5.0
1988-04-08,5.0
1988-04-11,5.125
1988-04-12,5.0
1988-04-13,4.875
1988-04-14,4.625
1988-04-15,4.875
1988-04-18,4.75
1988-04-19,4.875
1988-04-20,5.125
1988-04-21,5.25
1988-04-22,5.25
1988-04-25,5.0
1988-04-26,5.125
1988-04-27,5.25
1988-04-28,5.125
1988-04-29,5.375
1988-05-02,5.5
1988-05-03,5.75
1988-05-04,6.0
1988-05-05,6.0
1988-05-06,6.0
1988-05-09,5.75
1988-05-10,5.75
1988-05-11,5.75
1988-05-12,5.875
1988-05-13,6.0
1988-05-16,6.375
1988-05-17,6.125
1988-05-18,6.375
1988-05-19,6.25
1988-05-20,6.25
1988-05-23,6.25
1988-05-24,6.25
1988-05-25,6.125
1988-05-26,6.125
1988-05-27,6.125
1988-05-31,6.25
1988-06-01,6.375
1988-06-02,6.375
1988-06-03,6.5
1988-06-06,6.625
1988-06-07,6.625
1988-06-08,6.625
1988-06-09,6.625
1988-06-10,6.5
1988-06-13,6.5
1988-06-14,6.75
1988-06-15,6.625
1988-06-16,6.5
1988-06-17,6.5
1988-06-20,6.625
1988-06-21,6.625
1988-06-22,6.875
1988-06-23,7.0
1988-06-24,7.125
1988-06-27,7.25
1988-06-28,7.375
1988-06-29,7.25
1988-06-30,7.25
1988-07-01,7.125
1988-07-05,7.0
1988-07-06,6.875
1988-07-07,6.625
1988-07-08,6.5
1988-07-11,6.75
1988-07-12,6.625
1988-07-13,6.625
1988-07-14,6.75
1988-07-15,6.5
1988-07-18,6.375
1988-07-19,6.375
1988-07-20,6.375
1988-07-21,6.25
1988-07-22,6.5
1988-07-25,6.625
1988-07-26,6.625
1988-07-27,6.5
1988-07-28,6.625
1988-07-29,6.75
1988-08-01,6.625
1988-08-02,6.625
1988-08-03,6.625
1988-08-04,6.625
1988-08-05,6.625
1988-08-08,6.625
1988-08-09,6.5
1988-08-10,6.375
1988-08-11,6.125
1988-08-12,6.125
1988-08-15,6.125
1988-08-16,6.0
1988-08-17,6.125
1988-08-18,6.125
1988-08-19,6.25
1988-08-22,6.125
1988-08-23,6.0
1988-08-24,6.125
1988-08-25,6.0
1988-08-26,6.0
1988-08-29,6.125
1988-08-30,6.25
1988-08-31,6.25
1988-09-01,6.125
1988-09-02,6.0
1988-09-06,6.0
1988-09-07,5.875
1988-09-08,6.0
1988-09-09,6.0
1988-09-12,5.875
1988-09-13,5.875
1988-09-14,6.0
1988-09-15,5.875
1988-09-16,6.0
1988-09-19,6.0
1988-09-20,5.875
1988-09-21,5.75
1988-09-22,5.75
1988-09-23,5.75
1988-09-26,5.625
1988-09-27,5.75
1988-09-28,5.75
1988-09-29,5.5
1988-09-30,5.75
1988-10-03,5.75
1988-10-04,5.75
1988-10-05,5.875
1988-10-06,6.0
1988-10-07,6.0
1988-10-10,6.25
1988-10-11,6.0
1988-10-12,6.125
1988-10-13,6.0
1988-10-14,6.125
1988-10-17,6.125
1988-10-18,5.875
1988-10-19,5.875
1988-10-20,6.0
1988-10-21,6.0
1988-10-24,5.875
1988-10-25,5.75
1988-10-26,5.875
1988-10-27,5.875
1988-10-28,6.0
1988-10-31,6.0
1988-11-01,6.25
1988-11-02,6.375
1988-11-03,6.25
1988-11-04,6.25
1988-11-07,6.375
1988-11-08,6.25
1988-11-09,6.375
1988-11-10,6.25
1988-11-11,6.25
1988-11-14,6.125
1988-11-15,6.125
1988-11-16,5.75
1988-11-17,5.75
1988-11-18,5.75
1988-11-21,5.625
1988-11-22,5.5
1988-11-23,5.625
1988-11-25,5.75
1988-11-28,5.75
1988-11-29,5.75
1988-11-30,5.625
1988-12-01,5.75
1988-12-02,5.75
1988-12-05,5.875
1988-12-06,5.875
1988-12-07,5.875
1988-12-08,5.875
1988-12-09,5.75
1988-12-12,5.875
1988-12-13,5.875
1988-12-14,5.75
1988-12-15,5.875
1988-12-16,6.0
1988-12-19,6.0
1988-12-20,6.0
1988-12-21,6.0
1988-12-22,5.875
1988-12-23,5.875
1988-12-27,6.0
1988-12-28,5.875
1988-12-29,6.0
1988-12-30,5.875
1989-01-03,6.0
1989-01-04,6.5
1989-01-05,6.25
1989-01-06,6.25
1989-01-09,6.375
1989-01-10,6.25
1989-01-11,6.375
1989-01-12,6.375
1989-01-13,6.25
1989-01-16,6.25
1989-01-17,6.375
1989-01-18,6.75
1989-01-19,6.75
1989-01-20,6.75
1989-01-23,6.75
1989-01-24,6.75
1989-01-25,6.75
1989-01-26,6.875
1989-01-27,6.875
1989-01-30,7.375
1989-01-31,7.5
1989-02-01,7.25
1989-02-02,7.375
1989-02-03,7.625
1989-02-06,7.5
1989-02-07,7.5
1989-02-08,7.5
1989-02-09,7.375
1989-02-10,7.25
1989-02-13,7.125
1989-02-14,7.5
1989-02-15,7.75
1989-02-16,7.625
1989-02-17,7.5
1989-02-21,7.625
1989-02-22,7.375
1989-02-23,7.625
1989-02-24,7.375
1989-02-27,7.0
1989-02-28,7.0
1989-03-01,7.0
1989-03-02,7.25
1989-03-03,7.25
1989-03-06,7.5
1989-03-07,7.25
1989-03-08,7.25
1989-03-09,7.25
1989-03-10,7.375
1989-03-13,7.25
1989-03-14,7.25
1989-03-15,7.5
1989-03-16,7.5
1989-03-17,7.25
1989-03-20,7.125
1989-03-21,7.0
1989-03-22,7.125
1989-03-23,7.0
1989-03-27,7.125
1989-03-28,7.125
1989-03-29,7.125
1989-03-30,7.125
1989-03-31,7.0
1989-04-03,7.0
1989-04-04,7.0
1989-04-05,7.0
1989-04-06,6.75
1989-04-07,6.875
1989-04-10,6.75
1989-04-11,6.625
1989-04-12,6.75
1989-04-13,6.75
1989-04-14,6.75
1989-04-17,6.875
1989-04-18,6.875
1989-04-19,6.625
1989-04-20,6.375
1989-04-21,6.25
1989-04-24,6.375
1989-04-25,6.625
1989-04-26,6.625
1989-04-27,6.75
1989-04-28,6.875
1989-05-01,6.875
1989-05-02,6.75
1989-05-03,6.875
1989-05-04,6.75
1989-05-05,7.0
1989-05-08,6.875
1989-05-09,7.125
1989-05-10,7.125
1989-05-11,7.0
1989-05-12,7.125
1989-05-15,7.125
1989-05-16,7.125
1989-05-17,7.125
1989-05-18,7.0
1989-05-19,7.0
1989-05-22,7.125
1989-05-23,7.125
1989-05-24,7.125
1989-05-25,7.125
1989-05-26,7.25
1989-05-30,7.25
1989-05-31,7.125
1989-06-01,7.0
1989-06-02,7.0
1989-06-05,7.125
1989-06-06,7.0
1989-06-07,7.125
1989-06-08,7.125
1989-06-09,7.125
1989-06-12,7.125
1989-06-13,7.125
1989-06-14,7.125
1989-06-15,7.0
1989-06-16,7.0
1989-06-19,7.125
1989-06-20,7.25
1989-06-21,7.125
1989-06-22,7.125
1989-06-23,7.125
1989-06-26,7.0
1989-06-27,7.125
1989-06-28,7.0
1989-06-29,7.0
1989-06-30,6.875
1989-07-03,7.0
1989-07-05,7.0
1989-07-06,7.0
1989-07-07,7.0
1989-07-10,7.125
1989-07-11,7.25
1989-07-12,7.25
1989-07-13,7.125
1989-07-14,7.125
1989-07-17,7.25
1989-07-18,7.125
1989-07-19,7.25
1989-07-20,7.25
1989-07-21,7.375
1989-07-24,7.375
1989-07-25,7.25
1989-07-26,7.0
1989-07-27,7.125
1989-07-28,7.125
1989-07-31,7.25
1989-08-01,7.125
1989-08-02,7.375
1989-08-03,7.25
1989-08-04,7.25
1989-08-07,7.25
1989-08-08,7.375
1989-08-09,7.5
1989-08-10,7.875
1989-08-11,8.125
1989-08-14,8.0
1989-08-15,8.125
1989-08-16,8.125
1989-08-17,7.875
1989-08-18,7.75
1989-08-21,7.75
1989-08-22,7.625
1989-08-23,7.75
1989-08-24,7.75
1989-08-25,7.75
1989-08-28,7.625
1989-08-29,7.75
1989-08-30,7.625
1989-08-31,7.75
1989-09-01,7.75
1989-09-05,7.75
1989-09-06,7.75
1989-09-07,7.5
1989-09-08,7.375
1989-09-11,7.375
1989-09-12,7.625
1989-09-13,7.5
1989-09-14,7.5
1989-09-15,7.5
1989-09-18,7.5
1989-09-19,7.25
1989-09-20,7.25
1989-09-21,7.0
1989-09-22,7.125
1989-09-25,7.125
1989-09-26,7.25
1989-09-27,7.125
1989-09-28,7.25
1989-09-29,7.25
1989-10-02,7.25
1989-10-03,7.125
1989-10-04,7.25
1989-10-05,7.125
1989-10-06,7.125
1989-10-09,7.375
1989-10-10,7.25
1989-10-11,7.25
1989-10-12,7.375
1989-10-13,7.0
1989-10-16,6.875
1989-10-17,6.75
1989-10-18,6.875
1989-10-19,6.875
1989-10-20,6.875
1989-10-23,6.875
1989-10-24,6.875
1989-10-25,6.875
1989-10-26,6.5
1989-10-27,6.625
1989-10-30,6.375
1989-10-31,6.25
1989-11-01,6.25
1989-11-02,5.75
1989-11-03,5.75
1989-11-06,5.75
1989-11-07,5.875
1989-11-08,5.875
1989-11-09,5.875
1989-11-10,6.125
1989-11-13,6.25
1989-11-14,6.125
1989-11-15,6.25
1989-11-16,6.0
1989-11-17,6.125
1989-11-20,6.0
1989-11-21,6.125
1989-11-22,6.375
1989-11-24,6.25
1989-11-27,6.125
1989-11-28,6.0
1989-11-29,5.875
1989-11-30,5.875
1989-12-01,6.0
1989-12-04,5.875
1989-12-05,6.0
1989-12-06,5.875
1989-12-07,5.75
1989-12-08,5.625
1989-12-11,5.5
1989-12-12,5.5
1989-12-13,5.5
1989-12-14,5.5
1989-12-15,5.5
1989-12-18,5.375
1989-12-19,5.0
1989-12-20,5.0
1989-12-21,5.125
1989-12-22,5.25
1989-12-26,5.25
1989-12-27,5.0
1989-12-28,5.0
1989-12-29,5.0
1990-01-02,5.125
1990-01-03,5.125
1990-01-04,5.25
1990-01-05,5.375
1990-01-08,5.375
1990-01-09,5.25
1990-01-10,5.375
1990-01-11,5.125
1990-01-12,5.125
1990-01-15,5.25
1990-01-16,5.25
1990-01-17,5.25
1990-01-18,5.125
1990-01-19,5.125
1990-01-22,5.0
1990-01-23,5.0
1990-01-24,5.125
1990-01-25,5.125
1990-01-26,5.0
1990-01-29,5.125
1990-01-30,5.0
1990-01-31,5.0
1990-02-01,5.0
1990-02-02,5.0
1990-02-05,4.875
1990-02-06,5.0
1990-02-07,4.625
1990-02-08,4.625
1990-02-09,4.25
1990-02-12,4.375
1990-02-13,4.25
1990-02-14,4.5
1990-02-15,4.25
1990-02-16,4.5
1990-02-20,4.5
1990-02-21,4.75
1990-02-22,4.75
1990-02-23,4.5
1990-02-26,4.5
1990-02-27,4.375
1990-02-28,4.5
1990-03-01,4.375
1990-03-02,4.25
1990-03-05,4.25
1990-03-06,4.125
1990-03-07,4.25
1990-03-08,4.25
1990-03-09,4.25
1990-03-12,4.25
1990-03-13,4.125
1990-03-14,4.25
1990-03-15,4.125
1990-03-16,4.125
1990-03-19,4.25
1990-03-20,4.25
1990-03-21,4.0
1990-03-22,4.0
1990-03-23,4.25
1990-03-26,4.125
1990-03-27,4.125
1990-03-28,4.25
1990-03-29,4.25
1990-03-30,4.25
1990-04-02,4.25
1990-04-03,4.25
1990-04-04,4.25
1990-04-05,4.25
1990-04-06,4.125
1990-04-09,4.0
1990-04-10,4.0
1990-04-11,4.125
1990-04-12,4.0
1990-04-16,4.125
1990-04-17,4.125
1990-04-18,3.875
1990-04-19,4.0
1990-04-20,4.0
1990-04-23,4.0
1990-04-24,3.75
1990-04-25,3.625
1990-04-26,3.375
1990-04-27,3.25
1990-04-30,3.25
1990-05-01,3.125
1990-05-02,3.125
1990-05-03,3.0
1990-05-04,3.125
1990-05-07,2.75
1990-05-08,2.5
1990-05-09,2.625
1990-05-10,2.5
1990-05-11,2.625
1990-05-14,2.75
1990-05-15,3.0
1990-05-16,2.875
1990-05-17,2.75
1990-05-18,2.875
1990-05-21,2.875
1990-05-22,2.875
1990-05-23,2.75
1990-05-24,2.875
1990-05-25,2.75
1990-05-29,2.75
1990-05-30,2.625
1990-05-31,2.5
1990-06-01,2.625
1990-06-04,2.75
1990-06-05,2.75
1990-06-06,2.875
1990-06-07,3.0
1990-06-08,3.0
1990-06-11,3.0
1990-06-12,3.0
1990-06-13,3.0
1990-06-14,3.0
1990-06-15,3.125
1990-06-18,3.125
1990-06-19,2.875
1990-06-20,2.75
1990-06-21,2.625
1990-06-22,2.5
1990-06-25,2.125
1990-06-26,2.125
1990-06-27,2.125
1990-06-28,1.875
1990-06-29,1.75
1990-07-02,1.875
1990-07-03,2.0
1990-07-05,1.875
1990-07-06,2.0
1990-07-09,2.0
1990-07-10,1.875
1990-07-11,2.0
1990-07-12,1.875
1990-07-13,2.0
1990-07-16,2.0
1990-07-17,1.5
1990-07-18,1.125
1990-07-19,1.5
1990-07-20,1.625
1990-07-23,1.75
1990-07-24,1.5
1990-07-25,1.5
1990-07-26,1.5
1990-07-27,1.25
1990-07-30,1.375
1990-07-31,1.25
