Date,FTNT
2019-01-10,73.209999
2019-01-11,73.269997
2019-01-14,72.260002
2019-01-15,74.629997
2019-01-16,72.339996
2019-01-17,72.650002
2019-01-18,70.5
2019-01-22,69.849998
2019-01-23,71.480003
2019-01-24,72.519997
2019-01-25,73.589996
2019-01-28,73.720001
2019-01-29,73.209999
2019-01-30,75.160004
2019-01-31,76.57
2019-02-01,78.900002
2019-02-04,80.139999
2019-02-05,81.970001
2019-02-06,81.220001
2019-02-07,79.360001
2019-02-08,81.019997
2019-02-11,81.690002
2019-02-12,83.129997
2019-02-13,82.41999799999999
2019-02-14,83.190002
2019-02-15,83.110001
2019-02-19,83.93
2019-02-20,83.870003
2019-02-21,84.489998
2019-02-22,86.790001
2019-02-25,87.059998
2019-02-26,86.980003
2019-02-27,87.900002
2019-02-28,86.790001
2019-03-01,86.93
2019-03-04,83.82
2019-03-05,83.620003
2019-03-06,82.900002
2019-03-07,82.480003
2019-03-08,80.66999799999999
2019-03-11,82.559998
2019-03-12,82.400002
2019-03-13,83.660004
2019-03-14,84.379997
2019-03-15,83.260002
2019-03-18,84.510002
2019-03-19,85.32
2019-03-20,85.599998
2019-03-21,88.300003
2019-03-22,85.190002
2019-03-25,85.019997
2019-03-26,84.839996
2019-03-27,81.83000200000001
2019-03-28,82.349998
2019-03-29,83.970001
2019-04-01,85.220001
2019-04-02,85.629997
2019-04-03,87.489998
2019-04-04,83.5
2019-04-05,84.110001
2019-04-08,86.08000200000001
2019-04-09,87.309998
2019-04-10,89.620003
2019-04-11,89.68
2019-04-12,92.709999
2019-04-15,95.220001
2019-04-16,94.050003
2019-04-17,92.370003
2019-04-18,91.08000200000001
2019-04-22,91.57
2019-04-23,91.989998
2019-04-24,92.260002
2019-04-25,92.900002
2019-04-26,93.019997
2019-04-29,93.029999
2019-04-30,93.41999799999999
2019-05-01,91.889999
2019-05-02,91.510002
2019-05-03,85.959999
2019-05-06,85.010002
2019-05-07,81.779999
2019-05-08,81.650002
2019-05-09,81.809998
2019-05-10,82.900002
2019-05-13,79.489998
2019-05-14,81.199997
2019-05-15,81.050003
2019-05-16,83.239998
2019-05-17,82.620003
2019-05-20,81.349998
2019-05-21,82.559998
2019-05-22,81.959999
2019-05-23,77.489998
2019-05-24,77.739998
2019-05-28,77.239998
2019-05-29,75.82
2019-05-30,76.050003
2019-05-31,72.480003
2019-06-03,69.650002
2019-06-04,72.470001
2019-06-05,73.150002
2019-06-06,73.589996
2019-06-07,73.82
2019-06-10,74.68
2019-06-11,75.980003
2019-06-12,76.989998
2019-06-13,76.610001
2019-06-14,75.709999
2019-06-17,74.529999
2019-06-18,74.949997
2019-06-19,76.959999
2019-06-20,76.940002
2019-06-21,76.129997
2019-06-24,75.839996
2019-06-25,74.870003
2019-06-26,75.25
2019-06-27,76.75
2019-06-28,76.83000200000001
2019-07-01,77.190002
2019-07-02,78.110001
2019-07-03,78.839996
2019-07-05,78.889999
2019-07-08,78.550003
2019-07-09,80.550003
2019-07-10,81.050003
2019-07-11,84.059998
2019-07-12,84.709999
2019-07-15,85.019997
2019-07-16,84.769997
2019-07-17,86.550003
2019-07-18,86.449997
2019-07-19,87.360001
2019-07-22,87.550003
2019-07-23,87.610001
2019-07-24,86.58000200000001
2019-07-25,85.339996
2019-07-26,85.360001
2019-07-29,82.959999
2019-07-30,82.440002
2019-07-31,80.309998
2019-08-01,79.019997
2019-08-02,86.050003
2019-08-05,80.860001
2019-08-06,82.059998
2019-08-07,81.459999
2019-08-08,84.370003
2019-08-09,83.529999
2019-08-12,82.190002
2019-08-13,83.910004
2019-08-14,80.709999
2019-08-15,80.099998
2019-08-16,80.660004
2019-08-19,81.160004
2019-08-20,79.66999799999999
2019-08-21,81.970001
2019-08-22,81.75
2019-08-23,80.349998
2019-08-26,81.129997
2019-08-27,80.860001
2019-08-28,77.849998
2019-08-29,77.970001
2019-08-30,79.18
2019-09-03,78.029999
2019-09-04,78.220001
2019-09-05,80.389999
2019-09-06,80.099998
2019-09-09,79.010002
2019-09-10,79.209999
2019-09-11,79.849998
2019-09-12,78.370003
2019-09-13,78.110001
2019-09-16,79.66999799999999
2019-09-17,79.449997
2019-09-18,78.870003
2019-09-19,78.41999799999999
2019-09-20,78.230003
2019-09-23,79.260002
2019-09-24,79.279999
2019-09-25,79.290001
2019-09-26,78.860001
2019-09-27,76.220001
2019-09-30,76.760002
2019-10-01,77.050003
2019-10-02,75.650002
2019-10-03,77.370003
2019-10-04,77.489998
2019-10-07,77.809998
2019-10-08,76.33000200000001
2019-10-09,77.889999
2019-10-10,77.599998
2019-10-11,79.160004
2019-10-14,79.309998
2019-10-15,78.68
2019-10-16,77.769997
2019-10-17,78.910004
2019-10-18,76.559998
2019-10-21,76.279999
2019-10-22,77.040001
2019-10-23,78.059998
2019-10-24,80.959999
2019-10-25,80.480003
2019-10-28,80.309998
2019-10-29,80.75
2019-10-30,82.620003
2019-10-31,81.559998
2019-11-01,90.129997
2019-11-04,91.889999
2019-11-05,91.639999
2019-11-06,93.110001
2019-11-07,94.16999799999999
2019-11-08,96.230003
2019-11-11,95.949997
2019-11-12,99.989998
2019-11-13,99.66999799999999
2019-11-14,100.120003
2019-11-15,101.540001
2019-11-18,103.839996
2019-11-19,105.07
2019-11-20,102.449997
2019-11-21,103.019997
2019-11-22,103.809998
2019-11-25,105.139999
2019-11-26,104.370003
2019-11-27,105.230003
2019-11-29,105.110001
2019-12-02,103.91999799999999
2019-12-03,103.800003
2019-12-04,103.57
2019-12-05,104.910004
2019-12-06,103.589996
2019-12-09,103.849998
2019-12-10,103.550003
2019-12-11,104.139999
2019-12-12,104.400002
2019-12-13,105.639999
2019-12-16,107.239998
2019-12-17,106.349998
2019-12-18,108.0
2019-12-19,109.529999
2019-12-20,106.91999799999999
2019-12-23,107.82
2019-12-24,107.779999
2019-12-26,108.239998
2019-12-27,107.449997
2019-12-30,106.949997
2019-12-31,106.760002
2020-01-02,109.68
2020-01-03,111.209999
2020-01-06,112.0
2020-01-07,111.889999
2020-01-08,113.66999799999999
2020-01-09,114.480003
2020-01-10,114.32
2020-01-13,116.690002
2020-01-14,116.720001
2020-01-15,117.050003
2020-01-16,119.089996
2020-01-17,117.489998
2020-01-21,117.639999
2020-01-22,117.790001
2020-01-23,119.07
2020-01-24,117.989998
2020-01-27,114.43
2020-01-28,117.540001
2020-01-29,117.269997
2020-01-30,118.33000200000001
2020-01-31,115.360001
2020-02-03,116.489998
2020-02-04,120.08000200000001
2020-02-05,119.779999
2020-02-06,121.33000200000001
2020-02-07,117.110001
2020-02-10,118.730003
2020-02-11,117.32
2020-02-12,117.400002
2020-02-13,119.099998
2020-02-14,119.190002
2020-02-18,119.449997
2020-02-19,119.199997
2020-02-20,118.0
2020-02-21,114.480003
2020-02-24,108.699997
2020-02-25,105.050003
2020-02-26,106.260002
2020-02-27,102.639999
2020-02-28,102.059998
2020-03-02,110.099998
2020-03-03,103.529999
2020-03-04,107.050003
2020-03-05,104.0
2020-03-06,99.5
2020-03-09,87.139999
2020-03-10,90.720001
2020-03-11,87.949997
2020-03-12,75.809998
2020-03-13,82.639999
2020-03-16,75.699997
2020-03-17,78.019997
2020-03-18,76.519997
2020-03-19,86.160004
2020-03-20,84.910004
2020-03-23,85.900002
2020-03-24,99.779999
2020-03-25,96.940002
2020-03-26,99.440002
2020-03-27,97.279999
2020-03-30,100.949997
2020-03-31,101.16999799999999
2020-04-01,100.470001
2020-04-02,100.91999799999999
2020-04-03,101.440002
2020-04-06,107.879997
2020-04-07,106.690002
2020-04-08,109.18
2020-04-09,101.93
2020-04-13,104.639999
2020-04-14,109.349998
2020-04-15,109.849998
2020-04-16,110.25
2020-04-17,112.959999
2020-04-20,112.349998
2020-04-21,101.18
2020-04-22,104.309998
2020-04-23,100.589996
2020-04-24,103.269997
2020-04-27,105.639999
2020-04-28,105.440002
2020-04-29,108.519997
2020-04-30,107.739998
2020-05-01,104.339996
2020-05-04,105.699997
2020-05-05,108.559998
2020-05-06,111.459999
2020-05-07,135.119995
2020-05-08,136.83999599999999
2020-05-11,140.46000700000002
2020-05-12,138.389999
2020-05-13,137.16000400000001
2020-05-14,138.059998
2020-05-15,143.429993
2020-05-18,144.669998
2020-05-19,144.820007
2020-05-20,145.619995
2020-05-21,143.380005
2020-05-22,142.639999
2020-05-26,137.529999
2020-05-27,131.149994
