Date,FTNT
2011-07-22,21.09
2011-07-25,20.59
2011-07-26,20.690001000000002
2011-07-27,19.809998999999998
2011-07-28,19.799999
2011-07-29,20.32
2011-08-01,20.24
2011-08-02,20.129998999999998
2011-08-03,21.08
2011-08-04,20.799999
2011-08-05,19.620001000000002
2011-08-08,18.0
2011-08-09,19.190001000000002
2011-08-10,18.17
2011-08-11,19.459999
2011-08-12,19.709999
2011-08-15,20.6
2011-08-16,20.32
2011-08-17,20.84
2011-08-18,18.700001
2011-08-19,17.540001
2011-08-22,17.26
2011-08-23,18.48
2011-08-24,17.84
2011-08-25,17.49
2011-08-26,18.610001
2011-08-29,19.059998999999998
2011-08-30,18.82
2011-08-31,19.129998999999998
2011-09-01,19.059998999999998
2011-09-02,18.4
2011-09-06,18.200001
2011-09-07,18.85
2011-09-08,18.459999
2011-09-09,17.629998999999998
2011-09-12,17.450001
2011-09-13,17.49
2011-09-14,18.620001000000002
2011-09-15,18.91
2011-09-16,18.15
2011-09-19,18.379998999999998
2011-09-20,17.389999
2011-09-21,17.52
2011-09-22,16.6
2011-09-23,16.25
2011-09-26,17.530001000000002
2011-09-27,17.35
2011-09-28,16.959999
2011-09-29,16.799999
2011-09-30,16.799999
2011-10-03,16.530001000000002
2011-10-04,16.629998999999998
2011-10-05,17.030001000000002
2011-10-06,17.870001000000002
2011-10-07,17.940001000000002
2011-10-10,18.559998999999998
2011-10-11,18.27
2011-10-12,17.719998999999998
2011-10-13,18.57
2011-10-14,19.809998999999998
2011-10-17,19.27
2011-10-18,19.65
2011-10-19,18.5
2011-10-20,18.219998999999998
2011-10-21,17.639999
2011-10-24,19.120001000000002
2011-10-25,21.459999
2011-10-26,20.780001000000002
2011-10-27,21.73
2011-10-28,23.059998999999998
2011-10-31,23.059998999999998
2011-11-01,22.57
2011-11-02,22.959999
2011-11-03,25.0
2011-11-04,24.690001000000002
2011-11-07,23.959999
2011-11-08,24.209999
2011-11-09,23.27
2011-11-10,24.969998999999998
2011-11-11,24.559998999999998
2011-11-14,24.52
2011-11-15,25.76
2011-11-16,25.540001
2011-11-17,24.48
2011-11-18,24.280001000000002
2011-11-21,23.690001000000002
2011-11-22,23.6
2011-11-23,22.82
2011-11-25,22.790001
2011-11-28,23.530001000000002
2011-11-29,23.129998999999998
2011-11-30,23.99
2011-12-01,24.02
2011-12-02,24.389999
2011-12-05,25.6
2011-12-06,24.57
2011-12-07,23.67
2011-12-08,23.450001
2011-12-09,24.540001
2011-12-12,23.950001
2011-12-13,23.309998999999998
2011-12-14,22.16
2011-12-15,21.85
2011-12-16,22.17
2011-12-19,21.58
2011-12-20,21.360001
2011-12-21,20.049999
2011-12-22,20.620001000000002
2011-12-23,20.83
2011-12-27,21.139999
2011-12-28,21.34
2011-12-29,21.66
2011-12-30,21.809998999999998
2012-01-03,20.77
2012-01-04,20.110001
2012-01-05,20.200001
2012-01-06,20.41
2012-01-09,20.17
2012-01-10,19.9
2012-01-11,20.620001000000002
2012-01-12,21.059998999999998
2012-01-13,20.9
2012-01-17,21.620001000000002
2012-01-18,22.07
2012-01-19,22.51
2012-01-20,22.75
2012-01-23,22.360001
2012-01-24,22.32
2012-01-25,22.959999
2012-01-26,22.860001
2012-01-27,22.780001000000002
2012-01-30,22.49
2012-01-31,22.809998999999998
2012-02-01,25.040001
2012-02-02,25.530001000000002
2012-02-03,25.379998999999998
2012-02-06,25.129998999999998
2012-02-07,24.85
2012-02-08,25.27
2012-02-09,26.219998999999998
2012-02-10,25.58
2012-02-13,26.379998999999998
2012-02-14,26.700001
2012-02-15,25.82
2012-02-16,26.309998999999998
2012-02-17,25.959999
2012-02-21,26.200001
2012-02-22,26.129998999999998
2012-02-23,26.25
2012-02-24,26.99
2012-02-27,26.879998999999998
2012-02-28,27.4
2012-02-29,27.049999
2012-03-01,27.83
2012-03-02,27.540001
2012-03-05,26.25
2012-03-06,25.639999
2012-03-07,26.07
2012-03-08,26.309998999999998
2012-03-09,26.59
2012-03-12,27.24
2012-03-13,27.809998999999998
2012-03-14,27.17
2012-03-15,27.43
2012-03-16,27.120001000000002
2012-03-19,27.469998999999998
2012-03-20,27.219998999999998
2012-03-21,27.17
2012-03-22,26.59
2012-03-23,27.030001000000002
2012-03-26,27.66
2012-03-27,27.120001000000002
2012-03-28,26.66
2012-03-29,27.280001000000002
2012-03-30,27.65
2012-04-02,28.42
2012-04-03,28.42
2012-04-04,28.200001
2012-04-05,28.440001000000002
2012-04-09,27.879998999999998
2012-04-10,27.26
2012-04-11,27.280001000000002
2012-04-12,27.790001
2012-04-13,27.5
2012-04-16,27.049999
2012-04-17,27.549999
2012-04-18,27.66
2012-04-19,27.48
2012-04-20,27.1
2012-04-23,26.42
2012-04-24,25.74
2012-04-25,26.440001000000002
2012-04-26,25.98
2012-04-27,26.219998999999998
2012-04-30,26.120001000000002
2012-05-01,26.41
2012-05-02,26.360001
2012-05-03,26.040001
2012-05-04,25.299999
2012-05-07,25.209999
2012-05-08,24.92
2012-05-09,24.700001
2012-05-10,23.940001000000002
2012-05-11,24.190001000000002
2012-05-14,23.77
2012-05-15,24.02
2012-05-16,24.23
2012-05-17,23.290001
2012-05-18,22.440001000000002
2012-05-21,23.059998999999998
2012-05-22,23.26
2012-05-23,23.17
2012-05-24,21.43
2012-05-25,21.84
2012-05-29,21.809998999999998
2012-05-30,21.559998999999998
2012-05-31,21.25
2012-06-01,20.41
2012-06-04,20.49
2012-06-05,20.77
2012-06-06,21.65
2012-06-07,21.620001000000002
2012-06-08,21.85
2012-06-11,20.969998999999998
2012-06-12,20.879998999999998
2012-06-13,21.190001000000002
2012-06-14,21.18
2012-06-15,22.129998999999998
2012-06-18,22.190001000000002
2012-06-19,22.469998999999998
2012-06-20,22.639999
2012-06-21,21.940001000000002
2012-06-22,22.57
2012-06-25,21.92
2012-06-26,22.0
2012-06-27,22.68
2012-06-28,21.99
2012-06-29,23.219998999999998
2012-07-02,23.610001
2012-07-03,24.200001
2012-07-05,24.129998999999998
2012-07-06,21.799999
2012-07-09,21.190001000000002
2012-07-10,21.23
2012-07-11,21.049999
2012-07-12,20.93
2012-07-13,21.549999
2012-07-16,21.280001000000002
2012-07-17,21.26
2012-07-18,23.48
2012-07-19,24.040001
2012-07-20,23.469998999999998
2012-07-23,22.82
2012-07-24,22.24
2012-07-25,22.389999
2012-07-26,25.049999
2012-07-27,25.43
2012-07-30,24.610001
2012-07-31,24.01
2012-08-01,23.379998999999998
2012-08-02,23.43
2012-08-03,24.27
2012-08-06,24.549999
2012-08-07,25.129998999999998
2012-08-08,24.889999
2012-08-09,24.719998999999998
2012-08-10,24.780001000000002
2012-08-13,24.389999
2012-08-14,23.870001000000002
2012-08-15,24.41
2012-08-16,24.9
2012-08-17,25.360001
2012-08-20,25.209999
2012-08-21,25.370001000000002
2012-08-22,25.76
2012-08-23,25.690001000000002
2012-08-24,25.610001
2012-08-27,26.290001
2012-08-28,26.42
2012-08-29,26.51
2012-08-30,26.059998999999998
2012-08-31,26.51
2012-09-04,26.610001
2012-09-05,26.530001000000002
2012-09-06,27.4
2012-09-07,27.379998999999998
2012-09-10,27.33
2012-09-11,27.200001
2012-09-12,27.49
2012-09-13,27.620001000000002
2012-09-14,27.68
2012-09-17,27.35
2012-09-18,27.280001000000002
2012-09-19,27.540001
2012-09-20,27.379998999999998
2012-09-21,27.0
2012-09-24,26.08
2012-09-25,25.85
2012-09-26,25.02
2012-09-27,24.690001000000002
2012-09-28,24.120001000000002
2012-10-01,23.4
2012-10-02,23.26
2012-10-03,23.379998999999998
2012-10-04,23.950001
2012-10-05,24.09
2012-10-08,23.809998999999998
2012-10-09,23.709999
2012-10-10,23.66
2012-10-11,23.91
2012-10-12,24.26
2012-10-15,24.75
2012-10-16,24.799999
2012-10-17,20.139999
2012-10-18,19.530001000000002
2012-10-19,19.719998999999998
2012-10-22,19.450001
2012-10-23,19.549999
2012-10-24,19.25
2012-10-25,19.370001000000002
2012-10-26,19.540001
2012-10-31,19.370001000000002
2012-11-01,20.25
2012-11-02,20.02
2012-11-05,19.629998999999998
2012-11-06,19.75
2012-11-07,19.129998999999998
2012-11-08,18.879998999999998
2012-11-09,19.02
2012-11-12,18.370001000000002
2012-11-13,17.809998999999998
2012-11-14,18.049999
2012-11-15,17.809998999999998
2012-11-16,18.280001000000002
2012-11-19,18.6
2012-11-20,18.25
2012-11-21,18.700001
2012-11-23,19.059998999999998
2012-11-26,19.23
2012-11-27,19.18
2012-11-28,19.52
2012-11-29,19.870001000000002
2012-11-30,19.98
2012-12-03,19.68
2012-12-04,19.93
2012-12-05,18.82
2012-12-06,19.1
2012-12-07,19.700001
2012-12-10,20.1
2012-12-11,20.25
2012-12-12,20.190001000000002
2012-12-13,20.540001
2012-12-14,21.0
2012-12-17,21.139999
2012-12-18,21.34
2012-12-19,21.360001
2012-12-20,21.299999
2012-12-21,21.16
2012-12-24,21.120001000000002
2012-12-26,20.799999
2012-12-27,20.780001000000002
2012-12-28,20.93
2012-12-31,21.02
2013-01-02,21.190001000000002
2013-01-03,19.33
2013-01-04,19.309998999999998
2013-01-07,19.059998999999998
2013-01-08,19.09
2013-01-09,19.18
2013-01-10,19.58
2013-01-11,19.34
2013-01-14,19.440001000000002
2013-01-15,20.09
2013-01-16,19.92
2013-01-17,19.799999
2013-01-18,19.75
2013-01-22,19.32
2013-01-23,19.709999
2013-01-24,19.950001
2013-01-25,20.83
2013-01-28,21.049999
2013-01-29,19.709999
2013-01-30,19.35
2013-01-31,23.59
2013-02-01,23.6
2013-02-04,22.889999
2013-02-05,23.0
2013-02-06,23.41
2013-02-07,23.08
2013-02-08,23.440001000000002
2013-02-11,23.110001
2013-02-12,23.85
2013-02-13,23.309998999999998
2013-02-14,23.42
2013-02-15,23.51
2013-02-19,23.540001
2013-02-20,23.59
2013-02-21,23.16
2013-02-22,24.01
2013-02-25,23.73
2013-02-26,24.690001000000002
2013-02-27,24.790001
2013-02-28,24.18
2013-03-01,24.15
2013-03-04,24.139999
2013-03-05,24.540001
2013-03-06,24.280001000000002
2013-03-07,23.950001
2013-03-08,24.34
2013-03-11,24.290001
2013-03-12,24.450001
2013-03-13,24.65
2013-03-14,25.0
2013-03-15,24.780001000000002
2013-03-18,24.190001000000002
2013-03-19,23.360001
2013-03-20,23.629998999999998
2013-03-21,23.290001
2013-03-22,23.030001000000002
2013-03-25,22.93
2013-03-26,22.99
2013-03-27,23.27
2013-03-28,23.68
2013-04-01,22.98
2013-04-02,22.950001
2013-04-03,22.209999
2013-04-04,22.309998999999998
2013-04-05,21.969998999999998
2013-04-08,21.73
2013-04-09,22.120001000000002
2013-04-10,21.85
2013-04-11,18.99
2013-04-12,18.77
2013-04-15,18.07
2013-04-16,18.129998999999998
2013-04-17,18.07
2013-04-18,17.690001000000002
2013-04-19,17.530001000000002
2013-04-22,17.780001000000002
2013-04-23,17.799999
2013-04-24,17.530001000000002
2013-04-25,17.58
2013-04-26,17.360001
2013-04-29,17.85
2013-04-30,17.959999
2013-05-01,17.84
2013-05-02,18.07
2013-05-03,18.08
2013-05-06,18.18
2013-05-07,18.110001
2013-05-08,18.219998999999998
2013-05-09,18.1
2013-05-10,18.75
2013-05-13,18.08
2013-05-14,18.26
2013-05-15,18.190001000000002
2013-05-16,18.5
2013-05-17,18.959999
2013-05-20,19.27
2013-05-21,19.200001
2013-05-22,18.709999
2013-05-23,18.4
2013-05-24,18.309998999999998
2013-05-28,18.610001
2013-05-29,18.93
2013-05-30,19.290001
2013-05-31,19.26
2013-06-03,18.5
2013-06-04,18.209999
2013-06-05,18.07
2013-06-06,18.440001000000002
2013-06-07,18.65
2013-06-10,18.629998999999998
2013-06-11,18.299999
2013-06-12,18.16
2013-06-13,18.07
2013-06-14,17.74
2013-06-17,18.0
2013-06-18,18.02
2013-06-19,17.75
2013-06-20,17.66
2013-06-21,17.34
2013-06-24,16.530001000000002
2013-06-25,16.73
2013-06-26,17.09
2013-06-27,17.309998999999998
2013-06-28,17.5
2013-07-01,17.280001000000002
2013-07-02,17.34
2013-07-03,17.98
2013-07-05,18.24
2013-07-08,18.360001
2013-07-09,18.690001000000002
2013-07-10,19.66
2013-07-11,19.92
2013-07-12,20.030001000000002
2013-07-15,20.0
2013-07-16,19.940001000000002
2013-07-17,20.42
2013-07-18,20.43
2013-07-19,20.450001
2013-07-22,20.440001000000002
2013-07-23,21.43
2013-07-24,21.35
2013-07-25,20.98
2013-07-26,20.73
2013-07-29,20.370001000000002
2013-07-30,20.17
2013-07-31,21.25
2013-08-01,21.34
2013-08-02,21.34
2013-08-05,21.110001
2013-08-06,20.889999
2013-08-07,20.639999
2013-08-08,20.83
2013-08-09,20.719998999999998
2013-08-12,20.84
2013-08-13,21.110001
2013-08-14,21.059998999999998
2013-08-15,20.209999
2013-08-16,19.889999
2013-08-19,20.049999
2013-08-20,19.99
2013-08-21,20.18
2013-08-22,20.34
2013-08-23,20.34
2013-08-26,20.200001
2013-08-27,19.799999
2013-08-28,19.709999
2013-08-29,20.049999
2013-08-30,19.799999
2013-09-03,19.76
2013-09-04,19.799999
2013-09-05,19.809998999999998
2013-09-06,20.030001000000002
2013-09-09,20.35
2013-09-10,20.59
2013-09-11,20.549999
2013-09-12,20.59
2013-09-13,20.59
2013-09-16,20.52
2013-09-17,20.799999
2013-09-18,20.940001000000002
2013-09-19,21.08
2013-09-20,21.25
2013-09-23,20.780001000000002
2013-09-24,20.389999
2013-09-25,20.379998999999998
2013-09-26,20.59
2013-09-27,20.379998999999998
2013-09-30,20.26
2013-10-01,20.85
2013-10-02,21.049999
2013-10-03,20.530001000000002
2013-10-04,21.690001000000002
2013-10-07,21.98
2013-10-08,21.35
2013-10-09,20.780001000000002
2013-10-10,21.16
2013-10-11,21.200001
2013-10-14,21.290001
2013-10-15,20.1
2013-10-16,20.35
2013-10-17,19.690001000000002
2013-10-18,20.200001
2013-10-21,20.66
2013-10-22,20.690001000000002
2013-10-23,20.559998999999998
2013-10-24,20.84
2013-10-25,20.07
2013-10-28,20.08
2013-10-29,20.139999
2013-10-30,19.91
2013-10-31,20.129998999999998
2013-11-01,19.75
2013-11-04,20.08
2013-11-05,20.02
2013-11-06,19.940001000000002
2013-11-07,19.4
2013-11-08,19.440001000000002
2013-11-11,19.77
2013-11-12,19.700001
2013-11-13,19.99
2013-11-14,19.92
2013-11-15,20.370001000000002
2013-11-18,19.77
2013-11-19,19.43
2013-11-20,19.389999
2013-11-21,19.51
2013-11-22,19.700001
2013-11-25,19.42
2013-11-26,19.6
2013-11-27,19.639999
2013-11-29,17.1
2013-12-02,16.76
2013-12-03,17.059998999999998
2013-12-04,17.540001
2013-12-05,17.639999
2013-12-06,17.700001
2013-12-09,18.040001
2013-12-10,18.1
2013-12-11,17.790001
2013-12-12,17.549999
2013-12-13,17.68
2013-12-16,17.84
2013-12-17,17.879998999999998
2013-12-18,18.049999
2013-12-19,17.879998999999998
2013-12-20,18.43
2013-12-23,18.969998999999998
2013-12-24,18.9
2013-12-26,18.879998999999998
2013-12-27,18.91
2013-12-30,18.9
2013-12-31,19.129998999999998
2014-01-02,19.02
2014-01-03,19.27
2014-01-06,19.24
2014-01-07,19.83
2014-01-08,19.84
2014-01-09,19.469998999999998
2014-01-10,19.559998999999998
2014-01-13,19.639999
2014-01-14,20.9
2014-01-15,21.469998999999998
2014-01-16,21.52
2014-01-17,21.48
2014-01-21,21.370001000000002
2014-01-22,21.35
2014-01-23,21.360001
2014-01-24,21.68
2014-01-27,21.549999
2014-01-28,22.0
2014-01-29,21.41
2014-01-30,22.139999
2014-01-31,21.200001
2014-02-03,20.32
2014-02-04,20.780001000000002
2014-02-05,20.219998999999998
2014-02-06,20.98
2014-02-07,21.51
2014-02-10,21.49
2014-02-11,21.620001000000002
2014-02-12,21.459999
2014-02-13,22.190001000000002
2014-02-14,22.059998999999998
2014-02-18,22.799999
2014-02-19,22.120001000000002
2014-02-20,22.67
2014-02-21,22.610001
2014-02-24,22.629998999999998
2014-02-25,23.059998999999998
2014-02-26,23.379998999999998
2014-02-27,23.860001
2014-02-28,23.15
2014-03-03,22.77
2014-03-04,23.5
2014-03-05,23.360001
2014-03-06,23.450001
2014-03-07,23.389999
2014-03-10,23.129998999999998
2014-03-11,22.84
2014-03-12,23.120001000000002
2014-03-13,22.6
2014-03-14,22.85
2014-03-17,23.17
2014-03-18,23.780001000000002
2014-03-19,23.690001000000002
2014-03-20,23.52
2014-03-21,23.02
2014-03-24,22.299999
2014-03-25,22.16
2014-03-26,21.66
2014-03-27,21.870001000000002
2014-03-28,21.809998999999998
2014-03-31,22.030001000000002
2014-04-01,22.700001
2014-04-02,22.780001000000002
2014-04-03,22.49
2014-04-04,22.01
2014-04-07,22.290001
2014-04-08,22.82
2014-04-09,23.299999
2014-04-10,21.67
2014-04-11,20.469998999999998
2014-04-14,20.51
2014-04-15,20.76
2014-04-16,21.540001
2014-04-17,21.639999
2014-04-21,21.799999
2014-04-22,22.030001000000002
2014-04-23,22.040001
2014-04-24,22.93
2014-04-25,22.049999
2014-04-28,21.459999
2014-04-29,21.6
2014-04-30,21.98
2014-05-01,21.940001000000002
2014-05-02,21.959999
2014-05-05,21.950001
2014-05-06,21.35
2014-05-07,20.76
2014-05-08,20.68
2014-05-09,20.360001
2014-05-12,20.99
2014-05-13,20.58
2014-05-14,20.83
2014-05-15,21.059998999999998
2014-05-16,21.219998999999998
2014-05-19,21.5
2014-05-20,21.26
2014-05-21,21.42
2014-05-22,21.76
2014-05-23,21.93
2014-05-27,22.16
2014-05-28,22.290001
2014-05-29,22.67
2014-05-30,22.469998999999998
2014-06-02,22.129998999999998
2014-06-03,22.200001
2014-06-04,22.549999
2014-06-05,22.790001
2014-06-06,23.030001000000002
2014-06-09,23.18
2014-06-10,23.290001
2014-06-11,23.780001000000002
2014-06-12,23.43
2014-06-13,23.620001000000002
2014-06-16,24.17
2014-06-17,24.34
2014-06-18,24.41
2014-06-19,24.639999
2014-06-20,24.33
2014-06-23,24.18
2014-06-24,23.92
2014-06-25,24.51
2014-06-26,24.4
2014-06-27,24.73
2014-06-30,25.129998999999998
2014-07-01,25.15
2014-07-02,25.08
