Date,FFIV
2001-06-11,5.9
2001-06-12,7.025
2001-06-13,7.04
2001-06-14,7.1
2001-06-15,7.505
2001-06-18,7.555
2001-06-19,6.775
2001-06-20,7.55
2001-06-21,7.54
2001-06-22,7.025
2001-06-25,7.745
2001-06-26,8.52
2001-06-27,8.845
2001-06-28,9.15
2001-06-29,8.785
2001-07-02,8.88
2001-07-03,8.97
2001-07-05,8.77
2001-07-06,8.45
2001-07-09,8.65
2001-07-10,8.47
2001-07-11,7.505
2001-07-12,8.05
2001-07-13,8.125
2001-07-16,7.66
2001-07-17,7.635
2001-07-18,7.275
2001-07-19,7.395
2001-07-20,7.15
2001-07-23,7.36
2001-07-24,6.91
2001-07-25,6.55
2001-07-26,7.66
2001-07-27,7.75
2001-07-30,7.38
2001-07-31,7.305
2001-08-01,7.15
2001-08-02,6.905
2001-08-03,7.135
2001-08-06,6.93
2001-08-07,6.945
2001-08-08,6.525
2001-08-09,6.255
2001-08-10,5.945
2001-08-13,6.365
2001-08-14,6.1
2001-08-15,6.75
2001-08-16,6.57
2001-08-17,7.295
2001-08-20,7.225
2001-08-21,7.325
2001-08-22,7.745
2001-08-23,7.89
2001-08-24,8.38
2001-08-27,8.605
2001-08-28,7.7
2001-08-29,7.41
2001-08-30,7.5
2001-08-31,7.91
2001-09-04,7.055
2001-09-05,6.68
2001-09-06,6.5
2001-09-07,7.25
2001-09-10,6.97
2001-09-17,6.75
2001-09-18,6.45
2001-09-19,6.185
2001-09-20,5.72
2001-09-21,5.675
2001-09-24,6.495
2001-09-25,6.05
2001-09-26,5.2
2001-09-27,4.455
2001-09-28,4.64
2001-10-01,3.63
2001-10-02,4.265
2001-10-03,4.645
2001-10-04,5.495
2001-10-05,5.295
2001-10-08,5.44
2001-10-09,6.075
2001-10-10,6.41
2001-10-11,7.375
2001-10-12,7.9
2001-10-15,7.93
2001-10-16,8.005
2001-10-17,7.36
2001-10-18,7.37
2001-10-19,7.715
2001-10-22,7.7
2001-10-23,7.52
2001-10-24,7.56
2001-10-25,7.945
2001-10-26,8.275
2001-10-29,7.595
2001-10-30,7.375
2001-10-31,7.545
2001-11-01,8.375
2001-11-02,8.455
2001-11-05,8.985
2001-11-06,9.955
2001-11-07,10.63
2001-11-08,9.34
2001-11-09,9.595
2001-11-12,10.21
2001-11-13,11.005
2001-11-14,11.57
2001-11-15,10.635
2001-11-16,10.755
2001-11-19,11.685
2001-11-20,11.285
2001-11-21,11.01
2001-11-23,11.36
2001-11-26,11.78
2001-11-27,11.805
2001-11-28,10.96
2001-11-29,11.59
2001-11-30,11.165
2001-12-03,11.07
2001-12-04,12.05
2001-12-05,12.55
2001-12-06,12.55
2001-12-07,12.725
2001-12-10,12.575
2001-12-11,13.725
2001-12-12,12.75
2001-12-13,13.3
2001-12-14,12.57
2001-12-17,12.77
2001-12-18,12.0
2001-12-19,10.98
2001-12-20,10.16
2001-12-21,10.655
2001-12-24,10.51
2001-12-26,10.85
2001-12-27,10.635
2001-12-28,10.885
2001-12-31,10.77
2002-01-02,10.645
2002-01-03,12.04
2002-01-04,12.29
2002-01-07,11.395
2002-01-08,10.49
2002-01-09,9.555
2002-01-10,9.325
2002-01-11,9.13
2002-01-14,9.415
2002-01-15,9.835
2002-01-16,9.92
2002-01-17,10.725
2002-01-18,9.76
2002-01-22,9.565
2002-01-23,9.51
2002-01-24,9.13
2002-01-25,9.805
2002-01-28,10.29
2002-01-29,10.815
2002-01-30,11.085
2002-01-31,11.69
2002-02-01,10.9
2002-02-04,10.365
2002-02-05,9.75
2002-02-06,9.565
2002-02-07,10.465
2002-02-08,10.115
2002-02-11,10.295
2002-02-12,11.58
2002-02-13,11.735
2002-02-14,11.385
2002-02-15,11.575
2002-02-19,10.27
2002-02-20,10.915
2002-02-21,11.43
2002-02-22,11.33
2002-02-25,11.515
2002-02-26,12.36
2002-02-27,12.285
2002-02-28,10.925
2002-03-01,10.725
2002-03-04,12.04
2002-03-05,12.0
2002-03-06,11.115
2002-03-07,10.775
2002-03-08,11.375
2002-03-11,12.725
2002-03-12,12.625
2002-03-13,12.76
2002-03-14,12.565
2002-03-15,12.65
2002-03-18,13.105
2002-03-19,12.9
2002-03-20,11.975
2002-03-21,13.05
2002-03-22,13.035
2002-03-25,12.52
2002-03-26,12.03
2002-03-27,11.85
2002-03-28,11.62
2002-04-01,11.46
2002-04-02,10.525
2002-04-03,10.755
2002-04-04,8.575
2002-04-05,8.42
2002-04-08,8.23
2002-04-09,8.035
2002-04-10,7.89
2002-04-11,7.48
2002-04-12,7.385
2002-04-15,7.5
2002-04-16,7.72
2002-04-17,7.415
2002-04-18,7.32
2002-04-19,7.155
2002-04-22,6.54
2002-04-23,6.645
2002-04-24,6.535
2002-04-25,6.295
2002-04-26,6.065
2002-04-29,6.0
2002-04-30,6.51
2002-05-01,6.1
2002-05-02,5.925
2002-05-03,6.385
2002-05-06,5.56
2002-05-07,5.59
2002-05-08,6.435
2002-05-09,5.885
2002-05-10,5.75
2002-05-13,5.915
2002-05-14,6.765
2002-05-15,6.76
2002-05-16,6.685
2002-05-17,6.59
2002-05-20,6.35
2002-05-21,6.155
2002-05-22,6.32
2002-05-23,6.59
2002-05-24,6.43
2002-05-28,6.255
2002-05-29,6.245
2002-05-30,6.0
2002-05-31,5.905
2002-06-03,5.8
2002-06-04,5.965
2002-06-05,6.325
2002-06-06,5.955
2002-06-07,6.08
2002-06-10,6.03
2002-06-11,6.015
2002-06-12,5.815
2002-06-13,5.505
2002-06-14,5.49
2002-06-17,5.66
2002-06-18,5.58
2002-06-19,5.555
2002-06-20,5.045
2002-06-21,4.625
2002-06-24,4.62
2002-06-25,4.17
2002-06-26,4.4
2002-06-27,4.5
2002-06-28,4.89
2002-07-01,4.49
2002-07-02,3.665
2002-07-03,3.915
2002-07-05,3.98
2002-07-08,3.78
2002-07-09,4.285
2002-07-10,4.675
2002-07-11,4.845
2002-07-12,5.0
2002-07-15,5.03
2002-07-16,5.645
2002-07-17,5.745
2002-07-18,5.5
2002-07-19,5.33
2002-07-22,5.37
2002-07-23,5.115
2002-07-24,5.45
2002-07-25,5.51
2002-07-26,5.57
2002-07-29,5.945
2002-07-30,6.335
2002-07-31,6.26
2002-08-01,6.095
2002-08-02,5.65
2002-08-05,5.205
2002-08-06,5.905
2002-08-07,5.885
2002-08-08,6.05
2002-08-09,5.895
2002-08-12,5.975
2002-08-13,5.56
2002-08-14,5.94
2002-08-15,6.075
2002-08-16,7.02
2002-08-19,7.435
2002-08-20,7.26
2002-08-21,7.415
2002-08-22,7.395
2002-08-23,6.85
2002-08-26,6.7
2002-08-27,6.23
2002-08-28,6.1
2002-08-29,6.355
2002-08-30,6.25
2002-09-03,5.56
2002-09-04,5.615
2002-09-05,5.315
2002-09-06,5.66
2002-09-09,5.72
2002-09-10,5.85
2002-09-11,5.91
2002-09-12,5.505
2002-09-13,5.34
2002-09-16,5.305
2002-09-17,5.025
2002-09-18,4.895
2002-09-19,4.65
2002-09-20,4.925
2002-09-23,4.3
2002-09-24,4.35
2002-09-25,4.74
2002-09-26,4.135
2002-09-27,4.13
2002-09-30,3.775
2002-10-01,3.975
2002-10-02,4.145
2002-10-03,3.98
2002-10-04,3.98
2002-10-07,3.76
2002-10-08,3.39
2002-10-09,3.42
2002-10-10,3.685
2002-10-11,3.73
2002-10-14,3.885
2002-10-15,4.235
2002-10-16,3.845
2002-10-17,4.0
2002-10-18,4.06
2002-10-21,4.325
2002-10-22,4.55
2002-10-23,4.68
2002-10-24,4.81
2002-10-25,5.195
2002-10-28,5.16
2002-10-29,5.25
2002-10-30,4.765
2002-10-31,4.695
2002-11-01,4.76
2002-11-04,5.28
2002-11-05,5.145
2002-11-06,5.67
2002-11-07,5.55
2002-11-08,5.65
2002-11-11,5.52
2002-11-12,5.815
2002-11-13,6.21
2002-11-14,6.5
2002-11-15,6.565
2002-11-18,6.33
2002-11-19,6.135
2002-11-20,6.53
2002-11-21,7.02
2002-11-22,7.04
2002-11-25,7.04
2002-11-26,6.47
2002-11-27,6.77
2002-11-29,7.01
2002-12-02,7.18
2002-12-03,6.455
2002-12-04,5.73
2002-12-05,5.675
2002-12-06,5.96
2002-12-09,5.39
2002-12-10,5.805
2002-12-11,6.09
2002-12-12,5.845
2002-12-13,5.625
2002-12-16,5.875
2002-12-17,5.815
2002-12-18,5.385
2002-12-19,5.24
2002-12-20,5.35
2002-12-23,5.435
2002-12-24,5.285
2002-12-26,5.51
2002-12-27,5.5
2002-12-30,5.44
2002-12-31,5.37
2003-01-02,6.04
2003-01-03,5.94
2003-01-06,6.275
2003-01-07,6.335
2003-01-08,6.195
2003-01-09,6.615
2003-01-10,6.75
2003-01-13,6.555
2003-01-14,6.56
2003-01-15,6.425
2003-01-16,6.25
2003-01-17,6.065
2003-01-21,5.875
2003-01-22,6.055
2003-01-23,6.99
2003-01-24,6.97
2003-01-27,6.745
2003-01-28,6.745
2003-01-29,6.72
2003-01-30,6.5
2003-01-31,6.48
2003-02-03,6.62
2003-02-04,6.47
2003-02-05,6.555
2003-02-06,6.605
2003-02-07,6.555
2003-02-10,6.665
2003-02-11,6.655
2003-02-12,6.42
2003-02-13,6.395
2003-02-14,6.5
2003-02-18,6.79
2003-02-19,6.69
2003-02-20,6.9
2003-02-21,6.98
2003-02-24,6.895
2003-02-25,6.895
2003-02-26,6.975
2003-02-27,7.1
2003-02-28,6.985
2003-03-03,6.825
2003-03-04,6.71
2003-03-05,6.515
2003-03-06,6.505
2003-03-07,6.375
2003-03-10,6.025
2003-03-11,5.815
2003-03-12,5.89
2003-03-13,6.155
2003-03-14,5.98
2003-03-17,6.065
2003-03-18,6.985
2003-03-19,7.025
2003-03-20,6.775
2003-03-21,6.74
2003-03-24,6.555
2003-03-25,6.9
2003-03-26,7.175
2003-03-27,7.57
2003-03-28,6.56
2003-03-31,6.315
2003-04-01,6.175
2003-04-02,6.35
2003-04-03,6.34
2003-04-04,6.27
2003-04-07,6.525
2003-04-08,6.465
2003-04-09,6.315
2003-04-10,6.28
2003-04-11,6.525
2003-04-14,6.86
2003-04-15,6.67
2003-04-16,6.865
2003-04-17,6.91
2003-04-21,6.965
2003-04-22,7.075
2003-04-23,7.105
2003-04-24,7.05
2003-04-25,6.63
2003-04-28,6.85
2003-04-29,6.835
2003-04-30,6.89
2003-05-01,6.83
2003-05-02,7.36
2003-05-05,7.61
2003-05-06,7.46
2003-05-07,7.405
2003-05-08,7.315
2003-05-09,7.72
2003-05-12,8.23
2003-05-13,8.115
2003-05-14,8.255
2003-05-15,8.485
2003-05-16,8.34
2003-05-19,7.895
2003-05-20,7.67
2003-05-21,7.86
2003-05-22,7.95
2003-05-23,8.005
2003-05-27,8.4
2003-05-28,8.51
2003-05-29,8.635
2003-05-30,8.66
2003-06-02,8.01
2003-06-03,8.505
2003-06-04,8.675
2003-06-05,8.93
2003-06-06,8.69
2003-06-09,8.455
2003-06-10,8.635
2003-06-11,8.5
2003-06-12,8.48
2003-06-13,8.395
2003-06-16,8.095
2003-06-17,8.345
2003-06-18,8.96
2003-06-19,8.665
2003-06-20,8.56
2003-06-23,8.5
2003-06-24,8.35
2003-06-25,8.355
2003-06-26,8.465
2003-06-27,8.215
2003-06-30,8.31
2003-07-01,8.29
2003-07-02,8.32
2003-07-03,8.29
2003-07-07,8.57
2003-07-08,8.745
2003-07-09,8.83
2003-07-10,8.455
2003-07-11,8.595
2003-07-14,9.0
2003-07-15,8.775
2003-07-16,8.825
2003-07-17,8.4
2003-07-18,8.58
2003-07-21,8.21
2003-07-22,8.47
2003-07-23,8.5
2003-07-24,8.705
2003-07-25,8.82
2003-07-28,9.13
2003-07-29,8.92
2003-07-30,9.125
2003-07-31,9.375
2003-08-01,9.03
2003-08-04,8.96
2003-08-05,8.55
2003-08-06,8.5
2003-08-07,8.51
2003-08-08,8.545
2003-08-11,8.75
2003-08-12,9.035
2003-08-13,8.99
2003-08-14,8.775
2003-08-15,8.81
2003-08-18,9.29
2003-08-19,9.4
2003-08-20,9.77
2003-08-21,9.805
2003-08-22,9.5
2003-08-25,9.405
2003-08-26,9.325
2003-08-27,9.485
2003-08-28,9.65
2003-08-29,9.805
2003-09-02,10.295
2003-09-03,10.225
2003-09-04,10.3
2003-09-05,10.135
2003-09-08,10.48
2003-09-09,10.36
2003-09-10,10.15
2003-09-11,9.8
2003-09-12,10.215
2003-09-15,9.96
2003-09-16,10.565
2003-09-17,10.36
2003-09-18,10.4
2003-09-19,10.325
2003-09-22,10.115
2003-09-23,10.46
2003-09-24,10.0
2003-09-25,9.625
2003-09-26,9.31
2003-09-29,9.66
2003-09-30,9.62
2003-10-01,9.88
2003-10-02,9.935
2003-10-03,10.45
2003-10-06,10.9
2003-10-07,10.965
2003-10-08,10.805
2003-10-09,10.895
2003-10-10,11.505
2003-10-13,12.035
2003-10-14,12.655
2003-10-15,12.185
2003-10-16,12.075
2003-10-17,11.515
2003-10-20,11.845
2003-10-21,12.185
2003-10-22,11.765
2003-10-23,11.65
2003-10-24,11.31
2003-10-27,11.475
2003-10-28,12.08
2003-10-29,12.14
2003-10-30,12.6
2003-10-31,12.505
2003-11-03,12.87
2003-11-04,12.65
2003-11-05,12.71
2003-11-06,12.58
2003-11-07,12.745
2003-11-10,12.275
2003-11-11,11.755
2003-11-12,12.66
2003-11-13,12.92
2003-11-14,12.535
2003-11-17,12.62
2003-11-18,12.075
2003-11-19,11.885
2003-11-20,11.9
2003-11-21,11.72
2003-11-24,12.27
2003-11-25,12.425
2003-11-26,12.49
2003-11-28,12.91
2003-12-01,13.045
2003-12-02,12.87
2003-12-03,12.5
2003-12-04,12.605
2003-12-05,12.475
2003-12-08,11.945
2003-12-09,11.36
2003-12-10,11.195
2003-12-11,11.95
2003-12-12,12.075
2003-12-15,12.185
2003-12-16,12.02
2003-12-17,11.96
2003-12-18,12.315
2003-12-19,12.18
2003-12-22,12.455
2003-12-23,12.615
2003-12-24,12.42
2003-12-26,12.48
2003-12-29,12.775
2003-12-30,12.77
2003-12-31,12.55
2004-01-02,13.025
2004-01-05,13.5
2004-01-06,13.615
2004-01-07,13.675
2004-01-08,14.24
2004-01-09,13.825
2004-01-12,14.6
2004-01-13,14.975
2004-01-14,14.83
2004-01-15,15.0
2004-01-16,15.815
2004-01-20,16.469998999999998
2004-01-21,15.525
2004-01-22,18.025
2004-01-23,18.815001000000002
2004-01-26,19.105
2004-01-27,18.215
2004-01-28,18.0
2004-01-29,17.41
2004-01-30,17.0
2004-02-02,16.469998999999998
2004-02-03,15.715
2004-02-04,16.434998999999998
2004-02-05,16.700001
2004-02-06,17.6
2004-02-09,18.065001000000002
2004-02-10,17.860001
2004-02-11,17.959999
2004-02-12,17.905001000000002
2004-02-13,18.094998999999998
2004-02-17,18.450001
2004-02-18,18.735001
2004-02-19,17.764999
2004-02-20,17.754998999999998
2004-02-23,17.254998999999998
2004-02-24,16.76
2004-02-25,16.450001
2004-02-26,16.85
2004-02-27,16.5
2004-03-01,16.514999
2004-03-02,16.895
2004-03-03,16.450001
2004-03-04,16.41
2004-03-05,16.355
2004-03-08,15.765
2004-03-09,15.175
2004-03-10,14.905
2004-03-11,14.395
2004-03-12,14.78
2004-03-15,13.995
2004-03-16,13.66
2004-03-17,14.32
2004-03-18,14.21
2004-03-19,13.955
2004-03-22,14.1
2004-03-23,14.09
2004-03-24,14.24
2004-03-25,15.97
2004-03-26,15.935
2004-03-29,16.6
2004-03-30,17.23
2004-03-31,16.91
2004-04-01,17.450001
2004-04-02,17.370001000000002
2004-04-05,17.264999
2004-04-06,16.82
2004-04-07,16.924999
2004-04-08,17.09
2004-04-12,17.059998999999998
2004-04-13,16.67
2004-04-14,16.355
2004-04-15,16.02
2004-04-16,15.4
2004-04-19,15.585
2004-04-20,15.07
2004-04-21,15.915
2004-04-22,15.535
2004-04-23,15.8
2004-04-26,15.375
2004-04-27,15.0
2004-04-28,14.44
2004-04-29,14.05
2004-04-30,12.745
2004-05-03,13.63
2004-05-04,13.79
2004-05-05,13.71
2004-05-06,13.45
2004-05-07,13.69
2004-05-10,13.085
2004-05-11,13.965
2004-05-12,13.705
2004-05-13,13.735
