Date,UA
2020-02-20,14.94
2020-02-21,14.57
2020-02-24,14.14
2020-02-25,13.46
2020-02-26,13.04
2020-02-27,12.55
2020-02-28,12.48
2020-03-02,12.49
2020-03-03,12.2
2020-03-04,12.39
2020-03-05,11.73
2020-03-06,11.14
2020-03-09,9.91
2020-03-10,10.29
2020-03-11,9.99
2020-03-12,8.75
2020-03-13,9.48
2020-03-16,8.33
2020-03-17,8.96
2020-03-18,7.39
2020-03-19,8.01
2020-03-20,7.23
2020-03-23,7.14
2020-03-24,8.01
2020-03-25,8.24
2020-03-26,8.76
2020-03-27,8.32
2020-03-30,8.41
2020-03-31,8.06
2020-04-01,7.45
2020-04-02,6.89
2020-04-03,7.48
2020-04-06,8.0
2020-04-07,8.39
2020-04-08,8.64
2020-04-09,9.35
2020-04-13,8.73
2020-04-14,8.97
2020-04-15,8.65
2020-04-16,8.36
2020-04-17,8.89
2020-04-20,8.64
2020-04-21,8.52
2020-04-22,8.56
2020-04-23,8.74
2020-04-24,8.97
2020-04-27,9.35
2020-04-28,9.64
2020-04-29,9.79
2020-04-30,9.27
2020-05-01,8.76
2020-05-04,8.71
2020-05-05,8.46
2020-05-06,8.23
2020-05-07,8.61
2020-05-08,8.94
2020-05-11,8.0
2020-05-12,7.68
2020-05-13,6.93
2020-05-14,6.91
2020-05-15,6.91
2020-05-18,7.3
2020-05-19,7.08
2020-05-20,7.47
2020-05-21,7.7
2020-05-22,7.38
2020-05-26,7.86
2020-05-27,8.51
