Date,MA
2020-04-15,257.140015
2020-04-16,246.75999500000003
2020-04-17,259.97000099999997
2020-04-20,251.729996
2020-04-21,245.350006
2020-04-22,256.910004
2020-04-23,255.86000099999998
2020-04-24,258.76001
2020-04-27,265.119995
2020-04-28,264.600006
2020-04-29,283.690002
2020-04-30,274.97000099999997
2020-05-01,268.73999
2020-05-04,269.26001
2020-05-05,273.980011
2020-05-06,272.440002
2020-05-07,278.47000099999997
2020-05-08,282.440002
2020-05-11,281.230011
2020-05-12,272.109985
2020-05-13,269.160004
2020-05-14,277.309998
2020-05-15,278.940002
2020-05-18,289.899994
2020-05-19,290.730011
2020-05-20,298.799988
2020-05-21,294.26001
2020-05-22,294.910004
2020-05-26,303.329987
2020-05-27,299.769989
