Date,MCO
1997-02-07,9.125
1997-02-10,9.3125
1997-02-11,9.3125
1997-02-12,9.5
1997-02-13,9.375
1997-02-14,9.3125
1997-02-18,9.3125
1997-02-19,9.25
1997-02-20,9.375
1997-02-21,9.375
1997-02-24,9.3125
1997-02-25,9.3125
1997-02-26,9.5
1997-02-27,9.3125
1997-02-28,9.1875
1997-03-03,9.1875
1997-03-04,9.125
1997-03-05,9.125
1997-03-06,9.3125
1997-03-07,9.5625
1997-03-10,9.6875
1997-03-11,9.875
1997-03-12,9.875
1997-03-13,9.9375
1997-03-14,9.9375
1997-03-17,9.9375
1997-03-18,9.9375
1997-03-19,10.0
1997-03-20,9.875
1997-03-21,10.0625
1997-03-24,10.125
1997-03-25,10.0625
1997-03-26,10.0625
1997-03-27,9.6875
1997-03-31,9.5
1997-04-01,9.5
1997-04-02,9.1875
1997-04-03,9.0625
1997-04-04,9.1875
1997-04-07,9.3125
1997-04-08,9.625
1997-04-09,9.5
1997-04-10,9.375
1997-04-11,9.375
1997-04-14,9.3125
1997-04-15,9.375
1997-04-16,9.8125
1997-04-17,9.4375
1997-04-18,9.375
1997-04-21,9.3125
1997-04-22,9.375
1997-04-23,9.3125
1997-04-24,9.3125
1997-04-25,9.0
1997-04-28,9.125
1997-04-29,9.3125
1997-04-30,9.25
1997-05-01,9.5
1997-05-02,9.875
1997-05-05,10.0
1997-05-06,9.875
1997-05-07,9.6875
1997-05-08,9.9375
1997-05-09,9.875
1997-05-12,9.8125
1997-05-13,9.6875
1997-05-14,9.5625
1997-05-15,9.5
1997-05-16,9.5
1997-05-19,9.5
1997-05-20,9.5
1997-05-21,9.5
1997-05-22,9.5
1997-05-23,9.5625
1997-05-27,9.5625
1997-05-28,9.5625
1997-05-29,9.6875
1997-05-30,9.8125
1997-06-02,9.6875
1997-06-03,9.6875
1997-06-04,9.625
1997-06-05,9.625
1997-06-06,9.6875
1997-06-09,9.6875
1997-06-10,9.625
1997-06-11,9.75
1997-06-12,9.75
1997-06-13,9.8125
1997-06-16,9.9375
1997-06-17,9.75
1997-06-18,10.0
1997-06-19,10.0
1997-06-20,10.0625
1997-06-23,10.1875
1997-06-24,10.125
1997-06-25,10.125
1997-06-26,10.0
1997-06-27,10.0
1997-06-30,9.875
1997-07-01,10.0625
1997-07-02,10.0
1997-07-03,10.0
1997-07-07,10.125
1997-07-08,10.1875
1997-07-09,9.875
1997-07-10,10.125
1997-07-11,10.125
1997-07-14,10.1875
1997-07-15,10.3125
1997-07-16,10.4375
1997-07-17,10.3125
1997-07-18,9.9375
1997-07-21,9.8125
1997-07-22,9.875
1997-07-23,9.8125
1997-07-24,10.0
1997-07-25,10.0
1997-07-28,10.125
1997-07-29,10.0625
1997-07-30,10.1875
1997-07-31,10.125
1997-08-01,10.125
1997-08-04,10.1875
1997-08-05,10.25
1997-08-06,10.3125
1997-08-07,10.375
1997-08-08,10.3125
1997-08-11,10.5625
1997-08-12,10.6875
1997-08-13,10.75
1997-08-14,10.8125
1997-08-15,10.5625
1997-08-18,10.25
1997-08-19,10.1875
1997-08-20,10.4375
1997-08-21,10.25
1997-08-22,10.1875
1997-08-25,10.3125
1997-08-26,10.4375
1997-08-27,10.625
1997-08-28,10.5625
1997-08-29,10.5
1997-09-02,10.625
1997-09-03,10.625
1997-09-04,10.75
1997-09-05,10.4375
1997-09-08,10.5625
1997-09-09,10.625
1997-09-10,10.3125
1997-09-11,10.1875
1997-09-12,10.375
1997-09-15,10.375
1997-09-16,10.5625
1997-09-17,10.5
1997-09-18,10.5625
1997-09-19,10.5625
1997-09-22,10.5625
1997-09-23,10.5
1997-09-24,10.4375
1997-09-25,10.3125
1997-09-26,10.5625
1997-09-29,10.6875
1997-09-30,10.625
1997-10-01,10.5625
1997-10-02,10.5625
1997-10-03,10.5
1997-10-06,10.375
1997-10-07,10.375
1997-10-08,10.3125
1997-10-09,10.375
1997-10-10,10.3125
1997-10-13,10.25
1997-10-14,10.875
1997-10-15,10.625
1997-10-16,10.625
1997-10-17,10.6875
1997-10-20,10.8125
1997-10-21,11.0625
1997-10-22,10.9375
1997-10-23,10.5625
1997-10-24,10.6875
1997-10-27,9.75
1997-10-28,10.625
1997-10-29,10.5
1997-10-30,10.375
1997-10-31,10.75
1997-11-03,10.875
1997-11-04,10.9375
1997-11-05,11.1875
1997-11-06,11.0
1997-11-07,10.8125
1997-11-10,10.6875
1997-11-11,10.75
1997-11-12,10.4375
1997-11-13,10.625
1997-11-14,10.3125
1997-11-17,10.6875
1997-11-18,10.375
1997-11-19,10.75
1997-11-20,10.8125
1997-11-21,10.75
1997-11-24,10.5
1997-11-25,10.625
1997-11-26,10.5625
1997-11-28,10.5
1997-12-01,10.875
1997-12-02,10.875
1997-12-03,10.5625
1997-12-04,10.375
1997-12-05,10.75
1997-12-08,10.875
1997-12-09,10.9375
1997-12-10,11.0625
1997-12-11,11.0
1997-12-12,11.0
1997-12-15,11.125
1997-12-16,11.1875
1997-12-17,11.0625
1997-12-18,11.1875
1997-12-19,11.4375
1997-12-22,11.4375
1997-12-23,11.3125
1997-12-24,11.3125
1997-12-26,11.3125
1997-12-29,11.4375
1997-12-30,11.5
1997-12-31,11.625
1998-01-02,11.625
1998-01-05,11.5625
1998-01-06,11.625
1998-01-07,12.25
1998-01-08,12.25
1998-01-09,12.0625
1998-01-12,11.875
1998-01-13,11.6875
1998-01-14,12.0625
1998-01-15,12.0
1998-01-16,11.9375
1998-01-20,12.0
1998-01-21,11.8125
1998-01-22,11.75
1998-01-23,11.6875
1998-01-26,11.875
1998-01-27,11.875
1998-01-28,12.0
1998-01-29,12.0
1998-01-30,12.0
1998-02-02,12.0625
1998-02-03,12.1875
1998-02-04,12.0
1998-02-05,12.0
1998-02-06,12.0
1998-02-09,12.0
1998-02-10,12.0
1998-02-11,12.0625
1998-02-12,12.1875
1998-02-13,12.0625
1998-02-17,11.875
1998-02-18,12.125
1998-02-19,12.1875
1998-02-20,12.375
1998-02-23,12.3125
1998-02-24,12.1875
1998-02-25,12.375
1998-02-26,12.5
1998-02-27,12.5625
1998-03-02,12.5625
1998-03-03,12.75
1998-03-04,12.6875
1998-03-05,12.5625
1998-03-06,12.9375
1998-03-09,13.0625
1998-03-10,13.125
1998-03-11,13.1875
1998-03-12,13.0625
1998-03-13,13.0625
1998-03-16,12.8125
1998-03-17,12.8125
1998-03-18,12.875
1998-03-19,13.0625
1998-03-20,12.9375
1998-03-23,12.6875
1998-03-24,12.625
1998-03-25,12.5625
1998-03-26,12.5625
1998-03-27,12.5
1998-03-30,12.4375
1998-03-31,12.8125
1998-04-01,13.5625
1998-04-02,13.5
1998-04-03,13.5
1998-04-06,13.3125
1998-04-07,13.125
1998-04-08,12.9375
1998-04-09,13.0
1998-04-13,12.875
1998-04-14,12.5625
1998-04-15,12.6875
1998-04-16,12.6875
1998-04-17,12.875
1998-04-20,13.1875
1998-04-21,13.5625
1998-04-22,13.4375
1998-04-23,13.3125
1998-04-24,13.125
1998-04-27,12.75
1998-04-28,12.8125
1998-04-29,13.125
1998-04-30,13.3125
1998-05-01,13.3125
1998-05-04,13.5625
1998-05-05,13.625
1998-05-06,13.125
1998-05-07,12.8125
1998-05-08,12.75
1998-05-11,12.75
1998-05-12,12.75
1998-05-13,13.0
1998-05-14,12.9375
1998-05-15,12.75
1998-05-18,12.4375
1998-05-19,12.3125
1998-05-20,12.5625
1998-05-21,12.5
1998-05-22,12.3125
1998-05-26,12.5625
1998-05-27,12.625
1998-05-28,12.625
1998-05-29,12.6875
1998-06-01,12.75
1998-06-02,12.6875
1998-06-03,12.5625
1998-06-04,12.75
1998-06-05,13.0
1998-06-08,13.0
1998-06-09,13.0
1998-06-10,13.0
1998-06-11,13.0
1998-06-12,12.9375
1998-06-15,12.8125
1998-06-16,13.125
1998-06-17,13.25
1998-06-18,13.0625
1998-06-19,13.0625
1998-06-22,13.125
1998-06-23,13.25
1998-06-24,13.5
1998-06-25,13.5
1998-06-26,13.3125
1998-06-29,13.25
1998-06-30,13.5
1998-07-01,12.9375
1998-07-02,12.75
1998-07-06,12.5625
1998-07-07,12.375
1998-07-08,12.625
1998-07-09,12.0625
1998-07-10,11.9375
1998-07-13,11.5625
1998-07-14,11.8125
1998-07-15,11.875
1998-07-16,11.625
1998-07-17,11.5625
1998-07-20,11.5625
1998-07-21,11.4375
1998-07-22,11.25
1998-07-23,10.875
1998-07-24,10.625
1998-07-27,10.25
1998-07-28,10.375
1998-07-29,10.375
1998-07-30,10.375
1998-07-31,10.3125
1998-08-03,10.375
1998-08-04,9.75
1998-08-05,10.0
1998-08-06,9.875
1998-08-07,9.75
1998-08-10,9.4375
1998-08-11,9.4375
1998-08-12,9.875
1998-08-13,9.75
1998-08-14,9.6875
1998-08-17,9.75
1998-08-18,9.625
1998-08-19,9.5
1998-08-20,9.4375
1998-08-21,9.6875
1998-08-24,9.75
1998-08-25,9.875
1998-08-26,9.5625
1998-08-27,9.25
1998-08-28,9.4375
1998-08-31,8.625
1998-09-01,9.25
1998-09-02,9.0625
1998-09-03,8.6875
1998-09-04,8.5
1998-09-08,9.0
1998-09-09,9.25
1998-09-10,8.5
1998-09-11,8.5625
1998-09-14,8.75
1998-09-15,9.4375
1998-09-16,9.4375
1998-09-17,9.125
1998-09-18,9.4375
1998-09-21,9.375
1998-09-22,9.9375
1998-09-23,9.9375
1998-09-24,9.6875
1998-09-25,9.6875
1998-09-28,9.5625
1998-09-29,9.8125
1998-09-30,10.125
1998-10-01,10.0
1998-10-02,9.875
1998-10-05,9.5
1998-10-06,9.5625
1998-10-07,9.5
1998-10-08,9.0625
1998-10-09,9.4375
1998-10-12,9.5
1998-10-13,9.0625
1998-10-14,8.75
1998-10-15,9.125
1998-10-16,9.75
1998-10-19,9.75
1998-10-20,9.5625
1998-10-21,9.625
1998-10-22,9.75
1998-10-23,9.5
1998-10-26,9.9375
1998-10-27,9.8125
1998-10-28,10.1875
1998-10-29,10.375
1998-10-30,10.625
1998-11-02,10.8125
1998-11-03,10.625
1998-11-04,10.8125
1998-11-05,10.75
1998-11-06,11.125
1998-11-09,10.9375
1998-11-10,11.0625
1998-11-11,11.0
1998-11-12,11.0625
1998-11-13,10.875
1998-11-16,10.75
1998-11-17,10.9375
1998-11-18,10.8125
1998-11-19,10.8125
1998-11-20,10.875
1998-11-23,11.0625
1998-11-24,11.375
1998-11-25,11.375
1998-11-27,11.25
1998-11-30,11.3125
1998-12-01,11.0625
1998-12-02,11.0625
1998-12-03,10.6875
1998-12-04,11.0625
1998-12-07,11.625
1998-12-08,11.3125
1998-12-09,11.375
1998-12-10,11.25
1998-12-11,11.125
1998-12-14,10.9375
1998-12-15,11.0
1998-12-16,11.0625
1998-12-17,11.0625
1998-12-18,10.75
1998-12-21,11.1875
1998-12-22,11.3125
1998-12-23,11.375
1998-12-24,11.4375
1998-12-28,11.4375
1998-12-29,11.6875
1998-12-30,11.5
1998-12-31,11.875
1999-01-04,11.3125
1999-01-05,11.25
1999-01-06,11.4375
1999-01-07,11.625
1999-01-08,11.875
1999-01-11,11.75
1999-01-12,11.3125
1999-01-13,11.1875
1999-01-14,11.25
1999-01-15,11.4375
1999-01-19,11.5625
1999-01-20,11.75
1999-01-21,11.8125
1999-01-22,11.6875
1999-01-25,11.625
1999-01-26,11.5625
1999-01-27,11.4375
1999-01-28,11.1875
1999-01-29,11.4375
1999-02-01,11.25
1999-02-02,11.25
1999-02-03,11.125
1999-02-04,11.5
1999-02-05,11.5625
1999-02-08,11.8125
1999-02-09,12.0
1999-02-10,11.9375
1999-02-11,11.8125
1999-02-12,11.625
1999-02-16,11.625
1999-02-17,11.375
1999-02-18,11.8125
1999-02-19,12.0
1999-02-22,12.5
1999-02-23,12.1875
1999-02-24,12.3125
1999-02-25,13.25
1999-02-26,12.875
1999-03-01,13.375
1999-03-02,13.5
1999-03-03,13.625
1999-03-04,13.5
1999-03-05,13.6875
1999-03-08,13.6875
1999-03-09,13.6875
1999-03-10,13.8125
1999-03-11,13.625
1999-03-12,13.75
1999-03-15,13.75
1999-03-16,13.6875
1999-03-17,13.625
1999-03-18,13.625
1999-03-19,13.8125
1999-03-22,13.6875
1999-03-23,13.0
1999-03-24,13.1875
1999-03-25,13.4375
1999-03-26,13.4375
1999-03-29,13.625
1999-03-30,13.125
1999-03-31,13.375
1999-04-01,13.625
1999-04-05,13.6875
1999-04-06,13.25
1999-04-07,13.0625
1999-04-08,13.5
1999-04-09,13.4375
1999-04-12,13.625
1999-04-13,13.0625
1999-04-14,13.125
1999-04-15,13.3125
1999-04-16,13.25
1999-04-19,13.375
1999-04-20,13.5
1999-04-21,13.9375
1999-04-22,14.5
1999-04-23,14.125
1999-04-26,13.8125
1999-04-27,14.0
1999-04-28,13.75
1999-04-29,13.8125
1999-04-30,13.8125
1999-05-03,14.125
1999-05-04,13.8125
1999-05-05,13.8125
1999-05-06,13.5625
1999-05-07,13.875
1999-05-10,13.625
1999-05-11,14.1875
1999-05-12,14.375
1999-05-13,14.1875
1999-05-14,13.8125
1999-05-17,13.625
1999-05-18,13.25
1999-05-19,13.4375
1999-05-20,13.0625
1999-05-21,12.875
1999-05-24,12.875
1999-05-25,12.75
1999-05-26,13.3125
1999-05-27,12.75
1999-05-28,13.125
1999-06-01,13.125
1999-06-02,13.3125
1999-06-03,13.5625
1999-06-04,13.9375
1999-06-07,14.1875
1999-06-08,13.6875
1999-06-09,13.3125
1999-06-10,13.125
1999-06-11,12.875
1999-06-14,13.0
1999-06-15,13.125
1999-06-16,13.375
1999-06-17,13.0625
1999-06-18,13.0625
1999-06-21,13.1875
1999-06-22,13.0625
1999-06-23,13.125
1999-06-24,13.1875
1999-06-25,12.8125
1999-06-28,13.1875
1999-06-29,13.625
1999-06-30,13.3125
1999-07-01,13.1875
1999-07-02,13.625
1999-07-06,13.0625
1999-07-07,13.25
1999-07-08,13.25
1999-07-09,13.6875
1999-07-12,13.375
1999-07-13,13.6875
1999-07-14,13.625
1999-07-15,13.75
1999-07-16,14.125
1999-07-19,13.8125
1999-07-20,13.5
1999-07-21,13.5625
1999-07-22,12.9375
1999-07-23,12.8125
1999-07-26,12.875
1999-07-27,12.5
1999-07-28,12.375
1999-07-29,12.0
1999-07-30,11.9375
1999-08-02,11.875
1999-08-03,11.8125
1999-08-04,11.5625
1999-08-05,11.875
1999-08-06,11.5
1999-08-09,11.5
1999-08-10,11.3125
1999-08-11,11.4375
1999-08-12,11.1875
1999-08-13,11.375
1999-08-16,11.3125
1999-08-17,11.4375
1999-08-18,11.5625
1999-08-19,11.5
1999-08-20,9.5625
1999-08-23,9.1875
