Date,J
1981-08-04,1.296875
1981-08-05,1.3125
1981-08-06,1.3125
1981-08-07,1.3203129999999998
1981-08-10,1.3203129999999998
1981-08-11,1.3203129999999998
1981-08-12,1.2265629999999998
1981-08-13,1.2890629999999998
1981-08-14,1.3203129999999998
1981-08-17,1.3203129999999998
1981-08-18,1.296875
1981-08-19,1.3203129999999998
1981-08-20,1.28125
1981-08-21,1.2734379999999998
1981-08-24,1.21875
1981-08-25,1.2109379999999998
1981-08-26,1.2265629999999998
1981-08-27,1.21875
1981-08-28,1.2421879999999998
1981-08-31,1.2109379999999998
1981-09-01,1.21875
1981-09-02,1.2265629999999998
1981-09-03,1.1875
1981-09-04,1.1484379999999998
1981-09-08,1.1171879999999998
1981-09-09,1.1015629999999998
1981-09-10,1.140625
1981-09-11,1.109375
1981-09-14,1.1015629999999998
1981-09-15,1.09375
1981-09-16,1.1015629999999998
1981-09-17,1.0390629999999998
1981-09-18,1.03125
1981-09-21,1.109375
1981-09-22,1.09375
1981-09-23,1.0703129999999998
1981-09-24,1.046875
1981-09-25,1.0234379999999998
1981-09-28,1.0078129999999998
1981-09-29,1.03125
1981-09-30,1.0
1981-10-01,1.0
1981-10-02,1.0
1981-10-05,1.0234379999999998
1981-10-06,1.0625
1981-10-07,1.125
1981-10-08,1.1796879999999998
1981-10-09,1.1328129999999998
1981-10-12,1.140625
1981-10-13,1.1015629999999998
1981-10-14,1.03125
1981-10-15,1.03125
1981-10-16,1.046875
1981-10-19,1.0
1981-10-20,1.0
1981-10-21,0.984375
1981-10-22,1.0
1981-10-23,0.976563
1981-10-26,0.992188
1981-10-27,1.03125
1981-10-28,1.09375
1981-10-29,1.09375
1981-10-30,1.0625
1981-11-02,1.0234379999999998
1981-11-03,1.078125
1981-11-04,1.0859379999999998
1981-11-05,1.125
1981-11-06,1.1015629999999998
1981-11-09,1.078125
1981-11-10,1.1015629999999998
1981-11-11,1.09375
1981-11-12,1.09375
1981-11-13,1.1015629999999998
1981-11-16,1.0
1981-11-17,1.0625
1981-11-18,1.09375
1981-11-19,1.078125
1981-11-20,1.09375
1981-11-23,1.1171879999999998
1981-11-24,1.125
1981-11-25,1.125
1981-11-27,1.1171879999999998
1981-11-30,1.1484379999999998
1981-12-01,1.1328129999999998
1981-12-02,1.0859379999999998
1981-12-03,1.078125
1981-12-04,1.078125
1981-12-07,1.0546879999999998
1981-12-08,1.0546879999999998
1981-12-09,1.03125
1981-12-10,1.0625
1981-12-11,1.03125
1981-12-14,1.0
1981-12-15,0.96875
1981-12-16,1.0
1981-12-17,1.015625
1981-12-18,1.0625
1981-12-21,1.0234379999999998
1981-12-22,1.0234379999999998
1981-12-23,1.0625
1981-12-24,1.0546879999999998
1981-12-28,1.0078129999999998
1981-12-29,1.0
1981-12-30,1.0
1981-12-31,1.0
1982-01-04,0.976563
1982-01-05,0.984375
1982-01-06,0.9375
1982-01-07,0.921875
1982-01-08,0.9375
1982-01-11,0.90625
1982-01-12,0.875
1982-01-13,0.859375
1982-01-14,0.835938
1982-01-15,0.828125
1982-01-18,0.867188
1982-01-19,0.828125
1982-01-20,0.8125
1982-01-21,0.796875
1982-01-22,0.773438
1982-01-25,0.742188
1982-01-26,0.765625
1982-01-27,0.796875
1982-01-28,0.867188
1982-01-29,0.890625
1982-02-01,0.890625
1982-02-02,0.890625
1982-02-03,0.867188
1982-02-04,0.867188
1982-02-05,0.859375
1982-02-08,0.84375
1982-02-09,0.796875
1982-02-10,0.804688
1982-02-11,0.789063
1982-02-12,0.789063
1982-02-16,0.765625
1982-02-17,0.789063
1982-02-18,0.773438
1982-02-19,0.8125
1982-02-22,0.820313
1982-02-23,0.796875
1982-02-24,0.78125
1982-02-25,0.789063
1982-02-26,0.796875
1982-03-01,0.804688
1982-03-02,0.804688
1982-03-03,0.796875
1982-03-04,0.765625
1982-03-05,0.742188
1982-03-08,0.734375
1982-03-09,0.71875
1982-03-10,0.742188
1982-03-11,0.726563
1982-03-12,0.765625
1982-03-15,0.75
1982-03-16,0.71875
1982-03-17,0.695313
1982-03-18,0.6875
1982-03-19,0.679688
1982-03-22,0.6875
1982-03-23,0.710938
1982-03-24,0.6875
1982-03-25,0.710938
1982-03-26,0.71875
1982-03-29,0.726563
1982-03-30,0.765625
1982-03-31,0.78125
1982-04-01,0.75
1982-04-02,0.757813
1982-04-05,0.796875
1982-04-06,0.8125
1982-04-07,0.820313
1982-04-08,0.820313
1982-04-12,0.84375
1982-04-13,0.835938
1982-04-14,0.84375
1982-04-15,0.84375
1982-04-16,0.8125
1982-04-19,0.796875
1982-04-20,0.757813
1982-04-21,0.75
1982-04-22,0.78125
1982-04-23,0.789063
1982-04-26,0.765625
1982-04-27,0.757813
1982-04-28,0.765625
1982-04-29,0.757813
1982-04-30,0.757813
1982-05-03,0.765625
1982-05-04,0.773438
1982-05-05,0.773438
1982-05-06,0.75
1982-05-07,0.75
1982-05-10,0.75
1982-05-11,0.75
1982-05-12,0.757813
1982-05-13,0.765625
1982-05-14,0.765625
1982-05-17,0.757813
1982-05-18,0.757813
1982-05-19,0.765625
1982-05-20,0.757813
1982-05-21,0.757813
1982-05-24,0.734375
1982-05-25,0.710938
1982-05-26,0.679688
1982-05-27,0.695313
1982-05-28,0.757813
1982-06-01,0.75
1982-06-02,0.835938
1982-06-03,0.84375
1982-06-04,0.820313
1982-06-07,0.796875
1982-06-08,0.789063
1982-06-09,0.78125
1982-06-10,0.78125
1982-06-11,0.8125
1982-06-14,0.796875
1982-06-15,0.796875
1982-06-16,0.773438
1982-06-17,0.765625
1982-06-18,0.765625
1982-06-21,0.78125
1982-06-22,0.789063
1982-06-23,0.796875
1982-06-24,0.789063
1982-06-25,0.789063
1982-06-28,0.765625
1982-06-29,0.75
1982-06-30,0.773438
1982-07-01,0.757813
1982-07-02,0.71875
1982-07-06,0.6875
1982-07-07,0.671875
1982-07-08,0.65625
1982-07-09,0.648438
1982-07-12,0.648438
1982-07-13,0.632813
1982-07-14,0.625
1982-07-15,0.601563
1982-07-16,0.609375
1982-07-19,0.601563
1982-07-20,0.570313
1982-07-21,0.5625
1982-07-22,0.554688
1982-07-23,0.546875
1982-07-26,0.554688
1982-07-27,0.539063
1982-07-28,0.546875
1982-07-29,0.546875
1982-07-30,0.554688
1982-08-02,0.5625
1982-08-03,0.5625
1982-08-04,0.554688
1982-08-05,0.554688
1982-08-06,0.554688
1982-08-09,0.53125
1982-08-10,0.515625
1982-08-11,0.5
1982-08-12,0.515625
1982-08-13,0.515625
1982-08-16,0.523438
1982-08-17,0.523438
1982-08-18,0.539063
1982-08-19,0.523438
1982-08-20,0.5
1982-08-23,0.585938
1982-08-24,0.601563
1982-08-25,0.59375
1982-08-26,0.585938
1982-08-27,0.585938
1982-08-30,0.609375
1982-08-31,0.609375
1982-09-01,0.59375
1982-09-02,0.578125
1982-09-03,0.5625
1982-09-07,0.625
1982-09-08,0.609375
1982-09-09,0.609375
1982-09-10,0.601563
1982-09-13,0.601563
1982-09-14,0.59375
1982-09-15,0.570313
1982-09-16,0.570313
1982-09-17,0.585938
1982-09-20,0.5625
1982-09-21,0.5625
1982-09-22,0.5625
1982-09-23,0.546875
1982-09-24,0.578125
1982-09-27,0.554688
1982-09-28,0.578125
1982-09-29,0.570313
1982-09-30,0.570313
1982-10-01,0.578125
1982-10-04,0.570313
1982-10-05,0.5625
1982-10-06,0.578125
1982-10-07,0.585938
1982-10-08,0.601563
1982-10-11,0.59375
1982-10-12,0.59375
1982-10-13,0.640625
1982-10-14,0.65625
1982-10-15,0.671875
1982-10-18,0.71875
1982-10-19,0.710938
1982-10-20,0.734375
1982-10-21,0.734375
1982-10-22,0.742188
1982-10-25,0.695313
1982-10-26,0.679688
1982-10-27,0.65625
1982-10-28,0.625
1982-10-29,0.625
1982-11-01,0.625
1982-11-02,0.640625
1982-11-03,0.71875
1982-11-04,0.726563
1982-11-05,0.75
1982-11-08,0.773438
1982-11-09,0.882813
1982-11-10,0.875
1982-11-11,0.929688
1982-11-12,0.929688
1982-11-15,0.8125
1982-11-16,0.804688
1982-11-17,0.789063
1982-11-18,0.78125
1982-11-19,0.75
1982-11-22,0.890625
1982-11-23,0.8125
1982-11-24,0.789063
1982-11-26,0.8125
1982-11-29,0.835938
1982-11-30,0.859375
1982-12-01,0.859375
1982-12-02,0.851563
1982-12-03,0.84375
1982-12-06,0.765625
1982-12-07,0.789063
1982-12-08,0.804688
1982-12-09,0.734375
1982-12-10,0.742188
1982-12-13,0.75
1982-12-14,0.726563
1982-12-15,0.71875
1982-12-16,0.6875
1982-12-17,0.671875
1982-12-20,0.65625
1982-12-21,0.632813
1982-12-22,0.640625
1982-12-23,0.625
1982-12-27,0.625
1982-12-28,0.640625
1982-12-29,0.6875
1982-12-30,0.6875
1982-12-31,0.796875
1983-01-03,0.75
1983-01-04,0.828125
1983-01-05,0.796875
1983-01-06,0.828125
1983-01-07,0.773438
1983-01-10,0.78125
1983-01-11,0.78125
1983-01-12,0.789063
1983-01-13,0.78125
1983-01-14,0.789063
1983-01-17,0.757813
1983-01-18,0.765625
1983-01-19,0.765625
1983-01-20,0.796875
1983-01-21,0.796875
1983-01-24,0.75
1983-01-25,0.75
1983-01-26,0.742188
1983-01-27,0.75
1983-01-28,0.75
1983-01-31,0.757813
1983-02-01,0.75
1983-02-02,0.734375
1983-02-03,0.710938
1983-02-04,0.71875
1983-02-07,0.773438
1983-02-08,0.789063
1983-02-09,0.78125
1983-02-10,0.78125
1983-02-11,0.78125
1983-02-14,0.796875
1983-02-15,0.789063
1983-02-16,0.796875
1983-02-17,0.789063
1983-02-18,0.796875
1983-02-22,0.75
1983-02-23,0.78125
1983-02-24,0.757813
1983-02-25,0.734375
1983-02-28,0.710938
1983-03-01,0.71875
1983-03-02,0.75
1983-03-03,0.742188
1983-03-04,0.71875
1983-03-07,0.726563
1983-03-08,0.71875
1983-03-09,0.734375
1983-03-10,0.726563
1983-03-11,0.742188
1983-03-14,0.710938
1983-03-15,0.734375
1983-03-16,0.710938
1983-03-17,0.6875
1983-03-18,0.664063
1983-03-21,0.679688
1983-03-22,0.6875
1983-03-23,0.695313
1983-03-24,0.679688
1983-03-25,0.671875
1983-03-28,0.671875
1983-03-29,0.664063
1983-03-30,0.664063
1983-03-31,0.664063
1983-04-04,0.65625
1983-04-05,0.664063
1983-04-06,0.65625
1983-04-07,0.664063
1983-04-08,0.664063
1983-04-11,0.65625
1983-04-12,0.640625
1983-04-13,0.625
1983-04-14,0.632813
1983-04-15,0.640625
1983-04-18,0.65625
1983-04-19,0.65625
1983-04-20,0.65625
1983-04-21,0.625
1983-04-22,0.617188
1983-04-25,0.648438
1983-04-26,0.671875
1983-04-27,0.710938
1983-04-28,0.726563
1983-04-29,0.71875
1983-05-02,0.664063
1983-05-03,0.671875
1983-05-04,0.6875
1983-05-05,0.742188
1983-05-06,0.75
1983-05-09,0.765625
1983-05-10,0.835938
1983-05-11,0.757813
1983-05-12,0.765625
1983-05-13,0.75
1983-05-16,0.710938
1983-05-17,0.71875
1983-05-18,0.734375
1983-05-19,0.742188
1983-05-20,0.75
1983-05-23,0.75
1983-05-24,0.789063
1983-05-25,0.726563
1983-05-26,0.75
1983-05-27,0.789063
1983-05-31,0.765625
1983-06-01,0.734375
1983-06-02,0.726563
1983-06-03,0.726563
1983-06-06,0.789063
1983-06-07,0.773438
1983-06-08,0.757813
1983-06-09,0.742188
1983-06-10,0.734375
1983-06-13,0.71875
1983-06-14,0.734375
1983-06-15,0.726563
1983-06-16,0.734375
1983-06-17,0.71875
1983-06-20,0.726563
1983-06-21,0.726563
1983-06-22,0.726563
1983-06-23,0.710938
1983-06-24,0.734375
1983-06-27,0.679688
1983-06-28,0.679688
1983-06-29,0.6875
1983-06-30,0.726563
1983-07-01,0.710938
1983-07-05,0.695313
1983-07-06,0.6875
1983-07-07,0.6875
1983-07-08,0.679688
1983-07-11,0.6875
1983-07-12,0.679688
1983-07-13,0.664063
1983-07-14,0.695313
1983-07-15,0.710938
1983-07-18,0.679688
1983-07-19,0.664063
1983-07-20,0.679688
1983-07-21,0.671875
1983-07-22,0.6875
1983-07-25,0.6875
1983-07-26,0.679688
1983-07-27,0.71875
1983-07-28,0.703125
1983-07-29,0.71875
1983-08-01,0.703125
1983-08-02,0.6875
1983-08-03,0.6875
1983-08-04,0.703125
1983-08-05,0.679688
1983-08-08,0.679688
1983-08-09,0.6875
1983-08-10,0.6875
1983-08-11,0.671875
1983-08-12,0.671875
1983-08-15,0.679688
1983-08-16,0.671875
1983-08-17,0.679688
1983-08-18,0.679688
1983-08-19,0.664063
1983-08-22,0.679688
1983-08-23,0.664063
1983-08-24,0.671875
1983-08-25,0.664063
1983-08-26,0.65625
1983-08-29,0.65625
1983-08-30,0.679688
1983-08-31,0.671875
1983-09-01,0.679688
1983-09-02,0.679688
1983-09-06,0.65625
1983-09-07,0.671875
1983-09-08,0.664063
1983-09-09,0.671875
1983-09-12,0.664063
1983-09-13,0.664063
1983-09-14,0.65625
1983-09-15,0.664063
1983-09-16,0.65625
1983-09-19,0.648438
1983-09-20,0.664063
1983-09-21,0.65625
1983-09-22,0.671875
1983-09-23,0.648438
1983-09-26,0.648438
1983-09-27,0.648438
1983-09-28,0.640625
1983-09-29,0.65625
1983-09-30,0.671875
1983-10-03,0.640625
1983-10-04,0.632813
1983-10-05,0.648438
1983-10-06,0.648438
1983-10-07,0.671875
1983-10-10,0.648438
1983-10-11,0.632813
1983-10-12,0.632813
1983-10-13,0.601563
1983-10-14,0.601563
1983-10-17,0.5625
1983-10-18,0.554688
1983-10-19,0.5625
1983-10-20,0.570313
1983-10-21,0.578125
1983-10-24,0.585938
1983-10-25,0.59375
1983-10-26,0.609375
1983-10-27,0.601563
1983-10-28,0.609375
1983-10-31,0.625
1983-11-01,0.59375
1983-11-02,0.617188
1983-11-03,0.601563
1983-11-04,0.609375
1983-11-07,0.640625
1983-11-08,0.617188
1983-11-09,0.578125
1983-11-10,0.585938
1983-11-11,0.617188
1983-11-14,0.609375
1983-11-15,0.59375
1983-11-16,0.585938
1983-11-17,0.570313
1983-11-18,0.578125
1983-11-21,0.570313
1983-11-22,0.5625
1983-11-23,0.554688
1983-11-25,0.5625
1983-11-28,0.578125
1983-11-29,0.609375
1983-11-30,0.578125
1983-12-01,0.578125
1983-12-02,0.601563
1983-12-05,0.570313
1983-12-06,0.585938
1983-12-07,0.5625
1983-12-08,0.554688
1983-12-09,0.5625
1983-12-12,0.5625
1983-12-13,0.539063
1983-12-14,0.546875
1983-12-15,0.546875
1983-12-16,0.5625
1983-12-19,0.554688
1983-12-20,0.5625
1983-12-21,0.539063
1983-12-22,0.539063
1983-12-23,0.554688
1983-12-27,0.539063
1983-12-28,0.546875
1983-12-29,0.546875
1983-12-30,0.585938
1984-01-03,0.5625
1984-01-04,0.578125
1984-01-05,0.601563
1984-01-06,0.609375
1984-01-09,0.601563
1984-01-10,0.601563
1984-01-11,0.585938
1984-01-12,0.585938
1984-01-13,0.585938
1984-01-16,0.585938
1984-01-17,0.578125
1984-01-18,0.59375
1984-01-19,0.59375
1984-01-20,0.601563
1984-01-23,0.640625
1984-01-24,0.617188
1984-01-25,0.625
1984-01-26,0.625
1984-01-27,0.617188
1984-01-30,0.617188
1984-01-31,0.609375
1984-02-01,0.578125
1984-02-02,0.585938
1984-02-03,0.5625
1984-02-06,0.546875
1984-02-07,0.539063
1984-02-08,0.53125
1984-02-09,0.53125
1984-02-10,0.523438
1984-02-13,0.515625
1984-02-14,0.5
1984-02-15,0.5
1984-02-16,0.5
1984-02-17,0.484375
1984-02-21,0.46875
1984-02-22,0.476563
1984-02-23,0.476563
1984-02-24,0.476563
1984-02-27,0.476563
1984-02-28,0.46875
1984-02-29,0.507813
1984-03-01,0.5
1984-03-02,0.5
1984-03-05,0.5
1984-03-06,0.523438
1984-03-07,0.507813
1984-03-08,0.523438
1984-03-09,0.515625
1984-03-12,0.507813
1984-03-13,0.507813
1984-03-14,0.507813
1984-03-15,0.5
1984-03-16,0.515625
1984-03-19,0.523438
1984-03-20,0.5625
1984-03-21,0.570313
1984-03-22,0.59375
1984-03-23,0.585938
1984-03-26,0.570313
1984-03-27,0.570313
1984-03-28,0.578125
1984-03-29,0.59375
1984-03-30,0.609375
1984-04-02,0.601563
1984-04-03,0.601563
1984-04-04,0.601563
1984-04-05,0.578125
1984-04-06,0.546875
1984-04-09,0.515625
1984-04-10,0.515625
1984-04-11,0.515625
1984-04-12,0.523438
1984-04-13,0.546875
1984-04-16,0.523438
1984-04-17,0.523438
1984-04-18,0.507813
1984-04-19,0.539063
1984-04-23,0.515625
1984-04-24,0.507813
1984-04-25,0.5
1984-04-26,0.507813
1984-04-27,0.507813
1984-04-30,0.554688
1984-05-01,0.53125
1984-05-02,0.492188
1984-05-03,0.507813
1984-05-04,0.5
1984-05-07,0.5
1984-05-08,0.484375
1984-05-09,0.484375
1984-05-10,0.476563
1984-05-11,0.484375
1984-05-14,0.476563
1984-05-15,0.484375
1984-05-16,0.484375
1984-05-17,0.484375
1984-05-18,0.492188
1984-05-21,0.476563
1984-05-22,0.46875
1984-05-23,0.46875
1984-05-24,0.46875
1984-05-25,0.46875
1984-05-29,0.476563
1984-05-30,0.46875
1984-05-31,0.492188
1984-06-01,0.484375
1984-06-04,0.484375
1984-06-05,0.484375
1984-06-06,0.492188
1984-06-07,0.476563
1984-06-08,0.476563
1984-06-11,0.476563
1984-06-12,0.476563
1984-06-13,0.484375
1984-06-14,0.484375
1984-06-15,0.484375
1984-06-18,0.476563
1984-06-19,0.453125
1984-06-20,0.453125
1984-06-21,0.453125
1984-06-22,0.460938
1984-06-25,0.453125
1984-06-26,0.445313
1984-06-27,0.445313
1984-06-28,0.46875
1984-06-29,0.476563
1984-07-02,0.460938
1984-07-03,0.460938
1984-07-05,0.460938
1984-07-06,0.460938
1984-07-09,0.453125
1984-07-10,0.46875
1984-07-11,0.46875
1984-07-12,0.46875
1984-07-13,0.460938
1984-07-16,0.453125
1984-07-17,0.445313
1984-07-18,0.445313
1984-07-19,0.4375
1984-07-20,0.4375
1984-07-23,0.453125
1984-07-24,0.445313
1984-07-25,0.4375
1984-07-26,0.429688
1984-07-27,0.421875
1984-07-30,0.40625
1984-07-31,0.4375
1984-08-01,0.429688
1984-08-02,0.429688
1984-08-03,0.421875
1984-08-06,0.453125
1984-08-07,0.429688
1984-08-08,0.421875
1984-08-09,0.4375
1984-08-10,0.453125
1984-08-13,0.4375
1984-08-14,0.421875
1984-08-15,0.421875
1984-08-16,0.429688
1984-08-17,0.421875
1984-08-20,0.414063
1984-08-21,0.390625
1984-08-22,0.382813
1984-08-23,0.382813
1984-08-24,0.382813
1984-08-27,0.382813
1984-08-28,0.382813
1984-08-29,0.382813
1984-08-30,0.382813
1984-08-31,0.421875
1984-09-04,0.4375
1984-09-05,0.429688
1984-09-06,0.429688
1984-09-07,0.414063
1984-09-10,0.414063
1984-09-11,0.40625
1984-09-12,0.390625
1984-09-13,0.40625
1984-09-14,0.398438
1984-09-17,0.40625
1984-09-18,0.421875
1984-09-19,0.421875
1984-09-20,0.421875
1984-09-21,0.421875
1984-09-24,0.40625
