Date,CMS
1974-08-02,11.25
1974-08-05,11.125
1974-08-06,11.125
1974-08-07,11.375
1974-08-08,12.375
1974-08-09,12.875
1974-08-12,13.25
1974-08-13,13.0
1974-08-14,12.5
1974-08-15,12.5
1974-08-16,12.375
1974-08-19,12.0
1974-08-20,11.625
1974-08-21,11.75
1974-08-22,12.0
1974-08-23,11.75
1974-08-26,11.625
1974-08-27,11.5
1974-08-28,11.5
1974-08-29,11.25
1974-08-30,11.0
1974-09-03,11.0
1974-09-04,10.875
1974-09-05,10.875
1974-09-06,11.0
1974-09-09,10.75
1974-09-10,10.625
1974-09-11,10.625
1974-09-12,10.625
1974-09-13,10.25
1974-09-16,10.5
1974-09-17,10.75
1974-09-18,10.625
1974-09-19,10.875
1974-09-20,11.125
1974-09-23,11.625
1974-09-24,11.625
1974-09-25,11.375
1974-09-26,11.25
1974-09-27,11.125
1974-09-30,11.125
1974-10-01,11.125
1974-10-02,11.5
1974-10-03,11.875
1974-10-04,11.875
1974-10-07,12.625
1974-10-08,12.125
1974-10-09,13.125
1974-10-10,13.0
1974-10-11,12.25
1974-10-14,12.25
1974-10-15,12.125
1974-10-16,11.75
1974-10-17,11.875
1974-10-18,11.875
1974-10-21,11.75
1974-10-22,11.625
1974-10-23,11.25
1974-10-24,10.5
1974-10-25,9.75
1974-10-28,10.0
1974-10-29,10.125
1974-10-30,10.0
1974-10-31,10.125
1974-11-01,10.0
1974-11-04,10.0
1974-11-05,9.875
1974-11-06,10.0
1974-11-07,9.875
1974-11-08,9.625
1974-11-11,9.75
1974-11-12,9.625
1974-11-13,9.75
1974-11-14,9.625
1974-11-15,9.625
1974-11-18,9.625
1974-11-19,9.75
1974-11-20,9.625
1974-11-21,9.75
1974-11-22,9.875
1974-11-25,9.875
1974-11-26,10.0
1974-11-27,10.0
1974-11-29,9.75
1974-12-02,9.875
1974-12-03,9.875
1974-12-04,9.625
1974-12-05,9.5
1974-12-06,9.625
1974-12-09,9.5
1974-12-10,9.5
1974-12-11,9.75
1974-12-12,9.5
1974-12-13,9.75
1974-12-16,9.625
1974-12-17,9.5
1974-12-18,9.5
1974-12-19,9.25
1974-12-20,9.125
1974-12-23,9.125
1974-12-24,9.25
1974-12-26,9.375
1974-12-27,9.125
1974-12-30,9.375
1974-12-31,9.875
1975-01-02,11.375
1975-01-03,11.75
1975-01-06,12.375
1975-01-07,12.75
1975-01-08,12.625
1975-01-09,12.875
1975-01-10,13.0
1975-01-13,12.125
1975-01-14,11.5
1975-01-15,11.625
1975-01-16,11.75
1975-01-17,11.75
1975-01-20,11.625
1975-01-21,11.875
1975-01-22,12.625
1975-01-23,12.75
1975-01-24,13.375
1975-01-27,14.5
1975-01-28,14.875
1975-01-29,14.875
1975-01-30,14.375
1975-01-31,14.0
1975-02-03,14.5
1975-02-04,14.5
1975-02-05,14.5
1975-02-06,14.75
1975-02-07,14.75
1975-02-10,14.25
1975-02-11,14.375
1975-02-12,13.625
1975-02-13,13.25
1975-02-14,13.5
1975-02-18,13.75
1975-02-19,13.75
1975-02-20,14.125
1975-02-21,14.625
1975-02-24,14.5
1975-02-25,14.375
1975-02-26,14.375
1975-02-27,14.625
1975-02-28,14.75
1975-03-03,14.5
1975-03-04,14.75
1975-03-05,14.375
1975-03-06,14.75
1975-03-07,14.625
1975-03-10,14.875
1975-03-11,14.625
1975-03-12,14.625
1975-03-13,14.625
1975-03-14,14.75
1975-03-17,14.75
1975-03-18,14.5
1975-03-19,14.5
1975-03-20,14.375
1975-03-21,14.375
1975-03-24,14.5
1975-03-25,14.375
1975-03-26,14.625
1975-03-27,14.5
1975-03-31,15.0
1975-04-01,14.875
1975-04-02,14.75
1975-04-03,14.875
1975-04-04,14.875
1975-04-07,14.75
1975-04-08,14.75
1975-04-09,14.75
1975-04-10,14.875
1975-04-11,14.875
1975-04-14,14.625
1975-04-15,14.625
1975-04-16,14.625
1975-04-17,14.125
1975-04-18,14.0
1975-04-21,14.125
1975-04-22,13.75
1975-04-23,13.75
1975-04-24,13.625
1975-04-25,13.625
1975-04-28,13.625
1975-04-29,13.25
1975-04-30,13.625
1975-05-01,13.875
1975-05-02,13.875
1975-05-05,14.125
1975-05-06,13.875
1975-05-07,14.0
1975-05-08,13.75
1975-05-09,13.75
1975-05-12,13.875
1975-05-13,14.25
1975-05-14,14.5
1975-05-15,14.625
1975-05-16,14.5
1975-05-19,14.375
1975-05-20,14.5
1975-05-21,14.375
1975-05-22,14.25
1975-05-23,14.375
1975-05-27,14.875
1975-05-28,15.375
1975-05-29,15.375
1975-05-30,15.625
1975-06-02,16.125
1975-06-03,16.125
1975-06-04,16.25
1975-06-05,16.0
1975-06-06,16.5
1975-06-09,16.75
1975-06-10,17.0
1975-06-11,17.375
1975-06-12,17.125
1975-06-13,17.125
1975-06-16,17.5
1975-06-17,17.75
1975-06-18,17.875
1975-06-19,18.875
1975-06-20,18.625
1975-06-23,18.75
1975-06-24,18.375
1975-06-25,18.375
1975-06-26,18.25
1975-06-27,18.0
1975-06-30,18.0
1975-07-01,18.125
1975-07-02,18.0
1975-07-03,18.125
1975-07-07,18.25
1975-07-08,18.5
1975-07-09,18.875
1975-07-10,18.625
1975-07-11,18.75
1975-07-14,18.0
1975-07-15,18.125
1975-07-16,18.125
1975-07-17,18.125
1975-07-18,17.875
1975-07-21,17.75
1975-07-22,17.625
1975-07-23,17.75
1975-07-24,17.625
1975-07-25,17.625
1975-07-28,17.75
1975-07-29,17.625
1975-07-30,17.5
1975-07-31,17.625
1975-08-01,17.5
1975-08-04,17.5
1975-08-05,17.5
1975-08-06,17.25
1975-08-07,16.875
1975-08-08,16.625
1975-08-11,16.5
1975-08-12,17.0
1975-08-13,16.875
1975-08-14,16.625
1975-08-15,16.875
1975-08-18,16.625
1975-08-19,16.625
1975-08-20,16.125
1975-08-21,16.125
1975-08-22,16.0
1975-08-25,16.375
1975-08-26,16.375
1975-08-27,16.375
1975-08-28,16.75
1975-08-29,17.0
1975-09-02,17.0
1975-09-03,16.875
1975-09-04,17.0
1975-09-05,17.125
1975-09-08,17.125
1975-09-09,17.0
1975-09-10,16.875
1975-09-11,16.5
1975-09-12,16.75
1975-09-15,16.75
1975-09-16,16.375
1975-09-17,16.5
1975-09-18,16.625
1975-09-19,16.875
1975-09-22,16.875
1975-09-23,17.125
1975-09-24,17.125
1975-09-25,17.125
1975-09-26,17.0
1975-09-29,17.125
1975-09-30,17.0
1975-10-01,16.875
1975-10-02,17.0
1975-10-03,17.25
1975-10-06,17.5
1975-10-07,17.5
1975-10-08,17.625
1975-10-09,17.625
1975-10-10,17.25
1975-10-13,17.625
1975-10-14,17.625
1975-10-15,17.625
1975-10-16,17.5
1975-10-17,17.875
1975-10-20,18.25
1975-10-21,18.625
1975-10-22,18.5
1975-10-23,18.375
1975-10-24,18.125
1975-10-27,18.125
1975-10-28,18.125
1975-10-29,18.0
1975-10-30,18.0
1975-10-31,17.75
1975-11-03,17.875
1975-11-04,17.75
1975-11-05,18.0
1975-11-06,18.0
1975-11-07,18.25
1975-11-10,18.375
1975-11-11,18.625
1975-11-12,18.625
1975-11-13,18.625
1975-11-14,18.5
1975-11-17,18.5
1975-11-18,18.5
1975-11-19,18.375
1975-11-20,18.125
1975-11-21,18.25
1975-11-24,18.125
1975-11-25,18.375
1975-11-26,18.625
1975-11-28,18.625
1975-12-01,18.5
1975-12-02,18.375
1975-12-03,18.0
1975-12-04,18.125
1975-12-05,18.0
1975-12-08,17.875
1975-12-09,17.875
1975-12-10,17.875
1975-12-11,17.75
1975-12-12,17.875
1975-12-15,18.0
1975-12-16,18.25
1975-12-17,18.5
1975-12-18,18.25
1975-12-19,18.375
1975-12-22,18.25
1975-12-23,18.5
1975-12-24,18.625
1975-12-26,18.75
1975-12-29,18.875
1975-12-30,19.0
1975-12-31,19.0
1976-01-02,19.75
1976-01-05,20.125
1976-01-06,20.375
1976-01-07,20.0
1976-01-08,20.0
1976-01-09,19.875
1976-01-12,20.125
1976-01-13,20.5
1976-01-14,20.5
1976-01-15,20.5
1976-01-16,21.0
1976-01-19,21.0
1976-01-20,20.75
1976-01-21,20.75
1976-01-22,20.75
1976-01-23,21.25
1976-01-26,21.125
1976-01-27,21.0
1976-01-28,21.0
1976-01-29,21.125
1976-01-30,21.125
1976-02-02,21.25
1976-02-03,21.125
1976-02-04,21.0
1976-02-05,20.75
1976-02-06,20.75
1976-02-09,20.625
1976-02-10,20.5
1976-02-11,20.375
1976-02-12,20.375
1976-02-13,20.125
1976-02-17,20.125
1976-02-18,20.25
1976-02-19,20.375
1976-02-20,20.625
1976-02-23,20.625
1976-02-24,20.75
1976-02-25,20.375
1976-02-26,20.125
1976-02-27,20.375
1976-03-01,20.375
1976-03-02,20.5
1976-03-03,20.375
1976-03-04,20.125
1976-03-05,20.125
1976-03-08,20.25
1976-03-09,20.0
1976-03-10,20.125
1976-03-11,20.125
1976-03-12,20.0
1976-03-15,20.125
1976-03-16,20.25
1976-03-17,20.125
1976-03-18,20.25
1976-03-19,20.125
1976-03-22,20.125
1976-03-23,20.0
1976-03-24,20.125
1976-03-25,20.0
1976-03-26,20.0
1976-03-29,20.125
1976-03-30,20.0
1976-03-31,20.25
1976-04-01,20.375
1976-04-02,20.5
1976-04-05,20.375
1976-04-06,20.625
1976-04-07,20.75
1976-04-08,20.625
1976-04-09,20.625
1976-04-12,20.5
1976-04-13,20.625
1976-04-14,20.375
1976-04-15,20.625
1976-04-19,20.125
1976-04-20,20.125
1976-04-21,20.0
1976-04-22,20.0
1976-04-23,20.125
1976-04-26,20.0
1976-04-27,20.125
1976-04-28,20.125
1976-04-29,20.25
1976-04-30,20.25
1976-05-03,20.25
1976-05-04,20.0
1976-05-05,20.0
1976-05-06,20.0
1976-05-07,20.125
1976-05-10,20.25
1976-05-11,20.125
1976-05-12,20.125
1976-05-13,20.125
1976-05-14,20.0
1976-05-17,20.0
1976-05-18,20.0
1976-05-19,19.875
1976-05-20,20.0
1976-05-21,20.0
1976-05-24,20.0
1976-05-25,20.0
1976-05-26,20.0
1976-05-27,20.0
1976-05-28,20.125
1976-06-01,20.25
1976-06-02,20.0
1976-06-03,20.125
1976-06-04,20.125
1976-06-07,20.0
1976-06-08,20.0
1976-06-09,20.0
1976-06-10,20.0
1976-06-11,20.0
1976-06-14,19.875
1976-06-15,20.0
1976-06-16,19.875
1976-06-17,19.875
1976-06-18,19.875
1976-06-21,19.875
1976-06-22,19.875
1976-06-23,20.0
1976-06-24,20.125
1976-06-25,20.125
1976-06-28,20.25
1976-06-29,20.25
1976-06-30,20.25
1976-07-01,20.125
1976-07-02,20.5
1976-07-06,20.375
1976-07-07,20.625
1976-07-08,20.625
1976-07-09,20.875
1976-07-12,20.875
1976-07-13,21.0
1976-07-14,21.0
1976-07-15,21.25
1976-07-16,21.375
1976-07-19,20.875
1976-07-20,20.875
1976-07-21,20.5
1976-07-22,20.5
1976-07-23,20.375
1976-07-26,20.5
1976-07-27,20.5
1976-07-28,20.375
1976-07-29,20.5
1976-07-30,20.75
1976-08-02,20.625
1976-08-03,20.875
1976-08-04,21.0
1976-08-05,20.5
1976-08-06,20.75
1976-08-09,20.625
1976-08-10,20.75
1976-08-11,20.875
1976-08-12,20.75
1976-08-13,20.75
1976-08-16,20.75
1976-08-17,20.625
1976-08-18,20.625
1976-08-19,20.75
1976-08-20,20.625
1976-08-23,20.625
1976-08-24,20.75
1976-08-25,21.0
1976-08-26,20.875
1976-08-27,21.0
1976-08-30,21.125
1976-08-31,21.375
1976-09-01,21.25
1976-09-02,21.25
1976-09-03,21.625
1976-09-07,21.625
1976-09-08,21.875
1976-09-09,21.875
1976-09-10,21.875
1976-09-13,21.875
1976-09-14,21.75
1976-09-15,21.5
1976-09-16,21.75
1976-09-17,22.0
1976-09-20,22.0
1976-09-21,22.125
1976-09-22,22.375
1976-09-23,22.375
1976-09-24,22.125
1976-09-27,21.875
1976-09-28,22.0
1976-09-29,22.0
1976-09-30,21.875
1976-10-01,22.0
1976-10-04,22.125
1976-10-05,22.0
1976-10-06,21.875
1976-10-07,22.0
1976-10-08,22.0
1976-10-11,22.0
1976-10-12,22.0
1976-10-13,22.125
1976-10-14,22.0
1976-10-15,22.125
1976-10-18,21.625
1976-10-19,21.625
1976-10-20,21.125
1976-10-21,21.5
1976-10-22,21.125
1976-10-25,21.125
1976-10-26,21.375
1976-10-27,21.25
1976-10-28,21.25
1976-10-29,21.5
1976-11-01,21.375
1976-11-03,21.125
1976-11-04,21.375
1976-11-05,21.25
1976-11-08,21.25
1976-11-09,21.375
1976-11-10,21.375
1976-11-11,21.5
1976-11-12,21.375
1976-11-15,21.5
1976-11-16,21.125
1976-11-17,21.125
1976-11-18,21.125
1976-11-19,21.25
1976-11-22,21.5
1976-11-23,21.375
1976-11-24,21.5
1976-11-26,21.5
1976-11-29,21.625
1976-11-30,21.625
1976-12-01,21.625
1976-12-02,21.5
1976-12-03,21.5
1976-12-06,21.125
1976-12-07,21.375
1976-12-08,21.5
1976-12-09,21.5
1976-12-10,21.375
1976-12-13,21.625
1976-12-14,21.625
1976-12-15,21.5
1976-12-16,21.625
1976-12-17,21.875
1976-12-20,21.875
1976-12-21,22.25
1976-12-22,22.5
1976-12-23,22.5
1976-12-27,22.5
1976-12-28,22.625
1976-12-29,22.5
1976-12-30,22.5
1976-12-31,22.625
1977-01-03,23.25
1977-01-04,23.5
1977-01-05,23.125
1977-01-06,23.125
1977-01-07,23.125
1977-01-10,23.125
1977-01-11,22.75
1977-01-12,22.875
1977-01-13,23.0
1977-01-14,23.0
1977-01-17,22.625
1977-01-18,22.75
1977-01-19,22.375
1977-01-20,22.375
1977-01-21,22.375
1977-01-24,22.75
1977-01-25,22.75
1977-01-26,22.625
1977-01-27,22.5
1977-01-28,22.875
1977-01-31,22.75
1977-02-01,22.75
1977-02-02,22.75
1977-02-03,22.5
1977-02-04,22.375
1977-02-07,21.875
1977-02-08,21.625
1977-02-09,21.375
1977-02-10,21.5
1977-02-11,21.5
1977-02-14,21.25
1977-02-15,21.625
1977-02-16,21.375
1977-02-17,21.375
1977-02-18,21.5
1977-02-22,21.5
1977-02-23,21.25
1977-02-24,21.375
1977-02-25,21.25
1977-02-28,21.125
1977-03-01,21.375
1977-03-02,21.375
1977-03-03,21.625
1977-03-04,21.625
1977-03-07,21.625
1977-03-08,21.625
1977-03-09,21.75
1977-03-10,21.75
1977-03-11,21.875
1977-03-14,21.75
1977-03-15,21.75
1977-03-16,21.625
1977-03-17,21.625
1977-03-18,21.625
1977-03-21,21.75
1977-03-22,21.75
1977-03-23,21.625
1977-03-24,21.625
1977-03-25,21.5
1977-03-28,21.375
1977-03-29,21.625
1977-03-30,21.625
1977-03-31,21.75
1977-04-01,21.75
1977-04-04,22.0
1977-04-05,21.875
1977-04-06,22.0
1977-04-07,22.0
1977-04-11,22.375
1977-04-12,22.625
1977-04-13,22.75
1977-04-14,23.25
1977-04-15,23.0
1977-04-18,22.25
1977-04-19,22.25
1977-04-20,22.375
1977-04-21,22.25
1977-04-22,22.5
1977-04-25,22.25
1977-04-26,22.375
1977-04-27,22.5
1977-04-28,22.75
1977-04-29,22.875
1977-05-02,22.875
1977-05-03,22.75
1977-05-04,22.75
1977-05-05,22.875
1977-05-06,22.875
1977-05-09,22.875
1977-05-10,22.875
1977-05-11,22.75
1977-05-12,22.75
1977-05-13,22.75
1977-05-16,22.875
1977-05-17,22.75
1977-05-18,23.125
1977-05-19,23.125
1977-05-20,23.25
1977-05-23,23.25
1977-05-24,23.125
1977-05-25,23.125
1977-05-26,23.0
1977-05-27,23.25
1977-05-31,23.125
1977-06-01,23.375
1977-06-02,23.375
1977-06-03,23.5
1977-06-06,23.75
1977-06-07,23.875
1977-06-08,23.75
1977-06-09,23.875
1977-06-10,24.125
1977-06-13,24.125
1977-06-14,24.375
1977-06-15,24.375
1977-06-16,24.75
1977-06-17,24.5
1977-06-20,24.625
1977-06-21,24.625
1977-06-22,24.625
1977-06-23,24.5
1977-06-24,24.5
1977-06-27,24.625
1977-06-28,24.375
1977-06-29,24.5
1977-06-30,24.5
1977-07-01,24.5
1977-07-05,24.875
1977-07-06,24.75
1977-07-07,24.875
1977-07-08,25.0
1977-07-11,25.125
1977-07-12,25.625
1977-07-13,25.75
1977-07-15,25.625
1977-07-18,24.875
1977-07-19,24.875
1977-07-20,25.0
1977-07-21,24.75
1977-07-22,24.75
1977-07-25,24.625
1977-07-26,24.75
1977-07-27,24.625
1977-07-28,24.375
1977-07-29,24.0
1977-08-01,24.25
1977-08-02,24.375
1977-08-03,24.875
1977-08-04,24.5
1977-08-05,24.5
1977-08-08,24.875
1977-08-09,24.75
1977-08-10,24.75
1977-08-11,24.5
1977-08-12,24.625
1977-08-15,24.25
1977-08-16,24.0
1977-08-17,24.125
1977-08-18,24.0
1977-08-19,24.125
1977-08-22,24.0
1977-08-23,23.875
1977-08-24,23.875
1977-08-25,23.875
1977-08-26,24.0
1977-08-29,24.0
1977-08-30,24.0
1977-08-31,24.0
1977-09-01,24.25
1977-09-02,24.25
1977-09-06,24.25
1977-09-07,24.375
1977-09-08,24.5
1977-09-09,24.375
1977-09-12,24.375
1977-09-13,24.25
1977-09-14,24.125
1977-09-15,24.0
1977-09-16,23.875
1977-09-19,23.875
1977-09-20,23.75
1977-09-21,23.75
1977-09-22,24.0
1977-09-23,23.75
1977-09-26,23.875
1977-09-27,23.875
1977-09-28,23.875
1977-09-29,24.0
1977-09-30,24.375
1977-10-03,24.875
1977-10-04,24.75
1977-10-05,24.625
1977-10-06,25.0
1977-10-07,24.875
1977-10-10,25.0
1977-10-11,25.0
1977-10-12,25.0
1977-10-13,24.25
1977-10-14,24.5
1977-10-17,23.625
1977-10-18,23.5
1977-10-19,23.25
1977-10-20,23.25
1977-10-21,23.25
1977-10-24,23.125
1977-10-25,22.875
1977-10-26,23.0
1977-10-27,23.375
1977-10-28,23.375
1977-10-31,23.25
1977-11-01,23.125
1977-11-02,22.875
1977-11-03,22.875
1977-11-04,23.0
1977-11-07,23.125
1977-11-08,23.0
1977-11-09,23.125
1977-11-10,23.5
1977-11-11,23.625
1977-11-14,23.875
1977-11-15,24.0
1977-11-16,23.75
1977-11-17,24.0
1977-11-18,24.0
1977-11-21,24.125
1977-11-22,24.25
1977-11-23,24.125
1977-11-25,24.125
1977-11-28,24.0
1977-11-29,23.625
1977-11-30,23.875
1977-12-01,23.75
1977-12-02,23.75
1977-12-05,23.5
1977-12-06,23.75
1977-12-07,23.625
1977-12-08,23.625
1977-12-09,23.625
1977-12-12,23.75
1977-12-13,23.875
1977-12-14,23.875
1977-12-15,23.875
1977-12-16,23.75
1977-12-19,23.625
1977-12-20,23.75
1977-12-21,23.75
1977-12-22,23.75
1977-12-23,24.0
1977-12-27,24.125
1977-12-28,23.875
1977-12-29,24.125
1977-12-30,24.125
1978-01-03,23.5
1978-01-04,23.5
1978-01-05,23.75
1978-01-06,23.75
1978-01-09,23.625
1978-01-10,23.625
1978-01-11,23.375
1978-01-12,23.5
1978-01-13,23.5
1978-01-16,23.0
1978-01-17,22.75
1978-01-18,22.625
1978-01-19,22.75
1978-01-20,22.75
1978-01-23,22.5
1978-01-24,22.375
1978-01-25,22.5
1978-01-26,22.375
1978-01-27,22.25
1978-01-30,22.75
1978-01-31,23.25
1978-02-01,23.0
1978-02-02,22.875
1978-02-03,23.0
1978-02-06,23.0
1978-02-07,22.875
1978-02-08,22.875
1978-02-09,23.0
1978-02-10,23.125
1978-02-13,22.875
1978-02-14,22.875
1978-02-15,22.875
1978-02-16,22.75
1978-02-17,22.625
1978-02-21,22.25
1978-02-22,22.25
1978-02-23,22.5
1978-02-24,22.625
1978-02-27,22.625
1978-02-28,22.5
1978-03-01,22.625
1978-03-02,22.75
