Date,LW
2018-03-02,55.369999
2018-03-05,55.880001
2018-03-06,56.82
2018-03-07,56.310001
2018-03-08,56.669998
2018-03-09,57.330002
2018-03-12,57.259997999999996
2018-03-13,56.470001
2018-03-14,56.080002
2018-03-15,55.619999
2018-03-16,55.66
2018-03-19,55.470001
2018-03-20,55.689999
2018-03-21,55.360001000000004
2018-03-22,54.580002
2018-03-23,54.049999
2018-03-26,56.43
2018-03-27,56.0
2018-03-28,56.389998999999996
2018-03-29,58.220001
2018-04-02,58.07
2018-04-03,59.130001
2018-04-04,59.43
2018-04-05,61.470001
2018-04-06,61.779999
2018-04-09,62.290001000000004
2018-04-10,63.77
2018-04-11,63.759997999999996
2018-04-12,63.32
2018-04-13,64.120003
2018-04-16,64.730003
2018-04-17,65.5
2018-04-18,65.510002
2018-04-19,65.25
2018-04-20,65.360001
2018-04-23,65.660004
2018-04-24,65.440002
2018-04-25,65.849998
2018-04-26,66.410004
2018-04-27,66.589996
2018-04-30,65.32
2018-05-01,64.970001
2018-05-02,64.139999
2018-05-03,64.040001
2018-05-04,65.089996
2018-05-07,66.209999
2018-05-08,66.660004
2018-05-09,67.730003
2018-05-10,68.029999
2018-05-11,67.93
2018-05-14,67.620003
2018-05-15,67.309998
2018-05-16,67.139999
2018-05-17,67.0
2018-05-18,66.790001
2018-05-21,66.739998
2018-05-22,65.040001
2018-05-23,65.160004
2018-05-24,65.199997
2018-05-25,65.43
2018-05-29,64.559998
2018-05-30,65.0
2018-05-31,63.75
2018-06-01,64.110001
2018-06-04,65.279999
2018-06-05,65.730003
2018-06-06,64.660004
2018-06-07,64.860001
2018-06-08,65.68
2018-06-11,65.360001
2018-06-12,65.690002
2018-06-13,65.339996
2018-06-14,65.849998
2018-06-15,64.93
2018-06-18,64.93
2018-06-19,66.379997
2018-06-20,67.480003
2018-06-21,67.290001
2018-06-22,67.879997
2018-06-25,68.150002
2018-06-26,68.629997
2018-06-27,68.160004
2018-06-28,68.720001
2018-06-29,68.510002
2018-07-02,67.989998
2018-07-03,68.370003
2018-07-05,69.879997
2018-07-06,70.190002
2018-07-09,70.379997
2018-07-10,70.279999
2018-07-11,70.199997
2018-07-12,70.540001
2018-07-13,70.849998
2018-07-16,70.199997
2018-07-17,70.730003
2018-07-18,70.589996
2018-07-19,70.379997
2018-07-20,70.41999799999999
2018-07-23,69.019997
2018-07-24,68.339996
2018-07-25,70.410004
2018-07-26,70.050003
2018-07-27,69.800003
2018-07-30,70.239998
2018-07-31,70.269997
2018-08-01,69.699997
2018-08-02,70.529999
2018-08-03,72.160004
2018-08-06,72.58000200000001
2018-08-07,71.769997
2018-08-08,71.410004
2018-08-09,71.629997
2018-08-10,71.089996
2018-08-13,70.91999799999999
2018-08-14,71.699997
2018-08-15,69.260002
2018-08-16,66.589996
2018-08-17,65.589996
2018-08-20,65.629997
2018-08-21,65.239998
2018-08-22,66.18
2018-08-23,67.08000200000001
2018-08-24,67.029999
2018-08-27,68.120003
2018-08-28,67.900002
2018-08-29,67.730003
2018-08-30,67.120003
2018-08-31,67.599998
2018-09-04,67.16999799999999
2018-09-05,67.300003
2018-09-06,67.220001
2018-09-07,66.83000200000001
2018-09-10,67.029999
2018-09-11,67.129997
2018-09-12,67.139999
2018-09-13,67.349998
2018-09-14,68.010002
2018-09-17,66.690002
2018-09-18,66.839996
2018-09-19,65.260002
2018-09-20,66.129997
2018-09-21,67.0
2018-09-24,66.43
2018-09-25,67.099998
2018-09-26,66.699997
2018-09-27,65.589996
2018-09-28,66.599998
2018-10-01,65.940002
2018-10-02,72.0
2018-10-03,72.239998
2018-10-04,73.25
2018-10-05,74.699997
2018-10-08,73.989998
2018-10-09,74.620003
2018-10-10,73.220001
2018-10-11,72.129997
2018-10-12,72.959999
2018-10-15,73.18
2018-10-16,75.269997
2018-10-17,76.110001
2018-10-18,75.650002
2018-10-19,76.57
2018-10-22,77.150002
2018-10-23,78.160004
2018-10-24,79.050003
2018-10-25,78.050003
2018-10-26,77.010002
2018-10-29,77.199997
2018-10-30,76.790001
2018-10-31,78.160004
2018-11-01,77.230003
2018-11-02,76.980003
2018-11-05,78.629997
2018-11-06,80.260002
2018-11-07,80.809998
2018-11-08,81.68
2018-11-09,82.019997
2018-11-12,82.139999
2018-11-13,83.349998
2018-11-14,82.989998
2018-11-15,82.209999
2018-11-16,82.650002
2018-11-19,80.809998
2018-11-20,80.599998
2018-11-21,81.790001
2018-11-23,81.150002
2018-11-26,80.370003
2018-11-27,77.550003
2018-11-28,77.099998
2018-11-29,76.739998
2018-11-30,76.699997
2018-12-03,75.58000200000001
2018-12-04,75.489998
2018-12-06,74.129997
2018-12-07,73.449997
2018-12-10,73.370003
2018-12-11,75.16999799999999
2018-12-12,76.389999
2018-12-13,77.690002
2018-12-14,75.83000200000001
2018-12-17,75.440002
2018-12-18,75.629997
2018-12-19,74.989998
2018-12-20,73.400002
2018-12-21,73.599998
2018-12-24,71.529999
2018-12-26,73.370003
2018-12-27,73.730003
2018-12-28,73.610001
2018-12-31,73.559998
2019-01-02,73.660004
2019-01-03,72.980003
2019-01-04,75.58000200000001
2019-01-07,70.550003
2019-01-08,70.910004
2019-01-09,69.720001
2019-01-10,69.860001
2019-01-11,69.470001
2019-01-14,67.639999
2019-01-15,68.900002
2019-01-16,70.18
2019-01-17,70.900002
2019-01-18,70.879997
2019-01-22,70.75
2019-01-23,72.730003
2019-01-24,71.360001
2019-01-25,71.099998
2019-01-28,71.400002
2019-01-29,72.440002
2019-01-30,72.58000200000001
2019-01-31,72.300003
2019-02-01,72.400002
2019-02-04,71.300003
2019-02-05,71.639999
2019-02-06,71.309998
2019-02-07,70.610001
2019-02-08,70.620003
2019-02-11,70.389999
2019-02-12,69.019997
2019-02-13,68.559998
2019-02-14,68.970001
2019-02-15,69.510002
2019-02-19,70.300003
2019-02-20,70.059998
2019-02-21,70.980003
2019-02-22,70.5
2019-02-25,69.489998
2019-02-26,69.0
2019-02-27,69.099998
2019-02-28,69.309998
2019-03-01,70.949997
2019-03-04,70.790001
2019-03-05,71.160004
2019-03-06,70.540001
2019-03-07,70.510002
2019-03-08,70.010002
2019-03-11,70.209999
2019-03-12,69.699997
2019-03-13,69.839996
2019-03-14,68.190002
2019-03-15,69.510002
2019-03-18,69.900002
2019-03-19,69.709999
2019-03-20,69.370003
2019-03-21,71.0
2019-03-22,71.660004
2019-03-25,72.83000200000001
2019-03-26,73.0
2019-03-27,72.269997
2019-03-28,73.91999799999999
2019-03-29,74.940002
2019-04-01,73.970001
2019-04-02,74.360001
2019-04-03,73.089996
2019-04-04,70.32
2019-04-05,71.629997
2019-04-08,72.870003
2019-04-09,72.91999799999999
2019-04-10,72.400002
2019-04-11,71.629997
2019-04-12,71.110001
2019-04-15,71.199997
2019-04-16,69.660004
2019-04-17,68.629997
2019-04-18,67.620003
2019-04-22,68.900002
2019-04-23,69.480003
2019-04-24,69.290001
2019-04-25,69.199997
2019-04-26,69.690002
2019-04-29,68.550003
2019-04-30,70.050003
2019-05-01,70.099998
2019-05-02,66.370003
2019-05-03,67.099998
2019-05-06,67.5
2019-05-07,68.25
2019-05-08,68.300003
2019-05-09,68.629997
2019-05-10,67.449997
2019-05-13,66.540001
2019-05-14,67.019997
2019-05-15,67.07
2019-05-16,66.879997
2019-05-17,67.629997
2019-05-20,67.540001
2019-05-21,65.360001
2019-05-22,63.66
2019-05-23,63.080002
2019-05-24,62.130001
2019-05-28,60.790001000000004
2019-05-29,59.93
2019-05-30,60.049999
2019-05-31,59.25
2019-06-03,60.240002000000004
2019-06-04,61.23
2019-06-05,62.349998
2019-06-06,62.389998999999996
2019-06-07,60.990002000000004
2019-06-10,61.419998
2019-06-11,61.919998
2019-06-12,61.369999
2019-06-13,61.209998999999996
2019-06-14,61.709998999999996
2019-06-17,59.849998
2019-06-18,58.970001
2019-06-19,61.32
2019-06-20,61.34
2019-06-21,60.84
2019-06-24,60.759997999999996
2019-06-25,62.540001000000004
2019-06-26,63.0
2019-06-27,61.700001
2019-06-28,63.360001000000004
2019-07-01,62.529999
2019-07-02,62.619999
2019-07-03,63.720001
2019-07-05,64.339996
2019-07-08,64.389999
2019-07-09,65.08000200000001
2019-07-10,66.199997
2019-07-11,67.58000200000001
2019-07-12,65.93
2019-07-15,66.370003
2019-07-16,66.790001
2019-07-17,67.08000200000001
2019-07-18,67.959999
2019-07-19,68.57
2019-07-22,67.559998
2019-07-23,63.66
2019-07-24,63.490002000000004
2019-07-25,64.790001
2019-07-26,64.68
2019-07-29,65.550003
2019-07-30,67.540001
2019-07-31,67.120003
2019-08-01,66.550003
2019-08-02,67.059998
2019-08-05,65.360001
2019-08-06,64.949997
2019-08-07,65.620003
2019-08-08,66.839996
2019-08-09,67.059998
2019-08-12,67.900002
2019-08-13,67.300003
2019-08-14,66.800003
2019-08-15,67.900002
2019-08-16,68.809998
2019-08-19,70.120003
2019-08-20,68.25
2019-08-21,68.440002
2019-08-22,69.510002
2019-08-23,68.400002
2019-08-26,68.870003
2019-08-27,68.449997
2019-08-28,68.769997
2019-08-29,69.91999799999999
2019-08-30,70.389999
2019-09-03,71.360001
2019-09-04,72.379997
2019-09-05,71.790001
2019-09-06,71.220001
2019-09-09,71.059998
2019-09-10,70.57
2019-09-11,71.58000200000001
2019-09-12,71.949997
2019-09-13,72.150002
2019-09-16,73.190002
2019-09-17,74.0
2019-09-18,73.75
2019-09-19,73.629997
2019-09-20,73.519997
2019-09-23,74.139999
2019-09-24,73.860001
2019-09-25,73.860001
2019-09-26,73.589996
2019-09-27,73.360001
2019-09-30,72.720001
2019-10-01,73.57
2019-10-02,73.349998
2019-10-03,77.879997
2019-10-04,77.769997
2019-10-07,75.910004
2019-10-08,76.57
2019-10-09,75.959999
2019-10-10,76.410004
2019-10-11,76.089996
2019-10-14,75.839996
2019-10-15,75.5
2019-10-16,76.230003
2019-10-17,77.050003
2019-10-18,76.970001
2019-10-21,76.82
2019-10-22,75.33000200000001
2019-10-23,74.809998
2019-10-24,74.599998
2019-10-25,75.0
2019-10-28,76.029999
2019-10-29,77.019997
2019-10-30,77.75
2019-10-31,78.040001
2019-11-01,77.57
2019-11-04,77.209999
2019-11-05,76.860001
2019-11-06,79.07
2019-11-07,79.0
2019-11-08,78.949997
2019-11-11,80.489998
2019-11-12,80.120003
2019-11-13,81.0
2019-11-14,81.040001
2019-11-15,82.940002
2019-11-18,83.360001
2019-11-19,83.75
2019-11-20,83.489998
2019-11-21,82.839996
2019-11-22,82.910004
2019-11-25,83.43
2019-11-26,83.849998
2019-11-27,84.019997
2019-11-29,83.980003
2019-12-02,84.029999
2019-12-03,84.410004
2019-12-04,84.129997
2019-12-05,84.410004
2019-12-06,84.220001
2019-12-09,84.160004
2019-12-10,84.019997
2019-12-11,84.379997
2019-12-12,84.110001
2019-12-13,84.099998
2019-12-16,83.970001
2019-12-17,84.089996
2019-12-18,84.16999799999999
2019-12-19,84.199997
2019-12-20,85.83000200000001
2019-12-23,85.5
2019-12-24,85.139999
2019-12-26,86.150002
2019-12-27,86.07
2019-12-30,85.449997
2019-12-31,86.029999
2020-01-02,84.089996
2020-01-03,93.559998
2020-01-06,90.699997
2020-01-07,91.209999
2020-01-08,91.260002
2020-01-09,90.790001
2020-01-10,90.480003
2020-01-13,91.230003
2020-01-14,90.66999799999999
2020-01-15,90.879997
2020-01-16,91.0
2020-01-17,90.5
2020-01-21,91.199997
2020-01-22,91.190002
2020-01-23,90.889999
2020-01-24,90.690002
2020-01-27,90.43
2020-01-28,91.660004
2020-01-29,92.050003
2020-01-30,92.120003
2020-01-31,91.309998
2020-02-03,91.75
2020-02-04,92.279999
2020-02-05,92.58000200000001
2020-02-06,93.16999799999999
2020-02-07,94.449997
2020-02-10,94.58000200000001
2020-02-11,95.129997
2020-02-12,94.510002
2020-02-13,95.089996
2020-02-14,95.16999799999999
2020-02-18,95.870003
2020-02-19,94.349998
2020-02-20,94.91999799999999
2020-02-21,94.839996
2020-02-24,95.32
2020-02-25,93.769997
2020-02-26,92.540001
2020-02-27,89.449997
2020-02-28,86.889999
2020-03-02,86.650002
2020-03-03,85.5
2020-03-04,88.089996
2020-03-05,86.360001
2020-03-06,83.370003
2020-03-09,73.379997
2020-03-10,72.730003
2020-03-11,71.43
2020-03-12,63.360001000000004
2020-03-13,63.849998
2020-03-16,52.439999
2020-03-17,53.130001
2020-03-18,45.009997999999996
2020-03-19,48.810001
2020-03-20,47.630001
2020-03-23,47.709998999999996
2020-03-24,55.040001000000004
2020-03-25,56.330002
2020-03-26,58.84
2020-03-27,57.25
2020-03-30,57.639998999999996
2020-03-31,57.099998
2020-04-01,51.0
2020-04-02,49.880001
2020-04-03,50.200001
2020-04-06,51.82
2020-04-07,55.099998
2020-04-08,57.75
2020-04-09,58.400002
2020-04-13,58.259997999999996
2020-04-14,60.700001
2020-04-15,55.91
2020-04-16,57.549999
2020-04-17,59.919998
2020-04-20,57.509997999999996
2020-04-21,55.709998999999996
2020-04-22,56.330002
2020-04-23,56.689999
2020-04-24,57.779999
2020-04-27,58.549999
2020-04-28,60.16
2020-04-29,64.889999
2020-04-30,61.360001000000004
2020-05-01,58.349998
2020-05-04,57.700001
2020-05-05,58.970001
2020-05-06,59.0
2020-05-07,55.419998
2020-05-08,61.540001000000004
2020-05-11,59.66
2020-05-12,58.23
2020-05-13,54.779999
2020-05-14,54.509997999999996
2020-05-15,52.09
2020-05-18,56.369999
2020-05-19,55.860001000000004
2020-05-20,56.27
2020-05-21,55.830002
2020-05-22,57.220001
2020-05-26,60.700001
2020-05-27,61.950001
