Date,BXP
1999-02-26,32.3125
1999-03-01,32.125
1999-03-02,32.75
1999-03-03,32.875
1999-03-04,32.8125
1999-03-05,33.125
1999-03-08,32.875
1999-03-09,32.75
1999-03-10,32.8125
1999-03-11,32.375
1999-03-12,32.0
1999-03-15,31.9375
1999-03-16,31.9375
1999-03-17,32.3125
1999-03-18,32.125
1999-03-19,31.8125
1999-03-22,31.0
1999-03-23,30.9375
1999-03-24,31.0
1999-03-25,30.75
1999-03-26,31.0
1999-03-29,31.25
1999-03-30,32.0
1999-03-31,31.625
1999-04-01,31.9375
1999-04-05,31.875
1999-04-06,31.5
1999-04-07,31.25
1999-04-08,31.25
1999-04-09,31.25
1999-04-12,32.25
1999-04-13,32.125
1999-04-14,32.625
1999-04-15,33.625
1999-04-16,34.4375
1999-04-19,35.4375
1999-04-20,34.5
1999-04-21,35.6875
1999-04-22,35.8125
1999-04-23,35.1875
1999-04-26,35.0
1999-04-27,34.875
1999-04-28,34.875
1999-04-29,35.375
1999-04-30,36.3125
1999-05-03,36.0
1999-05-04,36.3125
1999-05-05,36.5
1999-05-06,36.5625
1999-05-07,36.375
1999-05-10,37.125
1999-05-11,36.8125
1999-05-12,36.8125
1999-05-13,36.6875
1999-05-14,37.0
1999-05-17,36.9375
1999-05-18,36.75
1999-05-19,37.0
1999-05-20,36.75
1999-05-21,36.75
1999-05-24,36.375
1999-05-25,36.375
1999-05-26,36.0625
1999-05-27,36.0
1999-05-28,35.9375
1999-06-01,35.875
1999-06-02,35.875
1999-06-03,35.9375
1999-06-04,35.75
1999-06-07,35.875
1999-06-08,35.6875
1999-06-09,35.3125
1999-06-10,35.0625
1999-06-11,35.0
1999-06-14,34.9375
1999-06-15,35.25
1999-06-16,35.5
1999-06-17,35.6875
1999-06-18,35.625
1999-06-21,35.625
1999-06-22,35.5625
1999-06-23,35.3125
1999-06-24,35.3125
1999-06-25,35.5
1999-06-28,35.5625
1999-06-29,35.6875
1999-06-30,35.875
1999-07-01,35.4375
1999-07-02,35.625
1999-07-06,34.75
1999-07-07,34.0625
1999-07-08,33.625
1999-07-09,33.125
1999-07-12,33.75
1999-07-13,33.625
1999-07-14,34.25
1999-07-15,34.8125
1999-07-16,34.375
1999-07-19,34.8125
1999-07-20,34.75
1999-07-21,34.75
1999-07-22,34.8125
1999-07-23,34.8125
1999-07-26,34.75
1999-07-27,33.8125
1999-07-28,33.6875
1999-07-29,33.625
1999-07-30,34.25
1999-08-02,34.3125
1999-08-03,34.125
1999-08-04,33.875
1999-08-05,33.4375
1999-08-06,33.625
1999-08-09,33.125
1999-08-10,32.9375
1999-08-11,33.125
1999-08-12,33.0
1999-08-13,33.4375
1999-08-16,33.4375
1999-08-17,33.4375
1999-08-18,33.1875
1999-08-19,33.4375
1999-08-20,33.1875
1999-08-23,33.375
1999-08-24,33.1875
1999-08-25,33.0
1999-08-26,33.0625
1999-08-27,33.0625
1999-08-30,32.75
1999-08-31,33.3125
1999-09-01,33.1875
1999-09-02,33.0625
1999-09-03,33.125
1999-09-07,33.5
1999-09-08,33.6875
1999-09-09,33.625
1999-09-10,33.5
1999-09-13,33.25
1999-09-14,33.3125
1999-09-15,33.0
1999-09-16,33.0625
1999-09-17,32.875
1999-09-20,32.75
1999-09-21,32.375
1999-09-22,32.0
1999-09-23,30.9375
1999-09-24,31.4375
1999-09-27,30.75
1999-09-28,30.5
1999-09-29,30.3125
1999-09-30,30.6875
1999-10-01,30.3125
1999-10-04,30.375
1999-10-05,30.5625
1999-10-06,30.5
1999-10-07,30.5
1999-10-08,30.0625
1999-10-11,29.9375
1999-10-12,29.8125
1999-10-13,29.625
1999-10-14,29.125
1999-10-15,29.25
1999-10-18,29.0625
1999-10-19,29.1875
1999-10-20,29.25
1999-10-21,28.9375
1999-10-22,29.5
1999-10-25,29.5625
1999-10-26,29.6875
1999-10-27,29.625
1999-10-28,29.625
1999-10-29,29.8125
1999-11-01,29.9375
1999-11-02,30.4375
1999-11-03,30.625
1999-11-04,30.5625
1999-11-05,30.25
1999-11-08,29.5
1999-11-09,29.3125
1999-11-10,28.75
1999-11-11,28.75
1999-11-12,28.625
1999-11-15,28.1875
1999-11-16,28.375
1999-11-17,28.625
1999-11-18,28.5
1999-11-19,28.3125
1999-11-22,28.0
1999-11-23,27.625
1999-11-24,28.25
1999-11-26,28.0625
1999-11-29,28.25
1999-11-30,28.3125
1999-12-01,29.0
1999-12-02,29.0625
1999-12-03,29.75
1999-12-06,29.75
1999-12-07,29.5
1999-12-08,29.3125
1999-12-09,29.375
1999-12-10,29.25
1999-12-13,28.75
1999-12-14,27.625
1999-12-15,27.5
1999-12-16,27.6875
1999-12-17,29.375
1999-12-20,29.8125
1999-12-21,29.875
1999-12-22,29.6875
1999-12-23,30.3125
1999-12-27,30.125
1999-12-28,30.75
1999-12-29,31.125
1999-12-30,31.125
1999-12-31,31.125
2000-01-03,30.6875
2000-01-04,30.1875
2000-01-05,30.4375
2000-01-06,31.0
2000-01-07,32.125
2000-01-10,32.375
2000-01-11,32.0625
2000-01-12,31.5625
2000-01-13,31.75
2000-01-14,31.5625
2000-01-18,31.25
2000-01-19,31.25
2000-01-20,30.875
2000-01-21,30.5625
2000-01-24,30.4375
2000-01-25,30.5625
2000-01-26,30.6875
2000-01-27,30.5625
2000-01-28,30.4375
2000-01-31,30.0
2000-02-01,29.8125
2000-02-02,29.9375
2000-02-03,30.1875
2000-02-04,29.9375
2000-02-07,30.0
2000-02-08,30.5625
2000-02-09,30.5625
2000-02-10,30.3125
2000-02-11,30.0625
2000-02-14,30.125
2000-02-15,30.0
2000-02-16,30.1875
2000-02-17,30.5
2000-02-18,30.125
2000-02-22,30.0625
2000-02-23,30.375
2000-02-24,30.4375
2000-02-25,30.5
2000-02-28,30.375
2000-02-29,30.3125
2000-03-01,30.375
2000-03-02,30.375
2000-03-03,30.375
2000-03-06,30.3125
2000-03-07,29.875
2000-03-08,30.0
2000-03-09,30.4375
2000-03-10,30.375
2000-03-13,30.0
2000-03-14,30.375
2000-03-15,30.625
2000-03-16,30.875
2000-03-17,31.0
2000-03-20,31.25
2000-03-21,31.25
2000-03-22,31.25
2000-03-23,31.25
2000-03-24,31.25
2000-03-27,31.3125
2000-03-28,31.4375
2000-03-29,31.25
2000-03-30,31.5
2000-03-31,31.8125
2000-04-03,31.75
2000-04-04,32.0
2000-04-05,32.4375
2000-04-06,34.125
2000-04-07,34.25
2000-04-10,34.4375
2000-04-11,34.3125
2000-04-12,34.5
2000-04-13,34.375
2000-04-14,34.0
2000-04-17,34.0
2000-04-18,34.125
2000-04-19,34.1875
2000-04-20,34.1875
2000-04-24,34.375
2000-04-25,34.3125
2000-04-26,35.0
2000-04-27,35.0
2000-04-28,34.875
2000-05-01,35.375
2000-05-02,36.1875
2000-05-03,36.0
2000-05-04,36.0
2000-05-05,36.125
2000-05-08,36.3125
2000-05-09,36.375
2000-05-10,36.3125
2000-05-11,36.4375
2000-05-12,36.625
2000-05-15,36.25
2000-05-16,36.1875
2000-05-17,36.4375
2000-05-18,36.375
2000-05-19,36.5625
2000-05-22,36.375
2000-05-23,36.1875
2000-05-24,35.625
2000-05-25,35.4375
2000-05-26,35.4375
2000-05-30,35.0
2000-05-31,34.9375
2000-06-01,34.875
2000-06-02,35.4375
2000-06-05,35.25
2000-06-06,35.5625
2000-06-07,36.125
2000-06-08,36.5
2000-06-09,36.3125
2000-06-12,36.59375
2000-06-13,36.6875
2000-06-14,37.6875
2000-06-15,37.125
2000-06-16,37.0625
2000-06-19,37.0625
2000-06-20,37.875
2000-06-21,37.5
2000-06-22,37.125
2000-06-23,37.3125
2000-06-26,37.4375
2000-06-27,38.1875
2000-06-28,38.0
2000-06-29,38.96875
2000-06-30,38.625
2000-07-03,38.71875
2000-07-05,38.625
2000-07-06,38.1875
2000-07-07,38.0
2000-07-10,38.0
2000-07-11,37.9375
2000-07-12,37.9375
2000-07-13,37.875
2000-07-14,37.75
2000-07-17,37.8125
2000-07-18,37.75
2000-07-19,37.5625
2000-07-20,37.875
2000-07-21,38.125
2000-07-24,38.8125
2000-07-25,39.28125
2000-07-26,40.21875
2000-07-27,41.46875
2000-07-28,41.65625
2000-07-31,41.46875
2000-08-01,41.84375
2000-08-02,41.46875
2000-08-03,41.90625
2000-08-04,42.03125
2000-08-07,41.96875
2000-08-08,42.25
2000-08-09,42.5
2000-08-10,42.5625
2000-08-11,42.4375
2000-08-14,42.15625
2000-08-15,42.25
2000-08-16,42.625
2000-08-17,42.84375
2000-08-18,42.53125
2000-08-21,42.40625
2000-08-22,42.3125
2000-08-23,41.1875
2000-08-24,40.8125
2000-08-25,40.625
2000-08-28,40.875
2000-08-29,40.4375
2000-08-30,40.3125
2000-08-31,40.4375
2000-09-01,40.3125
2000-09-05,40.0625
2000-09-06,40.3125
2000-09-07,40.5
2000-09-08,41.8125
2000-09-11,42.125
2000-09-12,43.25
2000-09-13,42.5
2000-09-14,42.8125
2000-09-15,42.5625
2000-09-18,41.5
2000-09-19,42.25
2000-09-20,42.625
2000-09-21,42.75
2000-09-22,42.875
2000-09-25,42.5625
2000-09-26,42.5625
2000-09-27,42.8125
2000-09-28,43.25
2000-09-29,42.9375
2000-10-02,41.875
2000-10-03,41.5
2000-10-04,40.625
2000-10-05,40.875
2000-10-06,40.875
2000-10-09,40.75
2000-10-10,41.0
2000-10-11,39.625
2000-10-12,39.75
2000-10-13,39.5
2000-10-16,40.1875
2000-10-17,39.8125
2000-10-18,39.75
2000-10-19,40.0
2000-10-20,40.0625
2000-10-23,39.75
2000-10-24,38.875
2000-10-25,39.0625
2000-10-26,40.0625
2000-10-27,41.0625
2000-10-30,41.0
2000-10-31,40.5
2000-11-01,41.0
2000-11-02,40.8125
2000-11-03,40.8125
2000-11-06,40.5625
2000-11-07,40.3125
2000-11-08,40.4375
2000-11-09,40.5625
2000-11-10,40.375
2000-11-13,40.5625
2000-11-14,40.875
2000-11-15,41.0625
2000-11-16,41.0
2000-11-17,41.0625
2000-11-20,41.0
2000-11-21,41.4375
2000-11-22,41.1875
2000-11-24,41.3125
2000-11-27,41.4375
2000-11-28,41.4375
2000-11-29,41.75
2000-11-30,42.4375
2000-12-01,41.6875
2000-12-04,41.75
2000-12-05,42.1875
2000-12-06,42.0
2000-12-07,41.9375
2000-12-08,42.375
2000-12-11,43.25
2000-12-12,42.875
2000-12-13,43.5
2000-12-14,43.375
2000-12-15,43.875
2000-12-18,44.375
2000-12-19,44.625
2000-12-20,44.375
2000-12-21,44.625
2000-12-22,44.375
2000-12-26,44.3125
2000-12-27,44.1875
2000-12-28,44.75
2000-12-29,43.5
2001-01-02,43.3125
2001-01-03,42.875
2001-01-04,42.5625
2001-01-05,40.8125
2001-01-08,40.25
2001-01-09,40.4375
2001-01-10,40.5625
2001-01-11,40.125
2001-01-12,40.5625
2001-01-16,40.375
2001-01-17,40.4375
2001-01-18,40.75
2001-01-19,40.8125
2001-01-22,41.25
2001-01-23,41.5
2001-01-24,41.9375
2001-01-25,42.375
2001-01-26,41.625
2001-01-29,40.889998999999996
2001-01-30,40.970001
2001-01-31,40.599998
2001-02-01,41.0
2001-02-02,42.119999
2001-02-05,42.18
2001-02-06,41.27
2001-02-07,40.650002
2001-02-08,40.5
2001-02-09,40.330002
2001-02-12,40.549999
2001-02-13,40.709998999999996
2001-02-14,40.599998
2001-02-15,40.599998
2001-02-16,40.360001000000004
2001-02-20,40.25
2001-02-21,39.799999
2001-02-22,39.209998999999996
2001-02-23,40.200001
2001-02-26,39.970001
2001-02-27,40.299999
2001-02-28,40.34
2001-03-01,40.150002
2001-03-02,40.630001
2001-03-05,40.650002
2001-03-06,40.700001
2001-03-07,41.060001
2001-03-08,41.130001
2001-03-09,40.889998999999996
2001-03-12,40.029999
2001-03-13,39.82
2001-03-14,39.740002000000004
2001-03-15,39.849998
2001-03-16,39.470001
2001-03-19,39.5
2001-03-20,39.240002000000004
2001-03-21,38.75
2001-03-22,37.919998
2001-03-23,38.68
2001-03-26,39.490002000000004
2001-03-27,39.450001
2001-03-28,38.549999
2001-03-29,38.43
2001-03-30,38.450001
2001-04-02,38.099998
2001-04-03,37.950001
2001-04-04,37.700001
2001-04-05,37.900002
2001-04-06,37.330002
2001-04-09,37.34
2001-04-10,37.23
2001-04-11,36.470001
2001-04-12,36.470001
2001-04-16,36.599998
2001-04-17,37.099998
2001-04-18,37.75
2001-04-19,37.799999
2001-04-20,37.799999
2001-04-23,37.599998
2001-04-24,38.02
2001-04-25,37.52
2001-04-26,38.400002
2001-04-27,39.18
2001-04-30,39.509997999999996
2001-05-01,39.400002
2001-05-02,39.099998
2001-05-03,39.0
2001-05-04,38.950001
2001-05-07,39.139998999999996
2001-05-08,38.98
2001-05-09,39.07
2001-05-10,39.009997999999996
2001-05-11,39.0
2001-05-14,38.799999
2001-05-15,39.07
2001-05-16,39.330002
2001-05-17,39.73
2001-05-18,40.0
2001-05-21,39.849998
2001-05-22,40.080002
2001-05-23,40.18
2001-05-24,40.5
2001-05-25,40.419998
2001-05-29,40.389998999999996
2001-05-30,39.990002000000004
2001-05-31,39.880001
2001-06-01,39.880001
2001-06-04,40.25
2001-06-05,40.060001
2001-06-06,40.040001000000004
2001-06-07,40.099998
2001-06-08,39.959998999999996
2001-06-11,40.57
2001-06-12,40.900002
2001-06-13,41.0
2001-06-14,41.0
2001-06-15,40.98
2001-06-18,41.0
2001-06-19,40.880001
2001-06-20,41.0
2001-06-21,41.060001
2001-06-22,41.0
2001-06-25,40.799999
2001-06-26,41.049999
2001-06-27,40.650002
2001-06-28,41.0
2001-06-29,40.900002
2001-07-02,41.0
2001-07-03,41.18
2001-07-05,41.259997999999996
2001-07-06,41.049999
2001-07-09,40.580002
2001-07-10,40.049999
2001-07-11,39.810001
2001-07-12,40.09
2001-07-13,39.779999
2001-07-16,39.610001000000004
2001-07-17,39.599998
2001-07-18,39.98
2001-07-19,40.150002
2001-07-20,39.669998
2001-07-23,39.32
2001-07-24,39.200001
2001-07-25,38.98
2001-07-26,39.150002
2001-07-27,39.279999
2001-07-30,38.400002
2001-07-31,38.549999
2001-08-01,38.700001
2001-08-02,38.900002
2001-08-03,39.0
2001-08-06,39.380001
2001-08-07,39.330002
2001-08-08,39.369999
2001-08-09,39.299999
2001-08-10,39.900002
2001-08-13,40.009997999999996
2001-08-14,40.25
2001-08-15,40.68
2001-08-16,40.66
2001-08-17,41.150002
2001-08-20,40.630001
2001-08-21,40.82
2001-08-22,40.48
2001-08-23,40.75
2001-08-24,40.5
2001-08-27,40.560001
2001-08-28,40.509997999999996
2001-08-29,40.18
2001-08-30,39.599998
2001-08-31,39.400002
2001-09-04,39.200001
2001-09-05,39.02
2001-09-06,38.470001
2001-09-07,38.18
2001-09-10,37.950001
2001-09-17,36.200001
2001-09-18,37.169998
2001-09-19,37.349998
2001-09-20,36.66
2001-09-21,36.349998
2001-09-24,37.040001000000004
2001-09-25,37.220001
2001-09-26,36.689999
2001-09-27,37.189999
2001-09-28,38.130001
2001-10-01,37.98
2001-10-02,37.849998
2001-10-03,36.369999
2001-10-04,37.049999
2001-10-05,36.41
2001-10-08,36.25
2001-10-09,37.279999
2001-10-10,37.66
2001-10-11,37.900002
2001-10-12,37.950001
2001-10-15,37.900002
2001-10-16,37.650002
2001-10-17,37.5
2001-10-18,36.82
2001-10-19,36.290001000000004
2001-10-22,35.799999
2001-10-23,35.0
2001-10-24,34.330002
2001-10-25,34.66
2001-10-26,34.990002000000004
2001-10-29,35.169998
2001-10-30,35.080002
2001-10-31,35.349998
2001-11-01,35.73
2001-11-02,35.720001
2001-11-05,35.68
2001-11-06,36.049999
2001-11-07,35.970001
2001-11-08,35.990002000000004
2001-11-09,35.939999
2001-11-12,35.950001
2001-11-13,36.369999
2001-11-14,36.509997999999996
2001-11-15,36.869999
2001-11-16,37.049999
2001-11-19,37.209998999999996
2001-11-20,36.849998
2001-11-21,37.119999
2001-11-23,37.150002
2001-11-26,37.029999
2001-11-27,37.18
2001-11-28,37.119999
2001-11-29,37.200001
2001-11-30,37.200001
2001-12-03,37.0
2001-12-04,37.599998
2001-12-05,38.150002
2001-12-06,38.099998
2001-12-07,38.41
2001-12-10,37.75
2001-12-11,37.75
2001-12-12,37.650002
2001-12-13,37.169998
2001-12-14,37.400002
2001-12-17,37.689999
2001-12-18,37.720001
2001-12-19,37.759997999999996
2001-12-20,37.75
2001-12-21,37.93
2001-12-24,38.32
2001-12-26,38.099998
2001-12-27,37.990002000000004
2001-12-28,38.200001
2001-12-31,38.0
2002-01-02,38.25
2002-01-03,38.380001
2002-01-04,38.490002000000004
2002-01-07,38.700001
2002-01-08,38.959998999999996
2002-01-09,38.91
2002-01-10,38.900002
2002-01-11,38.349998
2002-01-14,38.349998
2002-01-15,37.970001
2002-01-16,37.849998
2002-01-17,37.700001
2002-01-18,37.419998
2002-01-22,37.369999
2002-01-23,37.5
2002-01-24,36.68
2002-01-25,36.799999
2002-01-28,36.720001
2002-01-29,36.549999
2002-01-30,36.75
2002-01-31,36.639998999999996
2002-02-01,36.84
2002-02-04,37.080002
2002-02-05,36.93
2002-02-06,36.700001
2002-02-07,36.369999
2002-02-08,35.98
2002-02-11,36.400002
2002-02-12,36.200001
2002-02-13,36.310001
2002-02-14,36.900002
2002-02-15,37.299999
2002-02-19,37.18
2002-02-20,37.150002
2002-02-21,36.959998999999996
2002-02-22,37.389998999999996
2002-02-25,37.389998999999996
2002-02-26,37.990002000000004
2002-02-27,37.650002
2002-02-28,37.669998
2002-03-01,38.200001
2002-03-04,38.919998
2002-03-05,39.349998
2002-03-06,39.709998999999996
2002-03-07,39.759997999999996
2002-03-08,39.82
2002-03-11,39.25
2002-03-12,39.259997999999996
2002-03-13,39.200001
2002-03-14,39.349998
2002-03-15,39.0
2002-03-18,39.200001
2002-03-19,39.43
2002-03-20,39.5
2002-03-21,39.580002
2002-03-22,39.400002
2002-03-25,39.48
2002-03-26,39.599998
2002-03-27,39.599998
2002-03-28,39.450001
2002-04-01,39.610001000000004
2002-04-02,39.459998999999996
2002-04-03,39.189999
2002-04-04,39.34
